@relation data

@attribute id string
@attribute 10018 numeric
@attribute 10276 numeric
@attribute 10451 numeric
@attribute 11108 numeric
@attribute 11214 numeric
@attribute 1894 numeric
@attribute 221472 numeric
@attribute 2245 numeric
@attribute 22986 numeric
@attribute 23229 numeric
@attribute 23263 numeric
@attribute 23365 numeric
@attribute 23370 numeric
@attribute 23385 numeric
@attribute 23421 numeric
@attribute 25791 numeric
@attribute 26230 numeric
@attribute 26574 numeric
@attribute 27018 numeric
@attribute 27237 numeric
@attribute 29 numeric
@attribute 3066 numeric
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 387 numeric
@attribute 393 numeric
@attribute 396 numeric
@attribute 4099 numeric
@attribute 4168 numeric
@attribute 4615 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 4974 numeric
@attribute 50649 numeric
@attribute 50650 numeric
@attribute 51107 numeric
@attribute 5584 numeric
@attribute 55851 numeric
@attribute 5599 numeric
@attribute 5663 numeric
@attribute 5664 numeric
@attribute 57142 numeric
@attribute 572 numeric
@attribute 57449 numeric
@attribute 57580 numeric
@attribute 5879 numeric
@attribute 5923 numeric
@attribute 5924 numeric
@attribute 5970 numeric
@attribute 6453 numeric
@attribute 64857 numeric
@attribute 6610 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6868 numeric
@attribute 7074 numeric
@attribute 7204 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute 7531 numeric
@attribute 83464 numeric
@attribute 835 numeric
@attribute 836 numeric
@attribute 84033 numeric
@attribute 8767 numeric
@attribute 8841 numeric
@attribute 8874 numeric
@attribute 8878 numeric
@attribute 89846 numeric
@attribute 8997 numeric
@attribute 9138 numeric
@attribute 9181 numeric
@attribute 9459 numeric
@attribute 9500 numeric
@attribute 9828 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0276331207,0.9690867295,-0.0326138439,0.5817669804,0.1280452925,0.0775998607,-0.0478853417,0.5005847514,0.4093130233,0.2022540038,-0.2147165674,0.1206888382,2.8973255952,0.4093161449,0.6711353312,-0.1230325037,0.1727772389,0.2042591471,2.7135715186,-0.0963834492,0.4093179396,0.6440977516,0.2679063242,1.3582962865,2.3560742060,-0.0923457111,1.1453010898,-0.0028573514,-0.0710749992,1.6197582881,0.0372776528,0.8098630121,0.3680018091,0.1657428197,-0.0899361376,0.4801460121,0.5397403194,0.7524875518,1.7697005848,0.0779468772,0.6904673187,0.2626772636,0.4059866449,2.1405386211,0.3923970497,-0.1814430618,-0.1493795969,3.2701125443,-0.0801486851,0.5296690137,1.2157194917,0.7849642666,0.2573466731,0.0167289791,-0.0234144181,0.2904654710,0.8307499480,0.6535986927,0.4244473530,-0.0056752554,-0.0023895863,1.6931597393,0.9753181636,0.1359229180,0.0052920096,-0.0236175401,0.6162338108,0.6625436882,0.1577197406,0.5647155158,-0.0493697333,0.0524773360,0.1308444969,1.1541396589,0.5672101140,1.3967778361,1.3693501800,BRCA
GSM481003,0.0188322684,1.4268718887,-0.0231692680,0.5336733194,0.1338368257,0.1170370472,-0.0133583776,0.6715946960,-0.1601173806,0.1688495674,-0.1097599240,0.0953503352,3.1484793293,0.4201771034,0.2220919121,-0.0147724892,0.2128589997,0.1911698644,2.7780131400,0.0214152868,0.6370275887,0.7179817701,0.4162924297,1.6018303342,2.2548772812,-0.0143992958,1.4418869596,0.0954876737,-0.0781305797,1.9719548359,0.0608519517,1.4016762564,0.2977324581,0.2308445466,-0.0168972793,0.4711220712,0.5172265816,0.9200572537,1.7333772512,0.1501637864,0.6729280780,0.1710262043,0.5494550661,2.0722110277,0.8256779464,0.0189597536,-0.0438680094,3.4451596026,-0.1266487328,1.4115826412,1.5458108518,0.7615024755,0.3769451761,0.1115000570,-0.0553885548,0.0839562974,0.6585335968,0.3559159044,0.2302531050,-0.0640276709,0.1084957430,1.7584719257,1.1439594924,0.2037714471,0.0413504756,-0.0196646343,0.7397027474,0.6515898791,0.0871189219,1.1120528883,-0.0950534017,0.3499204872,0.0704804984,0.8408122492,0.2962089152,1.3731920155,1.1462536677,BRCA
GSM481004,0.0032131765,1.1368801314,-0.0307725794,0.7152468323,0.0963389270,0.0782573644,-0.0107281020,0.6330232060,0.0947462648,0.2752154278,-0.1533938454,0.1328991915,2.9972924922,0.5729770413,0.4015138613,-0.0742796901,0.2881344773,0.1989728004,2.6490807384,0.0359183101,0.6672094362,0.5290585255,0.4565757285,1.6827038777,2.2044553339,-0.0436296604,0.7845555319,0.0177135904,-0.0783212090,2.0826415886,0.1890115326,1.3433312625,0.4250780939,0.1176411078,-0.1012400464,0.5861610361,0.8629887241,0.7784011277,1.3527111826,0.0768952314,0.6871232500,0.1590112297,0.5722425930,2.0862360978,0.5918967704,0.0202158426,-0.1145462067,3.1503309594,-0.1099492880,0.6547500696,1.4715695732,0.7668976274,0.3770500924,0.0534366353,-0.0500999228,0.1372055122,0.7055937574,0.1908394388,0.4023250320,-0.0649329242,0.0092281189,1.5714392263,1.1097071169,0.0873647968,0.0227122911,-0.0480629229,1.0226274510,0.7827821134,0.0842149444,1.4631964538,-0.0695647807,0.0916671008,0.1607130586,0.7983339448,0.8315192394,1.3104291571,1.3311144782,BRCA
GSM481005,-0.0132691738,1.4850009118,-0.0564037240,0.5429968314,0.1081407288,0.1567583789,-0.0297862833,0.2841802854,-0.1471417261,0.3392045438,-0.1201931883,0.1197699101,2.5402811104,0.5262828029,1.0572889381,-0.1369087202,0.1946313770,0.1055828985,2.6375827939,-0.0088546342,0.5094793110,0.7883546688,0.3903404364,1.3759988721,2.3612720490,-0.0627001272,1.2518462484,0.1275892266,-0.0811018124,1.8920790091,0.0661443981,0.7793831442,0.8258913127,0.3413315056,-0.0039941517,0.4735783255,0.2616536821,0.6939133648,2.1488943961,0.1203601334,0.8086081992,0.3476366963,0.5030498349,2.0367323970,0.5596565347,-0.0518859118,-0.1436538813,3.0240586301,-0.1243659107,0.3963016160,1.2129281088,0.7326186685,0.1642662317,0.0875303568,0.0180744121,0.2881692323,0.7158623052,0.5558878461,0.5034101729,-0.0950495207,0.0036584168,1.8658410707,1.1017246097,0.1775396827,0.1452049680,-0.0671164690,0.5842907192,0.8078041228,0.0488178599,0.6948726510,-0.0514490982,0.0152960924,0.1244499934,0.9312694087,1.0253801594,1.3028031922,1.5126325041,BRCA
GSM481006,0.0401365866,1.0808971419,-0.0841016283,0.5021594193,0.1934795560,0.1575621885,-0.0192464166,0.5645022625,-0.0508012726,0.2106966805,-0.1284431687,0.1205287743,2.8568024108,0.3676370584,0.8798698387,-0.1160696300,0.2100061820,0.1348557281,2.6618324965,-0.0590804831,0.5767764330,0.9014139936,0.2354427614,1.4395066746,2.5397693236,-0.0294492651,1.4007645882,0.0080742013,-0.1302001907,1.6438614859,0.1223146532,1.0869957842,0.2627044822,-0.0104646519,-0.0627054799,0.5284510339,0.6794934808,1.0601320580,1.8889272941,0.2117960454,0.7695189350,0.3838538600,0.5234791567,2.1136328344,0.4886666650,-0.1382315664,-0.0668901430,3.3005572359,-0.1104953908,0.8617629559,1.3122026393,0.8822284468,0.1961396041,0.1211031202,0.0128678733,0.2175775908,0.9194297606,0.3958835783,0.4431047085,-0.1211343683,0.0232389788,1.9682866730,1.0241372809,0.2434271592,0.0978846997,0.0678498665,0.7860515617,0.6549511686,0.1569244603,1.1516406164,-0.0550709022,0.2210786755,0.1906399579,1.2168710813,0.9315912557,1.2909523086,1.4159072116,BRCA
GSM481007,0.0687556114,0.5420622462,-0.0341735956,0.5656488665,0.1221090665,0.1995382669,-0.0362173783,0.9838866590,-0.1172423564,-0.0285087065,-0.1163244512,0.0571031523,3.0173221693,0.4225085249,0.2009032039,-0.0839940188,0.0133216111,0.0161085977,2.8652681111,0.0307996508,0.6597966601,0.9380302841,0.2572633833,1.4693711392,1.9990592401,-0.0809328982,1.1660413659,-0.0374884444,-0.0880929150,1.7544682556,0.0016019143,1.3999506757,0.1905497794,0.1564722206,-0.0627823851,0.4979078904,0.9978991152,1.1355728010,1.5754799742,0.3489399348,0.3326362380,0.1124916842,0.5846136941,2.2801565057,0.9255183645,-0.0198365795,-0.1126914493,3.0947886640,-0.0803614525,0.5685341080,1.4910032429,0.8779219021,0.0959797245,0.6186752281,-0.0621160632,0.2030390211,0.4872099256,0.1090552003,0.2061097287,-0.0768376531,0.0575834834,1.4423759383,1.4694935381,0.1246918725,0.0586705186,0.0486504506,0.4491444476,0.7129076130,0.1085153274,1.5129696453,-0.0493062391,0.1635844609,0.2848709021,0.9169253635,0.3496775628,1.2529322182,1.6700600834,BRCA
GSM481008,0.0981596726,2.0539053398,-0.0587467358,0.5458745112,0.1275502817,0.5515693240,-0.0098432555,0.9706925899,-0.1643979592,0.0352268052,-0.1339751984,0.1181333933,2.8072107830,0.4056988864,0.8503955403,0.1130976237,0.1274224225,0.3030602123,2.3643715717,-0.0348471312,0.5800506662,1.1086183989,0.3088421996,1.2875107631,1.7342027903,-0.1088612034,1.0340836306,-0.0434442862,-0.1160705780,1.6684907476,0.2086261566,1.2762110606,0.0193564333,0.2377138864,-0.0675357763,0.3693943201,0.4561195742,0.8236246168,1.4140400523,0.2175885136,0.7429268004,0.0936546897,0.3184334290,1.8851019330,1.0612640086,-0.0444375504,0.3139986474,3.2627433132,-0.0598626767,1.3140591830,1.3571830794,0.6225703634,0.4423311165,0.1999018892,0.0012555714,0.1490175020,0.6243936132,0.2441576069,0.4555317293,-0.0584359721,0.0569410248,1.6221107643,0.5136833181,0.2113651909,0.0279587975,-0.0914937159,1.4473513996,0.7612597543,0.0616711039,0.6721775533,-0.0787753973,0.0071163766,0.3995986441,0.7688564698,0.4601788066,1.1235594532,0.7421005255,Control
GSM481009,0.0558011465,0.7059115162,-0.0990485983,0.3348389888,-0.0079500419,0.1469579459,0.0068995485,0.2331039541,0.0040077157,0.0167494812,-0.2017795242,0.0994998306,2.4770559304,0.3926302677,0.3761183603,0.0131859442,-0.2134766084,0.0274582296,2.6297172010,-0.1936102202,0.2992236726,0.6076036627,0.1725846681,1.0581297616,2.2850365361,-0.0214670029,0.5232538580,-0.0246615284,-0.0439415300,1.4121935302,0.0623427681,0.6739098801,-0.1264328993,0.0778947607,0.0051125396,0.0387253841,0.4051912815,0.5096664967,2.1199635466,-0.1411875799,0.6203827706,0.2451832610,0.1466277583,2.2539195091,-0.0767497015,-0.3575855699,-0.2484447203,3.2104844170,-0.1951421718,0.1914585770,0.9630623995,0.7109363042,0.0603736136,0.0629312760,-0.0048567386,0.0807280921,0.7470869119,0.2955456314,0.1698026346,-0.0048604058,-0.0540411155,1.4549757240,0.6422537174,0.1680118608,-0.0766929161,-0.1103804397,0.4072276253,0.3790128891,0.0656985323,0.4802774945,-0.0923224752,0.0659846506,-0.1357724901,0.9741334927,0.7020718792,1.2850903238,0.8698973356,Control
GSM481010,-0.0220300540,1.4430204034,-0.0673315320,0.5949341214,0.1561197726,0.3850530298,-0.0527798400,0.3028617397,0.2355219366,0.2714304265,-0.0904884087,0.1779702014,2.5389421053,0.3384307082,1.0364087821,0.0054352671,0.2552389921,0.2571381306,2.8362358212,-0.0174332366,0.5728910059,0.9485700637,0.3174347172,1.3806106646,2.1533832948,0.0014003146,1.2173758137,0.0593307029,-0.0878936532,1.7936493554,0.1809599443,1.1876550054,0.5218429157,-0.0103285441,-0.1222010427,0.5301368579,0.6277128887,0.6236649501,2.3095139861,0.0747330757,0.8636795770,0.3610900180,0.4480392276,2.0316628466,0.7550900512,-0.0296422710,-0.0319732958,3.1837559010,-0.0814987625,0.7607271338,1.2152642781,0.9860387906,0.2370666653,0.0486005307,0.0688335455,0.2435579410,1.1363082715,0.1492879673,0.4551148628,-0.1376485593,0.0842259519,2.2083760897,0.8439756650,0.1262793746,0.1088690767,0.0110264553,1.1813988317,0.7826129434,0.1186533748,0.7187988169,-0.0333315845,0.2280718278,0.1428532357,0.8386362549,0.7012065333,1.2455958880,1.1007788704,Control
GSM481011,0.0432438639,0.6575203368,-0.0442146932,0.3463662363,0.0630914663,-0.0393713925,-0.0029207791,0.5668585264,-0.0938396621,0.0757633608,-0.1806019036,0.0948011485,2.9202642839,0.5121155534,0.5281672247,0.0223361996,-0.0766534268,0.0607869231,2.9163712857,0.0115171513,0.4878626819,0.6762493866,0.2600992171,1.4644612165,2.2447497329,-0.0435596113,1.3237589057,0.0569281504,-0.0302692440,1.9562136729,0.0443784665,1.0963865406,0.7672940524,0.2105630327,-0.0113849782,0.5726833043,0.1864422328,0.8828957868,1.4722489524,0.2440629703,0.4733123278,0.0722549435,0.6786941268,2.1931832178,0.8490704160,-0.0342315707,-0.0797279875,3.1741475263,-0.0355253763,0.2833982350,1.4994342731,0.6513424288,0.4613780722,0.1011699662,-0.0475626586,0.0857347009,0.2480157335,-0.0608331135,0.3048086891,-0.0547222076,0.0532967153,1.2901282707,1.5542021466,0.1585717750,-0.0036057916,-0.0829326831,0.4136765280,0.7212472755,0.0474358449,1.1749556680,-0.0449031658,0.0274552795,0.1693343590,1.0655502437,0.4208626890,1.4501816884,1.9914872795,Control
