@relation data

@attribute id string
@attribute 3551 numeric
@attribute 3654 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4803 numeric
@attribute 4804 numeric
@attribute 5970 numeric
@attribute 8878 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2679063242,1.3582962865,0.0372776528,0.8098630121,0.3680018091,0.1657428197,1.2157194917,0.5647155158,BRCA
GSM481003,0.4162924297,1.6018303342,0.0608519517,1.4016762564,0.2977324581,0.2308445466,1.5458108518,1.1120528883,BRCA
GSM481004,0.4565757285,1.6827038777,0.1890115326,1.3433312625,0.4250780939,0.1176411078,1.4715695732,1.4631964538,BRCA
GSM481005,0.3903404364,1.3759988721,0.0661443981,0.7793831442,0.8258913127,0.3413315056,1.2129281088,0.6948726510,BRCA
GSM481006,0.2354427614,1.4395066746,0.1223146532,1.0869957842,0.2627044822,-0.0104646519,1.3122026393,1.1516406164,BRCA
GSM481007,0.2572633833,1.4693711392,0.0016019143,1.3999506757,0.1905497794,0.1564722206,1.4910032429,1.5129696453,BRCA
GSM481008,0.3088421996,1.2875107631,0.2086261566,1.2762110606,0.0193564333,0.2377138864,1.3571830794,0.6721775533,Control
GSM481009,0.1725846681,1.0581297616,0.0623427681,0.6739098801,-0.1264328993,0.0778947607,0.9630623995,0.4802774945,Control
GSM481010,0.3174347172,1.3806106646,0.1809599443,1.1876550054,0.5218429157,-0.0103285441,1.2152642781,0.7187988169,Control
GSM481011,0.2600992171,1.4644612165,0.0443784665,1.0963865406,0.7672940524,0.2105630327,1.4994342731,1.1749556680,Control
GSM481012,0.4779004869,1.3769919136,0.1195168558,1.0682685711,0.1733875801,0.1296052561,1.1187853771,1.1293678810,Control
GSM481013,0.2342290882,1.4921717658,0.2367984392,1.1585673729,0.1042538307,0.0253818649,1.5556905367,0.9653667073,Control
GSM481014,0.4391812867,1.4086033103,0.3497016751,1.7298833281,0.0524472641,0.0969291903,1.1714154971,1.2824827072,BRCA
GSM481015,0.4624862845,1.3008612938,0.1032914892,1.7167509645,-0.1601473704,0.1465168243,1.3739821009,1.2099779174,BRCA
GSM481016,0.2666076076,1.1659118414,0.0883782635,1.3441841190,0.1077841731,0.1933950735,1.1017041531,0.8151331857,BRCA
GSM481017,0.3823814951,0.8310109834,0.1718103302,0.5404151384,0.1085478280,-0.0090512494,0.8351121861,0.3878430273,BRCA
GSM481018,0.7476205934,1.4016100454,-0.0151011771,1.3200290201,0.9136140629,0.1025729681,1.2476541475,0.8394698412,BRCA
GSM481019,0.4987236189,1.5209282526,0.1585245694,1.3647546135,0.0613148982,0.0190352948,1.1705218292,0.7117471565,BRCA
