@relation data

@attribute id string
@attribute 10454 numeric
@attribute 1387 numeric
@attribute 2033 numeric
@attribute 324 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4092 numeric
@attribute 5595 numeric
@attribute 6498 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 9372 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.0261535126,0.6553813652,1.5206031688,0.0387382352,0.6013237532,0.6334898934,0.2611974383,1.0341814384,1.1201675758,1.0168337700,0.2768544875,0.4776154854,0.8690730108,0.3435973456,0.8073990904,0.4500692432,0.0576141491,0.0180790283,BRCA
GSM481003,0.0254263192,0.6896365619,1.5765347331,0.0567640029,0.4942415375,1.0462392932,0.1510610660,1.2079414910,1.1333078442,0.4594719544,0.2633005434,0.5876617368,1.5404983274,0.3926736576,0.2719719032,0.4773078447,0.0630913502,0.4613067603,BRCA
GSM481004,0.0307618803,0.7104525116,1.4211680973,0.0156502626,0.7031065965,1.1430110809,0.1046389682,0.6708028557,1.3982536542,0.4460143207,0.2940910289,0.4072908132,1.1630562656,0.3364432512,0.4477677480,0.7094309197,0.1150132135,-0.0217994316,BRCA
GSM481005,0.0217925114,0.6607257612,1.5339801088,0.1923242811,0.8630593168,0.6809106159,0.3580555966,1.2723874150,1.3712493853,0.8458129630,0.6410530742,0.3632583721,1.1279461384,0.4534288727,0.5362932858,0.5976829881,0.1146478921,0.1299700532,BRCA
GSM481006,-0.0058412453,0.4717476930,1.9997731411,0.0629272980,0.8481344624,0.8279588929,0.3620992723,1.2775784731,0.9865753614,0.7111134096,0.5432311448,0.3491632068,1.0640574322,0.3380506146,0.5783400405,0.4666741335,0.0681378539,0.4513764037,BRCA
GSM481007,0.0278667608,0.6012359342,1.4547199384,0.2163079727,0.7172199483,0.7820959147,0.1275453084,0.7642577849,1.0516917631,0.2113488261,0.3382505102,0.3947684393,0.2169134759,0.6869849099,0.3115602897,0.2434186208,0.0531477462,0.4485116918,BRCA
GSM481008,0.0186726005,0.6167750674,1.5937150419,0.1321390251,0.5663450009,1.0276691739,0.3341018707,0.8711624781,1.0726860836,0.5005756621,0.3780345452,0.9020165747,1.0231049003,0.0843056362,0.2844155535,0.5394916288,-0.0367123021,-0.0903745492,Control
GSM481009,-0.0777462541,0.5215228253,1.3526445291,0.0385478688,0.4399121959,0.7593096520,0.1640066558,1.1536369771,0.7096309500,0.4243352887,0.2541130532,0.1325173036,0.2427701615,0.4328454778,0.3713083595,0.4242561069,-0.0269354922,-0.1490650472,Control
GSM481010,-0.0154708290,0.6855350051,1.6499485337,0.0640800452,1.0125633992,0.8721879155,0.3659622770,0.9251385926,1.1154199801,0.5147462426,0.5448883692,0.4001078805,1.3532863502,0.2637763904,0.8614470834,0.3878838463,0.2187115801,0.1339713250,Control
GSM481011,-0.0085004400,0.4229259233,1.0696674976,0.0466596353,0.3715898003,1.3345354182,0.0845517101,1.0335764290,1.5733309313,0.3310454546,0.1588936072,0.5330254723,0.6447139097,0.7929640099,0.3925923205,0.3245543128,0.1792759452,0.0557324726,Control
GSM481012,0.0174163903,0.6765523788,1.7425010057,0.1316242011,0.7091493769,0.9700859723,0.2544761271,0.6388026869,1.1019343174,0.5871066659,0.4517391891,0.5199112931,1.5153659507,0.5269023729,0.2645484350,0.5978242007,0.0569258706,0.3362477700,Control
GSM481013,0.1294983035,0.4842584514,1.4858982488,0.0736090022,0.5001622266,0.8687697538,0.1446516840,0.6585300936,1.2130804397,0.5296486793,0.3712178996,0.8838667682,0.7741769328,0.0336476039,0.1962575823,0.3850588385,-0.0485251970,-0.1487565367,Control
GSM481014,-0.0041218925,0.6785546905,1.5772262514,0.1326549280,0.8494432578,0.8209518440,0.3249767139,1.0388588533,0.7769479156,0.2141679741,0.6314309197,0.3218004163,1.1500057242,0.1415528386,0.6133648260,0.6228291967,0.1190901635,-0.0359039252,BRCA
GSM481015,0.1122631987,0.5045228371,1.6954124608,0.0801400498,0.5398827829,0.7982426891,0.2431737202,1.2674498706,1.2662113122,0.2420838626,0.2733253156,0.7763060879,0.3064765770,0.2006122031,0.2426217253,0.3213326658,0.0588541191,-0.0689081554,BRCA
GSM481016,-0.0216318935,0.4943826854,1.4582582964,0.0399913354,0.8678250955,0.8035140933,0.2858404475,0.8168911629,1.1607094455,0.5019555433,0.5409911808,0.5843027616,1.5501179507,0.1839202224,0.3619092429,0.8806864662,0.0715122385,-0.0856750999,BRCA
GSM481017,-0.0347072670,0.5270512915,1.7544407136,0.3429866272,0.9476450637,0.4996137707,0.5857847926,1.4459290205,0.5629059449,0.8119184085,0.9019428570,0.1734255932,1.2716998384,0.2218629139,0.7155966857,0.6644102932,0.2028569346,-0.0145821184,BRCA
GSM481018,0.1101248081,0.4967212536,1.1853656675,-0.0214668328,0.3769260093,1.0393554810,0.1313462902,1.0290836580,0.9598313551,0.1535794998,0.1042126438,0.4002028404,0.1284414199,0.7471383024,0.0870669789,0.5958833466,-0.0561086565,-0.0924551688,BRCA
GSM481019,-0.0140016809,0.4617265635,1.5947603248,0.1635395865,0.8072254539,0.8182335207,0.2038600700,1.0496745966,1.0253944844,0.4637417424,0.4139786654,0.3564084105,1.7677619047,0.1156405094,0.2683993359,0.8948406555,0.1090206047,-0.1311788038,BRCA
