@relation data

@attribute id string
@attribute 1493 numeric
@attribute 23308 numeric
@attribute 2885 numeric
@attribute 29851 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3558 numeric
@attribute 3702 numeric
@attribute 3932 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5781 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0971397614,-0.0822909774,1.3452941188,-0.1226061891,-0.1346518659,-0.0876011369,-0.0967912121,-0.1127461930,-0.0882698743,0.6502234032,0.7694715564,0.6681025633,-0.1095956348,-0.1305549891,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.1338171530,-0.1011132785,-0.0745038521,BRCA
GSM480985,-0.0849444349,-0.1042642158,1.1583383579,-0.1584184782,0.0374173649,-0.1197701725,-0.1313371339,-0.0744590654,-0.1044245821,0.8534231111,1.5476133191,0.5670814931,-0.1162348533,-0.1539827696,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.1120574987,-0.1492929473,-0.1244322729,BRCA
GSM480986,-0.0566251233,-0.0606494162,1.5127595663,-0.1062178236,-0.0432058185,-0.1058928922,-0.0704303690,-0.0965975212,-0.1338326670,0.3758222094,0.9370587028,0.6322140187,-0.0997965085,-0.1145835604,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0338983699,-0.1117738267,-0.0023996997,BRCA
GSM480987,-0.0552643589,-0.0611499664,1.4599798470,-0.1659948326,-0.1097697392,-0.1023941331,-0.1189128644,-0.1370833611,-0.0881993032,0.4246866423,0.9460729968,0.4882750814,-0.1423497388,-0.1286077277,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.0878388124,-0.0754210073,-0.1124246916,BRCA
GSM480988,-0.0714812562,-0.0894410510,1.6300611323,-0.0643336254,-0.1178864969,-0.0838345339,0.0630258011,-0.1121643577,-0.1169642382,0.5025178531,0.6583551200,0.3691913686,-0.0811823946,-0.1205688132,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.0262229780,-0.0961179183,-0.0799456790,BRCA
GSM480989,-0.0847439916,-0.0923831828,1.6843677122,-0.1843729344,-0.1505416402,0.0919470743,0.0045405086,-0.0875806320,-0.1489578907,0.3040667095,0.5104212239,0.3199180766,-0.1242563192,-0.1198005188,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.1424229563,-0.1004848999,-0.1106895457,BRCA
GSM480990,-0.0548282172,-0.0365461601,1.6475978081,-0.1364915050,0.0769794038,0.0021974898,-0.0676458303,-0.0755031328,-0.1211649052,0.4307222246,0.5701667320,0.5040703920,-0.1065446070,-0.1599072747,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.1355011998,-0.1337979434,-0.0556228180,Control
GSM480991,-0.0857643668,-0.0828621914,1.5652074934,-0.1129152680,-0.0470037273,0.0457426893,-0.0905232279,-0.0876120252,-0.0983536802,0.3718392522,0.6246844594,0.4281628126,-0.1362817270,-0.1380241071,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.1265710275,-0.1235739371,-0.0741128972,Control
GSM480992,-0.0600448508,-0.0446922800,1.5792976092,-0.0990664511,-0.0839464270,-0.0198893765,-0.0796946813,-0.0926116403,-0.1135908183,0.3555988693,0.5310987036,0.3612510420,-0.1215875586,-0.0995902242,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.1144072044,-0.1403645249,-0.1292212323,Control
GSM480993,-0.0710167005,-0.0421659381,1.5582134934,-0.1608401656,-0.0267558961,-0.0672223516,-0.0853780674,-0.0581890559,-0.0451837614,0.3556248992,0.7338769277,0.5473878640,-0.0916492745,-0.1186775381,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0634848428,-0.1134077825,-0.0880129331,Control
GSM480994,-0.0826106542,-0.0717216579,1.5295505913,-0.1092101240,-0.0504936781,-0.1051258027,-0.0598729264,-0.0785547670,-0.1226211948,0.3275596730,0.5206810317,0.4120025120,-0.1463121687,-0.1632034959,-0.0971247711,-0.1624246600,-0.1105393139,-0.1736542294,-0.1276467879,-0.1220870680,-0.1644569592,Control
GSM480995,-0.1167717364,-0.0791560724,1.6341215260,-0.1777892700,0.1550506412,-0.0582598697,-0.1249050999,-0.1592879886,-0.1345435835,0.4566130469,0.5458690926,0.5014929963,-0.1177620587,-0.1525394473,-0.1060831791,-0.1653984124,-0.0832558254,-0.1097603444,-0.1543617344,-0.1365523620,-0.0848464197,Control
GSM480996,-0.0735103552,-0.0769306846,1.6202940312,-0.0918132926,-0.1184996940,-0.1246503093,-0.0284374254,-0.0485140139,-0.1087597198,0.3066054066,0.4963641018,0.4176263105,-0.1022958450,-0.1040082968,-0.0229374820,-0.1479775926,-0.0096773121,-0.0471036181,-0.1123910634,-0.0964581799,-0.1037200913,BRCA
GSM480997,-0.0929925019,-0.0645349290,1.6077907556,-0.0919156707,-0.1481299422,-0.0758564937,-0.0569270816,-0.0633195399,-0.0978325531,0.2881597711,0.1188000013,0.3504997707,-0.1152428375,-0.0530660446,-0.0532792890,-0.2339337939,0.0236029510,-0.1469830707,-0.1336895778,-0.0709515973,-0.1565352106,BRCA
GSM480998,-0.0662566561,-0.0304179634,1.8111653313,-0.1333566302,-0.0696532652,-0.0733050589,0.0868595673,-0.1144077384,-0.1109622012,0.2050712937,0.6106414951,0.3281568143,-0.0854682219,-0.0943904088,-0.0647628040,-0.1931845868,-0.0661457953,-0.1018138896,-0.0600976989,-0.0546483414,-0.0539661832,BRCA
GSM480999,-0.1034539222,-0.1161563871,1.3847289206,-0.1558764853,0.0261681090,-0.0611685403,-0.0500159956,-0.0809843871,-0.1635860566,0.7125618634,1.3181974521,0.5715724355,-0.1220287803,-0.1421011308,-0.0480174324,-0.2173311349,-0.0348622308,-0.0741243098,-0.0922538033,-0.1230637352,-0.0979841317,BRCA
GSM481000,-0.0758039168,-0.1048210448,1.4343370085,-0.1330186039,-0.1204927498,-0.1157209226,-0.0733975721,-0.1315761482,-0.0698370280,0.5280358451,1.0340813620,0.4068637556,-0.0836381324,-0.1215386662,-0.0719142461,-0.1011236538,-0.0122054115,-0.1223776192,-0.0706132201,-0.1132577980,-0.0993708628,BRCA
GSM481001,-0.1166771325,-0.1295798247,1.4455331878,-0.1045503594,-0.1724614685,-0.0040650874,0.0035187091,-0.0986425377,-0.1135520418,0.6979045826,0.8875800183,0.5793670783,-0.1089513153,-0.1232225799,-0.1214602343,-0.1624081214,-0.0601575094,-0.1688306261,-0.1262334546,-0.1502593367,-0.0650084637,BRCA
