@relation data

@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10298 numeric
@attribute 10371 numeric
@attribute 10500 numeric
@attribute 10501 numeric
@attribute 10505 numeric
@attribute 10507 numeric
@attribute 10509 numeric
@attribute 10512 numeric
@attribute 1072 numeric
@attribute 10725 numeric
@attribute 1073 numeric
@attribute 11261 numeric
@attribute 137970 numeric
@attribute 1630 numeric
@attribute 1808 numeric
@attribute 1942 numeric
@attribute 1943 numeric
@attribute 1944 numeric
@attribute 1945 numeric
@attribute 1946 numeric
@attribute 1947 numeric
@attribute 1948 numeric
@attribute 1949 numeric
@attribute 1969 numeric
@attribute 2041 numeric
@attribute 2042 numeric
@attribute 2043 numeric
@attribute 2044 numeric
@attribute 2045 numeric
@attribute 2046 numeric
@attribute 2047 numeric
@attribute 2048 numeric
@attribute 2049 numeric
@attribute 2050 numeric
@attribute 2051 numeric
@attribute 219699 numeric
@attribute 223117 numeric
@attribute 2242 numeric
@attribute 22854 numeric
@attribute 22885 numeric
@attribute 23365 numeric
@attribute 23380 numeric
@attribute 23654 numeric
@attribute 25 numeric
@attribute 2534 numeric
@attribute 25791 numeric
@attribute 27289 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 285220 numeric
@attribute 2932 numeric
@attribute 29984 numeric
@attribute 3265 numeric
@attribute 3688 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 3897 numeric
@attribute 3983 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4690 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 4893 numeric
@attribute 4917 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54437 numeric
@attribute 54910 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 55558 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56896 numeric
@attribute 56920 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 5747 numeric
@attribute 57522 numeric
@attribute 57556 numeric
@attribute 57689 numeric
@attribute 57715 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5921 numeric
@attribute 59277 numeric
@attribute 5998 numeric
@attribute 6091 numeric
@attribute 6092 numeric
@attribute 6093 numeric
@attribute 6387 numeric
@attribute 63928 numeric
@attribute 6405 numeric
@attribute 642132 numeric
@attribute 64218 numeric
@attribute 64221 numeric
@attribute 6585 numeric
@attribute 6586 numeric
@attribute 7852 numeric
@attribute 7869 numeric
@attribute 80031 numeric
@attribute 8440 numeric
@attribute 84448 numeric
@attribute 8482 numeric
@attribute 8633 numeric
@attribute 8829 numeric
@attribute 90249 numeric
@attribute 9037 numeric
@attribute 9353 numeric
@attribute 9423 numeric
@attribute 9475 numeric
@attribute 9723 numeric
@attribute 9901 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
6.385953509,7.99887404,6.78184004567,7.743759193,6.556510365,6.050016494,8.844957665,9.675666492,7.924811765,7.523211285,12.5506675,7.12731409333,5.9311606085,8.635084252,5.093191733,5.68566776,13.82374193,10.4323557,4.850263431,5.529517425,7.7547513975,6.328365825,8.908603624,10.7162281,9.275869075,8.094224356,8.162745192,5.60606922967,8.853856214,5.139928062,5.204582147,5.372866926,8.782950002,6.0460148965,7.885637086,10.71737679,8.642576245,5.928235032,4.363384906,9.792831413,5.0123029605,10.365683,8.942471345,6.2753308042,8.312115988,8.477645733,9.2289642325,5.97762982,8.99900014,7.1915641815,11.95442182,8.056110832,5.56819616067,10.00381342,8.924932074,7.4423513115,9.30169669467,6.8286116825,12.37603319,6.1933182115,9.5113319405,5.7690473375,7.48015195375,5.899182429,10.98495975,6.1646303325,5.358259724,7.5492931052,6.328365825,8.74899041,5.784118687,9.037678125,8.225782395,6.572931815,9.04464761,6.442740861,10.18060575,6.633943811,6.267292562,6.518578904,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,8.287228851,8.27215776867,11.634256725,6.293200902,7.747456426,7.228436626,6.06101575,9.55016911,9.028818534,11.41099996,6.709397913,5.246703788,8.85850435833,9.146785748,8.243782269,7.65896220633,8.6588298435,5.912131397,5.33883171233,4.766392902,8.331209336,12.2081083467,5.580455499,9.015945424,5.361953639,8.421119265,8.357443276,5.032554093,11.04074197,8.430868108,7.121687802,5.75975444625,8.433473539,8.372278642,5.841477075,6.511519926,10.158127895,4.663367841,9.162423509,11.0443909,5.631985502,12.232557025,9.099551364,6.94237334567,7.16387589625,Control
7.424294645,7.779327238,6.96341635667,8.276811994,6.376998449,5.79484294567,8.805003092,10.23200147,8.11074563,6.6596432,12.5801856,7.57036449267,5.685224682,8.66542575,4.95444207,5.779267108,13.7365584,10.6103071995,4.350567624,5.22439848,8.6228906065,9.644591382,8.738279025,10.66287331,9.293610236,8.493566406,9.020966834,5.533188417,8.329169717,5.412485452,5.331285345,5.838857007,9.048637487,6.1752464015,9.539479273,11.15442592,8.770532686,7.0293666025,5.19062597,9.972305339,5.461297337,9.964240181,8.967342365,5.7840495142,9.0568904965,8.14341671633,8.8907159655,6.579885831,7.013074525,6.0573658185,11.95691889,8.621833133,5.93292652833,10.79867858,9.520668337,7.8897640555,8.828078384,6.4300637355,12.57624761,6.35214759,9.259310011,5.7228877405,7.04414112975,6.1044474,10.84149381,6.4733698555,5.287134046,7.2620358308,6.757360421,8.474680533,5.282820861,9.447476465,8.658878356,5.989031828,8.83564079,6.107327595,10.67951553,7.356520472,5.803208571,7.23809688,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,8.148376321,7.85669691467,11.27623323,5.84938086,7.11155596,7.918686056,5.9152182985,9.45642471,9.703523443,12.2658041,7.835957421,6.026363672,9.23532012167,9.807552605,8.678284212,7.532686946,9.604763385,5.48814785333,5.12516718933,5.086813802,8.399610251,11.2339328333,6.026363672,8.789559014,5.536838744,9.815455799,8.940483278,5.205755379,10.60154822,7.282603072,8.075805598,6.1629884095,8.724393685,7.961523672,5.817246707,6.706189056,9.137476819,5.99820185,9.526636716,12.20870084,5.841225451,12.3160764435,9.637901055,7.45114499,7.17118701125,BRCA
7.007282765,8.635084252,7.053848853,7.286698963,6.106856683,5.86949147767,8.734202492,10.79032021,8.9887133985,7.366193513,12.67483341,7.19399695267,5.748541194,8.278880489,4.495674434,5.297018269,13.32746778,10.926371132,4.521001314,5.488973851,8.786934411,6.911215572,8.381392753,10.71430158,10.58816676,8.137709878,9.670085752,5.20338662633,8.798488913,5.44692274167,4.77953729,5.504583998,8.806808273,5.6572200255,9.599439206,11.14357791,8.321388251,6.996167274,5.028581582,9.533437358,4.7362878655,8.665869833,8.842775487,6.0362284746,9.0993783555,7.833762168,8.275073194,6.570846646,6.547670085,5.457103785,11.84327345,8.38961104,5.65400527767,10.42204403,9.521021835,7.856102429,8.9042892375,6.720661627,12.07257321,6.0643577435,8.88786316325,5.848293342,7.639806064,6.482691508,10.64831289,6.05907682475,5.0508794315,7.332988387,6.196140414,8.690112479,5.253716324,9.822754492,7.83784169,6.451215749,8.737501821,6.18913825,11.11027794,6.997860083,5.19294223,6.580149725,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,7.90251248,8.11094053067,11.198356615,5.583918611,6.316874894,8.388922588,6.471963415,8.9981409465,8.720518853,11.45934851,8.021828262,5.834857349,9.280236709,10.53833958,9.330839099,7.43491518133,9.6089069725,5.93446138183,5.78784169733,4.887593109,7.854652002,10.069809966,5.379561399,8.966693707,5.198505203,9.765493774,9.50346856,5.186670157,7.714693928,8.62440485833,7.0948467815,5.65230199775,8.9589157885,7.007282765,4.929330911,5.770175754,8.616895971,5.079816751,9.674898929,9.780925661,5.387682411,11.8573344895,9.5873066815,7.56428299433,7.03238297825,BRCA
5.945918559,8.620477476,7.29161173667,6.966479856,7.439916311,5.86560638,8.824028821,10.28757997,8.6289175735,6.800741793,12.73346456,7.11520144833,5.6549351675,8.829493729,4.857746232,6.239937982,12.86713494,10.704988369,4.608266403,5.833276737,9.200359155,10.78126567,9.349160193,10.20705738,10.12722736,7.767226277,9.355059844,5.49337175733,8.002985324,5.372933608,5.337364334,6.0245248415,8.688863215,5.8033952395,11.16249064,11.21747023,8.93668293,6.8113948365,5.229406468,10.1090997,5.158129614,10.41814543,9.400581223,6.0319571228,9.375863118,8.03563056533,8.08464112175,5.876032641,6.800741793,5.725019338,11.56304622,8.480952861,5.79173575967,11.11828268,10.19533872,8.398114105,8.75186424133,6.243898751,12.17972416,6.5914705675,8.54677094625,6.1942824925,6.702714714,5.838328613,10.73945599,5.969107067,4.8161306655,7.1860203686,5.745177655,8.847629866,5.953388203,10.03852848,7.70770520067,6.212477538,9.085698921,6.323194968,11.73344556,7.365974887,5.7371002835,7.757275197,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,8.803470139,7.98209816267,11.274247985,6.689547714,8.428131004,7.666368043,5.970444851,9.0133211855,9.127737169,11.79991713,6.689547714,5.637937129,9.422761191,10.65628209,9.868360018,7.53095120333,8.8455459845,5.17272543017,5.22759732733,5.046851143,7.179165475,9.472194406,5.229406468,9.250826081,5.150368004,10.44034522,9.098625049,4.845002284,8.799282532,7.01915103033,7.371342208,6.068514654,8.508698179,7.162091995,5.499695432,6.41248993,8.2676729985,4.694202049,9.798739548,9.914441615,5.749541809,11.581178851,9.4768175825,8.059722738,6.55593589375,Control
6.895366625,8.40571707,7.17942935133,8.324744376,6.366501993,5.83380721633,8.62317837,10.69375725,8.662514951,7.678214767,12.90048482,7.250688443,5.749486107,9.132211242,4.537176254,5.461734198,13.44751595,11.22738189,4.497725104,5.66903474,8.483008803,7.634958261,8.856262983,10.67301333,9.186362588,8.659354763,8.815544309,5.746070906,8.669488455,5.11155761267,4.870871734,5.3090878795,8.941327257,5.974060652,10.03404273,10.65325289,8.080112826,6.992077543,4.682592971,9.680329247,5.1673136135,8.521837066,8.361144506,5.9945867732,8.941506193,7.73201711767,8.34620788925,6.265667198,6.289378595,6.8901006515,12.12850358,7.944479462,5.564818108,10.40311354,9.668672785,7.697637374,9.13491446,6.8833304115,12.74633592,6.275924,8.867584429,6.176314587,7.4804961735,5.978202066,10.86805107,6.17905477475,5.183721743,7.5168645844,6.162799782,8.770532686,4.997982479,9.507874464,8.07563913267,6.54048116,8.562730038,6.119673262,10.44517037,7.328901803,5.10493847,6.610216975,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,8.518791936,7.82991936767,11.21839075,6.441662431,6.815130682,7.235083497,6.436155389,9.0250253645,9.437939873,12.1857598,7.909144735,6.834790604,9.29741101033,10.3594479,8.752532121,7.41149949233,9.404512574,5.457172822,5.48920602567,5.0720128295,7.894031227,11.299237984,5.458948931,8.915715928,5.384232247,10.09389985,8.759972317,5.080030024,9.690059592,8.171365118,6.94905687,5.806674374,9.1700397085,7.081033649,5.692518737,6.483780011,9.144599091,5.280873981,10.10240918,11.47971474,5.588723066,12.51727103,9.586679861,7.39285387033,6.99171327025,BRCA
7.477052175,7.79902435,7.13014571033,7.918477361,6.408546818,6.56408416933,8.796235248,10.15177801,7.7032767475,8.356123034,12.64577331,7.35928076267,5.509245221,8.695716467,4.83277771,5.409400483,13.66590217,10.311961369,4.743369099,5.473633714,7.9086018285,6.26294576,8.121884597,11.02281185,9.48265729,9.022964969,8.296206296,5.617536919,8.089028171,5.10689071533,4.727392239,5.554085541,8.729689669,5.8945122075,9.084237789,10.90148185,8.940483278,6.6498524205,5.194176951,9.819365272,4.9284377515,8.99818219,8.091899625,6.163816975,8.9753808275,8.347844869,8.716652398,7.069103653,8.157600995,6.5536864175,11.63993091,8.556449653,5.36204718733,9.953578497,8.883025928,7.3388634815,9.489530799,7.019536675,13.08540943,6.085013037,9.39492973375,5.789661595,8.0424994905,6.638801971,10.69407078,7.79825655525,6.0739409315,7.5289073748,6.71596585,9.445243095,4.997982479,9.3312535,8.35808952433,6.491536971,8.703316278,5.969767112,10.69259831,6.940786709,5.1924942685,6.039254253,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,7.702278545,8.18650002,11.07534033,6.480229268,7.123969084,7.486435083,6.593782925,9.420287121,8.350719474,12.52742331,7.938699115,6.234152201,9.14697742367,10.47450477,7.941137313,7.47462674233,9.6545009195,5.48111538567,5.54615480933,5.0646963425,9.001704532,11.5640730823,5.749206573,8.542839504,4.817893448,9.024046137,8.381295406,5.190230876,9.405897257,8.540582058,7.5182982025,5.76529995575,9.2483995865,7.302961295,6.037388399,6.232090496,10.134166214,6.039254253,9.634021946,10.91815534,5.719464975,12.441328291,9.411400738,7.36465545967,7.00999639125,BRCA
7.064260775,7.838134167,7.12335323067,8.402085935,6.107065996,6.58367094667,8.537219493,10.50005538,8.761966407,6.801938282,13.07861622,7.43595589267,5.3365802605,7.344808806,4.942762263,5.689866096,13.0583047,10.145410493,5.046808884,5.503675697,9.47309255,11.97755909,9.281014944,10.2853274,10.19762251,6.795296567,8.970768202,5.16004880833,5.744303238,5.24682717867,5.701348918,5.633528571,8.730454109,6.698930436,10.10864243,11.07894653,9.227195422,7.254572082,4.720021333,9.790479288,4.799658843,9.823694088,10.10617723,5.871253991,9.8292054315,8.06255483,8.39165280725,5.51191964,5.873451033,5.366277458,11.48011881,8.162543804,5.63851411033,12.02630394,10.30015265,7.9742866725,9.251714595,6.6232326,12.27941189,6.051283158,8.5302573985,5.703437493,6.7482112955,6.272028439,10.66366508,5.88961529475,5.0860843655,7.3270793584,6.18408747,9.358008891,4.77796061,9.354305108,8.02893851733,6.952074702,9.879085849,5.66903474,11.76843466,6.919939268,5.4177578895,6.194663913,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,8.852499177,8.451561107,11.151396135,7.203154957,5.019714421,6.609404545,6.309891817,8.8796586,10.99477083,12.17821986,7.050450341,6.085982922,9.62804284167,10.71717755,9.25803663,7.49866828033,8.5673682925,5.6462043105,4.99405917633,5.2038376615,8.073955593,10.0317075027,5.183299167,8.139859715,5.246418775,9.861095099,9.69033901,5.025927152,11.35119339,7.443708709,6.303942004,6.3142661035,8.534541428,6.365014999,5.087262599,6.552903924,7.834786368,7.985772397,11.12692078,13.27043919,5.019714421,12.1160117875,8.887638431,7.93440497867,7.10702874775,BRCA
6.779460418,8.301794677,6.600449015,7.797176966,6.32224872,6.144118614,8.659354763,9.87752231,8.1305150115,7.914536308,12.73346456,6.67244497167,6.086799569,8.7216983,4.688059546,5.380600673,13.62992806,10.453599475,4.81315432,5.413637447,8.420414111,6.206043042,8.419065983,10.608597,10.09131343,7.352023833,8.868576523,5.636993248,8.859644363,5.28307539267,5.346169084,5.215284503,8.297995101,5.924917202,8.687437909,10.43144566,7.873076663,6.394660924,5.659219053,9.352739287,5.6293327325,8.953251505,8.742748263,6.031957499,8.681709523,8.098905571,8.80415305075,6.304516175,6.202570157,6.2928801065,11.95442182,8.2669635,5.46052894633,9.584981814,9.524532472,7.7095138065,9.23773095817,7.0670465565,11.89259415,6.248142195,9.59377362275,5.9416429115,7.16849511,5.651777341,10.92270353,5.9603886785,5.2291868665,7.3160751194,6.913221911,8.993477034,4.481504201,8.901176988,7.68379282967,5.447753778,8.616430414,5.982771878,10.21608532,5.719191142,6.019394389,7.089321036,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,7.743893804,8.171538624,11.40345044,6.661782105,7.14231419,6.453069445,6.192045554,9.585335464,8.551997661,11.13481472,6.945271536,6.659429135,8.82865486733,10.03012262,8.339650867,7.22554449667,9.411831322,5.66399887567,5.25074098267,5.043470802,7.856831861,12.3700895033,5.064162066,8.23378877,4.894103816,8.892012333,7.717095673,5.495064524,10.35182296,9.188979403,7.1905242835,5.497658751,8.850359256,6.977512124,5.826809832,6.494060033,9.863085986,5.790388412,9.033919273,11.10547497,5.856370278,11.963258885,8.453447196,7.12899515067,7.09973287325,Control
6.239937982,8.878166757,7.157131823,7.373259136,6.389313513,5.82823332167,8.623882518,10.4711725,8.263459765,7.768252363,12.83574159,6.96379490667,5.5190403625,8.761435816,4.29806074,5.341462114,13.15138292,11.000661515,5.287261033,5.601259162,9.007933337,6.242988873,8.374356081,11.07134187,10.07989844,8.605054541,9.058425498,5.15837171067,8.576806602,5.08262284533,5.455665247,5.451192662,9.084915407,5.902567425,10.86989475,10.9484368,7.740153679,6.471714323,5.098675623,9.402735565,5.1106185465,8.853700297,8.532863482,6.1009244332,9.0125679935,7.97372860733,8.0162301535,6.967402441,7.567844162,6.2675959045,11.46383867,8.546914832,5.68039087233,9.460251675,9.701471572,7.94496816,9.05065703483,6.5497902615,12.60350703,6.184122169,8.786687581,5.8969290325,7.59178176025,5.995038554,10.77967445,6.02825469225,5.2554434645,7.4954770344,5.801553978,8.769533015,5.295825171,9.625618044,7.77701585767,6.517673816,8.298281562,6.127793825,10.87189776,6.858046676,5.3424610975,6.506212853,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,7.988799878,7.91861634733,10.99057863,6.252103026,6.52054453,7.520699455,6.4383506835,9.2675642675,8.402608273,12.045241,7.001242451,5.956585975,9.29235500067,10.26043183,8.940035402,7.130488018,8.7210830945,5.545195612,5.10150383,5.0503782625,7.307431087,11.2101182433,5.668822064,8.978067698,5.466799412,9.814767147,9.003082947,5.645666537,8.774392673,8.49157371467,6.861982383,5.4263053685,9.2112986685,7.160580214,5.531234258,6.420849214,8.737701857,6.328859459,10.06825468,10.77140304,5.154627002,12.3255748965,8.9142685115,7.41305670567,7.18183415025,BRCA
6.488045472,8.725767673,7.26601424567,7.777684566,6.042541061,6.00871544167,8.858145096,10.53077724,7.9445574745,7.65478123,12.64987931,7.48523644667,5.541488103,8.594083007,4.131934652,5.450890591,13.14121392,11.25562043,4.405435104,5.003390009,8.5405060145,8.095886355,9.093642782,9.730640433,9.716982805,7.902979691,8.915133289,5.11681068167,7.770665751,5.28641405067,5.062004299,5.7384311175,8.607923107,6.097307219,9.678679853,11.27473356,9.246990599,6.415922845,4.721115721,9.464102115,5.39859158,9.744102689,9.242210154,5.8630738524,8.83183468,7.55814684467,8.42904151725,5.967693869,6.835675032,6.489380715,11.67867508,8.628081972,5.64739877133,11.10846093,9.846423237,8.148239231,9.06946628383,6.1985753455,12.28213433,6.308911843,8.642262872,5.715837508,7.183120778,5.819036642,9.980729078,6.0078154565,4.4572839285,7.6296535984,6.110306469,8.271931157,5.567584424,9.599773923,7.95022355167,6.373044025,8.601288997,5.956644051,11.05900997,6.73809606,5.3255391365,6.963766347,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,8.661084302,7.74245236133,11.551814785,6.196435533,6.873632127,8.381198053,6.3266587065,8.984597332,10.12844586,11.35243538,7.76241713,6.009890885,9.23513699733,9.886672502,8.620294181,7.57770823567,9.053579873,5.49756569083,5.238091788,5.1228950785,7.897680799,10.3747071333,5.431298057,9.965265227,5.118745153,9.625618044,9.105896153,5.263232809,9.15998554,7.70676359567,7.309112997,5.62946385875,8.5559283345,7.481115503,5.748737112,6.54404145,8.911799081,5.822354928,9.563330297,10.91468805,5.022158329,12.275687156,9.5339003175,7.712156779,7.09000222,BRCA
