@relation data

@attribute id string
@attribute 1432 numeric
@attribute 1973 numeric
@attribute 1974 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 1982 numeric
@attribute 207 numeric
@attribute 2475 numeric
@attribute 2690 numeric
@attribute 26986 numeric
@attribute 3667 numeric
@attribute 5164 numeric
@attribute 5170 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5728 numeric
@attribute 6198 numeric
@attribute 8569 numeric
@attribute 8672 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.09994864525,14.29545473,13.91614961,5.3832028615,6.891088384,8.34459771725,12.2348785333,9.746089281,10.40794251,11.24231983,10.9912300055,10.10813927,8.058886194,7.1007852408,6.685313404,7.0703331436,8.688181342,6.21136540967,8.27215776867,11.634256725,10.48283344,10.80480483,7.6838955385,10.7267442,Control
GSM427159,6.60639379225,14.23655206,13.78053775,5.478418359,6.950471695,8.3610623935,11.7613965703,9.68028616833,10.37262599,10.80325148,11.6021332365,10.01141636,7.765768643,7.4312568682,7.098719371,7.6111323212,9.433471275,6.479820979,7.85669691467,11.27623323,10.32512022,10.83272413,7.3510555305,11.00071151,BRCA
GSM427160,6.58493097,14.42653276,13.86848405,5.231526198,7.435172523,8.390530265,11.8319624857,9.69256516467,10.44466839,9.676966886,12.0063066285,9.532322378,7.82918539,7.2445861642,6.212526175,7.448654099,8.48506563,5.889051372,8.11094053067,11.198356615,10.4297627,10.9243451,7.22130858,10.38165681,BRCA
GSM427162,6.0589973865,14.24390588,14.02134875,5.0419966805,7.499688706,8.382971217,11.3368228093,9.98949733167,10.39039231,11.09488611,12.00629626,9.129946971,8.226570092,6.9971733014,5.584068992,7.6522265588,9.211511834,6.312672729,7.98209816267,11.274247985,10.18190731,11.19937192,7.550181463,10.32699711,Control
GSM427163,6.730522711,14.56668795,13.82037647,5.609549966,7.662759375,8.19236132175,11.7855214223,9.506100771,9.62228117,10.81962051,12.39124224,9.959676393,7.822700078,7.3395574808,7.405441727,7.950268865,8.977409535,7.50900425433,7.82991936767,11.21839075,10.27256013,10.47933595,7.490961799,9.919660793,BRCA
GSM427164,6.87151716925,14.91431039,14.14434519,5.428588795,6.493499734,8.41952105375,12.9583260133,9.688092646,10.04182378,11.03306523,12.125769055,10.00182726,7.408162266,7.3955993004,7.460253403,7.4183463498,8.467749328,6.98490046733,8.18650002,11.07534033,10.16250498,11.22643043,7.9775367345,10.19944265,BRCA
GSM427165,6.362735412,14.04737959,14.06996075,5.593019755,6.682577247,8.41313930575,11.71130042,10.0480993307,9.710815526,9.946226836,12.074281625,8.873183485,7.933839821,7.3536038904,6.662423158,8.3350079456,9.024558716,6.81582852467,8.451561107,11.151396135,10.31455241,11.68974045,6.9360294185,11.68087826,BRCA
GSM427166,7.0975611175,14.1393823,14.02580012,5.2934412195,6.606446392,8.26782455825,12.1820561233,9.436876068,9.922785491,10.30423184,11.5678588975,10.47490271,7.4513783,7.0445753338,6.020263967,7.757716558,8.419813926,6.87117032933,8.171538624,11.40345044,10.71573921,10.38915837,7.2742748985,9.889405521,Control
GSM427167,6.41978303225,14.99189227,13.85986526,5.6159439165,7.327824597,8.44736918625,12.0049971767,9.58057105933,10.26710886,10.67333141,12.282941865,9.964760013,7.72431112,7.1591884674,7.205282841,7.6719006758,8.419971893,6.13414385767,7.91861634733,10.99057863,10.36365325,10.83540327,7.165259291,9.859092563,BRCA
GSM427169,6.2012063225,14.08054111,13.85125179,5.59106726,6.268944869,8.355856072,11.4650143593,9.75364579767,9.976514407,11.34089896,11.7534184995,10.08180334,7.754388358,7.3339069032,7.606018576,7.3060563712,8.01888328,6.39658479233,7.74245236133,11.551814785,9.653830832,10.84783275,7.1768613545,10.63957159,BRCA
GSM427170,5.5612686795,14.36769016,13.7606441,5.6362406355,7.601327189,8.61824620425,11.1249790243,9.592833039,10.36865954,10.53118676,11.6297132135,9.072521955,7.718860121,6.4696508394,6.657000843,6.9076540764,8.202296649,6.39932068633,8.06297051567,11.573459625,9.658595819,10.51995589,7.5839049945,9.964240181,BRCA
GSM427171,6.791169903,14.81202536,13.96600025,4.9107340725,6.67299497,8.126741237,12.2412676467,9.66262953467,9.964760013,11.08411429,11.641617918,10.04292168,7.599952116,7.150559257,6.822223857,7.509195938,8.474558864,6.68769140167,8.197304519,11.32136754,10.53537772,10.94695398,7.617020006,10.17588668,Control
GSM427172,6.935865955,14.29545473,13.94334633,5.521543841,6.979857081,8.09491549125,11.94389764,9.935713008,10.29122283,11.56454026,11.266543636,10.43052602,7.878788361,7.2121520398,6.672535396,7.3656981534,8.584390499,6.24070564267,8.151507585,11.488573795,10.73844933,10.51147622,7.919252636,10.35566524,Control
