@relation data

@attribute id string
@attribute 10815 numeric
@attribute 1103 numeric
@attribute 22999 numeric
@attribute 5864 numeric
@attribute 60482 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6812 numeric
@attribute 6844 numeric
@attribute 6857 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0022378750,-0.1122089874,-0.0716031647,0.2882209320,-0.0974420444,-0.0784855656,0.0612008282,0.5112876687,0.8580837143,-0.0446861681,BRCA
GSM480985,0.0274400118,-0.1505371343,-0.1219276383,0.4390604538,-0.1415234359,-0.0754517870,-0.0275881361,0.5652077497,0.9750290668,-0.0200478186,BRCA
GSM480986,0.0333947713,-0.0969282116,-0.1014341620,0.4874935171,-0.0866515958,-0.0994968248,0.0469438789,0.7367980255,0.8724778892,0.1111272582,BRCA
GSM480987,-0.0594019589,-0.0869774941,-0.0616881117,0.0849605931,-0.1251770852,0.0500207365,-0.0220054143,0.8607512637,0.6637983796,0.0083083328,BRCA
GSM480988,-0.0492118924,-0.0564230234,-0.1022915954,0.3885445643,-0.0955956292,-0.0908771392,0.1028955929,0.8444442860,0.3810517959,-0.1007697098,BRCA
GSM480989,0.0233395003,-0.0834734071,-0.0730436224,1.0065250677,-0.1120834092,-0.0452358587,-0.0830106423,0.6433026957,1.1429643371,-0.1513736165,BRCA
GSM480990,-0.0425474236,-0.0467342631,-0.1007789494,0.6060536480,-0.0774262902,-0.0905569354,0.0191228693,1.0225135685,1.1297013738,-0.0869700394,Control
GSM480991,0.1587953391,-0.0739636377,-0.0735594566,0.7793279563,-0.1088110295,-0.0716491503,0.0173325776,0.8215937093,1.3279897193,0.0115688264,Control
GSM480992,0.1382086769,-0.0394101663,-0.0463536424,0.7938982481,-0.1417939861,-0.0599888102,0.0085014564,0.9246719330,1.3015146424,-0.0791883014,Control
GSM480993,0.0982491271,-0.0723800203,-0.1104870453,0.8465846600,-0.1058343385,-0.0650992427,0.0187037533,0.9696018361,1.1745911652,-0.0468702705,Control
GSM480994,0.0510167456,-0.1226429332,-0.0720005626,0.5237204928,-0.1134494976,-0.0536077468,-0.0143031915,0.7319253423,1.2335666316,-0.0469007333,Control
GSM480995,-0.1010907159,-0.1017368533,-0.0405613097,0.3677934358,-0.1615053301,-0.0229804283,0.0932688854,0.6827613190,1.2945220054,0.1168486307,Control
GSM480996,0.1032969064,-0.0369853759,-0.0848246662,0.2803204943,-0.0527297194,-0.0709440800,0.1588533938,1.0287549794,1.0237506355,-0.0573613939,BRCA
GSM480997,-0.0494591907,-0.1168675973,0.0046927666,0.9684769379,-0.1413790360,0.0046799888,0.1242319615,1.1171586141,1.2292792572,-0.0234480989,BRCA
GSM480998,0.1331330424,-0.1055130409,-0.0248744653,0.4815451461,-0.0745193073,-0.0849371114,0.0741411346,0.6277213691,0.8738871602,-0.0788288891,BRCA
GSM480999,-0.0758120745,-0.1822563978,-0.1006541912,0.5734195122,-0.1235324320,-0.1277699321,-0.0377124846,0.7874827906,1.0368160415,-0.0530069996,BRCA
GSM481000,-0.0623172311,-0.1030491546,-0.0684371090,0.5502943802,-0.1126087953,-0.0927060348,0.0503644346,0.6723253949,0.9220317261,0.0164153194,BRCA
GSM481001,-0.0537087669,-0.1515065833,-0.0465987768,0.4526054628,-0.1422594659,-0.0522509458,-0.0475103734,0.8109622858,0.9816929888,0.1290872271,BRCA
