@relation data

@attribute 2159 numeric
@attribute 7035 numeric
@attribute 2149 numeric
@attribute 2266 numeric
@attribute 5627 numeric
@attribute 5624 numeric
@attribute 2243 numeric
@attribute 462 numeric
@attribute 2244 numeric
@attribute 2152 numeric
@attribute 2153 numeric
@attribute 2155 numeric
@attribute Class {Control,BRCA}

@data
8.701749275,9.76322470733,11.7906038575,5.61663289,12.29448586,4.850263431,6.212296819,5.28356184,5.66197871,7.9433370895,6.186565552,5.74607311533,Control
7.877531272,9.841339379,11.750443977,5.08042485533,12.39041358,4.06456111,5.7937330178,5.214524337,5.223664671,7.3219924465,6.175530214,5.580062646,BRCA
6.401780305,8.406974905,11.386995669,5.12813079533,11.62074231,5.857490426,5.862260741,4.96764272,5.7185873855,7.6827279675,5.989656332,5.85758803233,BRCA
5.763551833,8.229500393,10.928805556,5.394216664,11.6659178,4.845002284,6.142895466,4.628224624,6.1111201375,7.028430768,5.899786645,5.71276030433,Control
6.53056679,8.953209788,11.7514471335,5.16471474267,11.67950002,4.906423146,6.0545063174,5.394386591,5.524787686,7.043173699,6.128979632,5.407285048,BRCA
7.484220974,9.436257661,12.191046306,4.86237598533,12.26341894,5.499695432,6.1325254104,5.070616072,5.8811445325,8.328711222,6.249071368,5.31970799833,BRCA
8.609253665,9.594526537,12.426379765,5.183358411,12.53522562,5.019714421,5.8629718688,5.219373048,5.5239862235,6.5323662705,6.067010094,5.95868764667,BRCA
9.342497592,10.051001112,12.080271783,5.73127573267,12.41967063,5.555364666,6.2905934128,5.2209212,6.0018505655,8.562401122,5.559423936,5.49413051767,Control
6.982426435,8.53904212,11.6814712815,4.90385191767,11.60505131,5.015037253,5.777716958,5.007656643,5.5854962715,7.675963805,6.081356272,5.34907679233,BRCA
6.842950948,8.409160684,11.2871386965,5.373245961,11.24631027,5.28356184,5.834084272,4.827579315,5.882017596,7.298223806,6.274406692,5.582732178,BRCA
9.362086899,11.0967795047,11.75733557,5.10876104267,11.99760301,4.832651143,5.8878688452,5.167429435,5.589234893,7.050683306,6.209263877,5.47682531867,BRCA
7.774854787,9.05386789867,11.9564860075,5.33171452,12.07828769,5.091923254,5.890793344,5.622060057,5.3609119885,7.738052984,6.199285243,5.93528576467,Control
8.226967397,9.05364495533,11.749596883,5.43919162867,12.10010062,4.944168843,5.9960739032,4.944168843,5.578027233,8.3148067115,6.469890553,5.29903190733,Control
7.566817294,8.26642682067,10.9551055265,5.244861722,11.32848436,4.700318863,5.8533394194,4.872103847,5.7407899085,7.221900266,6.499252446,5.70425736133,BRCA
7.69122204,9.04715206167,12.47184107,5.892500193,12.22502371,5.31307462,6.6576685756,5.23994335,7.706848707,6.7938952755,6.993564335,5.98287074067,BRCA
8.14949453,8.67502822533,11.106139519,5.01693401867,11.78049682,4.795210185,5.871486022,4.649642211,5.679065704,6.603863399,6.345809388,5.89771809,BRCA
7.591767528,7.70340419267,10.837073227,5.221348673,11.10215306,5.139767484,5.9806233382,5.173738339,5.594069333,7.2184482,6.474359481,5.86989377867,BRCA
8.503151056,8.56480189267,11.4335031145,6.427978353,11.85977947,4.42789603,6.2075168774,5.568952692,5.8824568005,6.715293423,6.305154876,6.135404031,BRCA
7.846792788,8.11835309067,10.9875720195,5.34856477533,11.75128055,4.878003385,5.8517522696,5.855623029,5.8434161095,6.0582708195,6.461647751,6.213186906,BRCA
7.9096848,9.06854788967,9.600415897,5.01021263533,11.36752411,6.114372881,6.2169609176,5.334149236,5.783726554,7.3283265595,6.855058834,5.691290732,BRCA
