@relation data

@attribute 10858 numeric
@attribute 10998 numeric
@attribute 6579 numeric
@attribute 570 numeric
@attribute 213 numeric
@attribute 1109 numeric
@attribute 6342 numeric
@attribute 8647 numeric
@attribute 1581 numeric
@attribute 51302 numeric
@attribute 1582 numeric
@attribute 9023 numeric
@attribute 8714 numeric
@attribute 2172 numeric
@attribute 9420 numeric
@attribute 3295 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 23600 numeric
@attribute 1593 numeric
@attribute 28234 numeric
@attribute 10005 numeric
@attribute 11001 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 10599 numeric
@attribute Class {Control,BRCA}

@data
7.842619252,8.053302965,5.6395278026,5.011910695,8.503724095,5.648042042,6.1855141455,5.97637008,6.086619917,6.307228857,5.732683853,9.420287182,7.903924232,5.405572051,5.944279407,10.94417051,9.717226957,9.914968493,10.2712474,6.57899015267,11.55806922,5.091711732,7.686537513,6.227958227,4.946977895,5.287261033,5.104709621,BRCA
7.121484628,7.673046,5.337664602,4.977292804,6.912791493,6.018929689,8.2746413025,5.582714993,5.451879748,6.537252681,5.291135005,9.254793094,7.842402382,5.055371676,5.406852318,11.25727898,11.7979114495,8.276055905,10.13811214,7.72611715267,11.13168997,5.20340796,6.954723045,10.01166444,5.091923254,4.805564985,5.6783286315,Control
7.506131263,7.8694722,5.291147926,5.602298936,10.133388387,5.992094983,7.187060127,5.637792259,5.457225929,6.300763877,5.593287468,10.06320668,7.871263686,5.057897256,5.788040457,11.3989816,9.663585797,8.568565267,10.62352057,7.31500335067,10.5503671,5.113545539,6.984051329,7.693802512,4.79000478,4.966489589,5.341986333,Control
7.780213504,7.789437666,5.490384506,4.933113756,8.53871716,5.7012796,7.3284529625,5.309259193,5.507962085,6.541109169,5.463533568,6.885455777,8.7480356005,5.3426754645,5.317422789,11.71363365,9.8470855375,8.937801287,9.77458988,7.316624831,11.03869289,4.828595108,6.935197837,6.738636546,5.089171051,4.764223297,5.4488891775,BRCA
7.871937763,7.378037131,5.8127020372,5.586322838,11.72191125,6.043635001,6.7016055775,5.069757204,5.461570507,7.137136477,4.966374225,9.247797668,7.711191308,5.4417573975,5.203016352,11.47374394,9.757492651,8.826954486,10.38826519,7.72856936133,10.47812272,4.461934912,6.951521137,6.930918032,4.952579644,4.917683858,5.308063998,BRCA
7.70535786,8.28259169,5.2549399508,4.518505219,10.791425545,6.078850631,7.098526773,5.561792943,5.579701547,6.722669948,5.332538997,8.261790678,8.2752796725,5.352552435,5.398154738,11.33051934,10.498127208,9.106877698,10.20855784,7.64084558367,11.34599024,4.909306588,7.289606548,7.220840508,5.02526278,5.123512303,5.3259828865,BRCA
7.730336178,8.153857416,5.6692553992,5.077041333,8.1667364795,5.773740066,7.272190563,5.414821571,5.744774144,6.1684757915,5.37304892,8.836035458,8.16052831,5.364703665,5.559423936,11.49113672,9.6026864805,8.864341803,9.854642896,7.60587163467,11.0826449,5.425938643,7.41208525,8.262201898,4.99911072,4.979809576,5.2786936645,BRCA
7.6746533,8.602996767,6.0184162604,4.931459981,10.57128421,5.442621133,6.793055989,5.127954352,5.334685584,6.739456546,5.136490053,8.827740542,7.6317198585,5.453573065,5.651777341,11.55940591,9.335142456,9.265123395,9.733261595,7.580803739,10.85568242,5.090018442,7.560621583,7.847622917,4.991874681,5.346612346,5.2220729085,BRCA
7.809512721,8.47891229,6.0566946712,5.456322582,7.090354371,5.67822071,7.2507504755,5.394558084,5.888750097,6.8994632645,5.657505139,8.372148022,7.4997982675,5.5748439065,5.406001929,11.56371361,9.3504105795,9.360375869,9.524248408,7.885073374,10.94183646,4.488522104,7.489448856,7.581616992,4.226628493,4.800785121,5.3910825315,BRCA
7.43588092,8.992655946,5.0576149536,4.586234078,8.2674938005,6.256213996,7.1556732325,5.901899413,4.941119518,6.6454742555,4.842490216,9.098625049,9.1710371135,5.1732281645,5.052688948,11.08484843,8.8998082855,8.994354232,9.590793393,6.394622927,11.24345683,4.904256777,6.482691508,5.666764579,4.162385722,5.279110251,5.748064128,BRCA
