@relation data

@attribute 10858 numeric
@attribute 10998 numeric
@attribute 6579 numeric
@attribute 570 numeric
@attribute 213 numeric
@attribute 1109 numeric
@attribute 6342 numeric
@attribute 8647 numeric
@attribute 1581 numeric
@attribute 51302 numeric
@attribute 1582 numeric
@attribute 9023 numeric
@attribute 8714 numeric
@attribute 2172 numeric
@attribute 9420 numeric
@attribute 3295 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 23600 numeric
@attribute 1593 numeric
@attribute 28234 numeric
@attribute 10005 numeric
@attribute 11001 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 10599 numeric
@attribute Class {Control,BRCA}

@data
7.069103653,6.701137054,5.2019216324,4.993687096,7.7376573975,5.519645097,7.2964269455,5.817758343,5.019047182,6.456568394,5.178526673,11.35660343,7.716785011,4.669381468,5.927073476,11.09730811,9.815758405,9.315874762,10.04737654,6.93423366833,10.7221503,4.894103816,7.184878131,6.963246156,4.908706346,5.364932404,5.101878389,Control
7.099981891,7.221082271,5.2911445826,4.576912188,9.7870700585,5.911818141,7.1981423495,5.152803256,5.862210374,6.445892764,5.201056716,7.947653191,7.650747482,5.372144051,5.394043544,10.91180038,10.1462129605,8.748411858,10.33515616,6.402667179,11.02832761,4.744715005,6.722504021,6.033319063,5.648473532,5.456322582,5.2265271105,BRCA
6.774659006,8.427167336,6.1460431452,5.48205062,12.62697937,6.040021845,6.9330807505,4.889243844,5.995434345,7.029139294,5.182504847,7.459720794,8.052154908,4.747148143,5.383800396,11.12068843,9.7177441945,8.598444418,9.571573066,7.403785913,11.28307404,5.042218873,7.383663527,6.053334703,5.690704299,5.117498954,5.0449468895,BRCA
7.252526182,8.562873108,5.754767318,4.441925913,7.930471455,6.006528756,6.8103280455,5.771893004,6.340211188,6.9302706035,5.000914074,5.62000808,7.163384394,5.568131634,5.233822166,10.55438287,10.085094788,8.500683687,9.638010974,6.13048027067,11.11355354,4.916490079,7.59548338,5.504788206,5.259471408,5.407702206,5.9854039175,Control
6.062214149,8.251531081,6.1058861592,5.588723066,8.015173999,5.572595075,7.8570900495,5.963711807,5.415666779,6.7706665135,5.326799101,7.456192424,7.965244826,5.060435064,5.744774144,10.87758344,9.820262273,8.888919105,9.562147541,6.97442544467,10.93731517,5.144465785,7.197317764,7.801322174,5.530141964,5.349976695,5.2902147925,BRCA
6.590366699,6.425766121,5.5909866782,5.36773034,6.9824236295,6.052356793,8.003273693,5.889480387,5.743764871,6.982590593,5.222467693,8.647639314,7.6988737995,5.249617441,5.413806667,11.02017803,10.3744482785,9.232481563,10.19564323,7.389363753,11.89018267,4.877267261,6.738737864,6.354474751,4.801690636,5.182306199,5.4356665065,BRCA
8.050339969,6.913221911,5.0854369732,4.899068355,6.9516337875,5.850631456,7.3238721285,5.46859248,5.836246857,6.01779139,5.630093262,8.010809379,8.126866039,5.1707431075,5.544509535,10.02722219,10.0252553475,8.560448556,10.0436019,5.992893276,10.84461576,5.622938584,6.00034443,5.857863615,4.145262653,6.101508918,5.883265422,BRCA
6.47143593,7.789307238,5.6884673112,4.703782956,10.79455209,5.805041697,7.7267805215,5.384232247,5.808263565,7.0861768335,5.528970731,9.486312704,7.892094081,5.0590023175,5.439466268,11.38105635,9.394676109,8.880724644,10.15840177,7.81210927067,10.92031584,4.771372469,7.218444873,6.539938605,5.273526379,4.894103816,5.3386342155,Control
6.424171013,8.442550769,6.0827014726,5.352274105,6.0114515715,5.967059784,7.2983490845,5.224591417,5.430796457,7.471796476,5.425183376,8.322898347,7.3969158535,5.536406371,5.886008211,11.10564356,9.764335427,9.225244272,9.238668129,7.17517287233,11.30129057,4.850513484,7.478610125,6.196730592,5.210049084,4.66791382,5.272324469,BRCA
7.861042112,8.020912072,5.1624705018,5.250782787,13.31266958,5.98664487,6.892680553,5.013139794,5.303973626,7.009118688,5.622938584,7.199527884,7.85338144,4.9430597495,5.438884356,10.93055646,9.6444656875,8.656086161,9.636706687,6.94116491067,10.6623838,4.854508448,7.31211405,6.560107813,4.661658909,5.964751666,5.3360874045,BRCA
