@relation data

@attribute 3303 numeric
@attribute 5970 numeric
@attribute 7124 numeric
@attribute 3551 numeric
@attribute 5925 numeric
@attribute 7133 numeric
@attribute 9093 numeric
@attribute 3460 numeric
@attribute 7490 numeric
@attribute 7157 numeric
@attribute 7132 numeric
@attribute 3717 numeric
@attribute 30851 numeric
@attribute 8825 numeric
@attribute 10083 numeric
@attribute 3458 numeric
@attribute 3459 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute Class {Control,BRCA}

@data
11.35464901,8.69026092,8.519696323,7.1307406325,8.976299993,8.084942721,11.15202194,12.74323457,5.312351562,8.333402628,12.08918571,8.378404463,11.52028732,6.11239324,5.3197182775,5.676529235,12.80095353,12.34771002,15.00532806,Control
11.57740772,8.669346719,7.177920594,7.787354885,7.958452847,7.532124306,11.13168997,12.42907592,5.4964828325,8.508984299,12.001308,7.325982508,11.26326937,5.745244896,4.5060054005,5.277995204,12.18834321,12.34109771,13.91249272,BRCA
12.42106423,9.073024297,8.414834386,7.4532495275,8.409052632,7.074920481,11.65369613,12.45547628,5.6797536565,9.660905593,11.63162057,7.458490947,11.55392216,5.76368461,5.1307304685,5.336114869,12.87602003,12.51631937,14.51605303,BRCA
11.27393851,7.67194989,8.370459788,7.4011955135,6.610216975,8.059386544,11.6604752,12.02845184,5.8000799745,8.338826757,11.41027128,6.114997467,11.29536446,5.880263851,4.857463372,5.464840793,11.98345514,12.26985874,14.35403309,Control
11.18505522,9.268495874,6.675961001,7.5245616955,8.022008655,7.497654525,10.99477083,12.34109771,5.4476025105,9.701150974,11.76197512,7.364180901,11.52400552,5.221114603,4.936735894,5.115211455,12.38876812,12.37603319,13.73047547,BRCA
12.41355925,9.673230059,6.320264091,7.5689740425,9.286795183,8.260238737,11.08076443,12.38431166,5.2851890695,8.868576523,11.96720294,8.052107626,11.28585604,5.579852369,4.826296499,5.298302041,12.80568549,12.87483063,13.77694807,BRCA
10.45145612,7.262755244,6.423120638,7.550193916,8.555107826,7.800739973,11.07296681,11.41436827,6.044457654,8.315445233,11.42772678,6.705498046,10.31638934,6.302735442,5.3267777635,5.213941395,11.02951865,12.52075501,15.02279519,BRCA
11.62774602,9.194320487,6.14308278,7.4520617975,9.023671978,7.711014946,11.11027794,12.74323457,5.719841561,8.92056956,11.92850738,8.158535374,11.75448264,6.936287895,5.5350727315,5.989996857,12.97619003,12.20475003,14.22362506,Control
11.58210918,9.012625324,8.252974189,7.530604743,8.717951507,7.59152445,11.33541843,12.50251243,5.6138747855,9.680166591,11.36056745,7.011789475,11.61680165,5.749206573,5.4577338525,5.178725843,12.64577331,12.42766909,14.37348409,BRCA
11.97407764,8.33670864,6.105390642,7.6541093245,7.473200667,7.286837552,11.13026184,12.42457843,5.5998594035,7.766597025,11.57911804,7.088605737,11.21374538,6.608000179,5.0045453235,5.114586962,11.9984636,12.09766027,13.54172225,BRCA
12.01315176,8.687254178,6.992205122,7.53597724,6.142419181,7.427399015,11.27871096,12.60891324,5.7756454395,8.06060289,11.97837451,7.660782339,11.74013292,5.338612717,4.904060035,5.77657203,12.41466417,12.2590489,13.43573605,BRCA
11.48354892,8.875473781,7.871691396,7.4402145165,9.062316786,8.409445169,11.40194094,12.64414927,5.74259707,9.069960645,11.79193625,7.948076801,11.24502395,6.99342281,5.3932248925,4.921497326,12.95548196,12.38541089,14.39776555,Control
10.45621094,8.978067698,6.162699096,7.3412959795,8.997758931,8.577788631,11.30621853,12.68837278,5.6548814275,8.376018051,11.70928645,7.573687183,11.6557522,6.05273717,5.2319544585,5.303243061,12.80254267,12.24889125,14.10537413,Control
9.138598914,9.226388785,5.841225451,7.5914915015,9.187897079,8.171178205,11.2456925,12.40526256,5.962606125,8.641980482,12.32501877,8.115591386,11.63567744,7.140602614,5.845397232,5.196047562,12.62053951,12.29388695,14.13459319,BRCA
8.07586835,8.761435816,5.923868951,7.946295334,9.308988054,8.792953849,11.67556248,12.69883927,6.4541897075,7.522171761,12.15610687,8.41854957,11.68222884,5.909299837,5.192152336,4.702259784,13.13233509,12.41257918,13.98232431,BRCA
8.892854791,8.629266563,7.264445239,7.791459439,8.652093075,7.964515778,11.32409911,12.56946885,5.8964535155,8.151525421,12.03603115,7.821265561,11.7987959,6.550635693,5.069744095,5.131765663,12.57561022,12.40655986,13.70909946,BRCA
8.651124474,9.515749664,6.665268844,7.9501379685,8.567082519,7.885637086,11.28654637,12.48307013,5.4584362695,8.650083401,11.81753744,8.145615208,11.28585604,6.849064522,5.300374126,4.923400286,12.51861757,12.32574401,13.58466312,BRCA
8.163449829,8.496794995,7.183985468,7.5558305855,8.774162024,7.911723223,11.49113672,12.67768778,5.41910219,8.873068105,11.86989657,7.912322211,11.56532836,6.793834528,4.937682746,5.568952692,12.89900003,12.39966386,13.75810714,BRCA
8.047588997,9.61434228,6.778573689,7.8335949455,8.989423683,7.553957774,11.31492605,12.87339418,6.0657427315,9.477151683,12.24889125,8.111841355,11.36819283,6.504386511,5.487175559,5.682019293,12.30040269,12.00382718,12.88068749,BRCA
9.159127807,9.315772892,5.97155002,7.9784806655,9.119292054,8.530075742,11.30621853,12.55918115,5.8726193165,7.632470217,12.56790862,6.034420016,12.63275562,5.101619875,4.925080074,4.96556642,12.44065386,12.05629403,10.54750216,BRCA
