@relation data

@attribute 3706 numeric
@attribute 3707 numeric
@attribute 5330 numeric
@attribute 6655 numeric
@attribute 23236 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 5331 numeric
@attribute 6464 numeric
@attribute 1956 numeric
@attribute 3708 numeric
@attribute 5332 numeric
@attribute 3709 numeric
@attribute 1605 numeric
@attribute 3760 numeric
@attribute 5308 numeric
@attribute 8601 numeric
@attribute 5266 numeric
@attribute 2048 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 3710 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 54386 numeric
@attribute 3762 numeric
@attribute 427 numeric
@attribute 5291 numeric
@attribute 10000 numeric
@attribute 3765 numeric
@attribute 2885 numeric
@attribute 1813 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
5.817758343,10.2343328,7.476788978,7.867620258,6.8772890085,11.45883824,10.11570732,5.876585242,9.15105029633,7.05035509475,10.99802289,6.9141724395,9.844635599,11.37070935,4.782423438,5.746189633,5.6773307695,7.630669612,6.0460148965,6.75911734333,6.513534664,11.35799469,9.746089281,7.466690585,11.4675955,6.3781015845,7.0964976515,7.339184439,6.02664600925,4.858492381,9.4954151895,5.47828977267,8.001564595,8.27215776867,Control
5.309804873,9.714503602,7.453231788,7.609956448,6.8906417385,11.6077021567,10.34726733,6.036839159,8.42779587067,6.79791370075,10.75503384,7.100683958,9.525335383,11.95147243,4.888269882,5.28956229125,4.9880203515,10.12116474,6.1752464015,6.586005659,5.99820185,12.08864757,9.68028616833,6.43012268,11.4871292,5.998901844,6.6682528355,6.741201091,5.94776533325,4.948847562,9.5539178325,5.199514029,7.481398095,7.85669691467,BRCA
5.379561399,9.488011381,7.462177348,7.575257723,6.771545835,11.5512263767,10.45388564,5.98687237,8.45925672733,6.80402066425,11.137683,6.8982166245,10.74066222,12.10871075,4.795989381,5.53171569775,5.2261267195,9.215752072,5.6572200255,7.22912163867,6.84843868,12.01135666,9.69256516467,6.416760061,11.40579844,5.8216816615,6.509385796,6.813047234,5.52044016575,4.768993337,9.480270588,5.418177565,7.228580927,8.11094053067,BRCA
5.59291388,9.831893516,7.601141445,6.838009842,7.226006717,10.720960379,10.09500831,6.1476177,7.73867912133,6.3257817405,10.00164081,7.2768077175,9.439182162,12.23392978,5.011910695,5.2600632335,5.227420869,8.367503347,5.8033952395,6.91032494133,6.723630657,11.97218475,9.98949733167,5.863140121,11.59410425,6.0082229855,6.174467902,6.506054132,5.58777326775,4.725212151,9.432546201,5.033129867,6.648325671,7.98209816267,Control
5.283839608,9.455944203,6.773076963,7.652900753,6.848015995,11.54329104,10.22872886,5.887775801,8.10318445333,6.78190965925,10.864964,6.6548276045,9.689574849,11.96551025,5.245087973,5.3791823495,5.032588743,11.71457622,5.974060652,6.72839437467,6.818713579,11.58766984,9.506100771,6.860966288,11.42258795,5.854346637,6.6870181055,6.944393257,5.87271996825,5.368603583,9.66718229,5.15800521967,7.634958261,7.82991936767,BRCA
5.694818396,9.831165155,7.658927519,8.522033306,6.727722821,11.6186680667,10.624983,5.94872421,8.70127661067,7.10041818325,11.45443311,6.9752829565,9.814991395,11.84561169,5.202134845,5.613667902,5.267835723,9.742208842,5.8945122075,6.38912935567,6.520033725,12.06588572,9.688092646,7.477052175,11.55657325,6.403952625,7.253156792,7.80732453,6.0241266485,5.700170054,9.9164802245,5.240621932,8.19601328,8.18650002,BRCA
5.771893004,9.464617794,6.111350232,6.760091594,7.4861886795,10.620682972,9.961088297,5.48205062,8.36198243367,6.9842760015,9.557684409,6.945356743,7.511675823,12.01701203,6.200609914,5.22611515975,4.948979157,8.547551166,6.698930436,7.54701473933,6.949071249,12.23463043,10.0480993307,6.742953157,10.90219441,6.3830593105,6.4765995115,5.996847001,5.88751933675,5.337721125,9.167523377,5.38081550367,7.292025067,8.451561107,BRCA
6.04385369,9.582283668,6.898937271,7.907583411,6.719520862,11.4495990067,10.12277013,6.202570157,8.53051419067,6.998917209,10.66388964,6.5861642735,9.583290187,11.17361954,5.672008915,5.444090161,5.158368587,9.795139114,5.924917202,7.00963552967,6.880413479,11.37383049,9.436876068,6.689303092,11.56304622,6.0041707925,7.3763370605,7.162847292,5.55851851825,5.069327579,9.1611827995,5.09895868433,7.787382059,8.171538624,Control
5.688817657,9.544781489,7.321975714,7.65031782,6.995146243,11.6033707233,9.9831294,5.352274105,8.16926655967,6.85070537275,10.78521972,7.024481502,10.67301333,12.04072818,5.274272145,5.386029074,4.666236194,7.972134198,5.902567425,6.85674479767,6.894518054,11.74966846,9.58057105933,6.500527718,11.46239505,6.2282131725,7.118253504,7.428655643,5.650041658,6.099511534,9.3657406255,5.61557416233,6.878728789,7.91861634733,BRCA
5.508516797,10.08234238,7.469827229,6.965931792,6.432879816,11.0351359567,10.28660429,5.586623085,8.39504068233,6.30061577025,11.44285036,7.1430110225,9.67905828,11.58294888,5.488652576,5.6711398605,5.236367502,9.340818779,6.097307219,6.973025285,6.877072814,11.77144213,9.75364579767,6.827314517,11.51908594,6.0161178895,6.8930044005,6.850940421,5.56331123875,5.312893162,9.70078824,5.12202186933,7.4960371,7.74245236133,BRCA
