@relation data

@attribute 3706 numeric
@attribute 3707 numeric
@attribute 5330 numeric
@attribute 6655 numeric
@attribute 23236 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 5331 numeric
@attribute 6464 numeric
@attribute 1956 numeric
@attribute 3708 numeric
@attribute 5332 numeric
@attribute 3709 numeric
@attribute 1605 numeric
@attribute 3760 numeric
@attribute 5308 numeric
@attribute 8601 numeric
@attribute 5266 numeric
@attribute 2048 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 3710 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 54386 numeric
@attribute 3762 numeric
@attribute 427 numeric
@attribute 5291 numeric
@attribute 10000 numeric
@attribute 3765 numeric
@attribute 2885 numeric
@attribute 1813 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
5.279388878,10.00748325,7.616550911,7.055014278,6.4844860445,11.0871946533,10.23292486,5.199683385,8.62624266567,6.71360662325,9.330368553,6.8672911265,8.417642766,11.33767223,4.378950559,5.64485219675,4.858020664,10.24134003,6.5168853865,6.89592443067,6.461320332,11.5968724,9.592833039,5.479142629,11.63413504,6.17911422,6.2469583145,6.80536058,5.4786784915,5.442289366,9.153599552,5.36454502767,6.507481989,8.06297051567,BRCA
5.545359333,9.471543702,7.210454923,7.958945778,6.6696596965,11.5050606867,10.11618835,5.628781795,8.601359139,6.904091352,10.4353997,6.6906065225,9.772677934,11.43475867,5.182504847,5.463018786,5.179842308,9.328529711,5.881726985,6.98144085767,6.276408844,11.78113439,9.66262953467,6.97372929,11.21306793,5.982493978,7.0901609175,7.215390118,5.7708818765,5.313437469,9.5256586835,5.363127183,8.512524314,8.197304519,Control
4.880699299,9.730436649,7.225668073,8.326250965,6.8308282135,11.3647894967,10.13087976,5.637792259,8.523978557,6.94855824675,10.86238187,6.47943359,9.630713575,11.66148208,5.047354342,5.562381639,5.4250532885,9.551728025,6.3293752715,6.75905554167,6.674054967,11.47029296,9.935713008,7.400262798,11.3382407,6.260171995,7.5313944615,7.548207573,5.8854976,5.781629373,9.597360232,5.56363487033,8.640083234,8.151507585,Control
5.784773056,10.69117233,8.314312607,7.997872605,6.0566410755,11.2640425267,10.76657469,5.427447991,9.16094315833,6.51319229175,11.40394419,6.1256933725,9.432772131,11.9128857,5.073403866,5.68802750875,5.1520780105,9.282845833,6.0211887345,6.82951290367,6.855868653,12.30526243,10.2127518167,6.998819226,10.69375725,5.959015807,7.293064907,8.158055634,5.6707063705,4.822489599,9.06038523,5.80929278067,7.7584583,8.08129530567,BRCA
6.68067994,9.809000815,7.715929611,8.051101686,6.1713175965,11.33747121,10.37973064,5.661643617,8.789516499,6.77269984975,10.55627639,7.150427771,10.64514978,12.34260121,5.23994335,5.8392476045,5.2259939005,8.743270176,6.5438936355,6.91208436433,6.771559209,12.12065594,10.3303371883,6.457877938,11.36679226,5.943325517,6.9529632565,8.167858571,5.6644220515,5.416680376,9.5800955565,5.80833712733,7.8511886,7.95451796533,BRCA
6.405912077,9.948696154,8.095424881,7.815353072,6.211869299,11.2932842667,10.55366796,5.276693226,8.419142242,6.93725355825,11.43117909,6.6456791705,10.02677279,12.20475003,5.03519637,5.3248844975,5.162872783,9.395331225,6.079201963,7.22720437133,6.67359573,11.98934847,10.0295226957,6.272541727,11.12186714,6.0199753005,7.193921471,7.631688412,5.4935537865,5.079390111,9.0393998015,5.93747284333,7.192690117,8.00665617633,BRCA
5.86431694,10.16746241,8.03491053,7.672568764,5.8868527975,11.21401799,10.73881029,4.800655715,8.58330978467,6.51560473275,11.63501532,6.090948927,10.62223972,12.29067992,4.957695542,5.3208293635,4.9038558515,9.933019721,5.9287180725,7.35444662233,6.936287895,11.82192354,10.1231177773,7.39763426,10.84047132,5.5465558395,7.5129273615,8.19969826,5.65532370625,4.884855828,8.9731778835,6.17034745467,7.688986551,7.86577453733,BRCA
5.549831826,9.854946719,7.95691498,7.588473151,6.0972822555,11.2249138333,10.51457134,5.321757891,8.49027171233,6.4814821935,10.51995589,6.3105461925,10.68629503,12.17175704,4.385153631,5.76908530825,5.1084284465,8.016392025,6.655924375,7.03736704367,6.811538864,11.43832419,10.182290716,6.554209422,11.1830493,6.017597645,7.022755699,7.6455704,5.5028216445,4.700735,8.9213733295,5.827537825,7.192172276,8.01917131267,BRCA
5.556131441,10.07805442,8.341164221,7.816841466,6.0356141115,11.46263687,10.54450111,5.532793245,8.95843216133,6.70888373325,10.92093732,6.1597871345,9.595686927,12.49713337,5.371045856,5.362467035,5.1871006835,7.858231463,6.0150183095,7.07743364033,6.9630149,11.71457622,10.3257906717,7.681310676,10.54241311,5.9404242305,7.538302833,8.275287778,5.267785966,4.881923051,9.111304808,6.15482887567,7.574595656,7.890844983,BRCA
6.565182543,10.04563037,8.136146677,8.635646596,5.0579964415,11.7207938433,5.97155002,5.255700175,8.67313689733,7.023639895,10.58930965,7.305777696,10.11297736,12.09425678,5.408721412,5.33919772525,4.995958167,11.77183206,5.9218870965,6.94510312533,5.771893004,8.747421913,10.2867156497,5.687628504,11.31116521,6.044070361,7.2229527565,7.498233163,5.47877633725,5.052688948,10.2970447,5.393541636,8.480033951,8.742530249,BRCA
