@relation data

@attribute id string
@attribute 10084 numeric
@attribute 10189 numeric
@attribute 10262 numeric
@attribute 10285 numeric
@attribute 10286 numeric
@attribute 10291 numeric
@attribute 10450 numeric
@attribute 10523 numeric
@attribute 10569 numeric
@attribute 10594 numeric
@attribute 10713 numeric
@attribute 10772 numeric
@attribute 10907 numeric
@attribute 10915 numeric
@attribute 10929 numeric
@attribute 10946 numeric
@attribute 10992 numeric
@attribute 11017 numeric
@attribute 11157 numeric
@attribute 11325 numeric
@attribute 11338 numeric
@attribute 144983 numeric
@attribute 151903 numeric
@attribute 153527 numeric
@attribute 1655 numeric
@attribute 1659 numeric
@attribute 1665 numeric
@attribute 220988 numeric
@attribute 22827 numeric
@attribute 22916 numeric
@attribute 22938 numeric
@attribute 22985 numeric
@attribute 23020 numeric
@attribute 23350 numeric
@attribute 23450 numeric
@attribute 23451 numeric
@attribute 23658 numeric
@attribute 24148 numeric
@attribute 25766 numeric
@attribute 25804 numeric
@attribute 25949 numeric
@attribute 26121 numeric
@attribute 27316 numeric
@attribute 27339 numeric
@attribute 29896 numeric
@attribute 3183 numeric
@attribute 3192 numeric
@attribute 3303 numeric
@attribute 3304 numeric
@attribute 3305 numeric
@attribute 3306 numeric
@attribute 3310 numeric
@attribute 4116 numeric
@attribute 4670 numeric
@attribute 4686 numeric
@attribute 4809 numeric
@attribute 5093 numeric
@attribute 51340 numeric
@attribute 51362 numeric
@attribute 51503 numeric
@attribute 51639 numeric
@attribute 51645 numeric
@attribute 51690 numeric
@attribute 51691 numeric
@attribute 5356 numeric
@attribute 55110 numeric
@attribute 55119 numeric
@attribute 55660 numeric
@attribute 55696 numeric
@attribute 56259 numeric
@attribute 56949 numeric
@attribute 57187 numeric
@attribute 57461 numeric
@attribute 57819 numeric
@attribute 58517 numeric
@attribute 6426 numeric
@attribute 6427 numeric
@attribute 6428 numeric
@attribute 6429 numeric
@attribute 6430 numeric
@attribute 6431 numeric
@attribute 6432 numeric
@attribute 6434 numeric
@attribute 6625 numeric
@attribute 6626 numeric
@attribute 6627 numeric
@attribute 6628 numeric
@attribute 6629 numeric
@attribute 6631 numeric
@attribute 6632 numeric
@attribute 6633 numeric
@attribute 6634 numeric
@attribute 6635 numeric
@attribute 6636 numeric
@attribute 7307 numeric
@attribute 7919 numeric
@attribute 8175 numeric
@attribute 83443 numeric
@attribute 8449 numeric
@attribute 84950 numeric
@attribute 84991 numeric
@attribute 8559 numeric
@attribute 8683 numeric
@attribute 8896 numeric
@attribute 9092 numeric
@attribute 9128 numeric
@attribute 9129 numeric
@attribute 9343 numeric
@attribute 9410 numeric
@attribute 9416 numeric
@attribute 9716 numeric
@attribute 9775 numeric
@attribute 9785 numeric
@attribute 9879 numeric
@attribute 988 numeric
@attribute 9939 numeric
@attribute 9984 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.0124142341,0.4126114489,1.0433882278,2.7961583933,1.7022483847,1.3017167980,0.5161986927,0.6294885749,1.4857365944,1.2404451702,1.2673645540,1.6929080187,0.7927275024,0.5022628521,1.4967885500,1.0836263426,0.7991716455,2.4397911496,1.1546562175,0.8059584420,0.5557453352,0.0758607261,1.1663055642,2.1810370090,2.7985205551,0.5379114150,2.4836763494,2.2732476136,1.7544763752,1.8174701333,2.1754462995,0.7237977219,0.3183998931,1.4369662762,1.3259457417,1.7099674716,1.7004231522,0.4389197756,0.0326318315,1.5484481434,0.5642775427,0.1463065256,-0.1980333646,0.8793749879,0.6274882262,0.9078879028,0.9553685996,2.9697711170,1.7846097918,-0.0071032289,0.4555979681,0.0636480931,1.5238518661,0.5869351404,0.7445804778,1.5318006736,1.8806348430,0.7248776487,0.6888912599,2.1862847674,0.7137421774,1.5405291252,1.1298508181,1.7595092060,0.9633643599,0.3991449536,1.5239384366,1.2121891046,0.8519987872,0.8434700770,0.1540262247,1.1414847229,0.4500114720,1.8116858801,1.8293368580,2.1655273762,3.1251079895,1.5240772751,0.8164801440,1.8402566057,2.4002914340,1.5379252926,1.2438324775,0.3065399917,1.0434221216,0.5397171856,1.9450077416,0.8257076807,1.6446558437,2.0643569082,2.6062716643,2.3485379815,0.1686845633,2.2888150217,0.3322721977,1.5266352721,0.9943343576,1.9902353137,1.0851581768,1.6110531141,1.0608652551,0.8497892488,2.7645905812,2.2933741477,0.7608996366,1.1301477297,1.4680641142,0.7160344705,1.3941645877,1.0286620773,0.6844199835,2.5582785436,0.2729711806,1.1918625355,0.9014640906,0.2578483276,1.0556296136,BRCA
GSM480985,0.6063364576,0.0944534096,0.7295237803,2.6130025519,1.7106427750,1.0941843632,0.4998278746,0.5465263732,1.8822914082,1.2757740750,1.1352033878,1.3306561822,0.7382045303,0.4061217772,1.0564809906,0.9917751979,0.6640739576,2.2950970597,0.6782734111,0.8201650638,0.2731697014,0.0277404399,1.2064126831,1.9526355568,3.1958442031,0.4702010157,2.0206611157,2.0108786472,1.2246558863,1.5404746989,1.8881559418,0.6741407311,0.2800547646,1.1771466275,1.1458243163,2.0247136056,1.0939080642,0.3921914192,0.0821693420,1.2462934990,0.6967610659,0.0790259652,-0.0507908976,0.6039575242,0.7109318801,0.5969688687,0.6920373734,3.1069582999,2.0404402000,0.0544814206,0.6992694347,0.0881125467,0.9281190227,0.3942842301,0.3393816852,1.3491998760,1.3286583000,0.6120035118,0.5032326392,1.8686481187,0.6612625366,0.7523403800,0.7036089530,1.6486845527,0.9166921193,0.1103803532,1.4091721002,1.0485165252,0.7598326617,0.6391844250,0.2725463184,1.2353252929,0.3640080322,1.0629773867,1.8732371853,1.7887017669,2.6369996912,1.1158918788,0.7610881114,2.1405721468,2.3688549630,1.1213246533,0.8450172693,0.3201031397,1.0318665241,0.4369644097,1.5113319533,0.7063590665,1.3024971587,1.1534284825,2.3817210197,1.7068111213,0.1282716198,1.1320751110,0.4385370255,1.4421907446,0.8646347106,1.5072591006,0.8446693645,1.2363448267,1.0887819846,0.6637297568,2.5125294925,1.8845180604,0.7048825291,0.7849114944,1.3843086138,0.5106369017,0.9179031891,0.8349865539,0.5340702689,1.9540474586,0.0985051108,0.9248527983,0.7254930351,0.1531879106,1.0685996739,BRCA
GSM480986,0.8933779826,0.2740965262,1.0780452465,2.8129693006,1.6583253345,1.4238529411,0.5739623455,0.6172040262,1.5992395598,1.7053487830,1.1746158896,1.5036716965,0.9362322073,0.3611120801,1.4255562441,1.0481555931,0.8187802334,2.2442401912,0.8014753780,0.7425489582,0.5208569402,0.0054372637,1.2643440744,2.3632830083,2.6005566122,0.6760564181,2.1905639452,2.1048382768,1.6976081066,1.6741521096,1.9873151138,0.5564559400,0.3484144444,1.0234213516,1.4083971050,1.6384891086,1.4049783881,0.4791552021,0.0355069589,1.5855573843,0.5390964437,0.1546177400,-0.1166378989,0.9701090578,0.4499720545,0.7741726194,0.7289893037,3.0790505111,1.9584478553,0.0013618719,0.8233810456,0.0197932966,1.1396110519,0.4332398609,0.6536400349,1.5022988549,1.4947919356,0.5539764978,0.6354200867,1.7816678020,0.6111331662,1.4223573096,0.8448495733,1.3978736059,0.8005367502,0.1501773495,1.2270610981,1.0295350145,0.8830989377,0.9285957417,0.1664567450,0.8736996727,0.5197102490,1.5562563339,1.5228223135,1.9473714283,2.7476365776,1.4160029045,0.6656252231,1.8813221301,2.3281338528,1.2380846013,1.0337474639,0.2973972703,0.9493416064,0.3640140921,2.0297983736,0.7709400821,1.5629765990,1.7334408810,2.5954663753,2.1068636873,0.0856349762,1.9089450040,0.2958828718,1.3654914377,1.0929573871,1.9641797542,1.0056742206,1.5124699123,1.0845299049,0.5882950308,2.4968181252,2.2359603444,0.9020461838,1.1173310121,1.2022957131,0.8125698004,1.0909901476,1.0078271627,0.5529725334,2.2901780607,0.2665173271,0.8383452495,0.7177681639,0.1565287239,0.7062788497,BRCA
GSM480987,0.7214031206,0.2321270960,0.9486749433,2.8919936948,1.1340431772,1.4408165869,0.5685369860,0.5941443996,1.4717955379,1.5022774208,1.2949289829,1.3327162462,0.8227128002,0.3311945380,1.2558547728,0.8761266917,0.7949824149,2.2371428411,0.7775518089,0.7462945044,0.4235184483,0.0610810719,1.1472434252,2.1661548318,2.0619016911,0.5565718379,1.9998316835,1.8752667555,1.8004742200,1.9021330754,1.8720882352,0.4745972451,0.2716364843,0.8872793957,1.4141054882,1.5055516251,1.1627348251,0.4678816342,-0.1114832815,1.4623917332,0.4581856786,0.1274366274,-0.0411533490,1.1533441320,0.4134742584,0.7125180445,0.6959610474,2.8797291519,1.6363823860,0.0847624176,0.8027994977,0.0891156542,0.9367712627,0.3913858800,0.5613852767,1.6874229805,1.6360706083,0.6570529490,0.4350469936,1.5798730121,0.6846717728,1.2103584841,0.7937530428,1.7297573770,0.8204250720,0.2092028603,0.9131624840,0.7507234962,0.8802387826,0.9096036353,0.1878705404,0.7144595220,0.3745940740,1.5871075954,1.1609829728,1.9203256131,2.5369948639,1.3111993903,0.4942562507,1.4061388067,2.4973049788,1.1004694563,0.9062702936,0.2080013740,0.7510541454,0.3463541931,2.1123042704,0.8321518163,1.5258991717,1.6946716409,2.7081866263,2.0405936590,0.0210847840,1.8295230863,0.2736385248,1.3817100328,1.2297016986,2.2321570889,0.8806706146,1.1881673163,0.9540337438,0.4262316443,2.5024789772,2.3235361049,0.8381017319,1.2167813567,1.2162078324,0.7589857380,1.1435443929,0.7104304081,0.4448124832,2.3979188544,0.1798387351,0.5058604957,0.5533486250,0.1097152923,0.5827225101,BRCA
GSM480988,0.4372850215,-0.0590505931,0.6355186057,2.6941644086,2.0830032625,1.2646735571,0.4339452594,0.4280382051,1.4835790168,1.8487865924,1.1409057379,1.1077037477,0.6702915437,0.3752508334,1.2183445205,0.6341919489,0.7162553796,2.1343036096,0.6596079513,0.5771580804,0.3893404895,-0.1260839944,1.4892452644,1.9349545538,2.5571375539,0.8815404672,2.1913846766,1.8024784484,1.5032696658,1.2991112575,1.7690558112,0.7901582522,0.2592587166,0.9729121976,2.0034734541,1.3166527552,0.8617217782,0.2474532776,0.0115604400,1.3909691013,0.3914811046,0.1373484686,-0.0538383526,0.8822921861,0.1878504128,0.6783205568,0.6417855093,3.0691732914,0.9329245273,0.1092327345,1.0987868772,0.0164984320,0.8281334795,0.3360527371,0.5848175896,1.0407881547,1.6641066919,0.4352552677,0.4166165544,1.6760135292,0.4484409774,1.4144124902,0.2403532358,0.9943122267,0.8328748856,0.1537856362,0.7439154058,1.0727624000,0.9029786496,0.7317543427,0.1021624413,0.8797909361,0.1843493139,1.2519825797,1.6623631131,1.8932238658,2.7534415862,1.3557468361,0.3076145638,1.6375103208,2.2224186339,0.9601258273,0.7703060233,0.2542246142,1.0964453864,0.2133179240,1.8256524034,0.6874962911,1.1564658783,1.2115395334,1.9589085180,1.8104193287,-0.1098701093,1.2294787167,0.3196864208,1.3947030360,1.2770157648,1.6448039079,1.2091432586,1.2798008026,1.0582481651,0.6154653928,2.0050009487,1.9296334121,0.7204730569,0.8015775723,1.1557266925,0.7538928549,0.6404789006,0.7909096054,0.3890302801,1.9550962020,0.3256028857,1.2326186215,0.6799070142,0.2075295841,0.8119248803,BRCA
GSM480989,1.0482862956,0.3780751490,0.9768677142,2.8618453608,1.0380361082,1.5839119908,0.5153126108,0.6469286441,0.9675523341,1.4439446796,1.2070372624,0.8954785328,0.8524624311,0.2940339943,1.2041886048,0.8718458499,0.8592103939,2.1881473660,0.7677743241,0.5358109975,0.5449078906,-0.0076154517,1.6127261581,2.1595840902,2.4496133824,0.3312466170,1.5921890139,1.4669088037,1.9593664408,1.3030091405,1.4655815158,0.3190222106,0.2785073916,0.6507659169,1.4987271627,1.1658992208,0.7299151657,0.5562931584,-0.0741180716,1.9014083197,0.2694586359,0.1053770328,-0.1664852159,0.8956301603,0.3750730916,0.7217085773,0.5026817865,3.3498574794,2.0035465757,0.0953085466,1.2457128407,0.0795537012,0.7881732421,0.3897405655,0.4277957842,1.7792167763,1.7553155720,0.2493707251,0.2152702305,1.4144808120,0.4014842469,1.1524539093,1.0627937052,0.9551138196,0.6418654086,-0.0326960304,0.7102781032,0.5246589718,0.8532233424,0.5191962073,0.2856541601,0.4476607138,0.3662040142,2.2707554830,1.0568140076,1.8867648188,3.0723228385,1.2490439367,0.4374348649,1.5496280104,2.2083957150,0.8551116631,0.9465500409,0.1785644932,1.1004018896,0.4416627318,2.4080531894,0.4859402725,1.4814960960,1.2904159272,2.9400583903,1.8450706848,-0.0347481402,1.8861691553,0.1995365523,1.6309517976,1.3726107829,2.4063992350,0.8887063079,1.3457252408,0.7361892031,0.3597326958,3.0292252698,2.2680196232,0.8895260344,1.0631051783,0.7814382203,0.7359052904,1.3053605471,0.8195409154,0.3323485151,2.4240217806,0.3083786549,0.5313539498,0.2553402765,0.1526795404,0.3402454458,BRCA
GSM480990,1.0052417420,0.3983406832,1.1785098328,2.9727918307,1.1316643060,1.7497019246,0.4317896261,0.7525791066,1.1323435755,1.3922447429,0.9997282252,0.8777525768,0.6753759256,0.3282341955,1.3024781644,0.7681202079,0.8956748322,2.3709848059,0.8834996451,0.6057256740,0.7446548008,-0.0176168163,1.2702107943,2.1666505487,2.0418513417,0.2116040384,1.5297805317,1.7289376324,1.9944184753,1.4144610668,1.5418267869,0.4002038845,0.2123922495,0.8271912865,1.3152551121,1.1289250450,1.0663174776,0.5326002790,-0.0109113184,1.7966597216,0.3323974701,0.1193499046,-0.1042342163,0.9084785416,0.2919894910,0.6219039587,0.6010007442,3.3278006017,2.2106347414,-0.0515089416,0.6718396539,-0.0107263610,0.8172183687,0.4530417518,0.4327955214,1.6734255388,1.6254787917,0.3192694432,0.1215227986,1.4503955114,0.5051845284,0.9204587342,0.9860028226,1.2040484717,0.5914912723,0.0146110543,0.7167815285,0.8095717978,0.8133505158,0.6370824773,0.1425350054,0.5925821538,0.3714584274,2.6656145653,1.2299626580,1.9097736752,2.9430385266,1.1690936655,0.5537866812,1.2371161990,2.0406387080,0.6559906398,0.8834086720,0.1869028097,1.2755923049,0.3278704860,2.1374707371,0.6609044272,1.4555728137,1.3736833832,2.3431901533,1.7826679150,-0.1254706071,2.1331729890,0.1684532420,1.5397549159,1.5936253826,2.3457263709,1.1626713369,1.1087029775,0.7942581686,0.3670888709,2.8076764743,2.4407986469,1.0201347733,0.9444500795,0.9182907492,0.6326236854,1.0511820190,0.6294564008,0.3432490663,2.4266291859,0.2803379952,0.4969902283,0.4820656464,0.0055673104,0.3520499035,Control
GSM480991,0.8956469448,0.0804306660,1.0094487308,2.6151968902,1.3342667423,1.5375940967,0.5536743924,0.6165516588,1.5201010196,1.6211699513,1.0272403285,0.9843399725,0.9755491306,0.3008192958,1.1864911568,0.7670042323,0.8602194774,2.1142338648,0.5769486509,0.6223107172,0.5291693312,-0.0644623330,1.3285753470,2.3046609609,2.3209151725,0.4952989068,1.6488943941,1.5406727440,1.6945375469,1.5166104675,1.7209640742,0.5792367279,0.2864062298,0.7419320053,1.4559340146,1.3586139260,0.9448050652,0.5914961682,-0.0808689416,1.5882912247,0.4927578121,0.0695704592,-0.1639581633,0.8411660829,0.2982360294,0.7395994517,0.4963266411,3.2851191164,2.1332542748,0.0895354379,0.8998768803,0.0308038716,0.7574846337,0.3304586503,0.4317130148,1.5385433775,1.5148152352,0.3690584791,0.4140294389,1.5214153791,0.4501797202,1.1506151649,0.7199730658,1.1120484897,0.7246562497,0.0044120840,0.7278716046,0.7485420230,0.8335379079,0.8753918607,0.3114642161,0.5834038655,0.4209722992,1.5506152379,1.1436822164,1.6012634549,2.4814910047,1.0976325002,0.4091381261,1.6312677285,1.9308369521,0.5972920193,0.7306226198,0.2074168882,0.9805343522,0.2678206094,1.8622680902,0.5461176113,1.2308258270,1.1820439424,2.5551036200,1.9348096848,-0.0286068464,1.4340345067,0.1686107338,1.2654631441,1.2508635083,2.1090095789,0.9473502600,1.0160190960,0.7616700458,0.3643056447,2.5012779235,2.1168369518,0.8547933012,0.9842105269,0.8816204221,0.7750185515,0.9167958304,0.9134634977,0.2997263125,2.1165711113,0.3267547077,0.4958536661,0.4982222661,0.1450025553,0.3995892745,Control
GSM480992,0.8918490689,0.3731578849,1.3831669712,2.9066236418,1.1345785957,1.8991477508,0.3590727629,0.8111413404,1.0884026605,1.8893506263,0.9599184655,0.7838763554,0.9232890636,0.4040974612,1.2228315094,0.5499760104,0.9568731751,2.4147335952,0.5708902801,0.5867075101,0.6411173238,-0.0224458837,1.2271326928,2.0165577382,2.0461092243,0.5449907892,1.4544426063,1.4322860293,2.0284589199,1.4871710202,1.6512970786,0.4871967361,0.3308135693,0.6469357272,1.6881620751,1.1173889443,0.7905398822,0.5814259887,0.0897193790,1.7968811969,0.3476964318,0.1590954064,-0.0731060979,0.9784847090,0.3067642589,0.4015273304,0.5916905416,3.4385763109,2.3896104942,0.0592270871,0.7089384481,0.0500175453,0.5645617625,0.4039525720,0.3609761331,1.6208725125,1.8275574224,0.2468038889,0.2794460160,1.4453050626,0.3190929482,0.9399840923,0.9842176736,1.1464569313,0.5139202436,0.0309887218,0.9233797175,0.6391972261,0.8257529195,0.6901098490,0.2461181668,0.5209019970,0.3752611383,2.0681220624,1.1695472556,1.7014988863,2.8890806926,0.9187109424,0.5098593025,1.4935209600,1.5998000871,0.5458573568,0.6515604574,0.2838269346,1.7956468089,0.3038124982,2.0404704065,0.5880450753,1.4803701440,1.0782580027,2.3832895360,1.9553247742,-0.0118806803,1.6086926857,0.0864966725,1.4764141885,1.8188416256,2.3674443960,1.1819270776,1.1416960147,0.8152925806,0.1690873177,2.8208497763,2.2645885018,1.1477629842,0.8356580898,0.8333417251,0.8793852981,0.6897920797,0.8674413791,0.2848374228,2.1987546681,0.3601911077,0.5500708667,0.2735299674,0.1027136539,0.2026377067,Control
GSM480993,0.7849653289,0.4197907467,1.1932935020,2.8986780646,1.0069161903,1.6836247984,0.6071530779,0.6504254470,1.3556002939,1.8684461911,1.2521423549,1.1787714167,0.9787031116,0.3106472832,1.3765121560,1.1657010913,0.8734353190,2.3852584494,0.9074788179,0.6259848186,0.5440874697,0.0690821781,1.3424110486,2.2497231066,2.0325450152,0.7127746972,1.8798823286,1.7914235208,1.8545134333,1.5598783485,1.8120750646,0.4519489749,0.3856984351,0.8479080876,1.6985245811,1.3035781402,1.1226879322,0.5449480516,-0.0325665107,1.6990497261,0.5099523533,0.1824971466,-0.1685439430,1.1471802896,0.3095423467,0.7225724890,0.6454079003,3.1655949354,2.1218675299,0.2261703166,0.9498438941,-0.0929784321,0.9457925245,0.3826023439,0.4616988506,1.5379273372,1.7228017754,0.3107527478,0.2939770000,1.4096712139,0.4157287746,1.2586885424,0.9445619317,1.2259773017,0.7070712415,0.1442955081,0.9988769468,0.6614633854,0.8812244254,0.8609430590,0.1167796553,0.6065383117,0.4825606233,1.8134235476,1.1020535875,1.8636777622,2.7253636684,1.2796749559,0.6720779538,1.3750005558,2.0661335744,0.9599198660,0.9849320301,0.2794607661,1.4478193523,0.5156146410,2.2108649759,0.6755482882,1.4951377213,1.5376518070,2.5969754060,1.9600288868,0.0186391051,1.7798670133,0.2343771492,1.2991632802,1.6284749858,2.2032423765,1.0183746256,1.4358562579,0.9409567572,0.2716709336,2.5447226168,2.0544106892,1.0265627702,1.0315524106,0.9632105750,0.9091349832,1.0644451337,0.9752112140,0.4280784924,2.4339693614,0.2940243931,0.6865759139,0.3775174428,0.0745847982,0.4040638743,Control
