@relation data

@attribute id string
@attribute 10134 numeric
@attribute 118 numeric
@attribute 1499 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 1828 numeric
@attribute 1829 numeric
@attribute 1830 numeric
@attribute 1832 numeric
@attribute 22985 numeric
@attribute 2339 numeric
@attribute 2620 numeric
@attribute 28988 numeric
@attribute 2934 numeric
@attribute 3005 numeric
@attribute 3006 numeric
@attribute 3007 numeric
@attribute 3008 numeric
@attribute 3009 numeric
@attribute 3024 numeric
@attribute 324 numeric
@attribute 329 numeric
@attribute 3836 numeric
@attribute 3837 numeric
@attribute 4000 numeric
@attribute 4001 numeric
@attribute 4137 numeric
@attribute 5062 numeric
@attribute 51765 numeric
@attribute 5317 numeric
@attribute 5339 numeric
@attribute 5580 numeric
@attribute 5588 numeric
@attribute 5747 numeric
@attribute 6093 numeric
@attribute 63967 numeric
@attribute 660 numeric
@attribute 6709 numeric
@attribute 7082 numeric
@attribute 7431 numeric
@attribute 836 numeric
@attribute 839 numeric
@attribute 840 numeric
@attribute 841 numeric
@attribute 8428 numeric
@attribute 9414 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.9698491497,0.8096764447,0.9433099893,0.8219632786,1.3562898702,-0.1296647965,0.3141537156,1.4648114555,2.4608101843,0.7237977219,0.5964420643,0.0542614254,0.9061986340,0.1981429978,2.3101986779,1.5594863098,0.7943270039,-0.1490837751,0.0843433328,0.9633874032,0.3981079434,1.4761933286,1.1156418634,2.3536647187,1.0035073719,2.2340153156,-0.1144442779,1.9176566821,1.1796513018,0.3694526276,0.2581106624,0.0410287807,-0.0425356007,0.3606912876,0.0312767470,-0.0131642177,0.2771109389,0.9525858890,0.6034259981,0.4627743182,0.4014198135,0.8588852247,1.0425204001,0.2062981343,1.2196325421,0.5032541135,1.3886794052,BRCA
GSM480985,1.9329895973,0.8491686986,1.1109306672,0.4940670051,1.0382587114,-0.1192124330,0.4868192508,1.4342614281,2.4930259520,0.6741407311,0.5524745472,0.0947771810,0.5371435580,0.2915093994,2.5409528281,0.7105020998,-0.0854692544,-0.1947861069,-0.2412409116,-0.0242192426,0.2601429904,1.9360077248,1.0993945984,2.1634807624,0.6331189783,0.9480292702,-0.1194314305,1.5525041097,0.9536546285,0.0014777742,0.0270712518,0.0470336382,-0.0797153226,0.4434307657,0.0755929606,-0.0952552603,0.1407400696,1.2506461444,0.4959358562,1.0581197848,0.3647103445,1.0974155774,1.2673644275,0.1230658667,1.2432815503,0.6090416684,1.4782442701,BRCA
GSM480986,2.1974978447,0.8606005571,0.9477347201,0.8810630536,1.0956824224,-0.0376572774,0.3845045691,1.4800096563,2.7795651620,0.5564559400,0.4914367552,0.0904672574,0.8602225880,0.1853134645,2.2592940330,1.6788957648,0.3550877131,-0.1493296801,-0.1343756800,0.6662461003,0.2144276956,1.3394183649,1.2530697547,2.3916749247,0.7987302632,2.0511318817,-0.0597866220,2.0052070367,1.0847504797,0.4346836628,0.1111137820,0.1376239613,-0.0370660395,0.2375885064,0.0069230790,-0.0911062904,0.2073276498,1.3520656727,0.4868997302,0.7211503378,0.2347654519,1.1415667872,1.1672225745,0.1717739808,1.1757185109,0.5299071202,1.5077302921,BRCA
GSM480987,2.1645497480,0.7643633785,0.7213038760,0.7898034717,0.9964570336,-0.0382978110,-0.0542538168,-0.1116218903,0.4565657554,0.4745972451,0.5201581279,0.0184767455,0.4857630960,-0.0087194403,2.4493039184,1.2041568326,0.2592240815,-0.0874143014,-0.1796680154,0.3479803042,0.0411869942,1.0348310271,1.3282864069,2.6441825219,0.6519408185,1.7293552122,-0.0847599605,1.8267602669,0.7806694737,-0.0319298184,-0.0048551378,-0.0638800151,-0.0565996444,0.2307216385,0.0234027272,-0.1340474299,0.2555702417,0.9907094884,0.3342415194,1.6886679466,0.2230391835,0.5030375027,1.3617466612,0.1670144839,1.1187809094,0.1233750546,0.2715312235,BRCA
GSM480988,1.7346886793,0.6950487847,0.8318137222,0.7003005376,0.9722278052,-0.1300898576,0.2124698123,0.9729396571,2.5033683446,0.7901582522,0.5051252765,0.0352924859,0.7452242907,0.1401436306,2.2695668539,0.5389599451,0.1628669825,-0.2562845619,-0.1933670926,0.5442464562,0.1999644395,1.0180345278,1.0716301718,2.2289448325,0.6097793105,1.8363362403,-0.0445661712,1.9803916247,0.9388458776,0.2023792994,0.0786478915,0.1020999426,0.0736688121,0.3012423917,0.0022991031,-0.0637834010,0.1455488209,1.6180760887,0.3951769205,0.4809863035,0.1758982928,0.9760163357,0.8498932711,0.2149495928,1.2608170027,0.5156396559,1.3151372973,BRCA
GSM480989,2.5531369050,1.0974653453,0.9154817797,0.7707026811,1.4159827828,-0.1631530391,0.2075850903,0.7324503281,2.2090326912,0.3190222106,0.4578210029,-0.0827001504,1.1392598518,0.3169035358,2.4532504876,1.6937582029,0.6752693784,-0.2378221461,-0.1633267561,1.0823110203,0.1645981787,0.5974664341,0.8030967616,2.0772467871,1.0251753460,2.0576279089,-0.0804080172,1.8099314634,0.7752932477,0.3016239154,0.1065985739,-0.0322800519,-0.0388321333,0.1835803039,0.0616616788,-0.0649257679,0.1642094631,1.2766650192,0.3290606150,0.6521307571,0.1138846011,1.0338136663,0.9651047886,0.1998820402,1.2714954203,0.3982754930,1.6750301521,BRCA
GSM480990,2.5661988260,0.9683434831,0.8344820888,0.8894835735,1.0432805152,-0.1307863817,-0.0023995027,1.0295290864,2.4938288828,0.4002038845,0.5042534608,-0.0913239355,0.9764877491,0.1196123258,2.2226270570,1.8063760202,0.8500897549,-0.1858879980,-0.0973294100,0.9410926882,0.1217091008,1.0544136399,0.7596026584,2.1777327023,1.0428094412,1.8361590654,-0.0639093516,2.1385234782,0.8630667425,0.7635783305,0.2519848243,0.0342884361,0.0608631610,0.2556535407,0.0384436129,-0.0224742980,0.2196775843,1.2300627898,0.4179667185,1.3730363339,0.0401264709,0.7887910386,0.7934966236,0.0764739330,1.3065709271,0.3751401998,1.5135529946,Control
GSM480991,2.5179651577,0.9166456502,0.9456861730,0.8289711413,0.9980369673,-0.0625547939,0.2491367467,1.2581041567,2.5836692786,0.5792367279,0.3731358511,-0.0043225456,0.9310055274,0.3437153258,2.1623738341,2.1598193512,0.4373581195,-0.1036266987,-0.2056963871,0.2670784660,0.1253455669,1.1403018867,1.0520156908,1.8644463290,0.9744097795,0.9310791286,-0.0478810930,1.9004271532,1.0301830506,0.5023659501,0.2394487015,0.0229694380,-0.0388739597,0.2348265328,0.0374511476,-0.0561463026,0.1594279764,1.5558186108,0.4793805461,0.5784783558,0.1772719718,1.0622444002,1.1244575976,0.2183779771,1.2577393539,0.4723663080,1.6498906129,Control
GSM480992,2.6792759103,0.9480287919,0.7282237562,0.8639072258,0.8184984393,-0.0678061485,-0.0656239506,1.4049329124,3.1294084127,0.4871967361,0.3545852816,-0.0470892694,1.0837298864,0.1875599245,2.0705649919,1.7896270687,0.6702605927,-0.1258164096,-0.0697637597,1.0537719362,0.1554057272,0.7287117838,0.8956672226,1.9721125551,1.2713552237,2.0671053601,-0.0944941031,2.0045540961,0.8619381082,0.8615534395,0.2047702074,0.1067663197,-0.0755431891,0.1477922502,-0.0010797481,-0.1031195977,0.1120965310,1.4653365954,0.5257718921,0.2845625890,0.0732875811,0.5849737667,0.5313503416,0.1025927702,1.3588817080,0.4084597651,1.6639675334,Control
GSM480993,2.4116198223,0.8807469583,0.8789024687,0.9237758369,1.0230447188,-0.0997209654,0.2306834187,0.9715970103,2.5370167494,0.4519489749,0.3828003767,-0.0181467022,1.0184349517,0.2191697203,2.6192005607,1.6026608348,0.8725896031,-0.2706990102,-0.0156677818,0.7449831792,0.0713412618,0.9733922681,1.0546213103,2.1503201872,0.9385050160,2.3362839819,-0.0648814374,1.9982736738,1.0253092762,0.2118381153,0.1820481202,0.0480869768,-0.0927636825,0.3103372069,0.0340418489,-0.0744421860,0.1555671467,1.3821796289,0.4565247414,0.6476907477,0.1338819088,1.0152393227,1.0948829279,0.1875540034,1.2529057708,0.4747022405,1.5387369182,Control
