@relation data

@attribute id string
@attribute 10317 numeric
@attribute 10690 numeric
@attribute 2523 numeric
@attribute 2524 numeric
@attribute 26301 numeric
@attribute 2717 numeric
@attribute 3073 numeric
@attribute 3074 numeric
@attribute 4668 numeric
@attribute 53947 numeric
@attribute 6482 numeric
@attribute 6483 numeric
@attribute 6489 numeric
@attribute 8706 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.2278479016,-0.1781769990,1.5872329740,-0.0136840569,-0.0161284721,0.6684046687,0.3507235573,2.2105856687,0.4160716585,0.3705050089,0.0714654265,0.2714631151,-0.1047061665,0.2734289002,BRCA
GSM481003,-0.1572031176,-0.1481485926,0.7429575391,0.0718085086,0.3116641409,1.1935792499,0.3218090397,1.8163248673,0.6839937698,0.3203691872,0.0279326996,0.3942237754,-0.0772410327,0.3018054239,BRCA
GSM481004,-0.1339048207,-0.1499007661,0.8724311856,-0.0108396415,0.3509903513,1.1823771629,0.3748042107,2.2049198449,0.8664838437,0.4364913959,0.0296345610,0.4565442712,-0.0780722777,0.3170785308,BRCA
GSM481005,-0.1609618158,-0.1504042952,1.0257917379,0.0481784056,-0.0168066116,1.0750532383,0.3339944189,2.1429838835,0.5455154392,0.3921614438,0.0129121138,0.2787651117,-0.1172801771,0.5904863604,BRCA
GSM481006,-0.1385040618,-0.1105532082,1.3143287564,0.0197319781,0.3506972292,0.7959254449,0.5171834323,2.4283133895,0.6106295077,0.4775907597,0.0452032006,0.3133097330,-0.0421681063,0.3885500351,BRCA
GSM481007,-0.1059096209,-0.1626228148,1.1005684469,0.1489395596,0.7111539543,0.4665498053,0.5339561337,2.5390702636,0.4482179483,0.2934556208,0.0697075017,0.4116082443,-0.0177018177,0.2817417479,BRCA
GSM481008,-0.1186490681,-0.1603058816,0.1685127451,0.0809302865,0.4166700790,1.0957051516,0.3994629763,2.3086913675,0.8695043536,0.3512555989,0.0793080056,0.4481835912,-0.0535756349,0.4732938422,Control
GSM481009,-0.2255319541,-0.1705086322,0.3968170479,-0.0890632286,-0.0029568103,0.5086261846,0.4350312138,2.0689419508,0.4888912526,-0.1260639702,0.0030264965,0.0747523054,-0.0866215173,0.2967150045,Control
GSM481010,-0.1975400107,-0.1144626047,0.9264677000,0.0346202224,0.3143238861,1.1718349224,0.3452242649,2.3908400535,0.6313687128,0.3042752286,0.0043669972,0.1776729066,-0.0683239040,0.5900330407,Control
GSM481011,-0.0602139123,-0.1337484888,0.7847129206,0.0469026229,0.4664158794,0.6870576127,0.3106826876,1.8305273875,0.6506034092,0.4652463944,0.0786108390,0.4529313808,-0.0487089324,0.4748054035,Control
GSM481012,-0.1091976544,-0.1524098853,0.6893723938,0.0244849766,0.3814876029,1.0438249791,0.4525692727,2.6642101704,0.8976212380,0.3317663007,0.0258112804,0.4200804354,-0.0625183938,0.2898980549,Control
GSM481013,-0.1422870656,-0.1035731771,0.9973155891,0.1206737016,0.2893058066,1.1361318663,0.4412845257,1.8039071710,0.8905795719,0.3997496831,0.0977856997,0.6895874221,-0.0781497191,0.2193642553,Control
GSM481014,-0.1028588886,-0.1111147625,0.3854508358,0.1644726737,0.3062275300,1.0092834796,0.7499324245,2.9025222213,0.2995226588,0.4198949709,0.0216824251,0.4978352966,-0.0601399849,0.4108003739,BRCA
GSM481015,-0.0973521499,-0.1388945685,0.7467813956,0.0632497499,0.8838258270,1.3090499008,0.7389854650,2.4234369249,1.0233384043,0.4904134969,0.0558431700,0.7435020436,0.0492021197,0.1178384978,BRCA
GSM481016,-0.1451113498,-0.1516514670,0.8264785806,0.0451559966,0.1112011346,1.4679280321,0.2658376969,1.6639404969,0.6838919814,0.3391599107,0.0874531511,0.3902574775,-0.0201503544,0.5664666817,BRCA
GSM481017,-0.1711689471,-0.0934183965,0.8428768714,0.0143303898,0.0942509156,0.7166773792,0.4336871933,3.0323007405,0.3916834868,0.1497420104,-0.0374258563,0.1433185881,-0.1146863343,0.9444385041,BRCA
GSM481018,-0.2389154070,-0.1403613527,0.3557005442,0.0660821979,0.1657099601,1.1693422943,0.7550765921,2.2343735024,1.1340813354,0.7326356810,0.1017881970,0.2975678791,0.5752684985,0.1877093258,BRCA
GSM481019,-0.1716028450,-0.1368513053,0.5242545456,-0.0429989156,0.6780987977,1.1576713289,0.6254210535,2.1146705746,0.6609229439,0.2225798170,0.0926854477,0.3683618395,-0.0388941831,0.3266002483,BRCA
