@relation data

@attribute id string
@attribute 55437 numeric
@attribute 7249 numeric
@attribute 6794 numeric
@attribute 2475 numeric
@attribute 5565 numeric
@attribute 5564 numeric
@attribute 5563 numeric
@attribute 1975 numeric
@attribute 5562 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 51422 numeric
@attribute 92335 numeric
@attribute 6009 numeric
@attribute 53632 numeric
@attribute 57521 numeric
@attribute 208 numeric
@attribute 29904 numeric
@attribute 5494 numeric
@attribute 6198 numeric
@attribute 64223 numeric
@attribute 1981 numeric
@attribute 5571 numeric
@attribute 7248 numeric
@attribute 51719 numeric
@attribute 81617 numeric
@attribute 6194 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.2435,0.3057,0.6759,1.0383,1.1386,1.2363,-0.1198,1.1179,1.3645,0.5757,0.1832,0.4151,0.7901,0.4841,0.0992,0.3022,0.8453,0.3809,1.7383,1.1348,0.3965,1.4793,1.354,1.2576,1.212,0.4316,1.5806,Control
A02,0.2061,0.2579,0.54,0.8076,0.9315,0.9656,-0.0866,0.7284,1.2001,0.4203,0.1712,0.3242,0.4717,0.3301,0.1181,0.1805,0.6275,0.1665,1.6376,0.9374,0.332,1.3423,1.203,0.8433,0.9859,0.2142,1.339,Control
A03,0.0782,0.325,0.6891,1.0044,1.0148,1.1454,-0.0897,0.9144,1.268,0.5343,0.293,0.3994,0.6716,0.6044,0.0576,0.3268,0.7841,0.34,1.7473,1.0488,0.4396,1.4772,1.3675,1.1573,1.16,0.4061,1.5262,Control
A04,0.2632,0.2905,0.6337,0.953,1.0501,1.1047,-0.1042,0.7203,1.2616,0.4748,0.2937,0.3518,0.5314,0.438,0.1367,0.2345,0.7141,0.2249,1.6015,0.9145,0.3908,1.4762,1.2018,0.9134,1.0775,0.3131,1.6338,Control
A05,0.1379,0.3768,0.7859,1.0559,1.1841,1.2401,-0.101,0.694,1.3124,0.4721,0.3405,0.4425,0.6931,0.5214,0.0489,0.2618,0.7904,0.3622,1.8855,1.0517,0.4851,1.7308,1.4364,1.1537,1.2342,0.461,1.3085,Control
A06,0.1645,0.2751,0.5551,0.9456,1.0201,1.0389,-0.1136,0.7464,1.1944,0.3823,0.2689,0.389,0.6022,0.4394,0.0857,0.2003,0.7372,0.2116,1.6325,1.024,0.3235,1.5194,1.3842,1.1108,0.9925,0.34,1.4327,Control
A07,0.1867,0.2991,0.6262,0.982,1.0802,1.2588,-0.0605,0.8215,1.3474,0.6261,0.2793,0.586,0.7398,0.6814,0.1805,0.2598,0.7443,0.2756,1.8907,1.1139,0.3672,1.4711,1.3571,1.2173,1.356,0.3395,1.374,Control
A08,0.132,0.2897,0.5115,1.0594,1.1358,0.9561,-0.134,0.9807,1.4309,0.7036,0.2097,0.5881,0.7976,0.6607,0.1514,0.4101,0.7355,0.2929,1.7736,1.1814,0.3279,1.3477,1.1382,1.2264,1.4567,0.2977,1.3828,Control
A09,0.1231,0.2581,0.6075,0.8822,0.9678,1.0507,-0.0669,0.8228,1.2799,0.5664,0.2428,0.495,0.6433,0.4808,0.1935,0.3098,0.6938,0.2278,1.8385,1.0737,0.3416,1.3751,1.2302,1.1534,1.3005,0.3818,1.2496,Control
A10,0.2006,0.3007,0.5374,1.0156,1.2427,1.1349,-0.1587,0.8065,1.4463,0.528,0.1753,0.5315,0.7103,0.7202,0.1194,0.3304,0.7332,0.2724,1.9267,1.0955,0.3939,1.4812,1.2244,1.1768,1.4159,0.403,1.2527,Control
