@relation data

@attribute 10 numeric
@attribute 1066 numeric
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 151531 numeric
@attribute 1548 numeric
@attribute 1549 numeric
@attribute 1551 numeric
@attribute 1553 numeric
@attribute 1576 numeric
@attribute 1577 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1890 numeric
@attribute 221223 numeric
@attribute 2990 numeric
@attribute 3251 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 51733 numeric
@attribute 54490 numeric
@attribute 54575 numeric
@attribute 54576 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 54579 numeric
@attribute 54600 numeric
@attribute 54657 numeric
@attribute 54658 numeric
@attribute 54659 numeric
@attribute 54963 numeric
@attribute 64816 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7172 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7366 numeric
@attribute 7367 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 7498 numeric
@attribute 79799 numeric
@attribute 83549 numeric
@attribute 8824 numeric
@attribute 8833 numeric
@attribute 9 numeric
@attribute 978 numeric
@attribute Class {Control,BRCA}

@data
4.766345274,8.71176014767,8.0997323895,5.56971228,5.283376631,4.990967619,5.125667049,4.990967619,5.277469767,5.083225336,6.427778475,7.868546526,7.038208781,11.1331886555,5.083225336,11.55255397,9.0712946915,6.72127818467,13.22219118,9.7157464915,5.194964872,7.725027274,4.313881619,5.259471408,5.099517451,4.61709260833,5.312711681,5.099517451,4.399365004,4.924350826,5.868150426,11.55186698,4.942571063,8.114602741,9.651011821,9.283748834,5.729465955,8.639412074,5.71081418,5.5690297595,5.7598949785,9.2623422,6.099301122,7.30867047567,7.831198166,4.727758549,8.551815066,9.6472049255,10.54355899,5.59756765567,7.505535937,BRCA
6.230458223,7.88513598833,13.45875072,5.236886004,5.461570507,5.328415757,5.647965995,5.432467779,5.087437039,4.32324994,5.532793245,7.660194049,6.236976265,10.504941043,5.354127039,12.12614151,10.144409093,6.678845043,12.48456748,9.3426515795,5.802588255,13.34055118,5.30707441,5.527642182,5.229790979,4.99146069233,5.531078267,5.028139516,4.915773338,4.461934912,5.425938643,11.01772728,5.330975331,8.75727426,9.101214823,9.185390311,5.7741947575,11.7220646317,9.701844069,5.3504690505,5.67693137575,9.287309018,6.221109164,7.184400585,7.178966366,4.622356738,7.903672692,9.4915729555,10.45584633,5.98111396533,6.946412501,Control
5.193979903,8.661091334,6.606693953,5.15826759,5.096779711,5.6098519,5.4313222975,5.968097233,5.5021896915,5.346257748,5.939585825,8.036037752,5.605339686,10.496353574,4.889243844,10.95930669,9.770764066,7.370633651,12.46365343,9.293690393,5.848755155,5.914690831,4.79482043,5.242898987,5.32446073,4.887923041,5.59052062,5.164817697,5.321757891,4.827579315,5.795397636,11.16975297,4.572181593,7.3187261,9.691255469,9.14344771,5.5181136965,7.44836663133,5.043313058,5.655860989,5.75778513,9.062910366,6.454262788,7.330249696,7.619781863,5.184895689,7.731032373,9.515040453,10.55803347,6.240619254,7.41187347,Control
5.115003321,7.09848948367,6.6699357665,5.18190882,5.692588477,5.580003175,5.04733699,5.831124321,5.40722417,5.172738766,5.652064272,6.259560267,6.239651629,10.794981619,5.605117409,11.8233355,9.790316001,7.45009874433,12.79172868,9.937661488,5.776637824,5.731598207,4.680625393,4.202081312,5.078643187,4.93610003867,5.206341637,5.196047562,5.401230463,4.854508448,5.815070224,12.11321645,5.115486711,8.083773321,8.85611511,9.71662277,5.5523504485,7.00704151733,4.847259412,5.323490159,5.35621693575,9.684643931,6.563543793,7.00187222167,7.434004992,5.3291006545,7.99432674,9.3436988605,10.15158143,6.11869875933,6.775581064,BRCA
4.657664267,7.031786887,9.0691229195,5.760760691,5.808521004,4.981066318,5.171509486,5.537460123,5.6716993555,4.981066318,5.297201735,6.509304419,6.928551315,10.806323058,5.156043878,11.59532989,9.621540871,7.274267016,13.53768073,9.598567409,5.388199225,7.702901859,4.819682582,5.149758548,5.109163334,5.20830034733,5.064162066,5.083225336,5.179522246,4.917683858,5.456979618,11.50616141,5.082368334,8.417157497,9.365278684,9.752130192,5.384625629,9.01621344367,5.44808429,6.1461996255,6.2902303295,9.923235039,6.066310557,7.26322947667,8.328238603,4.9109703175,7.733322349,8.558660913,10.56773774,6.11353796633,6.98965314,BRCA
5.039150733,7.317225235,11.32870583,5.573807162,5.542111953,5.43205013,5.4155975425,5.829222461,5.3663148385,4.816870089,4.816870089,6.296921367,6.571453551,10.284657914,5.185877691,12.44601199,9.966450434,7.46168210467,13.11366653,9.9752153245,5.713016126,11.65369613,5.205559906,4.713162871,4.742021934,5.09290961133,5.619861398,4.618426738,4.959899085,5.178327476,5.217435519,11.92020965,5.5729777865,8.883155791,9.106458987,9.988805779,5.256080676,10.7580498313,6.332936692,5.533068037,6.0592160015,9.907022508,6.383881918,6.98539515,7.646560735,5.001851644,7.943336966,9.6990668675,10.36546703,6.13728807533,6.20496783,BRCA
5.704879743,6.28879742667,10.0298261845,5.86196234,5.702942321,5.233246971,5.159732007,5.249456007,5.5671360405,5.666764579,5.603041174,5.915766617,6.536756683,10.196150641,5.027254978,12.09904539,9.467889912,7.27825303333,12.94317143,9.561766355,5.836183727,7.10972914,4.739053821,5.027254978,5.088323162,5.14548719033,5.895551805,4.894103816,5.677234257,4.898705674,5.559423936,12.11192472,5.153023985,8.378545355,9.101214823,10.14519696,5.555276293,9.43377691133,5.179920282,6.105862067,6.04835388725,9.792209165,6.717029035,6.964059575,7.580147605,5.1740683305,8.304535141,9.703608011,10.04856559,6.99759945233,6.537843983,BRCA
5.051166787,7.141335447,7.8302061435,5.547365958,5.435804628,5.442621133,5.580144506,5.666480557,5.401148199,5.391639926,5.50716927,6.249071368,7.22195228,10.6019755285,5.338790969,11.76010461,10.0126056835,7.37350295033,13.51771248,9.974768105,5.807812937,6.421480524,5.109581261,5.36790503,5.070616072,4.78111573167,5.687348561,4.91887665,4.492329381,4.673294659,5.636777762,11.37233743,4.7671928475,8.703506626,9.188119693,9.894560542,5.0699161965,7.891347881,5.541027867,5.095472868,5.605852588,10.84461576,6.64494186,6.90198825367,6.923657663,5.486255987,7.884630162,9.391806082,10.71573921,5.705763801,6.619013562,BRCA
4.927198693,6.06981911333,8.6318400445,5.818908863,5.350860747,4.833536883,5.03208028,5.402254249,5.2443677925,5.499376536,5.597539553,5.89561239,7.079274431,10.5822877365,5.287815095,11.95691889,9.8881949605,7.59660755733,13.44437567,9.721660708,5.471521792,6.667328462,4.505933891,5.003390009,5.041123858,4.899158506,5.440131024,5.379907907,5.31307462,4.558695017,5.975682485,11.74533621,4.7936445115,8.369903873,9.207185874,9.901357605,5.380945835,8.42737447133,5.404129306,6.0923372425,5.66121578,10.12152741,6.732544377,6.888204677,7.386080459,5.0997240195,8.450346395,9.4310447045,10.69117233,6.76224953633,6.569480174,BRCA
4.726302606,7.14988828567,5.236568653,5.870494956,5.408721412,4.941119518,5.4017644025,4.953976689,5.51746625,5.377654117,5.088959125,6.472573571,7.353634535,10.7588473465,5.666764579,12.26503342,7.8292254745,7.67778015,13.17957018,10.299542375,5.980260273,5.167730486,5.356153716,5.19062597,5.870494956,4.78205714967,5.301415026,4.415681682,4.616223203,5.26763996,4.379943219,11.50922586,4.8861924,8.546181736,9.030143702,10.66865259,5.675354702,5.502132457,5.015037253,4.99195193,5.23868839375,10.58816676,5.616777635,7.44732388833,9.459309233,5.180509672,8.345162513,9.8481479355,10.47506236,5.84167830667,7.209358624,BRCA
