@relation data

@attribute 10 numeric
@attribute 1066 numeric
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 151531 numeric
@attribute 1548 numeric
@attribute 1549 numeric
@attribute 1551 numeric
@attribute 1553 numeric
@attribute 1576 numeric
@attribute 1577 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1890 numeric
@attribute 221223 numeric
@attribute 2990 numeric
@attribute 3251 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 3704 numeric
@attribute 51733 numeric
@attribute 54490 numeric
@attribute 54575 numeric
@attribute 54576 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 54579 numeric
@attribute 54600 numeric
@attribute 54657 numeric
@attribute 54658 numeric
@attribute 54659 numeric
@attribute 54963 numeric
@attribute 64816 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7172 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7366 numeric
@attribute 7367 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 7498 numeric
@attribute 79799 numeric
@attribute 83549 numeric
@attribute 8824 numeric
@attribute 8833 numeric
@attribute 9 numeric
@attribute 978 numeric
@attribute Class {Control,BRCA}

@data
5.040904755,8.613743528,6.6481657865,5.564691589,5.006535067,5.667190506,5.6868600275,5.264922245,5.0553050655,5.081735071,6.026142315,7.836115267,5.37209128,9.860836446,5.257964097,10.82235197,9.8149994075,7.109460079,12.14433968,9.0173118705,5.599623716,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,11.05050869,5.1516093565,6.468262051,9.78453716,9.208795915,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,9.20788134,6.347449187,7.06711799733,6.350767395,5.218245385,7.621431263,9.290374079,10.20626383,6.01355275933,6.680046949,Control
5.40668228,7.70968035967,7.937870279,5.301232095,5.049534115,5.039150733,4.899988218,5.501288856,5.1448679035,5.119990277,6.015254046,7.995118605,5.827572151,9.977156661,5.488009811,10.97955044,9.9325975015,7.00556198633,12.72208073,8.9732977025,5.737356364,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,11.63162057,5.3758344395,7.192468208,8.951489538,9.452334495,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,8.959249336,6.404294855,7.216096853,7.94301456,5.033900371,7.51710071,9.898984046,10.02877671,5.56362304467,6.144052107,BRCA
5.042218873,6.067362969,5.9412922905,5.932280461,4.863952387,5.033215116,5.100882184,5.245658467,5.6510240955,4.806596392,5.190428437,7.803939173,5.602001935,10.2657529545,5.461734198,10.95973052,10.2171466125,7.10735653367,13.45429804,9.6804527105,5.144669712,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,11.4514534,4.715631588,8.563578707,8.660175215,9.467045646,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,10.05314227,6.783656769,6.733041683,8.714658623,4.7157349535,7.990871388,9.963719936,10.84461576,5.812739593,6.351120887,BRCA
5.171138007,6.70967666,6.1921094465,5.062004299,4.994139844,5.229406468,6.203983216,5.402254249,5.6412953675,5.584068992,5.203995173,6.787808308,5.919585149,10.657609778,5.540408023,10.980761,9.1659038605,7.18314271567,13.2092074,9.8448320475,5.077041333,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,11.33938254,5.1616151485,8.54325529,8.434608552,9.689378285,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,10.06753558,6.307661327,6.82095808167,7.607850191,4.9021860855,7.961624956,9.869693101,10.81469083,5.668606374,5.923393601,Control
4.841735742,6.84230485767,5.8896958225,5.518229233,5.308895293,5.130324729,5.4139593525,5.588723066,5.841531388,5.197326058,5.567432314,8.132321229,5.716724307,10.316016191,5.899786645,10.81892586,10.166450049,6.978737646,12.86854581,9.3128864575,4.993460669,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,11.32897515,5.041888608,7.95691498,8.805970434,9.367917655,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,9.175762306,6.590404128,6.850225344,13.38150649,4.401800999,7.713319706,9.6672653155,10.59878323,5.690988062,6.04931016,BRCA
5.51191964,7.504250582,10.6100650295,5.79064906,4.289098871,5.234397132,5.495975867,5.028139516,5.4400429355,5.342529189,6.100931012,8.462462524,4.769786816,10.967936619,5.840847932,11.61638815,10.233049482,6.95766233033,12.97619003,9.0953431875,5.342529189,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,11.40689869,4.9272180185,7.624468551,9.048637487,9.571942743,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,8.730717323,6.905631069,7.105405007,7.77185443,4.847091857,7.576259705,8.625459093,10.57581366,5.88016416333,7.044998189,BRCA
5.384059522,6.539957423,10.034899063,5.98687237,4.73770262,4.948613986,5.8328492495,5.072332275,5.3621893625,4.649642211,5.646674804,6.194663913,5.401230463,10.3060923515,5.602595877,10.39899511,8.8978085215,6.984471973,12.0948349,9.1302418095,5.263890047,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,10.74160205,5.4155921825,7.878788361,8.448282691,10.1365686,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,9.560209161,5.832707292,7.24682448,8.239337323,4.800901095,6.508908434,9.8720316135,10.42828194,5.28149094933,6.24317934,BRCA
5.193979903,7.779224219,5.402536842,5.341462114,5.293895772,5.273526379,5.5246541575,4.846005888,5.520568082,5.364932404,5.517599514,8.048801705,5.30196368,9.5796796905,5.908579513,11.35119339,10.110040167,6.63447261633,12.58929307,8.918078784,5.032113243,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,11.09221886,5.2353643615,7.349748135,8.801652691,9.505712886,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,9.875388873,6.465897452,6.88791071367,6.94866253,4.96422506,7.713285334,9.0625632735,10.53323265,6.31143885267,6.887284979,Control
5.126612849,6.17094946567,9.5456637855,5.0188247,4.988015722,5.391468086,5.2493603095,5.686368332,5.724689425,5.835425946,6.274732813,7.880044356,6.134432096,10.768548368,5.377654117,11.13292398,10.40614817,6.91637538633,13.52808598,9.9566354525,5.349622922,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,11.49792431,5.3230765195,9.023512585,8.745490404,9.54390236,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,10.05113454,6.585116999,6.99789632633,6.74994022,4.6728027165,7.769707491,9.270266685,10.9042999,5.92515507033,6.712186921,BRCA
5.616189503,8.896398819,7.292380092,5.2209212,5.308713308,6.009890885,5.8300379875,5.787909903,5.267633249,4.854508448,5.970169897,7.463240557,5.846751073,10.501705028,5.211996552,10.84395463,9.544101994,6.97845441,12.49828211,9.489632398,6.304287999,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,11.24671405,5.4861945155,7.010559225,9.25541878,9.312021348,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,8.740388881,5.745379368,6.95030749333,7.084333057,5.034665276,7.693210109,10.2949858245,10.13990978,6.076831094,6.764278222,BRCA
