@relation data

@attribute 3265 numeric
@attribute 4893 numeric
@attribute 7529 numeric
@attribute 5605 numeric
@attribute 2885 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 5604 numeric
@attribute 5595 numeric
@attribute 3845 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
7.4423513115,8.74899041,11.115513174,11.44994835,9.4954151895,10.11570732,9.15105029633,10.49127719,11.634256725,6.8286116825,8.001564595,8.27215776867,Control
7.8897640555,8.474680533,10.8888014215,11.52169626,9.5539178325,10.34726733,8.42779587067,9.559434991,11.27623323,6.4300637355,7.481398095,7.85669691467,BRCA
7.856102429,8.690112479,11.252028628,11.72288448,9.480270588,10.45388564,8.45925672733,9.65317699,11.198356615,6.720661627,7.228580927,8.11094053067,BRCA
8.398114105,8.847629866,9.6891460585,11.42772678,9.432546201,10.09500831,7.73867912133,9.580847928,11.274247985,6.243898751,6.648325671,7.98209816267,Control
7.697637374,8.770532686,11.277560598,11.8471671,9.66718229,10.22872886,8.10318445333,9.966174165,11.21839075,6.8833304115,7.634958261,7.82991936767,BRCA
7.3388634815,9.445243095,10.678516145,11.5852209,9.9164802245,10.624983,8.70127661067,10.23164154,11.07534033,7.019536675,8.19601328,8.18650002,BRCA
7.9742866725,9.358008891,10.2755669945,11.16076662,9.167523377,9.961088297,8.36198243367,8.977681421,11.151396135,6.6232326,7.292025067,8.451561107,BRCA
7.7095138065,8.993477034,11.313560577,11.28922369,9.1611827995,10.12277013,8.53051419067,10.00443156,11.40345044,7.0670465565,7.787382059,8.171538624,Control
7.94496816,8.769533015,10.898757498,11.82274022,9.3657406255,9.9831294,8.16926655967,9.452231522,10.99057863,6.5497902615,6.878728789,7.91861634733,BRCA
8.148239231,8.271931157,10.8706706855,11.64681981,9.70078824,10.28660429,8.39504068233,9.69476318,11.551814785,6.1985753455,7.4960371,7.74245236133,BRCA
8.198599078,8.359597076,10.689313351,11.94944384,9.153599552,10.23292486,8.62624266567,9.736317839,11.573459625,6.7499434665,6.507481989,8.06297051567,BRCA
7.4409667175,8.700336649,11.1506836145,11.38105635,9.5256586835,10.11618835,8.601359139,9.990983614,11.32136754,6.5565791765,8.512524314,8.197304519,Control
7.6537280945,8.782311189,10.921528441,11.33166731,9.597360232,10.13087976,8.523978557,10.29596436,11.488573795,7.0758260015,8.640083234,8.151507585,Control
8.1909422715,8.647099619,10.7254236375,11.29445435,9.06038523,10.76657469,9.16094315833,10.01433476,11.695521545,6.6476128175,7.7584583,8.08129530567,BRCA
7.2806843915,8.81729638,10.2594135915,11.28106518,9.5800955565,10.37973064,8.789516499,9.712540381,11.206231375,7.0204037355,7.8511886,7.95451796533,BRCA
8.539009948,8.541833388,10.5808051515,11.36168902,9.0393998015,10.55366796,8.419142242,9.812386363,11.49634678,7.1398498025,7.192690117,8.00665617633,BRCA
8.146852134,8.366847964,10.4220281465,11.42163372,8.9731778835,10.73881029,8.58330978467,9.916141133,11.796022585,6.9933104255,7.688986551,7.86577453733,BRCA
8.041917075,8.850844048,10.774455608,11.31587145,8.9213733295,10.51457134,8.49027171233,10.0322459,11.46459896,6.9654454415,7.192172276,8.01917131267,BRCA
7.888636145,8.687831539,10.6742105895,11.57272404,9.111304808,10.54450111,8.95843216133,9.833428205,11.5411915,6.6035671485,7.574595656,7.890844983,BRCA
8.85628218,8.961436038,9.266249858,11.3119244,10.2970447,5.97155002,8.67313689733,9.724718956,12.52079595,7.564460333,8.480033951,8.742530249,BRCA
