@relation data

@attribute id string
@attribute 169355 numeric
@attribute 2150 numeric
@attribute 23236 numeric
@attribute 2776 numeric
@attribute 3039 numeric
@attribute 3043 numeric
@attribute 3045 numeric
@attribute 3250 numeric
@attribute 335 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3553 numeric
@attribute 356 numeric
@attribute 3569 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3606 numeric
@attribute 3620 numeric
@attribute 3910 numeric
@attribute 4615 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54106 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 6401 numeric
@attribute 7064 numeric
@attribute 7124 numeric
@attribute 7412 numeric
@attribute 8542 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.2233490594,0.5004865723,0.4097788456,0.5726595125,-0.1021436100,-0.0123068200,-0.1824294915,-0.0126958279,-0.1180963399,-0.1035979016,-0.1502639149,0.5622643714,-0.0177594677,-0.0677221629,0.1266020980,-0.2551962770,-0.1427666815,-0.2414363771,0.7036440041,-0.1822743892,0.0119502894,2.0220233733,-0.0776044747,1.6300333739,0.0394911230,-0.0480750479,0.1474579691,-0.1072664774,-0.0825690696,-0.1551491330,0.1899524229,-0.0286056817,-0.0580768910,0.0961177225,BRCA
GSM480985,-0.2462049276,0.2450861909,0.7330552477,0.6760796893,-0.1695725505,0.0039227061,-0.1535055972,0.0260235269,-0.1456275137,0.5833301749,-0.1919777421,0.6094995523,0.2870424135,-0.0922413117,-0.0603622181,-0.2261143029,-0.1356333635,-0.1827412749,0.2756597614,-0.0704366304,-0.0298606013,1.8178075153,-0.0930615631,1.0536758155,-0.0840634818,-0.0342530832,0.0900841358,-0.0931613796,-0.0522140021,-0.1737338810,-0.1505350594,0.0503361004,-0.0668805957,0.7940105646,BRCA
GSM480986,-0.1275291080,0.3515329372,0.5153439700,0.5903858004,-0.1077085847,-0.0141209895,-0.1367192818,-0.0259285085,-0.1378842151,0.0910193258,-0.1827084002,0.4264019540,-0.0239051148,-0.0697262036,0.1871303074,-0.1601737868,-0.1428892811,-0.1846981423,1.3583709663,-0.1314670882,0.0227544954,2.2257816393,-0.0521149571,1.4571645670,0.0685284909,-0.0651264098,0.1559347632,-0.1167993353,-0.0710934066,-0.1231412375,0.2543386277,-0.0117659394,-0.1428943199,0.2284485218,BRCA
GSM480987,-0.1433474051,0.0696635291,0.1668422063,0.6081153182,-0.1425522163,-0.0677865784,-0.1430072873,-0.0359935374,-0.1365783568,0.0811703488,-0.0920013336,0.5515944428,0.1687085862,-0.0680922132,0.4079698621,-0.2000680720,-0.1302193291,-0.1714984044,0.0018086004,-0.0584390594,0.3509984576,1.6798553201,-0.1041722893,0.9919344300,0.0007446416,-0.1253291883,0.0835026311,-0.1432857454,-0.0616863377,-0.1486848816,0.0750486746,-0.0407701192,0.0192796569,0.4757257393,BRCA
GSM480988,-0.1791461504,0.2727547838,0.4406262552,0.4102926908,-0.0551853118,-0.0732097540,-0.0736225555,-0.0334835835,-0.1181522474,0.0125506422,-0.1157230785,0.2691697425,-0.0187831094,-0.0621939344,0.0463543034,-0.1748360544,-0.1597166529,-0.1901072972,0.5375493863,-0.0351455734,0.0000085980,2.2301817603,-0.0521348746,1.0592323652,0.0395486050,-0.0204962117,0.0817065693,-0.0806064152,-0.0384889170,-0.0991857880,0.1529061764,0.0001304974,-0.1002006726,0.1948759855,BRCA
GSM480989,-0.3735316144,0.4194182012,0.1935005427,0.5169472916,-0.0551380948,-0.0091619717,-0.1880646123,0.0450825422,-0.2205092889,0.1448837195,-0.2689341306,0.2305710107,-0.0912345345,-0.0434693121,0.0336776683,-0.2916233484,-0.1920061474,-0.2779082904,0.9557667673,-0.1663450973,-0.0230004254,2.0839382543,-0.1177975059,1.6992731094,-0.0830072642,-0.1052780208,0.0811992555,-0.1211765001,-0.1123442115,-0.0660730357,0.0472303181,-0.0217998318,-0.0519749711,0.5236818159,BRCA
GSM480990,-0.2845996747,0.2241937101,0.0480474158,0.5721652171,-0.0477370933,-0.0376377894,-0.1384073747,-0.0140210577,-0.1025914788,0.0809441500,-0.1534946757,0.3596986547,1.2702010869,-0.0242624128,0.1569095779,-0.1563080516,-0.1445224128,-0.1840325179,0.3972254762,-0.1037953847,-0.0706661165,1.9516628450,-0.0345598439,1.9801055864,-0.1134931392,-0.0677892822,0.1371517299,-0.1211324487,-0.0606057024,-0.1942993655,0.2486595404,-0.0152148257,-0.0223002396,0.1294913293,Control
GSM480991,-0.1752434793,0.3487482565,0.2907817717,0.6132513040,-0.0324834312,-0.0536134558,-0.1654221290,0.1241825025,-0.0919943968,0.4397473894,-0.1411837970,0.3676016834,0.1146655146,-0.0387195160,0.0010899390,-0.1673274888,-0.1728493255,-0.1859649509,1.0451854930,-0.1463754277,-0.0430522394,2.3958708842,-0.0434485409,1.5307328514,-0.0085634497,-0.0556087527,0.0569693500,-0.0960165404,-0.0531655469,-0.1286949196,0.0769111967,0.1726690396,-0.0388794719,0.6853287368,Control
GSM480992,-0.1521955757,0.1905092262,0.0814318765,0.4795048717,0.1059712928,-0.0518654926,-0.1542208156,0.0060586323,-0.0843207331,-0.0112701706,-0.1471509594,0.1906451891,0.2461778623,-0.0268258417,0.0448783156,-0.1863134343,-0.1686027116,-0.1159208217,0.7666563989,-0.1309493409,-0.0413037297,2.3023018834,-0.0266702802,1.8464471474,-0.0424288371,-0.0616170052,0.1225340664,-0.1356904655,-0.0742785615,-0.1506419356,0.3410971887,-0.0538811761,-0.0905293676,0.1646740270,Control
GSM480993,-0.1678804924,0.4062435923,0.2383615070,0.5834782023,-0.0845676603,-0.0283074285,-0.1601245526,-0.0675758779,-0.0355576774,0.0740493629,-0.1658804081,0.2692942816,0.0334400552,-0.0520990045,0.2203348601,-0.0972517151,-0.1339600720,-0.1286299384,1.2378913033,-0.1193845537,0.0005737576,2.1670868793,-0.0896386958,1.4765024371,0.0611034877,0.0025515491,0.1051260916,-0.1144585606,-0.1054423138,-0.1817883469,0.2420721499,-0.0270253466,-0.0898974359,0.4848735895,Control
GSM480994,-0.2158346736,0.2944998090,0.2284014675,0.4947699059,-0.0235481647,0.0074166877,-0.1299216870,-0.0631805785,-0.0725541324,-0.0497223190,-0.1043243271,0.1546759731,-0.0611208891,-0.1155833288,-0.0132220273,-0.1470751466,-0.1476996884,-0.1703315423,1.2005237010,-0.0682165760,-0.0158051688,2.0503892763,-0.1067950383,1.7630671187,-0.0729964554,0.0183965824,0.1282837399,-0.1302939479,-0.1093512324,-0.2138899462,0.0958194836,-0.0388376962,-0.0300163456,0.2511394928,Control
GSM480995,-0.1253648991,0.6546937155,0.2389674408,0.6575045561,-0.0327462463,-0.0552475972,-0.2084326660,-0.0262561240,-0.1352413831,1.1054671216,-0.1218535462,0.5058532986,1.1966192696,-0.0159595042,0.5635550436,-0.1015592826,-0.1805963382,-0.2091386723,1.1449176271,-0.2051724493,0.0628648790,2.2722568910,-0.0648435829,1.4126309605,0.2103284572,-0.0732217343,0.1549260844,-0.1366150506,-0.0711802525,-0.1697371085,0.0538095653,0.5440024578,-0.1872250651,0.4486687445,Control
GSM480996,-0.2316877074,0.6116071969,0.0815557936,0.5177001104,0.0149980378,-0.0848728374,-0.1733584311,0.0776447432,-0.0840352755,0.0087321044,-0.1199751847,0.4172280195,1.7666635296,-0.0896809553,0.1782354847,-0.2383484693,-0.1458660253,-0.1605933706,0.6648939980,-0.0963451042,-0.0683370222,2.1428655252,-0.0707766688,1.8878194614,-0.0726043592,-0.1787488130,0.1266842851,-0.1023722273,-0.0520595080,-0.1034211756,0.2588565204,0.0285358698,-0.1043337843,0.1506851970,BRCA
GSM480997,-0.2260267991,0.1010070548,0.4908198788,0.5036468079,-0.0718242085,-0.0158164952,0.0694093244,0.0796411084,0.3235939520,1.6971184152,-0.1040407364,0.5324182606,0.8820183322,-0.0114752292,2.3767256472,-0.1863360222,-0.1541028922,-0.2443212137,0.3947523047,-0.1599846676,0.4343941150,1.6138731641,-0.0743014288,1.4414216169,-0.0200358512,-0.0854993819,0.3052101101,-0.0603807799,-0.0952006943,-0.0473997681,0.0449120020,-0.0829490899,2.8932827563,1.8915579244,BRCA
GSM480998,-0.1312341977,0.3842404702,0.3538282335,0.4583889345,-0.0212416020,0.0004761772,-0.0452115581,-0.0247317242,-0.1178629011,0.1346031900,-0.0828784693,0.2605987530,-0.0276353377,-0.0197275932,0.1403453867,-0.0757596251,-0.1139042600,-0.1250489388,1.0900480879,-0.0963126907,0.0291737390,1.7248445749,-0.0482556763,1.7065641954,-0.0497444121,-0.0840420810,0.2023127026,-0.0860605537,-0.0359532840,-0.0327513524,0.2878389921,-0.0494261949,-0.0937822722,0.1333633599,BRCA
GSM480999,-0.1666758129,0.2912943581,0.7342411944,0.6660052047,-0.0284306003,0.0291535873,-0.1083545088,-0.0086267073,-0.1504357789,0.2508221452,-0.1277869129,0.4801248786,-0.0207658567,-0.1071184975,0.1884283967,-0.1811492704,-0.2075630220,-0.1916483517,0.7581232786,-0.1055045032,-0.0247970502,2.0221930478,-0.0865261829,1.3941300286,0.0104758703,-0.0397974844,0.1332951783,-0.1419028194,-0.1091076262,-0.1496131289,-0.0248185317,-0.0331076858,-0.1161720858,0.4111272691,BRCA
GSM481000,-0.1658428516,0.3478870965,0.5105571078,0.5036987881,-0.1503506728,-0.0131123381,-0.1313198301,0.0035498080,-0.0525602214,0.1972367916,-0.1535977246,0.4457068008,-0.0450384890,-0.0466846831,-0.0521955974,-0.1638317966,-0.1457922550,-0.1269652533,1.3879124126,-0.1562128700,0.0092297455,2.1955901913,-0.0661983512,1.4553788229,-0.0118064542,-0.0954401859,0.2112378953,-0.0985733992,-0.0682201940,-0.1269242559,0.0481046803,-0.0260094933,-0.1294453155,0.2261524965,BRCA
GSM481001,-0.2291206973,0.4779612512,0.3173254339,0.7671558328,-0.0717023533,-0.0039455783,-0.1093869520,0.0622639676,-0.0122270408,0.8029695301,-0.1481627119,0.4757306179,0.0890576457,-0.0316085928,0.7543909830,-0.1865269998,-0.1489206319,-0.2182620506,1.5050859053,-0.0976741959,0.0793642693,1.9743296968,-0.0598697959,1.4805446564,0.1624572942,-0.0333546543,0.0994878260,-0.1122984693,-0.0966974944,-0.1297484949,-0.1470403734,0.3260543148,-0.1203516926,0.3165535333,BRCA
