@relation data

@attribute id string
@attribute 10497 numeric
@attribute 10815 numeric
@attribute 22999 numeric
@attribute 2744 numeric
@attribute 54874 numeric
@attribute 57030 numeric
@attribute 5864 numeric
@attribute 6505 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 6616 numeric
@attribute 6804 numeric
@attribute 6812 numeric
@attribute 6844 numeric
@attribute 6857 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2284804303,-0.0444664338,0.0252615181,0.7873428764,0.0673932460,-0.0000698680,1.0522450100,0.4203945094,-0.1001435465,0.0044516339,-0.0456900000,-0.0552885373,1.1388112530,1.0786292496,-0.0843706719,BRCA
GSM481003,0.2145750164,0.0753224689,-0.0825234746,0.5923549412,0.1964373230,-0.0120252059,1.7516826259,0.2530699219,-0.1381146698,-0.0780879230,-0.0066594572,0.0127547525,1.1873721258,1.7364641416,0.0034070281,BRCA
GSM481004,0.2468847654,-0.0888542575,-0.0164021305,0.4479295157,0.1020908328,-0.0405235289,1.3204679311,0.3460644549,-0.1091153453,-0.0291844984,-0.0633250830,0.1480868350,1.7396594435,1.2011611824,-0.1521861014,BRCA
GSM481005,0.2119851393,-0.0690342178,0.1825720642,1.1368004649,0.3923035118,-0.0408336422,1.9416461256,0.3768772682,-0.1192944581,-0.0769762768,-0.1054580987,-0.0763023099,1.2436823474,1.5213370321,-0.0243736743,BRCA
GSM481006,0.3486277324,-0.0480704662,-0.0371603031,0.7782562003,0.3188880600,-0.0717298468,1.4943488272,0.2835446625,-0.1136380976,-0.1116155404,-0.0640055704,-0.1040697926,0.9514377564,1.4031214709,-0.1131685462,BRCA
GSM481007,0.1559658663,0.0366767199,-0.0484979307,0.7552698462,0.1871052575,-0.0375288918,1.6135633952,0.0987624885,-0.0936390980,-0.0630281856,-0.0197325049,-0.0094139225,0.8984063305,1.4802961431,0.0951437674,BRCA
GSM481008,0.0551732398,-0.0765277036,0.0026147419,0.1820090788,0.1231266764,-0.0125828434,1.7650228672,-0.0340403939,-0.1616110640,-0.0588638933,0.1833687913,0.2638991089,1.6709563623,1.2782856046,-0.0516874238,Control
GSM481009,0.0667721600,-0.0859842336,0.0136104253,0.8007515841,0.1626390601,-0.0462979846,0.5431452904,0.1871386923,-0.1110775308,-0.0714761219,-0.0140995929,-0.0597365369,0.6764004546,0.8199069514,-0.0475708786,Control
GSM481010,0.2660489053,0.1261377278,-0.0362251676,0.8437611231,0.5096350420,-0.0454618105,1.4190072517,0.4820131672,-0.1110575356,-0.1004565911,-0.0657373245,-0.0987638808,1.1256585270,1.3789806104,-0.0938714575,Control
GSM481011,0.1475311000,0.0072615844,-0.0044451674,0.8232015970,0.2453131157,-0.0255628578,2.5701461898,0.1834911427,-0.0856690468,-0.0474574255,-0.0356874147,-0.0764425730,1.4702925383,1.8174417607,-0.1676502545,Control
GSM481012,0.1767984007,0.0230620598,-0.0683646449,0.6891912285,0.2392573139,-0.0319125785,0.8918456299,0.1516372982,-0.1083549390,-0.0736238597,-0.0439259257,0.0673344469,1.4310947097,0.9728026518,-0.0863751624,Control
GSM481013,0.0694884038,-0.0766030622,-0.0547864398,0.1532944201,0.2125669537,0.0066587978,1.7682441902,0.0208002363,-0.0922025340,-0.0614357280,0.0132994475,0.1300180171,1.6047504543,1.4028791246,-0.0397306805,Control
GSM481014,0.1527265744,-0.0971373796,-0.0541508857,0.4697463930,0.3163128779,0.1330435184,1.5262403852,0.2285139735,-0.1225789789,-0.0759688055,0.0659015219,-0.0379041892,1.4274913374,1.5664017581,-0.1152612547,BRCA
GSM481015,0.0974041077,-0.0619126594,-0.0490411356,0.2812895936,0.0021267213,-0.0211937450,0.8395144047,0.2554664534,-0.1367864457,-0.0740275129,0.3500051143,-0.0404550000,1.1054124011,1.8923861754,-0.0845562702,BRCA
GSM481016,0.2063116909,-0.0523164382,-0.0324504944,0.5859509565,0.3111130493,-0.0146844690,1.5747916531,0.4453828980,-0.1111807357,-0.0918083408,-0.0213544100,-0.0022974940,1.6824426875,1.2806784940,-0.0642567985,BRCA
GSM481017,0.2218355099,-0.1273496398,-0.0236599526,1.0396780797,0.6138873085,-0.0638230159,0.8487261454,0.5288068618,-0.1381557621,-0.0883053387,-0.0483373737,0.0252871584,0.8161033726,0.6369896930,0.0154289174,BRCA
GSM481018,0.1527886414,-0.0190803309,0.1761325025,0.1709420140,-0.0086097812,0.0109959417,0.9233590420,0.0325571655,-0.1532918213,-0.0361006860,-0.0121275377,-0.0823176021,0.9304008295,1.2828844466,-0.1643575687,BRCA
GSM481019,0.2120228894,0.2803713381,-0.0732071174,0.7779896537,0.5277212225,-0.0201185192,0.9860931908,0.1956568650,-0.0792009756,-0.0769858615,0.2301437245,0.0987505933,1.1887612117,1.2779718274,0.1365743982,BRCA
