@relation data

@attribute 3593 numeric
@attribute 4049 numeric
@attribute 3596 numeric
@attribute 3562 numeric
@attribute 3592 numeric
@attribute 3605 numeric
@attribute 3606 numeric
@attribute 7124 numeric
@attribute 3603 numeric
@attribute 3552 numeric
@attribute 3600 numeric
@attribute 3458 numeric
@attribute 3456 numeric
@attribute 3439 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3586 numeric
@attribute 3569 numeric
@attribute 3578 numeric
@attribute 3558 numeric
@attribute 3576 numeric
@attribute Class {Control,BRCA}

@data
4.636656248,6.097300677,5.014814152,5.089382945,6.597386379,4.989378887,13.61228456,8.519696323,6.480003495,5.428620839,6.46544247525,5.676529235,5.011016147,5.354567863,5.0072306655,5.421372531,8.621509826,13.60771409,5.03756193,5.726430204,9.6189422155,Control
5.272407006,5.99820185,5.076613872,5.541105329,6.147057976,5.023156917,14.36769016,7.177920594,6.7987247535,5.19062597,6.34347006575,5.277995204,4.332418168,5.219566658,4.7333277815,5.340579688,9.0225626735,8.608616259,5.2627891075,5.368428976,6.7790147065,BRCA
5.379561399,6.212526175,5.241660263,5.29242402,6.608332915,5.194176951,14.05593823,8.414834386,6.6389713255,5.173838258,6.752661952,5.336114869,4.538726271,5.263044971,5.313506773,5.7194123975,8.5481499285,7.664022547,4.988913529,5.465820435,7.352992936,BRCA
5.412113573,7.242795702,5.402254249,4.893861206,5.82808014,5.224205518,14.45988849,8.370459788,6.152734979,5.28559757,6.0497296355,5.464840793,5.123512303,5.139460541,5.4457486575,5.472305765,8.7223001635,6.879402901,5.362714252,4.899672619,6.039562885,Control
4.805822905,5.897247233,5.759829109,4.885099957,6.568568473,4.876285177,13.90840625,6.675961001,6.2828215985,5.488491912,6.5226000095,5.115211455,4.173910121,5.238033268,4.9685946665,5.0515537875,8.63491322,6.192791506,5.185809559,5.536217098,6.0044384665,BRCA
4.790265497,6.125574263,5.148742216,5.421064416,6.123713395,4.667488114,13.58466312,6.320264091,6.786072213,5.388199225,6.6929625465,5.298302041,4.785303823,4.795989381,4.916242232,5.1215765945,8.5984358945,10.84461576,4.996475113,5.032554093,8.452055235,BRCA
5.328236218,6.101508918,4.541660082,5.516024013,5.850631456,5.009001383,14.600699,6.423120638,6.831849492,4.765549899,5.996825153,5.213941395,5.019714421,5.622938584,5.173542303,5.2625027255,9.1479749325,6.331772944,5.136192569,4.759703782,6.8963072275,BRCA
5.256643908,6.162145193,5.007208117,4.626327643,7.117464214,4.888756945,13.48222565,6.14308278,6.881248215,5.193979903,6.579364594,5.989996857,4.424648213,5.093191733,5.2313828535,5.5434679,8.2346108605,10.45145612,4.933053994,4.823508981,7.9782570685,Control
4.809043025,6.095613938,5.032113243,5.476714818,7.818711782,5.194570965,13.46969908,8.252974189,6.4285113055,5.872096916,6.70918222025,5.178725843,4.440788181,4.805564985,4.865162184,5.272333773,8.326192676,10.12252426,4.9698303565,5.307438771,8.04737784,BRCA
4.314057196,6.501961052,5.679206489,5.072117861,5.69321599,5.052797613,14.24008548,6.105390642,6.3709619585,5.376786337,6.26952184325,5.114586962,4.131934652,5.476390801,5.2729194505,5.5195452685,8.946522269,7.723389827,4.6012373475,5.044406414,5.9031564735,BRCA
5.211023147,7.277568994,4.847259412,5.10371924,6.371476641,5.167429435,13.88385421,6.992205122,7.29436008,5.038053386,6.2720263615,5.77657203,4.87013196,5.548136995,5.4767379555,5.2954882695,8.8805531315,9.620715209,5.2052474705,4.879474508,6.926763588,BRCA
5.622060057,6.564534887,5.622060057,4.884855828,6.861865828,4.79910194,13.86848405,7.871691396,6.8678719375,5.557051033,6.70046713225,4.921497326,5.336650487,4.79000478,4.9594614325,5.236038782,8.629169544,10.86030351,5.0756432285,5.572595075,8.7833788245,Control
4.997530935,6.139352456,4.802724808,4.263099122,6.342079669,4.779011934,13.42739342,6.162699096,6.8703125775,5.524354632,6.6768642975,5.303243061,5.088959125,4.827579315,5.0479553105,5.753817663,8.100279525,11.58397843,5.1236133575,5.006310647,7.1443881845,Control
4.693784032,6.807229727,4.854508448,5.605117409,6.424674922,4.877021802,13.44910353,5.841225451,7.040314394,5.292792099,6.81995482425,5.196047562,4.561139219,4.796249019,5.1469376925,5.61349928,8.0593538555,8.333559164,4.888360989,5.431298057,6.1489128,BRCA
4.481826553,6.043635001,5.541492575,5.001814906,7.469094598,5.05203679,13.2860567,5.923868951,7.6521213945,5.03365563,6.420596175,4.702259784,5.275203811,5.014479436,5.1417521165,5.322639635,8.1004276705,7.561137318,5.0304882975,4.811228613,7.8549517575,BRCA
4.735808811,6.635758471,5.740665359,5.391983545,7.799671995,5.061680356,13.09148337,7.264445239,7.129067193,5.65607532,6.58613450375,5.131765663,4.20894853,4.949431337,4.942154083,5.594179114,8.34204317,6.535668564,5.4271323535,5.043313058,6.814024793,BRCA
5.179920282,6.276781031,5.349799819,5.183299167,6.888746673,5.349799819,13.15586736,6.665268844,6.8026295355,6.161591078,6.675787251,4.923400286,5.135874705,4.894103816,4.8414910265,5.4511408555,7.8964651425,10.18060575,5.0966617685,5.659504507,6.874510871,BRCA
4.96464266,6.582522603,5.838454683,4.727256081,7.360761781,5.024043971,12.49153253,7.183985468,7.308607357,5.213649836,6.67229528175,5.568952692,5.474445169,4.874319002,5.141070657,5.254707192,7.6852114755,8.411575733,5.17876861,5.575169544,7.2343726315,BRCA
5.246228736,6.371171674,5.467777725,5.115835678,6.876182709,4.747940005,12.50251243,6.778573689,6.9942348285,5.214135735,6.47455116275,5.682019293,5.130530665,4.881923051,4.993426328,5.518342789,7.728983218,7.543536723,4.992318657,5.412113573,6.843036893,BRCA
4.71233763,7.173979696,5.279110251,5.557280839,6.207019812,5.113545539,11.01241872,5.97155002,7.0239959575,4.817893448,6.53294562125,4.96556642,5.113545539,4.632300425,4.634263323,5.463931152,7.9403482215,8.685494426,5.495224459,6.396866433,6.3321564655,BRCA
