@relation data

@attribute id string
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 143471 numeric
@attribute 23198 numeric
@attribute 3458 numeric
@attribute 51371 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 7979 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.7593188546,3.0705487729,-0.0585713320,2.0779850256,-0.1502639149,2.4186070525,2.2073402414,1.8006257919,0.7097291802,2.9412509601,0.3913682441,2.9388146252,1.9019856943,1.2583440552,2.2415560880,3.7269645849,2.6642370224,2.0618758600,1.5838720549,1.0434957966,0.1622273526,0.8584559786,0.9876390278,0.8556338059,1.7747724253,2.3314954341,2.4640681253,2.0613655445,0.6910933228,1.1590418604,0.3878368930,2.2083607513,1.6020574199,1.9667338198,1.9308002658,1.3393508133,1.5399761489,1.2636217729,BRCA
GSM480985,1.0737894159,2.3746759741,-0.1740127584,2.2134509683,-0.1919777421,1.9662162837,1.9675475846,1.3080146634,0.6447591107,2.6366691590,0.2405135073,2.1245409846,1.7676415873,1.0201265613,1.5213540000,3.8218628408,2.2097178697,1.5911949210,1.2645772577,1.1899532302,0.6939739012,0.8885713741,0.7663843195,0.3498222147,1.3107205862,1.9363897890,2.0477833116,1.5865950387,0.3985210825,0.9361137499,0.3240292655,1.7433454197,0.9107755365,1.4204570089,2.0249512593,1.1137769148,1.1520689110,1.1188458664,BRCA
GSM480986,1.8491583764,2.8595618605,-0.0257773131,1.9847340163,-0.1827084002,2.2948886648,2.0185471616,1.5925446658,0.4961553135,2.7614941466,0.2536827037,2.8320338726,1.7564823548,1.1450107998,1.9008631310,3.8489695709,2.6748867483,1.8237879276,1.4507928061,0.8309021704,0.2029656323,0.9676624611,0.8575561165,0.5596497871,1.8286897210,2.2213526815,2.6071301067,2.2693831920,0.6759793310,1.0260378638,0.3632296386,2.0609956980,1.2397070136,1.7497033941,1.9915900364,0.9867420917,1.5674212921,1.1291056564,BRCA
GSM480987,1.7688858435,2.8639203607,0.0169787112,1.4746714637,-0.0920013336,2.2709168475,2.1830363299,1.1467354411,0.4725399185,2.8822536202,0.2460166967,3.0399624704,1.7245372396,1.1122580485,1.8721716803,4.1376752855,2.8045297413,1.5132337742,1.5806218573,0.7913747263,0.6498941136,0.9045703037,0.7773260902,0.4109195821,1.8626209431,2.1181592641,2.4234962184,2.2019174297,0.5670724790,1.0121421953,0.2886954858,2.3301489353,1.0597597286,1.5147223439,1.8858662712,0.8929462258,1.3824992103,1.0777177316,BRCA
GSM480988,1.8225000948,2.9258421065,0.0605071998,1.8013310590,-0.1157230785,1.8984387552,2.1585000711,1.2574726573,0.5656251633,2.5555683244,0.2439208655,2.0399914459,1.5017216142,1.0128488662,0.8926516573,3.6417503199,2.4234132768,1.2435510490,1.2748121728,0.5176818755,0.2469822872,0.5112905699,0.9155785242,0.2854670190,1.7320428490,1.9390811474,2.9703062001,2.2876025440,0.3214548384,0.7253218794,0.2664544750,1.8447708287,1.1759281231,1.0644178142,1.9116452998,0.6412628865,1.1562894400,1.0202307156,BRCA
GSM480989,1.9073935897,2.0497237445,-0.1247221644,1.4240934613,-0.2689341306,1.8014082312,1.8589254519,0.9485145487,0.3611434739,2.2959700957,0.1926976523,2.9647475331,1.5194761063,1.2173278549,2.5915988287,4.5057553927,2.6381588131,2.0860008928,1.6970876416,1.3166937233,0.4767502910,1.5596292094,0.6635153531,0.8440375627,1.8526001043,2.1095351127,2.0516980396,2.3302920460,0.7212230265,0.9553307191,0.2508438974,2.3379210630,1.1067867132,1.9378589523,2.4617627858,0.8425515988,1.6353111883,0.8638154286,BRCA
GSM480990,1.9044463635,2.5034759937,-0.0950404062,1.7422017218,-0.1534946757,1.9553773998,2.0271611329,0.8501380980,0.3823457347,2.3948051927,0.1904167056,2.8774783389,1.4347388300,1.0848612408,1.7423893210,4.5048998354,2.6800882520,1.7278615104,1.5994681015,0.6955706701,0.2217045019,0.9081680514,0.6389651656,0.5100831413,1.8075009120,1.9555052741,2.1912706249,2.6141268810,0.7104415091,0.9665051731,0.2353488549,2.4668089150,1.1464720816,1.7035875950,1.7466791339,0.8958159147,1.4963267980,0.8947838340,Control
GSM480991,1.7922020852,2.5254729390,0.0272713046,1.7551950489,-0.1411837970,2.1509202858,1.8563768306,1.1478258233,0.4257154862,2.4562734896,0.2123464005,2.7812048569,1.6106534052,1.1927282117,1.8416862883,4.0195023060,2.7262809576,1.7762824299,1.3942010023,0.9840603023,0.4666677879,1.2104553805,0.5619151303,0.5117781859,1.8001384040,2.1972816589,2.1859802290,2.3295708100,0.7090388426,0.9844841587,0.2870655284,2.3132479590,1.2476795501,1.6545095873,2.1818544863,0.7743060818,1.6275674124,0.9661887334,Control
GSM480992,1.9878609218,2.2633216233,0.2205268801,1.7445338114,-0.1471509594,1.7969725518,1.9470665303,0.7617480983,0.3720775344,2.0802210038,0.1049487142,2.5421525538,1.4351751020,1.2153816159,1.9397900107,4.3413267137,2.7089334876,1.9553286831,1.3022716794,0.9964155780,0.2011608248,0.9354733041,0.3648373661,0.6415492041,1.8337168824,1.9498871939,1.9373889181,2.4435079693,0.8453843741,0.9653077245,0.3092850267,2.3749431373,1.1383788195,1.5750498077,2.2309278118,0.6030845653,1.6904229138,0.9245691404,Control
GSM480993,1.8616356552,2.3908473255,-0.0749746608,1.9168767859,-0.1658804081,1.9875382255,1.8764149353,1.1152045637,0.4715218885,2.3538808954,0.2072038372,2.6720158680,1.6913663838,1.2243270863,1.9234234890,3.9878728708,2.6524897961,1.8181509573,1.4848391836,1.2876011059,0.6328711621,1.0396554694,0.6283735601,0.5177623539,1.7456921671,2.1369374991,2.2438349653,2.3053646883,0.6424581836,0.9897042004,0.3338063993,2.1276670697,1.2577366306,1.6345224711,2.3526830144,0.7245429348,1.5453341795,1.0085132794,Control
GSM480994,1.8054944667,2.2278710007,-0.0494762256,1.4769605854,-0.1043243271,2.0564702504,2.1045831544,0.9045904130,0.4518268387,2.5445567900,0.2095762576,2.7733036726,1.7561586359,1.3103945782,2.3373176257,4.6785229365,2.8082079888,2.0501919721,1.5961186506,0.9499222304,0.2326493574,0.9470745139,0.4526053647,0.5919686737,1.8796157573,1.9803327621,2.1860811290,2.4348541698,0.6203726726,0.9409702385,0.2294101926,2.2910717327,1.2778924629,1.8139317730,2.0851472614,0.9789908287,1.5121893786,0.8727248858,Control
GSM480995,1.8243396748,2.4411500393,0.1489348459,1.6740642330,-0.1218535462,2.1081724131,1.8679618975,1.2093167558,0.3841491612,2.4887764981,0.2331300853,2.7666575312,1.5848051892,0.9804710236,2.2030315400,3.9147034645,2.6188656539,1.8875772291,1.6630325618,1.0232733191,0.2718265538,1.2360769659,0.7879887751,0.7926742404,1.5531430443,1.8786078990,1.9004050423,2.1584061782,0.8233774754,1.1173627957,0.4394501087,2.3317365247,1.2727158479,2.0016900698,1.9430890348,0.6589175077,1.7550899194,1.0067775381,Control
GSM480996,2.0080843977,2.7084601522,-0.0216049097,1.5860380101,-0.1199751847,2.2093446816,2.0900467982,1.3068698050,0.3226500216,2.6729198033,0.2449724604,3.1454131156,1.8144660211,1.3461755813,2.4131814637,3.9574930033,3.0023152828,2.2408437331,1.5867107412,0.6855938340,0.1613160464,0.7541262845,0.5381520675,0.9041937889,1.9241061607,2.1216621845,2.1251407090,2.5086215932,1.1840279243,1.1723613867,0.3025648566,2.5962128243,1.6863802000,2.0214309826,1.7669695018,1.2008782402,1.5997750817,1.1264916685,BRCA
