@relation data

@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1022 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10274 numeric
@attribute 1028 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1031 numeric
@attribute 1032 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 10735 numeric
@attribute 10744 numeric
@attribute 10912 numeric
@attribute 10926 numeric
@attribute 10971 numeric
@attribute 1111 numeric
@attribute 11200 numeric
@attribute 1387 numeric
@attribute 1647 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 246184 numeric
@attribute 25 numeric
@attribute 25847 numeric
@attribute 27127 numeric
@attribute 2810 numeric
@attribute 2932 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 4085 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 4616 numeric
@attribute 472 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 5111 numeric
@attribute 51343 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5347 numeric
@attribute 545 numeric
@attribute 5591 numeric
@attribute 5885 numeric
@attribute 5925 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 595 numeric
@attribute 64682 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 651610 numeric
@attribute 699 numeric
@attribute 701 numeric
@attribute 7027 numeric
@attribute 7029 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 7272 numeric
@attribute 7465 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 7709 numeric
@attribute 8243 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 8379 numeric
@attribute 8454 numeric
@attribute 85417 numeric
@attribute 8555 numeric
@attribute 8556 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 902 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9184 numeric
@attribute 9232 numeric
@attribute 9700 numeric
@attribute 983 numeric
@attribute 990 numeric
@attribute 991 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute Class {Control,BRCA}

@data
9.26596478,10.36475876,9.861095099,9.361681261,11.459753229,9.994983337,9.1648477585,10.46528353,6.348705253,8.76644567233,7.053543554,7.199789652,9.513027356,10.50202152,7.77354663467,8.785060987,9.101726968,5.334864322,13.50065522,6.612872643,6.32033029133,9.174412855,10.62754363,5.763286242,7.6916757,9.274157466,9.734451845,7.966708936,9.886672502,9.9652661335,8.595435709,11.33438519,8.477645733,12.15020274,5.169936271,8.516429993,10.00381342,6.6515261255,10.89969322,11.78440594,10.03057097,5.731890172,6.170533443,10.68629503,11.0532575,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,5.4774530015,11.83974258,11.20109948,7.15912118675,5.790192895,8.8794769,6.798021749,6.47162143767,7.30666968733,7.295978093,11.62074231,7.891633541,7.3510422728,6.390259793,5.382345047,7.43044094167,9.0511319435,8.976299993,6.5887453015,10.97507253,13.0689563,7.6853955185,8.3326087685,8.34029139833,4.871364705,5.342529189,5.876585242,10.489828235,7.4829493255,5.682300273,6.78103548,9.289875449,8.333402628,5.79507289,10.19591385,11.115513174,7.09786273433,9.3985942475,13.24583793,10.0952864045,9.251400228,7.117749903,5.510179653,6.299304767,7.2955967915,8.851515697,5.56661387233,9.821339112,6.294490916,10.18559438,11.5864322767,5.739045575,6.796886882,5.331285345,12.078666735,12.88385376,5.7706733955,8.45525079,5.3626984355,8.146954589,6.31084507,5.353672182,8.34512935675,7.5063922455,7.097350393,5.5594032075,4.932168974,7.553861805,5.7113333935,8.3734885345,6.05282587733,6.396138612,10.96486087,Control
8.958604237,10.22717101,9.469403277,9.155780297,8.288611166,9.7467670155,8.2961223995,10.03888509,5.79053164567,7.79328062833,6.33560512,6.8062819375,8.972521155,10.69680263,7.13836098933,7.802485871,7.637278986,6.001414528,13.29267684,6.363920643,6.25695428167,9.719195242,9.28877759,6.058322584,6.931656836,9.646289192,9.822077285,8.058372139,10.41990782,10.6067005385,8.901380658,11.40859261,8.14341671633,12.40071944,6.137201863,8.608616259,10.79867858,6.7379607485,11.39527989,11.91473092,10.32139858,5.9049096225,6.372627633,10.45921159,10.8409276,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,5.63969746625,10.569760214,8.063760596,7.09089637525,5.868397398,9.341663989,6.6596432,6.35138548033,7.18042006333,6.853313064,12.19704319,6.84856387,7.3426400302,6.340211188,5.67954943775,7.29190135533,9.96635654,7.958452847,6.071126036,10.52975779,12.87039849,7.2170541915,8.2971822775,7.753678639,5.119990277,5.984026043,6.192939416,10.46698639,7.1666695925,5.101199635,6.166218956,9.578863787,8.508984299,6.65091217,10.02692145,10.8888014215,6.614172522,8.4722738185,13.03973478,9.889935938,9.851249759,7.474701951,5.853378958,5.648473532,6.989731445,9.109152314,5.32840669433,9.39565318825,6.13657907917,10.26616024,11.6338743833,5.943517738,6.077889871,5.309804873,11.611352095,12.94317143,5.8681879535,7.832012647,5.263013187,8.251649833,6.183690582,5.877209297,8.52281951225,8.002310732,7.036341573,5.1000844475,4.948847562,8.329169717,5.580948299,8.122874722,5.53860894767,6.157756819,10.89468537,BRCA
9.1433668585,11.04936549,10.38239737,9.394656215,8.320702773,9.760065891,8.6694279195,9.652486999,5.34429371167,6.37685407567,6.291224102,6.3398775945,9.108133102,10.86915448,7.19576851767,8.04094875,8.271055753,5.194176951,13.56248158,7.245317684,6.585177168,9.441990946,10.689909005,6.031886566,8.360672771,9.837470696,9.687682355,8.872275583,9.740911174,10.261247663,8.838747853,11.2089234,7.833762168,12.28574906,5.644441264,9.055378109,10.42204403,6.869178129,11.3989816,12.53830178,10.48357425,6.23860798,6.60179747,10.2807653,11.02832761,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,5.8602843415,11.54593261,8.60548982,7.165383526,6.760291233,9.113990271,7.16277178,6.817579064,7.63223048933,7.486435083,12.09904539,7.808660365,7.224976819,6.592573364,5.3269021,7.406676876,9.908672956,8.409052632,6.3904238705,10.83866841,13.5121695,7.912831347,8.6127798505,7.893025841,5.210828387,6.18913825,6.209848712,10.89809876,7.0663612075,5.014814152,5.995434345,9.330514214,9.660905593,7.630851594,9.985543523,11.252028628,6.83129561633,8.230995629,12.90606669,9.9154335515,9.703523443,7.751713298,5.877014897,7.716204063,7.6048188125,8.792189283,5.44991738967,9.45778621475,6.3020408805,10.57151592,11.5702330533,6.874400849,6.720350724,5.932280461,11.239416115,12.91933548,6.213232041,7.667131787,6.1549794165,8.1257515365,7.982781325,5.7851863155,8.49307755725,8.709238827,7.507995028,6.018363896,5.447257868,9.925235871,6.1523191905,7.833169232,6.16595704,5.844744204,11.00293473,BRCA
7.7178678995,10.81911353,9.614162807,9.99050151,8.2000896335,9.344181055,8.4128703515,9.215327395,5.62556244233,6.92119697233,6.820226827,6.758778872,8.316825834,10.64647346,7.35885865267,7.966103265,8.45875635,5.818781073,13.18898907,6.97286817,5.902611751,9.0089772035,8.5101240955,5.460424154,8.162745192,10.27390663,9.569096629,7.56044963,9.510601559,10.6087782065,8.994142056,11.41853536,8.03563056533,12.16828986,5.357737827,9.574508914,11.11828268,6.6715156405,11.32897515,12.34480084,10.86238187,5.556737863,6.7426452755,10.1682337,10.65863127,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,5.5016593965,10.2570662725,8.906628426,6.962212015,5.972354482,9.441502737,6.651773306,6.714916353,6.55166353833,7.958945778,12.48456748,5.73024,7.4878570166,6.635867278,4.95432611925,7.03988827733,9.5884800125,6.610216975,5.8400655215,9.155963663,13.61588998,7.4581159765,8.522296209,7.88025638267,4.673859936,6.506054132,6.244559471,10.14224707,6.324828557,4.808914358,5.797150007,10.06419075,8.338826757,8.442664802,9.827049342,9.6891460585,6.28271338533,8.3727076055,12.89668817,9.348023424,9.932285307,7.378774139,6.090118375,8.225232898,6.9519284775,9.609927196,5.14516319767,7.82852513675,6.045796672,10.65722043,11.5606470833,6.979113971,6.183293584,6.555360353,10.3890085145,13.45687162,5.99736739975,7.517316273,5.930757587,7.737667498,9.036723879,5.83079519,8.57871707575,9.2047299085,7.585190017,6.0392399955,5.182703468,10.17005684,5.697363916,8.242668288,6.33171556533,6.551443438,11.11718547,Control
9.123941273,10.92385505,10.33984475,9.627078354,7.875076566,10.049946495,8.3738401705,10.74842792,5.72645123933,7.13000493333,6.92314874733,6.6967949275,9.237891778,10.83158062,7.769846841,9.071074234,7.631306447,5.07693448,13.29757193,6.59529898,6.41017141933,9.6688997565,8.93817669,6.053008806,7.617800091,9.962375907,9.953272925,8.421603203,10.27748534,10.471142841,9.287309018,11.07799751,7.73201711767,12.22502371,5.504788206,9.045569331,10.40311354,6.6164296375,10.88402951,12.03215778,10.84509426,6.4243852295,6.7719424625,9.769929197,11.06244102,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,5.80954885825,11.50644256,7.731999695,7.2431584955,5.712603517,9.666615087,6.921011149,6.839917773,7.35432909133,6.960584469,12.22983432,7.219219655,7.161221794,6.97831327,5.394762578,7.50186736,10.033306314,8.022008655,5.9923901825,10.64154628,13.04549694,7.543913831,8.478964386,7.56329023367,5.442123455,5.870741528,5.828587949,10.17761519,7.199481554,4.828848945,6.737352562,9.272076349,9.701150974,7.349217359,9.868004973,11.277560598,6.57751783767,9.100624738,12.87894279,10.0235137525,9.537335445,6.708536018,7.431708874,6.134329409,7.321199922,9.330659861,5.40693784633,9.29633917675,5.735150429,10.28274128,11.5806475867,6.370125583,6.125780878,6.520190915,11.263402045,12.53699151,6.29992863125,8.195898639,5.468054894,7.8712216825,7.335214194,5.8087825485,8.3869920265,8.05278096,7.790350329,6.028693113,5.455665247,9.350851427,5.9046360085,7.873025333,5.87454446767,6.249545485,11.46239505,BRCA
9.3759597995,10.4760984,10.24168562,9.01498366,10.112371314,9.5007422985,9.156309664,9.452056451,5.244334811,7.51817774933,6.82002590467,6.7887411625,8.639323636,10.55758842,7.55233776733,8.558546154,7.754822588,5.409400483,14.10257573,7.01111856,6.614291049,9.509274839,10.2133474445,5.770572224,7.123969084,10.05069253,9.77568481,8.990643721,9.934575887,10.338767298,9.318577337,10.65984455,8.347844869,12.35101106,5.316879984,8.739562185,9.953578497,7.342223526,11.46972335,12.38876812,10.68266132,6.2497596215,6.996606232,10.22471354,11.60575973,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,5.889292139,12.17961768,9.611403467,7.08122523275,6.146803484,9.241638294,6.784605811,6.41271170433,7.408697217,7.058265416,12.44988381,8.677068719,6.776792448,6.794094554,5.5992247945,7.78387541633,10.1814160205,9.286795183,6.522425026,11.31449844,13.37610779,7.8529284555,8.648627771,7.44991218067,5.256643908,5.982258496,5.612213331,10.807258755,7.695087524,5.321216715,7.238598499,9.540317507,8.868576523,6.579810423,11.87540007,10.678516145,6.67180329633,9.290985796,13.51771248,10.8386970845,9.686177077,6.810446719,6.626224195,6.828996845,7.38043418,9.684319572,5.46230980067,10.029811511,6.16108678,10.50260587,12.1339918167,6.893577983,6.672712173,6.429495141,12.09514334,12.17175704,5.7160804985,8.0884774495,5.7600269985,8.2088578175,7.468056067,5.840659366,8.6810634895,7.382357406,7.176649708,6.0648074825,5.342529189,8.530563498,6.113079114,8.1285894485,6.046122072,5.767794645,10.11198692,BRCA
7.9728052855,10.77554879,9.112401142,9.547121611,7.8281740715,9.015559992,8.017243168,9.759006457,5.81224373133,6.73216024933,6.466742065,6.088283748,8.078179001,10.67814039,7.06092490133,8.600155556,9.250826081,5.361953639,12.51339458,6.009555025,6.19429139567,9.006275549,10.24418129,6.146803484,7.972134198,11.29154789,9.957893248,7.344808806,10.17277787,11.251370817,8.337779235,11.9938814,8.06255483,12.13981521,5.323740468,10.03996125,12.02630394,6.3666374985,11.09109172,12.20235811,10.79412363,5.182332781,6.786368352,10.43082915,10.12003731,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,5.78129302475,10.2032142635,7.887679287,6.392001616,5.301415026,9.669098149,5.968327676,6.868407698,6.44602920733,7.179513849,12.4173608,6.019930513,7.6351415802,7.728874776,5.20754562,7.50204637833,10.6471236485,8.555107826,6.099787242,8.685713418,13.46367638,7.163018361,8.47178547,8.50044386867,5.025927152,5.149758548,5.955365844,10.526885685,7.151204414,4.73770262,6.518854253,11.79415195,8.315445233,9.595686927,9.557684409,10.2755669945,6.349076575,8.2565850245,12.11865571,9.2605399885,9.754295076,6.591189918,5.95855924,7.527244602,6.887304365,8.84970309,5.365368967,8.57597541875,6.31388174783,10.71047093,11.5145750067,6.18408747,6.268944869,7.168173481,10.946341345,13.85125179,6.32124444525,7.0980443305,5.2084648135,7.3551246635,7.52958892,5.8821083545,8.32276245325,8.7317744055,6.561941354,5.427401159,4.998433881,10.62301752,5.5721428055,8.1527838655,6.046563588,6.731933742,11.10530635,BRCA
9.321425499,10.6537276,9.92562903,9.825825817,9.436657679,10.6232973005,8.6964292325,10.29122283,6.476135957,7.338088569,7.26308391167,6.4498707235,9.549015053,10.71101325,7.62163256,9.863040638,9.320620694,5.64530627,13.71343219,6.619123639,6.727954003,8.7304792815,11.003760265,5.920180882,6.945271536,9.654399345,9.817791564,9.027201837,9.744439113,10.1636613075,8.482577193,11.6188926,8.098905571,11.83642135,5.097833303,8.630450181,9.584981814,6.652433483,11.09993968,12.36089516,10.51975691,6.191610237,6.47982421,10.42491714,10.90767581,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,5.3501390665,11.820520445,9.733863196,7.21389689,5.120093989,8.795261354,6.659429135,6.90348309733,8.02092389867,6.683068735,11.89117053,8.520992932,7.4572438276,7.277940882,5.31897246825,7.251948296,9.282412218,9.023671978,6.370537735,11.2456925,12.73729283,7.6369717535,8.7601337405,7.73968605067,5.372961888,5.376959934,5.738505243,10.77234512,7.041232738,5.167931151,7.822174254,10.56613044,8.92056956,5.659219053,9.923803275,11.313560577,7.28095493367,8.636048659,13.15586736,10.193168701,9.005653406,6.746988283,5.6227922,6.264072495,7.4074661925,8.496295686,5.03126904967,9.53142895175,6.52639075067,10.24516082,11.6136895433,6.544273338,6.986072764,5.149148835,11.88460825,12.71834242,5.7012189585,8.2150115435,5.5252777585,8.0433304795,6.802002929,5.6699833785,8.2724292895,7.926760594,7.487359976,5.6375433755,5.346169084,8.015193578,5.5654738825,8.2289934185,6.03208651933,6.353195907,11.15845524,Control
9.1526830635,11.33166731,10.90635345,10.15470456,8.6840196725,10.059640231,8.8198993305,9.298074671,5.35894690833,6.35641451967,6.64726578967,6.3517334465,9.367327993,10.7601172,7.646656092,8.482919985,8.104744359,5.157459364,13.52549699,7.851094879,6.65923442633,9.1075112315,9.09608678,5.598879718,8.258590913,10.12192882,9.438246646,8.953848047,9.125801619,10.517727571,9.139008401,11.1161313,7.97372860733,12.36769602,5.615748247,8.752398314,9.460251675,7.1812092455,10.99477083,12.41104094,11.06078055,6.7445377525,6.895004248,10.30035288,11.18856429,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,5.591806779,12.140966635,9.685625332,7.14878397875,6.614640376,8.989182391,6.944217536,6.783116074,7.82590120133,6.850721692,12.38250455,8.017366771,7.1618852434,6.718296974,5.76377410275,7.97532141333,9.6092153305,8.717951507,6.41500878,10.61025923,13.81715158,7.3916087785,8.403286026,8.04826253967,4.759171133,6.959193811,6.034089818,10.885151175,7.3363054535,5.46083367,6.303694572,9.938499406,9.680166591,7.921396347,9.902390614,10.898757498,6.842406496,8.93960735,13.13820464,9.9899662245,9.590110341,6.839144331,6.783656769,7.900868506,7.519656072,9.363686411,5.37371189,9.2113270125,5.9808523505,10.48357425,11.79353655,7.745155171,6.059891283,6.342257494,11.41159953,12.66988608,6.42728370275,8.2231503775,6.419452647,8.203358017,8.70009385,5.731781437,8.8031293145,9.0536408515,7.707878693,6.505547144,5.620154746,9.716982805,6.648397732,8.048147446,6.367015667,5.835425946,11.16113206,BRCA
8.766958367,10.5411695,8.967515291,9.154553037,8.5305745065,9.9202580165,8.0508386045,10.22411057,5.788030138,7.83504918467,7.065452006,6.6069759705,8.797467904,10.68752903,7.32252905833,8.186907968,8.254404044,5.619861398,13.21182067,6.438214347,6.430398513,9.532397347,8.880544262,5.672857555,6.888624921,9.387097072,9.542955006,7.481115503,9.827664684,10.3375133275,8.823646775,11.81218745,7.55814684467,12.38074251,5.675964969,9.030143702,11.10846093,6.861446222,11.18792748,12.70249961,10.7059911,5.57811289,6.7272770485,10.53162541,10.84298691,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,5.8421495495,9.975804059,7.349527002,6.89333590125,5.431298057,8.984704068,6.773670433,6.49954063167,7.315615812,7.489890348,12.06681079,6.594851287,7.2458581842,6.810382449,5.13981355375,7.25249120567,9.855028032,7.473200667,5.7040748415,10.23813036,13.40233131,7.704876591,8.7247164775,7.581904447,5.300134022,5.943693543,5.828143626,9.9169571465,7.257335193,5.062004299,6.274406692,9.642061229,7.766597025,7.258898404,9.707877238,10.8706706855,6.90458015633,9.2874717905,12.77284039,9.7911964135,10.04397092,7.867234137,5.564234295,5.634020526,7.2045916485,9.078305028,5.19083377467,9.2873913475,6.51411464933,10.05646198,11.7083151733,5.748737112,5.906897358,5.2209212,11.66871985,12.79544315,5.859119673,8.1149854775,4.9784955605,7.6300678295,6.438214347,5.3856671345,8.333393374,7.5545185525,7.076818602,5.4053195205,5.096358059,8.42512265,5.7118445555,8.3509543715,5.60768941067,5.850006293,11.1379023,BRCA
