@relation data

@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1022 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10274 numeric
@attribute 1028 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1031 numeric
@attribute 1032 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 10735 numeric
@attribute 10744 numeric
@attribute 10912 numeric
@attribute 10926 numeric
@attribute 10971 numeric
@attribute 1111 numeric
@attribute 11200 numeric
@attribute 1387 numeric
@attribute 1647 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 246184 numeric
@attribute 25 numeric
@attribute 25847 numeric
@attribute 27127 numeric
@attribute 2810 numeric
@attribute 2932 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3065 numeric
@attribute 3066 numeric
@attribute 4085 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 4616 numeric
@attribute 472 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 5111 numeric
@attribute 51343 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5347 numeric
@attribute 545 numeric
@attribute 5591 numeric
@attribute 5885 numeric
@attribute 5925 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 595 numeric
@attribute 64682 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 651610 numeric
@attribute 699 numeric
@attribute 701 numeric
@attribute 7027 numeric
@attribute 7029 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 7272 numeric
@attribute 7465 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7534 numeric
@attribute 7709 numeric
@attribute 8243 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 8379 numeric
@attribute 8454 numeric
@attribute 85417 numeric
@attribute 8555 numeric
@attribute 8556 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 902 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9184 numeric
@attribute 9232 numeric
@attribute 9700 numeric
@attribute 983 numeric
@attribute 990 numeric
@attribute 991 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute Class {Control,BRCA}

@data
8.5614408535,11.20375193,9.62214845,9.6014742,8.836754421,10.1640382545,8.7318199905,10.44156469,5.712608247,7.90194792633,6.79439676967,7.26081787,8.516213288,11.26946293,6.94397512,9.287147382,8.416851482,5.364757352,13.32746778,6.638874358,6.98895926133,8.6873024975,8.873106035,6.357820835,7.227811157,9.342830898,9.728426978,7.554667747,8.279449386,10.1060462435,8.823479598,11.54912779,7.96986133433,12.18335943,5.357737827,8.415309872,9.583290187,6.860202469,11.40035929,12.2076581,10.81229788,5.8170130865,6.421738015,10.87489706,10.75143132,9.157436075,11.30175136,9.126565767,10.07634836,11.00715715,8.000714493,5.125223824,10.829470512,9.178628207,7.27735742025,6.012574958,8.519529251,6.487482832,6.52906469167,7.19178534067,7.31944887,12.26420808,6.836085475,7.1867571438,6.99712619,5.02130020225,7.39819177333,9.1888399925,6.142419181,6.275458653,10.10583032,13.46367638,7.614899535,8.5155267275,7.51931651067,5.236694705,6.001696,6.051269448,9.794661619,6.9942919105,6.147057976,5.609704182,10.31728008,8.06060289,6.324140596,8.911093174,10.689313351,6.42883852133,9.361293612,13.27043919,9.2919000485,10.31014159,7.240841706,6.262476028,6.619270395,8.3582944345,9.395936323,5.05927308767,8.98777805675,5.78567307917,9.900855914,11.90066367,6.573727177,6.413717301,5.842357415,11.625566415,12.43207997,6.179762227,8.174296834,5.3611749525,7.9203007615,7.043905282,4.956437318,8.4486174155,8.252579221,7.532358117,5.220752803,5.255700175,8.260556316,5.91779079,8.7201886955,5.583748739,6.076554418,11.01901053,BRCA
8.893995041,10.68360899,9.837833335,9.65659519,9.0515115425,10.0441681905,8.704453574,10.0034902,5.99415791867,7.66847662533,7.19577499067,6.2138678085,9.480331335,10.578656,7.60228060733,9.041249229,8.941760064,5.711089607,13.45687162,6.776897268,6.76139862367,9.023964326,10.33052152,5.853877943,7.045216672,10.01526211,9.658908167,8.619597449,9.378501395,10.4203475115,9.037218243,11.17829777,8.146903819,12.33906368,5.507010655,8.257648453,9.857779317,6.693364887,11.22708057,12.30454677,10.75450781,6.156556378,6.454770335,10.17969799,11.09442761,8.895530694,11.06146347,9.3320368985,9.327003038,10.66204549,8.527335664,5.5617899825,11.023407075,9.392618557,7.3263622655,5.59381033,9.069960645,6.786077228,6.825976426,7.66789353567,6.773076963,12.08543106,7.835799558,7.1532987808,6.457795876,5.28315010425,7.63884425833,9.342327655,9.062316786,6.064545157,11.19977372,12.99332148,7.7627964575,8.653065744,7.925245959,5.011910695,5.731598207,6.130730781,10.79646675,7.290070134,5.382071697,7.247787805,9.979768545,9.069960645,6.563162421,9.561431694,11.1506836145,6.52215771867,9.156716071,13.19781415,10.340569346,9.13733773,6.815707105,6.004058206,7.051647054,6.8883788605,9.151207569,5.42320015933,9.56656656125,6.221028457,10.4262965,11.6161679967,6.718399731,6.364446037,5.585571947,11.59706918,12.41967063,6.16318161475,8.4740299995,5.336694119,8.197683973,6.913371526,5.8926450975,8.46816614475,8.0728435465,7.32591507,6.0055657725,5.455336468,8.115318276,5.432572281,8.106706942,5.671657771,6.227669487,11.44340995,Control
9.195934583,10.23700709,9.342986415,9.597587563,9.93093261,9.813364775,8.6445243335,10.46181223,5.68078141,8.74712282133,7.31294713633,6.5680005665,9.539789428,10.64647346,7.68579571867,8.815320146,8.833563055,6.132068463,13.37355718,6.72451769,6.11691885167,8.87704806,10.3523372185,5.687208569,7.30193311,9.817175993,9.879453495,8.25556107,9.675384217,10.273987442,8.776993161,10.92410009,8.347170397,12.23639105,5.127851204,8.252714063,9.894916689,6.885083732,10.90118767,12.29242381,10.41875948,6.078471059,6.5529715385,10.27293332,10.65306923,8.423925951,10.9823843865,8.9337085745,9.282845833,10.47189392,8.33408606133,5.7278366545,11.5313713,10.3940878,7.01677338075,5.569028668,9.036579657,6.477965145,6.67563750033,7.32601425833,7.11155596,11.98345514,7.879707489,7.261387587,6.760856726,5.69480086275,7.20925881333,9.2303162275,8.997758931,6.3601540045,11.11718547,13.31043176,7.6187231085,8.538210579,7.91175728367,5.21588362,4.932168974,6.397636666,10.63857576,7.5439813435,5.502084908,7.420152085,9.655880007,8.376018051,6.077355838,10.47980075,10.921528441,7.410209695,9.4850268925,13.03258307,10.243054827,9.429804827,7.013158293,5.752622329,6.327333135,6.976738588,9.271043421,5.38632573367,9.56320192175,5.82319072867,10.41768407,11.5281897733,6.409395709,6.086619917,5.639963781,11.855013655,12.53119874,5.667146432,8.5940360615,5.226714592,8.0188467875,6.734171472,5.76232492,8.207394179,7.689210648,7.159066848,6.0129300215,5.375918034,7.766050346,5.930654322,7.942992206,5.43353183633,5.577437325,10.8843253,Control
9.7479615385,10.96383915,9.335714771,9.617614907,9.024549301,8.716991196,7.8468311835,9.677610037,5.986607541,7.00145541933,6.764573979,6.776672548,8.9961706,10.94059644,7.48501514533,8.402480371,7.753770191,5.441791574,12.98137289,6.864034824,6.30220446233,8.924929238,10.288105725,6.099827094,7.237642883,9.061938927,10.14178182,8.872429505,9.604664936,10.227964657,8.635528703,10.53262893,7.81011906767,11.39078175,5.878977404,9.483967456,9.243632862,7.189528047,11.16449233,13.00770101,9.618973255,5.983965667,6.1525984655,10.40859541,10.79459886,8.850203347,11.261461695,8.8844057575,9.760229732,10.18746996,8.46409499267,5.53215868525,9.689899517,9.649651887,6.9924584855,5.611033099,9.243103231,6.78934168,6.72834066067,6.97591235933,7.671861458,12.67483341,8.156337359,7.1990915432,6.775581064,4.95871165175,7.039196716,8.0665732595,9.187897079,6.176179603,11.2641671,13.18898907,7.681858564,8.7809175425,7.741317719,4.976720197,5.760494586,5.769382488,11.152632775,7.156445979,5.115003321,7.131628387,10.35287964,8.641980482,5.64876112,10.95004389,10.7254236375,7.75918708867,7.1421030915,13.58717103,10.695078548,10.47070999,7.998450984,6.097932696,6.469727786,7.3512728415,9.785984134,5.334448504,8.982489378,6.30045953367,10.40755487,11.7603938867,6.688743801,7.790741294,5.135464327,11.12952345,13.11936595,6.11855449125,7.1655308455,5.3747567165,8.0498581375,6.434049052,5.9750921845,7.71164698975,7.9896582825,7.260098892,5.5090344575,5.297201735,8.221926761,6.061094089,8.4020917,5.426185367,6.036839159,9.547965054,BRCA
9.3160147545,10.80365511,10.89385156,10.07000053,8.423284332,8.4863279555,8.4265684515,9.707549433,6.04954423267,7.21934104333,6.99683072633,6.8202559695,8.643875238,10.40404549,7.475453937,9.122000391,7.523642566,5.322839634,13.46017433,7.29489898,6.58740276067,8.787588937,9.747476713,5.927310565,8.462748793,9.928363336,10.33550233,8.881153068,9.80990119,10.0955035995,8.887343342,10.25321554,8.02105507033,11.980959,5.46712559,6.765803652,10.71182636,6.3557358415,11.62074231,12.8865864,10.22292804,6.31989677,6.874519166,10.55937736,10.92510768,9.181134316,10.822579484,9.071601972,9.462104032,11.00415042,8.306388692,5.59239170375,10.043318064,8.551228685,7.02110039825,5.48527486,9.108740796,6.748599179,6.85516244833,6.763530312,7.273565134,12.77884208,7.829676956,7.1002806764,6.88194331,5.32376425875,7.372662538,8.721028321,9.308988054,6.438639009,11.6799266,14.23655206,7.802221824,8.470445127,7.72902749733,5.083225336,5.598879718,5.83390919,11.52254988,7.2560870815,4.924350826,7.112546695,11.69149721,7.522171761,6.649188353,9.669284207,10.2594135915,6.58181998633,7.3575656335,13.1958974,10.37185721,10.0483987,7.320735406,6.738163632,7.759923335,7.2258658145,9.682152382,5.214079987,9.3753474635,6.03820495133,10.4487877,12.15242758,7.494097795,6.853469023,5.666480557,12.551416785,13.00646289,6.4922561955,7.126664761,5.827506811,8.087629099,8.02048154,6.339199616,7.7951993875,8.1552011455,7.4536845,5.6287591775,5.234397132,9.367917655,5.864740453,8.491969698,6.32321535,5.974191571,8.9294146,BRCA
9.532128788,11.19882886,9.82934264,10.12919321,8.254945825,8.9933055285,7.78023873,9.921350458,5.98239616367,7.010125283,7.25470899033,7.2164205245,9.113456414,10.96917084,7.46578830933,8.330279538,7.203840136,5.65607532,13.03363813,7.016031376,6.20170171033,8.856661681,8.883844879,6.0664182,8.146264608,8.857670911,10.08776153,8.821312505,9.987029866,9.8952105075,8.719338441,10.59929946,7.80823708267,11.86917365,5.21345543,9.813452991,9.940739781,6.8434870215,11.17455453,12.99983714,9.81654816,6.4789699285,6.627057127,10.55420777,10.7377039,9.625197931,11.456037835,9.457132773,9.955810122,10.9783031,8.45954481,5.290656016,9.7187563365,8.830119917,7.00400791525,6.217720863,8.998534812,6.805457319,6.79523996967,7.03874911367,7.85975393,12.46365343,7.323642812,7.3771267448,6.65885814,5.18875274825,7.31420825667,8.873191989,8.652093075,6.21660869,11.17614527,13.61588998,7.6461164235,8.661565791,8.02748141367,4.944168843,5.634165776,6.236019575,10.877554945,7.264516361,5.605710071,6.735729052,10.24482795,8.151525421,6.361948707,9.773922635,10.5808051515,7.562768804,7.10891775,13.23568448,9.9558578525,9.99487707,8.087530632,5.769514729,7.578488036,6.993826669,9.669098149,5.28273747967,8.78491541525,6.08929117517,10.77439198,11.84790279,6.97688234,6.723391747,5.51460459,11.093729415,13.06098469,6.27371824275,7.207971487,5.6743774335,8.1553960855,7.738600872,5.978608276,7.81412830225,8.5673854175,7.595296882,5.441586912,5.727111263,8.727955437,6.176494816,8.6300583405,5.691872746,6.102139097,9.70200863,BRCA
9.817272827,10.83893427,9.506506502,10.19591385,9.9223698205,8.896381156,7.762475263,9.948907821,5.58848003267,6.57025080233,7.008242637,7.142607677,9.401989375,11.29880451,7.300720643,8.116293433,8.019550595,5.605487851,12.8538437,7.104889949,6.11466003267,9.171450661,9.2531399105,6.240701309,7.325532861,8.667928594,9.863040638,8.929717871,9.985543523,9.8329397695,8.496515403,10.37846858,7.965899745,11.79461296,5.567888595,9.411691645,9.388491534,7.311695333,11.13330618,13.28052217,9.2623422,6.2501208955,6.402383265,10.66841992,10.63715491,9.405535663,11.169296335,9.0958669535,9.773436423,10.54074827,8.410838317,5.601343453,9.654362623,11.21306793,6.79451584725,5.726293954,9.406960242,6.87116946,6.76381618433,7.10016706667,8.001691251,12.73257984,7.988714683,7.5088770606,6.489210244,5.39494822925,7.10521543533,8.1915826825,8.567082519,6.2830805425,11.07818102,13.2267238,7.6260652505,8.8643007825,8.148936998,4.405435104,4.953976689,5.853877943,11.10197649,7.1993344585,5.66449084,7.229566594,10.86671119,8.650083401,6.083857569,10.22215524,10.4220281465,7.571187274,7.05551157,13.28849775,10.492065071,10.09782183,8.340875026,6.010394529,6.482005732,7.355475185,9.695411499,5.69101620067,8.972994426,6.41421861333,10.57985358,11.7897589833,6.599024363,6.401567006,5.524354632,11.108364475,12.5708958,6.19627768275,7.3753302775,5.464654244,8.34789167,6.918359771,5.9935611775,7.3984915965,8.0945955295,7.403120967,5.6210469815,5.112503363,8.048542898,6.0364801365,8.4242110135,5.40567726667,5.838328613,9.439930137,BRCA
9.1966010805,11.23443143,10.33792321,10.21780056,8.2659789275,8.753016755,7.754109862,10.23748518,6.30118840567,7.23399989233,7.37218457767,6.6288968995,9.350851427,10.78342824,7.68033708167,9.171402709,7.749066799,5.55659131,12.80365393,7.423160304,6.61070424367,8.4836949415,9.264019416,6.12918576,8.1655868,9.626777286,9.80023708,9.471899285,9.618225404,9.9305064935,8.864341803,10.60658591,8.04487116667,11.77544785,5.402254249,8.853856214,9.946226836,6.656442332,10.99419451,12.86051578,9.794773703,6.5540002945,6.587465623,10.44034522,10.67427198,9.897747581,11.174427615,9.5713605475,10.02058454,11.03059147,8.47082142633,5.51402988,10.1255478285,9.21638279,6.9124972055,6.419754289,9.126105027,6.716514688,6.84822423767,7.13735669233,7.82113798,12.42907592,7.804520085,7.4070599672,6.855868653,5.2700602015,7.03236477533,8.244075155,8.774162024,6.482277766,11.10966436,14.16199356,7.4814299465,8.5207602765,8.09955012733,5.394901009,5.916483362,6.310890502,11.244230505,7.376119325,5.37574431,6.535085305,10.95634187,8.873068105,6.824325931,9.596921694,10.774455608,7.440021985,7.5363665025,13.34981755,10.1694945775,9.665780528,7.982909641,6.346607361,8.038481623,7.414804518,9.77763387,5.42199620667,8.5392423705,5.95007424,10.77106872,11.5136723133,7.526344936,6.604779761,5.588273328,11.940891065,12.37838706,6.47813675725,7.5514060975,6.2275892365,7.82838327,8.777617896,6.0609072685,7.77850126475,9.2828140715,7.71258052,5.8102462945,5.449323037,9.604947496,6.3640118835,8.149254864,6.22955396533,6.323825455,10.07000053,BRCA
9.742178486,11.16747477,9.901093579,10.13564553,8.414155895,9.089847459,7.619895415,9.594101148,5.94716203467,6.769539484,7.10928509433,6.9512690125,9.323494555,10.91980209,7.46295412467,8.869887692,6.839333325,5.561181958,12.71275703,6.880137937,6.52280070733,8.813489955,9.097803495,6.065072081,7.252739043,8.975526388,9.497528105,9.617054675,9.505712886,10.0772368515,8.673027334,10.45510657,7.81628218733,11.42512686,5.442455259,9.462104032,9.355059844,7.286816896,10.7182377,12.95454627,9.832961643,6.8608407705,6.5239716815,10.53098201,10.66574031,9.297742323,11.13629055,9.345582263,9.657604783,10.53205419,8.71205232367,5.597352566,9.668764921,9.281583,6.99788344375,5.94872421,9.084543421,6.790580238,6.566929743,7.301571066,7.635103416,12.53830178,8.558708769,7.2726298104,6.653780629,5.06185923325,6.94611728633,8.2745948045,8.989423683,6.301718067,11.20683445,14.14434519,7.267079258,8.6142271055,8.09530966367,5.066424254,5.113337164,5.997072898,11.353999045,7.3171827865,5.19062597,6.862206886,10.24378721,9.477151683,5.777032522,9.584314798,10.6742105895,8.02059184133,7.296704193,13.33171827,10.9285934085,10.16224061,7.914327012,5.730919264,6.812405567,7.610831862,9.547357825,5.67627119733,8.37650891875,6.02716987917,10.45125262,11.52097681,6.776041872,6.284297232,5.759562832,11.844809665,12.85954552,6.1333137935,7.2303432025,5.5808388775,8.1452787485,7.331121003,6.0148292565,7.750468579,7.84689915,7.435172523,5.34095673,5.48205062,8.118825763,5.8370662645,8.6019966815,5.78953268333,6.026142315,9.702554146,BRCA
9.453635543,10.8875331,9.391867114,8.777182254,8.570169323,8.921795507,6.6674845785,8.654520684,6.439666078,7.121296619,7.20464467467,7.147884629,5.953737396,11.43412272,7.439908406,9.695902983,5.852005861,5.123512303,10.04563037,6.310890502,5.97353429167,8.456160299,8.805566555,5.901899413,9.009885376,7.570673773,10.90179859,7.667681276,10.42139193,9.8710179655,8.625965515,10.57487757,7.69239896833,9.119292054,5.97155002,9.131690517,10.72853303,7.0828587065,6.816315302,12.5801856,6.718605223,5.9114057295,6.867288967,10.55871514,10.11653277,9.090953388,10.579241791,8.9400510145,9.817791564,10.53323265,7.38486775267,5.2990189695,8.9745205145,8.368136601,6.815099268,5.852005861,6.164912581,5.716038325,6.91194087533,6.78827803233,8.253411568,12.32574401,7.503629242,7.8456203136,7.570673773,5.55216961675,7.14913478267,8.000623785,9.119292054,6.411743172,10.99617883,13.03513077,7.552289566,8.737638612,7.73442736867,5.461734198,5.052688948,5.52701656,10.4543565965,6.7335396745,5.716038325,6.989880165,10.70345182,7.632470217,5.52701656,10.10111594,9.266249858,6.529136167,5.471743705,13.17478142,10.2334657675,10.1786123,7.366302814,4.990286948,7.614086121,6.4879402955,10.54330281,5.46624411467,9.54807372625,5.72265030467,9.817791564,10.5770599337,6.51033347,7.03100122,5.101619875,11.310421865,12.22502371,5.9634582625,7.3442798615,5.530822762,7.6670276165,7.282372907,5.334162259,7.50139699425,8.9698301675,8.345162513,5.46625573,5.212385731,9.213761077,6.025769593,9.1796482685,5.91656898567,6.536717836,7.250253703,BRCA
