@relation data

@attribute id string
@attribute 3725 numeric
@attribute 5599 numeric
@attribute 1432 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 7975 numeric
@attribute 486 numeric
@attribute 9817 numeric
@attribute 1385 numeric
@attribute 4097 numeric
@attribute 23764 numeric
@attribute 2353 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.2901,1.4087,1.4449,1.0586,0.5534,0.7214,0.155,0.7035,1.8356,0.4694,-0.0478,2.8919,1.76,Control
A02,0.8169,0.986,1.1614,0.7032,0.2001,0.585,0.0919,0.6091,1.527,0.4151,-0.0515,1.0722,1.6579,Control
A03,1.1876,1.223,1.3753,0.9762,0.1966,0.7628,0.2697,0.8031,1.7022,0.4486,-0.0026,2.3576,1.9065,Control
A04,1.2809,0.9854,1.2634,0.82,0.3061,0.611,0.1591,0.7036,1.6873,0.3954,0.1105,1.55,1.7434,Control
A05,1.2201,1.1338,1.514,0.9512,0.3059,0.6913,0.1088,0.8903,1.7772,0.6927,0.022,1.9884,1.9721,Control
A06,0.8267,1.1657,1.2099,0.9045,0.296,0.561,0.0847,0.6885,1.6188,0.4386,0.0288,3.0931,1.8749,Control
A07,1.2177,1.3766,1.5901,1.3099,0.5102,0.7671,0.1108,0.7274,1.8387,0.4789,-0.0115,2.7085,1.9127,Control
A08,0.8932,1.5009,1.6278,1.4137,0.8364,0.5117,0.193,0.5648,1.919,0.1984,-0.0532,1.7156,1.9432,Control
A09,0.9938,1.3752,1.4374,1.2508,0.5718,0.5749,0.2189,0.6321,1.7005,0.4038,0.0179,2.2374,1.8616,Control
A10,1.3414,1.2385,1.7306,1.3167,0.3781,0.5744,0.1483,0.7761,1.9569,0.4732,0.0113,3.1715,1.9537,Control
A11,1.0631,1.1692,1.1347,0.9853,0.3263,0.352,0.1696,0.7237,1.3699,0.3309,-0.0307,2.8363,1.8347,Control
A12,0.7342,0.7211,0.8684,0.5269,0.1184,0.4001,0.2063,0.457,1.1942,0.0787,-0.1425,0.9324,1.3126,Control
B01,0.9628,1.4726,1.2269,0.9472,0.5839,0.6096,0.1131,0.3341,1.6304,0.2654,-0.3396,1.9549,1.5662,Control
B02,1.324,1.2781,1.3173,0.785,0.3378,0.8753,0.0801,0.7202,1.7362,0.4767,0.0268,3.0428,1.7427,Control
B03,1.1414,1.2859,1.3028,0.9095,0.3907,0.6518,0.1497,0.6884,1.7208,0.3672,-0.0663,2.6432,1.7521,BRCACancer
B04,0.8347,1.159,1.5564,1.5857,0.6402,0.6323,0.1558,0.5753,1.7166,0.2958,-0.0916,0.9219,1.9229,BRCACancer
B05,0.7116,1.0395,1.0664,0.8601,0.1887,0.6181,0.2208,0.5633,1.3458,0.2294,-0.108,1.0836,1.8007,BRCACancer
B06,0.3639,0.9915,1.0237,0.7212,0.1906,0.4224,0.0453,0.2685,1.4075,0.1369,-0.3952,0.7374,1.3023,BRCACancer
B07,1.0629,1.4248,1.4653,0.9385,0.2531,0.9126,0.1907,0.7624,1.8107,0.4856,0.0193,1.1829,1.8217,BRCACancer
B08,1.1051,1.0959,1.2449,0.7048,0.242,0.6032,0.242,0.7873,1.561,0.6572,0.1099,1.4275,1.7268,Control
B09,0.8169,1.1094,1.3404,1.539,0.6761,0.4808,0.2195,0.3555,1.426,0.391,-0.1748,1.3994,1.8556,Control
B10,0.8396,0.9404,1.3804,1.1167,0.405,0.4677,0.1442,0.4844,1.5588,0.2344,-0.0859,1.7916,1.7685,Control
B11,0.9395,0.96,1.3549,0.9569,0.3123,0.4749,0.1729,0.7256,1.4854,0.4875,-0.0332,2.0557,1.6655,Control
B12,0.4563,0.7719,1.1246,1.3776,0.6519,0.4444,0.0451,0.3243,1.2024,0.2986,-0.1025,1.0517,1.4468,Control
C01,1.1862,1.1802,1.4497,1.229,0.3616,0.8497,0.1614,0.6699,1.6154,0.4932,-0.1052,1.6346,1.9339,BRCACancer
C02,1.0171,1.0125,1.1894,0.7082,0.2437,0.7379,0.203,0.7517,1.631,0.4859,-0.0562,1.5095,1.6487,BRCACancer
C03,1.1467,1.2277,1.3579,0.8439,0.2667,0.9772,0.1146,0.8374,1.6581,0.5119,0.1249,1.2396,1.846,BRCACancer
C04,0.6556,0.7169,0.6766,0.5393,0.2023,0.4758,0.2211,0.494,0.841,0.4116,0.1093,2.0212,1.4608,Control
C05,0.561,0.6878,0.7992,0.4731,0.1357,0.4358,0.1098,0.5441,1.1785,0.335,0.1085,1.2721,1.5008,BRCACancer
C06,0.2724,0.1558,0.2537,0.4341,0.0318,0.2502,0.3299,0.1305,0.2438,0.1339,-0.134,0.7035,0.6402,Control
C07,0.8757,0.8201,0.9322,0.619,0.1667,0.4601,0.1525,0.5646,1.3256,0.2485,-0.0625,1.1656,1.6223,Control
C08,0.7973,1.0589,1.0155,0.7114,0.2738,0.5349,0.2683,0.7614,1.5147,0.3559,0.0526,1.562,1.6232,Control
C09,1.0962,0.7813,0.9567,0.563,0.1461,0.5412,0.2313,0.6372,1.3615,0.4115,0.0982,2.3816,1.5206,Control
C10,0.8773,0.6542,1.0218,0.5243,0.143,0.5743,0.2039,0.563,1.4736,0.3461,0.0844,1.2761,1.5613,BRCACancer
C11,1.0199,1.0132,1.0379,0.813,0.2985,0.5788,0.2429,0.7375,1.3769,0.5588,0.1268,1.6417,1.6979,Control
C12,0.791,0.6454,0.6049,0.5599,0.1455,0.2998,0.1501,0.4961,0.8643,0.4729,0.0237,0.9171,1.4198,BRCACancer
D01,0.5089,1.1365,1.4617,1.7525,0.8266,0.6314,0.2545,0.401,1.4884,0.3945,-0.1351,0.7339,1.677,BRCACancer
D02,0.9631,0.7929,0.9554,0.7584,0.1983,0.3929,0.1863,0.6364,1.4977,0.5231,0.1109,1.2106,1.712,BRCACancer
D03,0.88,0.6973,0.9972,0.7527,0.1406,0.4611,0.1831,0.5659,1.2549,0.416,0.0306,1.0222,1.6481,BRCACancer
D04,0.7995,0.8644,1.1294,0.7928,0.2901,0.5979,0.2342,0.6219,1.3986,0.5355,0.0267,1.183,1.6749,BRCACancer
D05,0.754,0.7921,1.1513,0.6554,0.1172,0.593,0.1354,0.5679,1.4245,0.538,-0.0249,1.6839,1.6996,BRCACancer
D06,0.9539,1.1561,1.1899,0.7797,0.2738,0.65,0.2143,0.737,1.5403,0.5338,0.0153,1.5613,1.7145,BRCACancer
D07,0.885,1.0501,1.0984,0.6879,0.162,0.6349,0.1136,0.7715,1.4636,0.493,0.0331,1.7021,1.7148,Control
D08,0.6983,0.6594,0.8615,0.5777,0.1492,0.5559,0.1355,0.4901,1.1169,0.3997,-0.0266,1.1539,1.5336,Control
D09,0.8836,0.92,1.0529,0.6644,0.1937,0.5454,0.1402,0.626,1.4624,0.4207,-0.0981,1.1844,1.5693,Control
D10,0.8928,0.8182,0.9916,0.6788,0.2191,0.337,0.2321,0.6204,1.2564,0.3672,-0.0479,1.0737,1.6679,Control
D11,0.3777,0.3413,0.4135,0.513,0.2041,0.2431,0.2405,0.2084,0.6866,0.2145,-0.2727,0.613,0.9471,Control
D12,0.7047,0.65,0.6855,0.6065,0.2118,0.3549,0.1555,0.5051,0.976,0.3542,-0.0371,1.2406,1.4867,Control
E01,0.9607,0.6859,0.8725,0.5981,0.1402,0.3297,0.0427,0.5597,1.3108,0.2632,0.0195,2.3896,1.5713,BRCACancer
E02,1.3882,0.9235,1.269,0.7186,0.284,0.6003,0.1566,0.7096,1.7482,0.4192,-0.0406,1.1487,1.5948,Control
E03,1.0022,0.9809,1.0223,0.6768,0.2238,0.5112,0.1918,0.8194,1.4211,0.4819,0.0433,1.7356,1.8187,Control
E04,1.1535,1.1388,1.1893,0.6837,0.2593,0.6555,0.274,0.8277,1.4685,0.6002,0.0836,2.1277,1.7083,Control
E05,0.9051,0.9273,1.0443,0.6298,0.2565,0.5892,0.1406,0.5051,1.4543,0.3154,-0.1134,0.9176,1.4644,Control
E06,1.1387,0.6201,0.9765,0.7063,0.0651,0.4191,0.1248,0.3768,1.2151,0.1793,-0.2684,3.1321,1.4397,BRCACancer
E07,1.2291,0.7918,1.2145,0.7396,0.1998,0.6576,0.2439,0.6832,1.4453,0.6523,0.0103,2.5116,1.6894,BRCACancer
E08,1.0953,1.0338,1.1642,0.7273,0.2445,0.6713,0.1641,0.7838,1.5914,0.5279,0.0172,2.2463,1.6854,Control
E09,1.0887,0.9124,1.1813,0.696,0.243,0.5127,0.2212,0.7955,1.4828,0.5008,0.0566,1.3647,1.6831,BRCACancer
E10,1.1073,1.0637,1.4945,0.8765,0.2837,0.5075,0.131,0.7011,1.711,0.3867,-0.021,1.6804,1.7996,BRCACancer
E11,0.7592,0.7364,0.9164,0.6024,0.2042,0.4688,0.1495,0.5872,1.3203,0.3982,-0.0528,0.8826,1.577,Control
E12,0.5979,0.5699,0.9012,0.5941,0.1592,0.2497,0.1068,0.4275,1.0415,0.2179,-0.007,1.0163,1.5831,BRCACancer
F01,1.1425,1.264,1.1969,0.9272,0.448,0.6667,0.212,0.68,1.5535,0.4063,0.0462,2.8778,1.6926,Control
F02,1.1918,1.1094,1.2716,0.8097,0.2557,0.8004,0.153,0.8049,1.7392,0.559,0.0818,1.405,1.6993,Control
