@relation data

@attribute id string
@attribute 10564 numeric
@attribute 10574 numeric
@attribute 10575 numeric
@attribute 10576 numeric
@attribute 10694 numeric
@attribute 22803 numeric
@attribute 22948 numeric
@attribute 26190 numeric
@attribute 26224 numeric
@attribute 26234 numeric
@attribute 26270 numeric
@attribute 26272 numeric
@attribute 26985 numeric
@attribute 3801 numeric
@attribute 54461 numeric
@attribute 55294 numeric
@attribute 63971 numeric
@attribute 6468 numeric
@attribute 6499 numeric
@attribute 6950 numeric
@attribute 7203 numeric
@attribute 8237 numeric
@attribute 83752 numeric
@attribute 84261 numeric
@attribute 8877 numeric
@attribute 908 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6535419159,2.6580088537,2.6603314611,2.5838070884,0.4872065269,0.6055790951,0.4918542246,1.0012787146,1.2064111873,1.3151034526,0.3106741222,0.2132138758,0.9271070536,-0.0665080402,0.1873235352,1.1255320694,0.7499705442,0.1817579081,0.4975864192,2.1436080039,2.6642979913,0.6010280807,0.5890561185,0.3957467191,0.1923874770,2.6782797575,BRCA
GSM480985,0.8121524477,1.9895884859,2.2718008491,1.9563194886,0.3639569787,0.5386476734,0.2718038919,0.9080088485,1.1603772464,1.5350684151,0.6235125050,0.1187797230,0.9173976596,0.0332444093,0.2075467408,1.4904967296,0.8153854175,0.3288769008,0.4169872630,1.4627389088,2.1838507850,0.3929969958,0.6192082732,0.2877153022,0.2018806538,2.1088017660,BRCA
GSM480986,0.6142053236,2.6712694034,2.6568282179,2.6530500726,0.4490454628,0.4918375373,0.4985299988,0.9163393824,1.0787274071,1.4051649944,0.5852895197,0.1529998348,0.8856393038,0.0142784006,0.1904470516,1.0915616825,0.7482548399,0.1894094624,0.4729037483,2.1651232838,2.7095728319,0.6517754064,0.7894589168,0.3719647100,0.4544829792,2.7288201940,BRCA
GSM480987,0.6103825328,2.8316171433,2.9624913532,2.6423269957,0.4611703164,0.5070043894,0.5761655180,0.7276710421,0.8803901993,1.1647489220,-0.0177196988,0.1890176744,0.7483898131,-0.0337661849,0.1400083692,0.7221834188,0.6891045312,0.0981620271,0.3608881859,1.6815684809,2.8278811376,0.7670195634,0.4507385541,0.2000288199,0.8300333254,2.8125810732,BRCA
GSM480988,0.6106718762,2.5011027918,2.9459836483,2.5337183402,0.4455512343,0.3053061184,0.3117193112,0.8609561286,0.6728775623,1.1436537438,0.1535778391,0.1087666049,0.7144507785,-0.1292031516,0.0135742109,1.1836227179,0.4954376310,0.1386308328,0.5275690738,1.7937614918,2.5627346966,0.5730182768,0.8167855467,0.2301136035,-0.0245303878,2.3609140246,BRCA
GSM480989,0.4476534380,2.7565639019,2.5250218312,2.2221131472,0.3325684312,0.2844718945,0.3287613283,0.6734783344,0.6397003948,1.0531972423,0.5646382836,0.0658522229,0.6932529128,-0.1085336785,0.1818240567,0.9700498814,0.4359964878,0.2196206955,0.5638482483,1.8700601310,2.6046124166,0.8545775057,0.4816516231,0.5522988178,0.1997893642,1.5972343305,BRCA
GSM480990,0.5506067222,2.9454659223,2.4811725749,2.1097996159,0.3747368813,0.2523291198,0.2837363223,0.6463741940,0.7082741223,0.8228029990,0.2303378776,0.0419780558,0.6295977114,-0.0077084012,0.2245034129,0.8690203978,0.6993347749,0.2273795504,0.5544722974,1.3860762492,2.5031897756,0.8472501788,0.4202470712,0.4141176585,1.0677356288,2.1890353722,Control
GSM480991,0.5536966739,2.6568232908,2.5148058997,2.3242794648,0.3653197718,0.3342229961,0.3936919184,0.7496425369,0.8929101824,1.1744918768,0.8590044777,0.0660217044,0.7479636288,-0.0437244688,0.2756673359,1.0063011895,0.7657001222,0.2224881849,0.6498713074,1.6830431224,2.7239067157,0.8308263683,0.7102857079,0.4786771594,0.4585580809,2.1645452325,Control
GSM480992,0.5531547017,2.8119862344,2.2908655008,1.6896429210,0.4246115982,0.1601882902,0.3002964343,0.8437434059,0.4785982686,0.6376025644,0.9364025229,0.0157131262,0.4727569353,-0.0283215858,0.3974401341,0.8730214984,0.6640316559,0.2340899700,0.7671440572,1.5368579663,2.3147701951,1.0140986947,0.5577163641,0.6082667169,0.5315144361,1.8392010601,Control
GSM480993,0.5915622367,2.6344343689,2.6525235971,2.4393939748,0.4150051938,0.3033026726,0.3500611366,0.8578930538,0.9346098985,1.1445470899,0.7855327581,0.1433166478,0.6526784421,-0.0060356543,0.2770342757,0.9499011565,0.6412013701,0.2097031751,0.6233196789,2.2124638782,2.6432088216,0.8629843210,0.7557282384,0.5887347814,0.3548128514,2.4115493731,Control
GSM480994,0.5357120000,2.6521222857,2.6350327333,2.3153847903,0.4092414065,0.2062312843,0.1627344654,0.6204724852,0.7139951501,1.0055870804,0.6839146250,0.0843738646,0.6161529544,0.0043748845,0.2524106738,0.9550474152,0.5865289260,0.1790763694,0.6486454340,2.1017882414,2.7035285367,0.8159086621,0.5622215917,0.4491914035,0.1885106552,1.8283846541,Control
GSM480995,0.5726162633,2.6364403700,2.4961152738,2.2974337638,0.3524614069,0.4890558607,0.4694464310,0.8969519334,1.1053616042,1.3556030579,0.5292397158,0.0715819711,0.8261412619,-0.0008341568,0.2455569572,0.7479164071,0.9865362832,0.2449339605,0.2795790151,1.6118837745,2.4777616262,0.8178924472,0.5573103939,0.3104158454,0.8316105936,2.2172696698,Control
