@relation data

@attribute 1445 numeric
@attribute 6714 numeric
@attribute 5906 numeric
@attribute 5747 numeric
@attribute 10411 numeric
@attribute 5908 numeric
@attribute 54518 numeric
@attribute 10235 numeric
@attribute 7450 numeric
@attribute 9564 numeric
@attribute 2266 numeric
@attribute 2335 numeric
@attribute 3690 numeric
@attribute 2243 numeric
@attribute 1398 numeric
@attribute 3674 numeric
@attribute 2885 numeric
@attribute 25780 numeric
@attribute 2244 numeric
@attribute 7094 numeric
@attribute 11069 numeric
@attribute 5770 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCA}

@data
10.35004996,6.75911734333,7.005431822,9.55016911,9.235386689,6.582741757,10.69644187,6.829700439,14.70026172,8.887952536,5.61663289,5.784851809,6.147515948,6.212296819,10.9291550067,5.361953639,9.4954151895,9.620316579,5.66197871,10.9484368,7.241175503,11.09785784,8.001564595,Control
10.84346202,6.586005659,6.434568757,9.45642471,8.739072693,6.355006684,9.15231091,7.132440219,14.48484431,8.931846371,5.08042485533,5.68055279233,5.52873637,5.7937330178,10.8430461553,5.442455259,9.5539178325,9.802112873,5.223664671,10.35004996,6.635395722,10.92233559,7.481398095,BRCA
11.26946293,7.22912163867,6.699751273,8.9981409465,8.061480724,6.466000385,9.031467655,6.44233236167,13.62992806,9.151968584,5.12813079533,5.278519036,5.194176951,5.862260741,10.353336411,5.488973851,9.480270588,9.140447083,5.7185873855,10.20981921,6.918270314,10.94914844,7.228580927,BRCA
11.31701417,6.91032494133,5.6556447465,9.0133211855,9.674898929,6.3700012095,9.212168732,6.82223412667,13.98232431,8.943878208,5.394216664,5.20244744133,5.254944744,6.142895466,9.24789131367,5.402254249,9.432546201,9.707333731,6.1111201375,10.43742988,5.903768142,10.74552751,6.648325671,Control
11.32409911,6.72839437467,6.4308542,9.0250253645,7.997322226,6.499527711,9.432772131,5.95115512367,13.44200721,8.86238252,5.16471474267,5.25964903267,5.476714818,6.0545063174,11.076519951,5.256266489,9.66718229,9.642061229,5.524787686,9.987545106,6.64810992,11.08348284,7.634958261,BRCA
11.07168041,6.38912935567,7.3002942325,9.420287121,8.241317194,6.8410633585,9.365546625,6.38529059,14.1393823,9.615648544,4.86237598533,5.707811796,6.672712173,6.1325254104,11.51028325,5.950883181,9.9164802245,9.990685863,5.8811445325,10.55627639,6.912892703,11.71457622,8.19601328,BRCA
11.3382407,7.54701473933,7.2132301705,8.8796586,9.018235741,7.062352436,9.0923747,6.670813718,13.74350963,9.176011741,5.183358411,6.4670477,5.418536788,5.8629718688,9.54237477033,5.323740468,9.167523377,9.908633222,5.5239862235,10.32302692,5.946152572,10.92879244,7.292025067,BRCA
10.5789154,7.00963552967,6.7375606535,9.585335464,7.568927286,6.2456860685,9.679942359,6.53086701167,13.93643461,8.83089633,5.73127573267,6.11171869767,5.838328613,6.2905934128,10.4230262683,5.388371455,9.1611827995,9.333972157,6.0018505655,10.49035982,7.211745052,10.68230579,7.787382059,Control
11.11718547,6.85674479767,6.6237057305,9.2675642675,8.057817296,6.516538676,8.805777017,6.17138796367,13.56248158,8.641980482,4.90385191767,5.79816158467,5.40668228,5.777716958,10.3226626667,5.151586144,9.3657406255,9.259696855,5.5854962715,9.984080577,7.451110377,10.78374334,6.878728789,BRCA
11.00749006,6.973025285,6.458550254,8.984597332,8.457730865,6.496219087,9.878281298,6.79995732567,13.90066922,8.799282532,5.373245961,5.37743589167,5.411944154,5.834084272,10.545324375,5.384059522,9.70078824,8.958930467,5.882017596,10.50808719,6.356941039,11.13901746,7.4960371,BRCA
