@relation data

@attribute 5106 numeric
@attribute 5230 numeric
@attribute 5105 numeric
@attribute 8789 numeric
@attribute 5210 numeric
@attribute 7167 numeric
@attribute 5209 numeric
@attribute 5208 numeric
@attribute 2597 numeric
@attribute 5207 numeric
@attribute 2027 numeric
@attribute 2026 numeric
@attribute 2203 numeric
@attribute 8402 numeric
@attribute 1468 numeric
@attribute 5224 numeric
@attribute 5223 numeric
@attribute 226 numeric
@attribute 230 numeric
@attribute 2806 numeric
@attribute 4191 numeric
@attribute 229 numeric
@attribute 4190 numeric
@attribute 8604 numeric
@attribute 5091 numeric
@attribute 2805 numeric
@attribute 2023 numeric
@attribute 10165 numeric
@attribute 26330 numeric
@attribute 2821 numeric
@attribute 6576 numeric
@attribute Class {Control,BRCA}

@data
8.17760709933,10.338390488,6.6011960975,4.721115721,8.144302782,12.28113954,12.860869275,5.89793947733,12.6844159467,8.302274634,7.0297312535,8.622089465,9.817791564,8.086681778,8.430934545,6.953093871,10.2392001365,9.302910139,11.16600002,10.97008092,13.40233131,6.633943811,13.20549015,8.807557082,8.02890448425,9.713172168,13.80581744,7.703023027,4.973491563,11.56304622,10.83866841,Control
7.58182517267,10.27250685,6.243050775,5.007208117,8.962058135,12.207276755,11.395106815,6.00853079767,12.91939868,7.339674386,6.95254361,9.599439206,9.705218147,7.94301456,7.77350375,6.58267313,9.246767501,9.05009466275,11.56061002,11.37383049,13.61228456,6.015254046,12.88068749,9.181134316,7.08243355375,9.446732392,13.91614961,7.55779131,4.9607302205,10.75019637,10.98307218,BRCA
7.737379153,10.0744231775,4.9437518165,5.641120592,9.069866689,12.76766683,10.58756278,6.62894661367,13.45214513,6.172033026,7.4917674455,8.809576125,11.01447057,8.269805924,8.570103432,5.976026323,9.457144404,9.2216218775,11.30927755,11.74755745,13.82374193,6.347404892,12.78039731,8.752306314,6.84818504575,9.940893908,14.36769016,8.078352484,5.371577087,10.62223972,10.51786893,BRCA
7.29196366133,9.908934117,5.411271404,5.322298864,9.566083123,11.959395845,11.0525900495,6.33544587,13.3430374267,8.010459746,7.5775286035,9.001310457,10.55781096,9.008163257,8.806639133,6.480229268,7.5216111065,8.72951368675,11.64123906,11.92672973,14.19932039,5.633294061,12.45547628,9.252807995,7.30033758125,10.41429442,14.42653276,8.914176655,5.041684185,11.00318779,10.81058993,Control
8.07156570167,10.232792699,6.487691694,5.084076226,8.311874446,12.58298471,12.04429709,6.36337141333,13.5577100067,6.829662885,7.17264948,8.518260836,9.992853784,7.558059277,8.424944257,5.513025813,9.8878031485,9.2267888725,11.09066178,11.56729791,13.73376056,5.673988298,13.11936595,8.749786587,6.95938043775,9.570406539,14.29545473,7.829026784,4.7650865215,10.69578097,11.18554156,BRCA
7.67560415833,10.836185255,6.3510124755,4.715910134,8.879339047,12.57389598,11.983715765,6.54453151733,13.38763503,6.745207494,7.0959895645,8.960350342,10.73619497,7.401308606,7.395150919,5.81083589,10.675590878,9.674859359,11.05254447,11.58210918,13.43914135,6.300403471,13.34505663,9.23553628,7.2790413045,10.20351353,14.66897057,8.516705752,5.314477714,10.84878354,10.86302493,BRCA
7.10096244633,9.5119033295,5.0486747065,4.713162871,9.981439248,11.58436785,9.850373524,5.731491637,12.7194158033,5.155031965,7.369407483,8.386661295,10.35594598,8.62066991,8.362383449,5.832707292,8.181704127,8.4091391935,10.75224706,11.50616141,14.24008548,6.009555025,11.94573106,9.034882252,7.44534149475,10.3362558,13.98232431,9.253115391,4.9229992715,10.50240945,10.14918223,BRCA
7.17891887367,10.4821506555,6.034652891,5.447753778,8.078592657,12.56799589,11.298284455,6.087816793,12.9823389233,6.732001603,6.629421509,8.567633975,10.49325532,8.035611711,8.058155641,6.206043042,10.413939738,9.4386490915,11.4091179,11.31514972,13.43392773,6.789080796,13.15952927,8.457135749,7.0305105925,9.869532589,13.83906107,7.808322499,4.475268063,10.36033166,10.20782,Control
7.64453556567,10.4653746555,5.1194799475,5.218598349,8.302091812,12.990043025,11.507428945,6.26309315467,13.7230500567,5.977400858,7.624277507,8.524131399,10.59030193,8.01888328,8.826040853,5.947555852,9.9792781645,9.2676526785,11.08348284,11.70655442,13.85125179,5.976026323,13.02515173,8.715139304,6.7835047855,10.29228169,14.46406102,8.539760899,5.40757463,10.91468805,10.72053523,BRCA
7.79989988667,10.1579811735,6.044721811,4.748476814,9.062910366,12.555839805,11.232332545,6.37934042267,13.0016920567,8.431122648,7.5993496495,8.940578709,11.95147243,8.512524314,8.623754517,6.65292069,9.242925143,9.06991468275,11.9729763,12.01315176,13.57316849,6.773670433,13.02515173,8.441949357,7.624444863,9.589230319,13.91975024,8.318408504,5.348476342,11.07513166,11.32848436,BRCA
