@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10725 numeric
@attribute 1445 numeric
@attribute 1605 numeric
@attribute 2048 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23368 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 4067 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 5266 numeric
@attribute 5267 numeric
@attribute 5290 numeric
@attribute 5293 numeric
@attribute 5295 numeric
@attribute 5336 numeric
@attribute 5594 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6850 numeric
@attribute 695 numeric
@attribute 7409 numeric
@attribute 930 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,0.7903230373,2.3609020933,2.1143498631,0.1082484082,1.9397812022,0.1866127024,0.9530668362,1.3452941188,0.0960513854,-0.0670061112,0.1322087557,0.5398415216,0.4754300158,0.0179940055,0.8049394469,0.6222571999,0.3252477609,0.1872152034,0.1316801912,2.2220174370,-0.0359800111,0.6502234032,0.1255568270,0.7694715564,0.5526649599,0.5276523813,0.0778244350,0.2177100353,0.6409841057,1.9096234484,0.1797246685,0.5492388602,0.4766545553,-0.1016100206,0.1073409411,-0.0663593947,BRCA
GSM480985,0.6712534413,1.0138720672,2.1606899301,1.7600219601,0.0415078793,1.4054429928,0.2867683454,1.1936810870,1.1583383579,0.1697665591,-0.0230735734,0.1966778544,0.8633735524,0.4509238059,0.0645904077,0.9412159958,0.5609422953,0.5135553388,0.1450815188,0.0109823528,2.4462108544,-0.0687625508,0.8534231111,0.3438852307,1.5476133191,1.2582838460,0.4521202200,0.0538346215,0.2315313540,0.6127393824,1.9413004944,0.2011654340,0.6409502427,0.0235731251,-0.1003832841,0.1538996255,-0.0869951070,BRCA
GSM480986,0.3637514705,0.6898942973,2.4777050218,2.1784036439,0.1342974153,1.7577156492,0.2145363198,1.0440999767,1.5127595663,0.1979327176,-0.0389096712,0.1661377090,0.6575351594,0.3572855135,-0.0042790188,0.9283377825,0.7128700620,0.3070080325,0.0804402734,0.1051305198,2.9664281960,-0.0357712944,0.3758222094,0.3109857890,0.9370587028,0.5517398660,0.5276161861,0.0844743560,0.3771760837,0.4839221177,2.0243224118,0.0952468054,0.4793911673,0.3622629331,-0.0526870978,0.0129711927,-0.1053522054,BRCA
GSM480987,0.4741756265,0.6330583289,2.5194125474,1.3052779489,0.2082131890,1.6769249506,0.2593453904,0.5547736657,1.4599798470,-0.0995336424,0.2089352406,0.1685485557,0.2205355243,0.2389650019,-0.0041532980,1.1037804131,0.7524098709,0.1756962026,0.1045573228,-0.0373976370,1.0151106578,-0.0636228614,0.4246866423,0.3279566426,0.9460729968,-0.0047308279,0.4570317386,0.0511663564,0.1247138026,0.3882937707,1.9975022057,0.0700896732,0.1445394283,-0.1189019291,-0.0333157243,-0.1229293533,-0.1145178413,BRCA
GSM480988,0.3666419161,0.7414473377,2.2995154489,1.9334251161,0.0355859437,1.1675294143,0.1712146028,1.4051394819,1.6300611323,0.1944332570,-0.0851195735,0.1168976396,0.4268805936,0.2502003758,-0.0381616795,0.7093335530,0.5546799707,0.3219356285,0.0269270807,0.0851208736,2.0492829626,-0.0206483678,0.5025178531,0.3674768847,0.6583551200,0.5682803235,0.4923907940,-0.0383270433,0.0354253387,0.4704262694,1.9610705971,0.0896705153,0.3725107078,0.1783020112,0.0189469970,-0.0868716438,0.0090365910,BRCA
GSM480989,0.2517094096,0.5739627690,2.5530525644,2.9312561751,0.1427290906,2.3074461223,0.2270790681,1.2704041178,1.6843677122,0.1875952569,-0.0714727500,0.2858949723,0.4953212294,0.1723780840,-0.0009295910,1.0994870811,0.6648718736,0.5292995301,0.1555565664,0.0882319674,2.9592114276,-0.0541823168,0.3040667095,0.2117079990,0.5104212239,0.7895882334,0.4168803811,0.0375365682,0.5766588003,0.4437155496,1.9755967301,-0.0037837656,0.2630944657,0.3515520029,0.0206640526,0.0192166491,-0.0339797231,BRCA
GSM480990,0.3166647480,0.5295604209,2.9678596127,2.5415902278,0.5721666229,2.3939645291,0.2749733657,1.1200390657,1.6475978081,0.0294958527,0.0643069084,0.3496424193,0.3857769494,0.3219937040,0.0472149767,1.2569765001,0.7222510494,0.3757311289,0.0951571770,0.0059864997,3.2175734220,-0.0551456771,0.4307222246,0.8327552467,0.5701667320,0.2493265960,0.4040678319,0.1245269666,0.4847173588,0.3387474729,2.5765053460,0.0120991491,0.3107558547,0.0213613135,-0.0075551886,-0.0486021041,-0.0823874113,Control
GSM480991,0.2500861962,0.5714558330,2.6857965554,2.5050056121,0.2523064120,1.8290236989,0.2449685031,1.1631401910,1.5652074934,0.2496449626,-0.0954564459,0.2424068378,0.6900864716,0.3367405246,0.0648689188,1.2472408378,0.8390529259,0.5165406483,0.1116894392,0.0044421042,3.1593996651,0.0031712950,0.3718392522,0.4582523614,0.6246844594,1.0544374994,0.5071865046,0.0588836264,0.4295866277,0.3654298311,2.1101571236,0.0441448208,0.3851343730,0.2107880569,-0.0544032358,0.1669772696,-0.1017688297,Control
GSM480992,0.2476967987,0.5169215143,3.0799378289,2.7262230341,0.3309170226,2.3328941266,0.3295684198,1.3635008657,1.5792976092,0.3783890149,0.0143967219,0.2748354820,0.5914832216,0.1333302662,0.0450259004,0.8925691490,0.7926203149,0.3600742080,0.2369409949,0.1249185544,3.5150150491,-0.0180827361,0.3555988693,0.7112178834,0.5310987036,0.9864738678,0.4130200728,0.1346057261,0.4719536303,0.3105769333,2.4270785623,0.0183351703,0.4019502806,0.2635266241,-0.0302590407,-0.0769597430,-0.0275508091,Control
GSM480993,0.3786722400,0.5665345361,2.7421589758,2.3176537262,0.1172152260,1.9907199673,0.3003267815,1.2682003710,1.5582134934,0.1976193741,-0.0401737979,0.2564080019,0.6061963768,0.2735164897,0.0865606131,0.9085881339,0.8274797584,0.3331510317,0.2005417107,0.2439132695,2.8665367503,-0.0306857341,0.3556248992,0.3843497409,0.7338769277,1.1561504492,0.4741801064,0.0415849929,0.4597184245,0.3602931440,2.0765592329,0.0562111053,0.4506590302,0.3405437194,-0.0557189019,0.0286861091,-0.1360782200,Control
GSM480994,0.2401695627,0.5428489062,2.9720106324,2.8173393362,0.0958843308,2.2647942436,0.1553611641,1.1190807938,1.5295505913,0.1725583868,-0.0411929514,0.2256572022,0.4738223031,0.1787086215,0.0241691775,0.7630755900,0.6812152300,0.3560556479,0.2168381918,0.0751697779,3.6058579365,-0.0791067814,0.3275596730,0.3278020946,0.5206810317,0.4118923600,0.4017414163,0.0713199491,0.4635025530,0.2916244940,2.2287481896,0.0193436113,0.3033324619,0.0950001186,-0.0638019147,-0.0209212010,0.0218152819,Control
GSM480995,0.4409180506,0.8624395182,2.4740091643,2.3782729402,0.7049103001,2.2447793616,0.2290969502,1.0614346888,1.6341215260,0.0474234859,-0.0282662301,0.2674333772,0.7294084583,0.3540730737,0.1996929896,1.5879044235,0.5905611118,0.6144397921,0.1812322362,-0.0616130906,2.6258472886,-0.1966257030,0.4566130469,0.9383239836,0.5458690926,0.3658279420,0.5249027839,0.0880067439,0.2460421790,0.4126590016,1.9173598417,0.1126998567,0.4493591258,0.0786159960,0.0110848960,0.0344357649,-0.0936220272,Control
GSM480996,0.3018407680,0.4595280888,2.3603707120,2.1475778748,0.0485569174,2.1184759934,0.2087806824,0.8767889556,1.6202940312,0.2270670509,0.0933670514,0.2382927253,0.4922937309,0.1904408052,0.1311434403,1.0681144075,0.7899594791,0.4613711387,0.1741588186,0.0307075427,3.3532660390,-0.0201282316,0.3066054066,0.9010379380,0.4963641018,0.3911682918,0.5563891964,0.1171138221,0.3102930195,0.4680346772,2.5355423434,0.0632607096,0.3174927423,0.4440810233,-0.1296755789,-0.0175534417,-0.1024740934,BRCA
GSM480997,0.5942143687,0.4582588177,2.6245184020,2.0196074212,0.5617946898,2.3593104947,0.3575331336,0.9237703748,1.6077907556,-0.0493766022,0.0136374157,0.2697126481,0.2011955832,0.1267871698,0.1079068591,1.5878493340,0.5418173529,0.5562560316,0.2995042264,-0.0125600165,0.8693434472,-0.0860277040,0.2881597711,1.3264929888,0.1188000013,0.0546902283,0.4731658620,0.1700248201,0.6042272312,0.3204180677,2.4039788969,0.0117709752,0.2430323267,-0.1232341624,-0.0366121191,-0.0683689425,-0.0859644191,BRCA
GSM480998,0.3346834291,0.6311659707,2.7613053454,1.8670196113,0.0784176241,2.0572760636,0.4557905310,1.0355740041,1.8111653313,0.1086497107,-0.1457155575,0.1275421348,0.5139604022,0.1354134279,0.0889261751,0.8054925223,0.8579030307,0.5070878732,0.2649870152,0.0507466484,2.5349773449,-0.0431244618,0.2050712937,0.0093151861,0.6106414951,1.3750784993,0.5020119320,0.0915210075,0.3052498243,0.4395502677,1.8797799985,0.1207393635,0.3985268459,0.3535221135,0.0196334124,-0.0009604989,-0.0742651998,BRCA
GSM480999,0.5223618987,1.0138451558,2.3835944532,2.1675638311,-0.0078626573,1.6031868988,0.2200205550,1.2127196792,1.3847289206,0.2010472543,-0.0454558816,0.1828318072,0.8547329544,0.7189646635,0.0043318147,0.8425852770,0.6585155572,0.5462035955,0.0962439899,-0.0700832045,2.6180583740,-0.0880482769,0.7125618634,0.2887320172,1.3181974521,1.1683755072,0.5291442982,0.0392929259,0.2949257643,0.5582407979,1.7322489747,0.2268848883,0.7502182755,0.2892698659,-0.0937379736,0.1293480420,-0.0660786181,BRCA
