@relation data

@attribute id string
@attribute 1215 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1636 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 186 numeric
@attribute 59272 numeric
@attribute 5972 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.459272278,13.17957018,10.06394142,5.5662848295,5.323380202,8.7528568605,6.22269146867,6.02975163867,6.811827823,9.5608717535,6.201247285,6.004788582,5.890331925,Control
GSM427159,5.748737112,12.03104303,9.662846866,5.521636581,4.783471516,8.456458626,5.50909937167,5.29478875067,5.751685476,7.7910460485,5.994699217,6.22043214,5.817246707,BRCA
GSM427160,5.668325698,10.65812692,8.511012465,5.6717042015,5.395243853,9.016602648,6.32727236533,5.54229821033,5.019269629,7.459546681,6.433214548,6.009611007,5.905393774,BRCA
GSM427162,6.097511381,12.43530962,9.841761329,5.6567520235,5.754627826,8.5825771995,6.12400306867,5.305937761,6.201639374,6.598545502,7.033260895,6.29655434,5.682019293,Control
GSM427163,5.806975681,11.48468963,9.517187651,5.406455813,5.806975681,8.0194344075,5.820521944,5.52334638333,6.17712611,8.3965491395,6.15977612,6.773076963,6.285129953,BRCA
GSM427164,5.688048317,12.15911615,9.981902989,5.372043052,5.80774855,9.089106031,5.81522003967,5.768262383,6.18041208,7.6616966005,6.188742749,6.448203566,5.545359333,BRCA
GSM427165,5.48205062,12.70613234,10.24008207,5.293021282,5.779661087,8.784683382,5.76016431267,5.38111384567,4.987447357,6.130768332,7.001326908,6.101508918,6.249071368,BRCA
GSM427166,5.940995503,12.13864308,9.484486155,5.8644482025,4.923875634,9.583290087,6.17054467033,5.523096805,6.154317508,9.289329186,6.396952035,6.206043042,5.841099622,Control
GSM427167,5.589022814,11.59733576,9.528835552,5.8691149425,5.641409649,8.916717513,5.627103762,5.734063004,5.844493149,7.2542447435,6.682085592,7.012990752,5.661287319,BRCA
GSM427169,5.578947201,12.32198735,9.798480357,5.873255617,5.853503721,8.383828745,5.95411342967,5.530378966,6.779329085,7.444947249,6.438214347,6.147312423,5.932398584,BRCA
GSM427170,7.701966788,12.04226139,9.95258151,5.790232062,6.1022441,7.5747111425,5.596975461,5.43888414867,6.336020558,8.037104493,6.244036128,6.169930636,5.876646629,BRCA
GSM427171,6.09265739,12.57561022,9.847234001,5.573893621,5.137105138,8.892008195,5.920923915,5.63719427533,6.067171478,9.144707758,6.546204289,6.15735262,5.504788206,Control
GSM427172,5.982714845,13.18229429,10.72100969,5.8254393855,5.397898131,8.6811245715,5.92918940233,5.639720119,7.801516189,9.337113062,6.469890553,5.622938584,5.540950401,Control
GSM427178,5.586322838,11.83486615,9.637567286,6.076605462,5.057462456,10.4345005835,6.265588094,5.23072773433,5.709849771,7.6451809965,6.301867109,6.616038296,6.146294365,BRCA
GSM427181,5.718232318,13.95070399,11.14837189,6.0934717055,5.461570507,10.439916445,5.798142002,5.413744616,7.119877807,8.1643346865,6.670978828,6.565944119,5.982201443,BRCA
GSM427182,5.967520965,11.78375755,10.08948727,6.4729748835,5.088535181,10.1133745185,6.33121760033,5.00878855533,5.658862155,6.9745006025,5.529673585,6.499212576,5.682019293,BRCA
GSM427183,5.57547212,11.31092814,9.368283342,6.376176938,5.08439518,10.793897542,6.330944259,5.609701396,6.121435737,6.7422321415,5.961514085,6.413294187,6.159977895,BRCA
GSM427187,6.456564386,12.72627038,10.35265071,5.904154572,5.358089615,9.6697834825,6.250331092,4.830724878,6.836117042,7.4241269665,6.204870044,6.395838815,5.87031,BRCA
GSM427189,6.006192112,11.83178435,9.985152126,5.7549697005,5.196441066,10.2984544975,6.126459088,5.67628306933,8.288302177,7.142113704,6.256638601,5.761292753,6.155987609,BRCA
GSM427193,6.638874358,12.59652762,10.20419243,5.8582799855,4.686239521,9.48299832,5.79939505,5.12472418633,5.962960332,5.8564691355,6.528966337,7.223135616,6.104971499,BRCA
