@relation data

@attribute id string
@attribute 10 numeric
@attribute 10249 numeric
@attribute 10858 numeric
@attribute 11283 numeric
@attribute 113612 numeric
@attribute 116285 numeric
@attribute 119391 numeric
@attribute 120227 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1312 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1545 numeric
@attribute 1548 numeric
@attribute 1553 numeric
@attribute 1555 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1559 numeric
@attribute 1562 numeric
@attribute 1571 numeric
@attribute 1573 numeric
@attribute 1579 numeric
@attribute 1580 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1591 numeric
@attribute 1592 numeric
@attribute 1593 numeric
@attribute 1594 numeric
@attribute 216 numeric
@attribute 217 numeric
@attribute 23169 numeric
@attribute 2326 numeric
@attribute 2327 numeric
@attribute 2328 numeric
@attribute 25830 numeric
@attribute 27233 numeric
@attribute 27284 numeric
@attribute 2729 numeric
@attribute 2730 numeric
@attribute 27430 numeric
@attribute 2937 numeric
@attribute 2938 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 29785 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 4548 numeric
@attribute 4837 numeric
@attribute 51302 numeric
@attribute 54498 numeric
@attribute 54905 numeric
@attribute 55902 numeric
@attribute 56603 numeric
@attribute 5740 numeric
@attribute 5742 numeric
@attribute 5743 numeric
@attribute 57834 numeric
@attribute 64816 numeric
@attribute 66002 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6819 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute 6916 numeric
@attribute 7172 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 84532 numeric
@attribute 8529 numeric
@attribute 9 numeric
@attribute 9420 numeric
@attribute 9446 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0405075484,-0.0164423921,0.0625774410,0.0051898369,0.2927277170,-0.0685543323,0.2871968024,0.0868344907,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,-0.0707705465,-0.0907943317,0.6958642481,-0.0348658793,-0.0460826877,1.5490698931,0.1042841264,-0.1550936084,0.1585659757,0.0271161102,-0.0862011614,-0.0757955666,-0.1442158234,0.3184088073,-0.0175617336,0.0063906746,-0.1956875658,-0.1030535959,-0.1336217061,0.2353533340,-0.0011465516,-0.2058887339,-0.0406988340,-0.0615510701,-0.0739673766,-0.1117331381,0.0715319318,-0.1429896526,-0.2125117069,1.3596210412,0.2785046258,-0.0711916270,-0.0299536475,-0.2680223870,-0.0092272827,-0.1193051515,-0.0703755297,0.4079444837,0.4962523743,2.6564624704,1.7168086048,-0.0645749750,-0.1674627581,0.7235316092,0.0754495595,0.5898664068,3.0324918032,-0.0399019847,0.1451245776,-0.0869280419,0.0078831380,0.3675383366,0.6833649149,1.4313971996,0.8491748477,0.2477578936,4.1426907629,-0.0882133599,0.1204861085,0.1660522622,0.5699832618,-0.1057018933,1.1765972163,0.7079251005,0.4811786679,-0.1692575254,-0.0790467571,0.0747869628,-0.0950738949,-0.1105912960,1.3264736681,-0.0947122244,-0.0202075392,-0.1615976435,-0.0439210698,0.3332336988,2.2365244479,0.6616171403,-0.2121124591,-0.0962539443,-0.1174650339,-0.1684062640,0.3211651090,-0.0474441595,3.0878336827,BRCA
GSM481003,-0.0315615821,-0.0662652534,0.0573642531,-0.0744476387,0.2306603056,-0.0062619838,0.6053804811,0.0449426010,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,-0.1061360456,-0.1076664133,0.7476968945,-0.0768039503,-0.0091044840,1.3042658552,0.0950752525,-0.1756853540,0.1722779573,-0.0056316560,-0.0496677926,-0.0982124244,-0.1283854654,0.0888888314,-0.0297039256,-0.0347747363,-0.1471713145,-0.1392633299,-0.0756656810,0.7111172624,-0.0518124921,-0.0954000986,0.1459725039,-0.0745473365,0.1272453122,-0.1075280688,0.2198433252,-0.0520076970,0.1495586211,1.3603782851,0.0665125143,-0.0206402863,-0.0951176276,-0.2074023187,-0.0251946044,-0.0322515806,-0.0652688542,0.3460799571,0.5119265533,2.4756328398,1.8448677460,1.5765786022,-0.1301341234,0.5812151789,0.0777414320,-0.1665700966,3.2733086745,0.1368045252,0.0484505714,0.0015658356,-0.0508816874,0.4160629161,0.7216033130,2.1507091524,0.9791663661,0.2789400944,3.5682757945,-0.0331106990,0.1832344634,0.2066311463,0.6651572770,0.1944615314,1.4035428422,0.7174149484,0.2336032408,-0.1246671731,-0.0795240324,0.0704546762,0.0872669505,-0.1841858980,1.0285028852,-0.0573365810,-0.0016799997,-0.1146992834,-0.0787621621,0.2522695444,1.9874361891,0.3880148977,-0.1256563828,-0.0842307139,0.0582027013,-0.1490421393,0.1935277733,-0.1016163770,3.3585660988,BRCA
GSM481004,0.0129256971,-0.0403247048,0.1029821911,0.0149010680,0.4006061867,-0.0336670091,0.5861253571,0.0688788848,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,-0.0472293821,-0.0060980176,0.6642833777,-0.0553187507,-0.0421962722,1.3608925111,0.1243703576,-0.1119275551,0.2313475910,-0.0731946221,-0.0818093957,-0.0435855907,-0.0464546807,0.1783724768,-0.0684813714,-0.0089214040,-0.0785833112,-0.1183594408,-0.1941626136,0.2291380776,-0.0486124425,-0.1469067232,-0.0908768072,-0.0855385190,-0.0155101796,-0.0253271895,0.1251096083,-0.1267450474,-0.0352377553,1.5765960482,0.0833760723,-0.1416384950,-0.0944355575,-0.1910008907,0.0277985121,-0.1180180419,-0.0328783612,0.4978389056,0.6400916121,2.2823961841,1.8700126792,-0.1565946837,-0.1730953976,0.3957744540,0.1614834163,0.0373933017,2.5708290735,0.0187203556,0.2435479094,-0.0635522279,-0.0152787971,0.3229572306,0.6514737495,1.5372133926,0.9231776259,0.3552575951,3.4716780036,-0.0645548141,0.4084611599,0.2179461549,0.9021718948,0.0100675735,1.2576344863,0.6887745815,0.8012255923,-0.1392575748,-0.0542486840,0.0494870733,-0.0003481121,-0.1430300943,1.1865574052,-0.0838428143,-0.0889974860,-0.1352525596,-0.0892489246,0.4982979496,1.8657788941,0.4700412273,-0.1349669725,-0.0850919253,-0.0227673604,-0.2048973007,0.1628478560,0.0299320005,3.2913744979,BRCA
GSM481005,-0.0647871130,-0.0681508346,0.0945033259,-0.0629233202,0.5892580389,-0.0532238873,0.2515850984,0.0690960492,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,-0.0822802793,0.0134372121,0.6180538165,-0.0380769480,-0.0620816253,2.2189430910,0.0402766842,-0.1469593113,0.1046610113,-0.0065029429,-0.0992456471,-0.0325022561,-0.1331450652,0.0761728937,-0.0805736145,-0.0909896149,-0.1101392476,-0.1279284892,-0.1468417553,0.3747484484,-0.0230421538,-0.1113116707,-0.0806143372,-0.0873725256,-0.0033135027,-0.0318755300,0.1895176297,-0.0943443225,-0.0385149289,1.1894485554,0.2465488742,-0.1128485670,-0.0737757406,-0.2086457370,0.0061158921,-0.1464409629,-0.0034732077,0.9261486027,0.7218517606,2.5994027191,1.6340367164,-0.0337624953,-0.0900181431,0.6689937415,0.0141258122,0.7389497161,2.9548474550,-0.0212265808,0.1857583780,-0.1267775762,0.0119367627,0.3231632303,1.1099973139,1.5855797456,0.8683534997,0.4846163356,3.7204619347,-0.0564553521,0.1390827418,0.2784470646,0.5480093612,-0.0584588464,1.1628527148,0.4668393488,0.9504078202,-0.2228230979,-0.0932976830,0.0910523638,-0.0204772787,-0.0620178382,1.0901388849,-0.1148317650,-0.0638150123,-0.1552392772,-0.0372197082,0.3448748606,2.7006301207,0.9003476574,-0.1150697751,-0.0451880510,-0.1036076523,-0.2286259233,0.5584504549,-0.0010479000,2.8794106643,BRCA
GSM481006,-0.0156705107,-0.1471136617,0.0670482768,-0.1239734435,0.3419656233,-0.0335109101,0.4445812414,-0.0392495405,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,-0.1015294299,-0.0258435596,0.6335657793,-0.0841182099,-0.0674216570,1.4740580786,0.0673590304,-0.1408655591,-0.1440608303,0.0111786044,-0.0387587958,-0.0438407126,-0.1012677014,0.1763603556,-0.0212036703,-0.0798972317,-0.1116737622,-0.1062638571,-0.0881916923,0.3947202909,-0.0696502582,-0.0606648440,0.1072177865,-0.0895474828,-0.0020298010,-0.1470237761,0.4588759800,-0.1223943415,2.0961478950,0.9011514651,0.0882896964,-0.1416810437,-0.0785317640,-0.1314970176,0.0905957666,-0.1239977195,-0.0924262168,0.7814411181,0.6522844806,2.8249887624,1.3196450744,0.0379432075,-0.1321361279,0.5336723185,0.0898171258,-0.0496254207,3.5155734023,0.0860403579,0.2731100519,-0.0209217585,-0.0110272639,0.6429668850,1.2837436007,1.6803067921,0.8798222710,0.1829306563,3.8210999371,-0.0503024641,0.1005644704,0.1643372617,0.5717701286,0.0295865169,1.1273412171,0.9706695579,0.4449323208,-0.2557369900,-0.0890974073,0.0800241130,0.0550615572,-0.0222779220,1.0485457771,-0.1023506290,0.0037431568,-0.1591103327,-0.1255421034,0.2512352227,2.6225316746,0.8564451805,-0.0919221442,-0.1436340136,0.0025798307,-0.2198600320,0.2576060398,-0.0968574381,2.7503366602,BRCA
GSM481007,-0.0880839952,-0.0717898351,0.0891548726,0.0006989450,0.2466408234,0.0103394302,0.1206142091,0.0895016208,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,-0.0399487634,0.0323586727,0.6043026530,-0.1304849890,-0.1068105597,1.4006102977,0.1239469776,-0.1320426284,0.1385402210,0.0354357037,-0.0065737251,-0.0776154143,-0.1151327348,0.2498509929,0.0069895311,-0.0249337369,-0.0591854822,-0.0845425805,-0.2192281806,0.4647745607,-0.0832454785,-0.1846859630,0.1161774131,-0.0822251005,0.1351980328,-0.1754326570,0.6997567200,-0.1453005634,-0.0368097304,1.1416312754,0.0405883084,-0.0385646664,-0.0545343608,-0.1418949775,0.0996593642,-0.0982495456,-0.0233451478,0.4867370786,0.5090586171,2.5906544130,1.4359567647,0.1914886362,-0.0660563426,0.6273536583,0.2195099760,-0.0565266959,3.3267954192,0.1435573767,0.4147273969,-0.0663053751,-0.0630281569,0.4193663628,1.1558250193,2.3467192351,1.0506644813,0.1890029127,3.8334398268,-0.0668092154,0.2120154923,0.1391784446,0.9897112222,0.1626571518,1.5673731999,0.3178714148,0.6039500778,-0.2221822221,-0.0537126830,0.1193266880,0.0863113939,0.0471324895,0.9919154811,-0.0698563110,-0.0026785128,-0.1001286145,-0.0719590194,0.3427365638,2.0715633314,0.4364703491,-0.0882182437,-0.0111406069,0.1039663400,-0.1057917127,-0.0203749327,0.3019062729,2.4736842313,BRCA
GSM481008,-0.0202982794,-0.0866043144,0.0295363544,-0.0577162105,0.0765387923,-0.0475577708,0.0735217189,-0.0871741352,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,-0.0369367304,-0.0538307900,0.5085953276,0.0096362956,-0.0424204741,0.9722351016,0.1164777446,-0.1657974294,0.1209009113,-0.0603472893,-0.0438651082,-0.0740819126,-0.0450347919,-0.0637183877,-0.1478580669,-0.1333054129,-0.1449531739,-0.1341327794,-0.1343381350,0.4282903372,0.0027285731,-0.1392111134,-0.1198772826,-0.1069629810,-0.0393595347,-0.1382328187,0.5413572629,0.0344140060,-0.0667777417,1.7179112501,0.0595258983,-0.0474297180,-0.0583089022,-0.2019838901,0.0737797814,-0.0697167201,-0.1075119713,0.3440839613,0.9710358195,2.7005748749,1.8247550909,-0.1048934502,-0.1165593553,0.3664562252,0.1208596925,0.0208272412,3.1949354410,0.1554667378,0.0451314856,-0.1486230927,0.0269313206,0.4154106536,0.6343656884,0.7879048195,0.7532638147,0.3706373999,1.9119111599,-0.0436703770,0.6739238051,0.2624067341,0.5827039805,-0.0144694615,0.2794073006,0.3754256457,1.5930280676,-0.2757464141,-0.0445579210,0.1063944847,-0.0179713630,-0.1873247817,0.7407126148,-0.0441544895,-0.0740263113,-0.0266525214,-0.0602440672,0.3474080012,2.6296842805,0.5649071467,-0.1635736044,-0.0905286293,-0.1136658762,-0.2572528473,-0.0051919694,-0.0795861310,2.8314743307,Control
GSM481009,-0.0903213886,-0.0607055089,0.0129628717,-0.1299979609,0.1948922246,-0.1128462426,0.1274033058,-0.0171046153,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,-0.0866576479,-0.1129501712,0.3081738615,-0.1358593181,-0.2124584218,1.8394608784,0.1351302527,-0.3356449434,-0.1521529877,-0.0297823290,-0.0593741846,-0.0503968609,-0.0856838824,0.1378533497,-0.1011468226,-0.0138560049,-0.0806591029,-0.0770162962,-0.1045188599,0.0340170670,-0.0578387729,-0.3460302760,-0.1442117528,-0.0590910717,-0.0594409653,-0.1345064081,0.3175964427,-0.0391110071,0.2305960189,1.5246361561,0.0629010418,-0.0805607548,-0.1028681701,-0.2523831877,-0.0237284458,-0.0619653838,-0.0491482648,0.5122649288,0.3162564803,3.0171858203,1.0322109808,-0.2110481308,-0.2092095391,0.4818306970,-0.1033275068,0.7586115700,2.9631728730,0.0890732338,-0.0830280202,-0.0906468695,0.0991780610,0.1410015854,1.1880085426,1.2531525676,0.7764151155,0.1763438165,4.1770090907,-0.0396341757,0.0984806884,-0.0142027871,0.3460966567,-0.0480484082,1.0419481601,0.2658065180,0.1736270667,-0.4238317700,-0.0331416704,-0.0663578485,0.2295866641,-0.1041863412,1.4014562507,-0.1238218920,-0.2113249919,-0.2232153600,-0.1057554232,0.1969165576,3.1472170354,0.4039630862,-0.1308127437,-0.0163137240,-0.0999102370,-0.2953501643,0.0682864951,-0.0795630024,2.6578508848,Control
GSM481010,-0.0307756270,-0.0961320493,0.0383147076,-0.1072766492,0.3023260078,-0.0877889005,0.3546320464,0.0670437855,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,-0.0452846128,-0.0210349226,0.6754612406,-0.0601571222,-0.1435788730,1.8642199116,0.0463476428,-0.0765744114,0.0454600920,-0.0076466147,-0.0386769528,-0.0676946584,-0.1009081261,0.4197627317,0.3303274657,-0.0935490101,-0.0959470801,-0.1121586697,-0.0900373996,1.8078529462,-0.0518510935,-0.0519541306,0.0544695319,-0.0360162618,0.0163433749,-0.0329897766,0.1583763835,-0.1016747169,-0.0240554127,1.4316206639,-0.0029043004,0.3606417493,-0.0589794712,-0.1530768232,0.1553389852,-0.0838290264,0.2124974188,0.8619743953,1.3469459286,2.8315667840,1.4786642189,0.2900697653,-0.1107601541,0.7096368441,0.2747934574,-0.0083309240,2.9571587640,0.0708602173,0.0537018078,0.0547498727,-0.0996039756,0.4070487794,1.1010034873,1.4071667644,0.8617870488,0.4486334165,3.6786961554,-0.0085892293,0.1592935453,0.2221956038,0.6623679302,0.0373622071,1.1908484872,0.2488551289,0.4616328687,-0.1602440304,-0.1100907888,0.0617601318,1.0443200083,-0.0623894405,1.5085187420,-0.0825062080,-0.0385400340,-0.1272155344,-0.1023762783,0.6120470599,2.5327712614,1.2861410024,-0.1056606520,-0.1018224571,0.0394241161,-0.2434852720,0.2920504884,-0.0177567001,2.9120071598,Control
GSM481011,0.0502841924,-0.0632790740,0.0137218451,-0.0157978219,0.2705030434,-0.0507536822,0.3136596290,0.0145012997,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.0027235979,0.0021021766,0.8348298926,-0.1110694838,-0.0727506376,1.7002960709,0.1720935318,-0.1716529376,0.1952806217,0.0541730740,-0.0811034764,0.0213148153,-0.1279543551,0.2275359989,-0.0839257360,0.0162686964,-0.1056339326,-0.0867794139,-0.0576767049,0.3851045833,0.0211540704,-0.1216166809,-0.1394117443,-0.0868235235,-0.0023119847,-0.0991949846,0.2460802468,0.0619400970,-0.0505384291,1.3559073807,0.0105521748,-0.0339521298,-0.0034107756,-0.2076176166,0.0263164097,-0.0945148769,-0.0567107455,0.4792406870,0.5191272395,2.2695757417,1.8861239884,-0.1507767677,-0.0995877786,0.5895036292,0.1773938203,0.9709620699,3.2838686707,0.0573029004,-0.0094730394,-0.1208987912,-0.0061862013,0.2192764803,1.2240768454,2.2494151594,1.0687776043,0.3299817409,3.8195988834,0.0543756360,0.2090528070,0.2042198433,0.7482257636,0.1374034295,1.3466470958,0.3501833566,0.3457223476,-0.2401862704,-0.0682337564,0.1314637238,-0.0852859824,-0.1606598745,1.1959820740,-0.0804451989,0.0217518628,-0.1624750384,-0.0947039655,0.3754764730,2.1196054201,0.4093329090,-0.1457992264,-0.0463264186,0.1586239449,-0.0686031680,0.0072987508,0.1204873909,2.9254122709,Control
