@relation data

@attribute id string
@attribute 10975 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1340 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1537 numeric
@attribute 2108 numeric
@attribute 2109 numeric
@attribute 2110 numeric
@attribute 27089 numeric
@attribute 29796 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4731 numeric
@attribute 51079 numeric
@attribute 54205 numeric
@attribute 54539 numeric
@attribute 55967 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 9167 numeric
@attribute 9377 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.4147584383,1.3477269952,1.8800193184,2.6441417863,2.5851830245,3.5484192370,3.4318609535,1.0486653098,0.8418901179,0.4999928548,1.0244848483,2.9208294814,0.9666787901,0.4102331797,2.5790731379,2.1786052734,1.5315126553,2.9946871600,0.5228171585,1.7639541275,1.5752913560,2.3407166301,2.4020723957,0.3953792758,2.3739492150,1.3034839436,1.8724469924,0.9508915414,2.3230243474,0.5427154791,1.3590093426,1.2006336368,1.2069364997,2.4780960083,2.3354428608,0.4609976812,2.0639304071,2.2221976650,1.7973273993,1.0936874372,2.7867643568,1.5670990583,0.9961353469,1.8050025340,0.2962079536,2.2293982748,2.7914009392,0.6201968742,0.9449959803,2.0235058267,0.3596358622,0.9467838178,3.1681083611,1.3486559728,BRCA
GSM480985,1.4094918858,1.2224409564,1.7491732957,2.5247498751,2.5167332692,3.2603294057,3.2747211159,0.5444121816,0.8432664259,0.3684430809,0.8064142571,2.8328286011,1.0142645156,0.2536071339,2.6998609303,2.3956858070,1.2364532462,2.9789295197,0.5681091451,1.5496100468,1.7027533111,2.0056311490,2.1484044279,0.3325219604,1.9236591533,1.3926248501,1.7349884399,1.3873323873,2.2578136921,0.4661512643,1.1172437244,1.4811245171,0.8891766342,2.5203391710,2.2482151339,0.3782156192,1.8568286003,1.8194379408,1.5080628321,1.0698728630,2.3862690266,1.1837900571,0.7962038178,1.8658852023,0.0386221876,2.0416658055,2.3643059880,0.5398994706,0.9822114862,1.6613836439,0.1494129637,0.9108453438,3.2740509850,1.0856469381,BRCA
GSM480986,1.5579831730,1.3746184165,1.7950517596,2.6089025174,2.8630647658,3.4467352230,3.5043250025,1.0456493049,0.7528523931,0.5004741454,0.6055587820,3.0361878739,0.9554687156,0.3461276375,2.6965588994,2.3216353952,1.5823261664,3.0113698640,0.4263001634,1.5961905595,1.6585950814,2.3781791776,2.6931894506,0.3092975064,2.2629095540,1.2028439923,1.9702969895,0.9393631332,2.2594260425,0.3675468832,1.0608376434,1.1689440757,1.1539204158,2.6605611640,2.3742785952,0.5071624520,1.9149106741,2.0398407643,1.7594746948,1.0146201463,2.7603964806,1.4225703242,0.8234068095,1.8007315311,0.3220589667,2.2836548351,2.6896047443,0.4918469413,1.1145135098,1.7544271589,0.3865470647,0.9392579124,3.2844195366,1.4714064678,BRCA
GSM480987,1.5483073221,1.4473519886,1.8620933963,2.6119707192,2.5893713435,3.7116197743,3.4794374704,0.9474813692,0.8329959401,0.5196805378,0.5186610398,2.9923180870,0.7244511977,0.1992497309,2.7444951138,2.1474726646,1.0170880937,2.8365645013,0.2773525813,1.6890701791,1.4716175830,2.4194074571,2.6947127920,0.2045498919,2.2029468007,1.0510979764,1.9836659712,0.6285944043,2.1835881770,0.2361733591,0.9373136460,0.8500841279,1.1262940004,2.2426957290,2.3532645256,0.3818332076,1.7049315274,1.9252675110,1.5037874504,0.9965586298,2.8373980390,1.2285433283,0.9247255012,1.6427985004,0.4047028517,2.2485054621,2.5737714321,0.4667196364,0.8301454794,1.5239882888,0.1892731293,0.8549370172,3.8161665713,1.3265686443,BRCA
GSM480988,1.0391375089,0.7778331785,1.5280717509,2.4310698808,2.5415298342,3.5632109643,2.9582526685,0.8753562803,0.7691626958,0.4305829126,0.5926977981,2.7686368889,0.5309720529,0.1930112019,2.7243874206,1.9499285595,0.9903650600,2.9657080967,0.3106117491,1.5990241625,1.4281306305,2.2421025634,2.7946935379,0.1603641275,2.5174946262,1.1437491644,2.0195549955,1.0159953310,2.0677417218,0.2904050328,0.4611046656,1.2457949635,0.7263722536,2.4681818487,2.0110698422,0.4689942604,1.6818410720,1.9690023926,1.5246780665,0.8160987161,2.4693820574,0.9986146884,0.6581086746,0.9553163941,0.0992772953,1.7693305240,2.4782971740,0.5242627501,1.1902519783,1.4371620273,0.1912600433,0.8955960034,3.1527424541,1.3240040779,BRCA
GSM480989,1.7552074548,1.7857396428,2.1340415721,2.9796418862,3.1335273783,3.5488193827,3.9613547920,1.2300872647,0.5940019683,0.5906149931,0.1999817455,3.4968348608,0.8800742628,0.5124567831,2.7105823359,2.5870779306,2.1302643267,2.8290385407,0.2683247736,1.4556423250,1.9151880259,2.4667692631,3.2476058687,0.2213360476,2.2828131765,1.3622255757,2.2215796266,0.9569158685,1.8614832610,0.2080110709,1.6189035133,1.1796468264,1.3013640981,3.0140888690,2.4475744766,0.2837294929,1.8549276291,2.3744408953,2.1510638744,0.6412169951,3.1078833672,1.9011756464,0.9436102802,2.5386785524,0.0888926102,2.7461639345,2.6228408813,0.4818084316,0.9822125902,1.2445914656,0.2875250331,0.7344066938,3.6041034970,1.5610145161,BRCA
GSM480990,1.4454849492,1.6160476847,1.8122139895,3.0200660929,2.9141588310,3.6396413643,4.1255401969,1.3391252673,0.4870706147,0.5732684040,0.1781409356,2.8055837022,0.7492041707,0.4366570931,2.7939025824,2.0454952567,1.5599493311,2.6927824817,0.2738806265,1.0491422729,1.4680382832,2.3569882808,2.5327774287,0.1231852659,2.1940840074,0.9483823761,1.9121432351,0.7702361686,1.9267982987,0.2548555928,1.4532241859,0.9617669296,1.3140478284,2.6311710677,2.3934767892,0.2171838662,1.8234005494,1.9218206934,2.1770029365,0.8995748588,2.8061103091,1.8446077186,1.0279968887,1.9970140841,0.0356193407,2.5992990658,2.9649400265,0.3949826356,0.9301648117,1.4703692757,0.2102089732,0.6611518788,3.7346337866,1.4966637179,Control
GSM480991,1.5515686907,1.4833563237,1.8832398690,2.8777215410,2.8551897803,3.4733667373,3.7136605977,1.0459017753,0.6470356549,0.5364009331,0.4666694629,3.0806593232,0.8633415593,0.3902518363,2.6590077480,2.5735933335,1.7541966662,2.9673169453,0.3005390735,1.4348399815,1.7359422445,2.3120828122,2.7433253016,0.3018956727,2.2283421680,1.1065239228,2.0969550107,0.7494436904,2.1799539924,0.3079901611,1.3540177964,0.9749992775,1.2091733013,2.6983372370,2.3990266273,0.3761448412,1.9338733404,2.1474709510,1.7654684634,0.9273870912,2.7988567652,1.6437186207,0.9273097725,2.0149812527,0.1039387215,2.3736780044,2.4763701409,0.4224859876,1.2209260207,1.4697199503,0.3686100013,0.8417523124,3.3566855701,1.4697012005,Control
GSM480992,1.5052996314,1.6340337672,1.8565931799,2.9134306347,2.9603282015,2.9723732473,4.1191732882,1.4363558438,0.4853185165,0.6355217459,0.4608342138,2.5033878883,0.8232307482,0.6214155494,2.2498565252,2.0831756291,1.9763529973,2.3969766697,0.2167529686,1.0286999862,1.5891236738,1.9978834093,2.4150560756,0.2737099200,2.1607327535,0.9967125401,1.8803495011,0.8173289473,1.6214071512,0.1512522806,1.5091925989,1.0915238465,1.4013012038,2.4958771863,2.1407557330,0.2313617113,2.0677032769,1.9953831170,2.2124366166,0.6999191179,3.0174425443,2.0315674512,0.8990888902,1.9273984134,-0.0133180718,2.6575420799,2.7859428824,0.3062242891,0.8876542938,1.1865357925,0.6358898381,0.7107424068,3.3394765173,1.6979932189,Control
GSM480993,1.5078174091,1.5231844738,1.8564429452,2.7184812181,2.9099283418,3.0813806853,3.8593398928,1.1176417301,0.6943737749,0.5913262526,0.3587105319,2.9675442511,0.7904321804,0.3761149262,2.5379271111,2.2965392915,1.9432272613,2.9347724913,0.3458222656,1.3658503120,1.8176816330,2.3574859499,2.7369103943,0.2805398945,2.1955187842,1.1519269166,2.0082805819,0.8505191160,2.2105291782,0.3077100398,1.2219735683,1.1003682372,1.2195750973,2.6991728943,2.1819625645,0.4983456701,2.0052084474,2.1426679424,2.1362978668,0.8188119192,3.0341738792,1.7130491356,0.9582222139,1.9662201574,0.1211480606,2.7051851750,2.4751581996,0.4951463326,1.0565381431,1.2952646493,0.4122679911,0.7950734610,3.4536580019,1.6701275347,Control
