@relation data

@attribute id string
@attribute 11181 numeric
@attribute 3098 numeric
@attribute 3795 numeric
@attribute 3938 numeric
@attribute 4351 numeric
@attribute 5236 numeric
@attribute 5836 numeric
@attribute 5837 numeric
@attribute 7167 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0424098016,1.9645582802,0.0372004615,0.0482374193,0.1911442044,3.1508879662,0.5903689321,-0.1425292110,1.1364257430,BRCA
GSM481003,-0.1277857397,1.9277485708,0.0373302071,-0.0594577491,0.5395518962,2.9355758561,0.4734678405,-0.1064277315,1.3393473625,BRCA
GSM481004,-0.1491507726,2.5157814556,0.1357463314,-0.1138282924,0.6516635399,2.9524052409,0.6055274639,0.0326995576,1.4919782039,BRCA
GSM481005,-0.1266668230,1.8257441853,0.0831786573,0.0059395521,0.2996747533,2.9277166526,0.5458495382,0.2898713946,1.2301818160,BRCA
GSM481006,-0.1392152489,1.5483050246,-0.0135535133,-0.0422625256,0.3130166709,3.0802013346,0.5505183524,-0.0296048775,1.1101613431,BRCA
GSM481007,-0.0655366330,1.4633025249,0.0665991433,-0.0617978921,0.1082370382,2.9805178909,0.5085518500,-0.1321007765,1.0304328779,BRCA
GSM481008,-0.1481467303,1.8001033367,0.0618771879,-0.0247318500,0.4788724381,2.2218739724,0.4393017746,-0.1949410751,1.4663652630,Control
GSM481009,-0.1571321966,1.1317125373,0.0123724080,0.0289769664,0.0553331198,2.8474743764,0.2179040165,-0.1721609504,0.9264877308,Control
GSM481010,-0.0667978034,2.1312383611,0.1099937492,-0.0414657802,0.5011020156,3.0762569906,0.7029066121,0.3042649209,1.3682985414,Control
GSM481011,-0.1316849967,1.6287149654,0.0594070374,0.0269275573,0.3808718563,3.1890516017,0.4133446856,0.0658227318,1.3250114165,Control
GSM481012,-0.1210107247,2.1612621844,-0.0607614203,-0.1137924743,0.3919524058,2.4446934858,0.4950387382,0.0033657066,1.0759076206,Control
GSM481013,-0.1030107340,1.5881602136,0.0193691146,-0.0254172926,0.4676024235,2.3086991840,0.3335733802,-0.1922293547,1.8608707339,Control
GSM481014,-0.1360912554,0.9561761084,0.2006559128,-0.0342680161,0.0942200721,1.8386703730,0.1790219189,-0.0962368813,1.5611608699,BRCA
GSM481015,-0.2209975900,1.0627382307,-0.0603161194,-0.0149581660,0.3828958523,1.8331778711,0.2898196984,-0.0413225665,1.4272977189,BRCA
GSM481016,-0.1145172594,1.9469323192,0.0731003211,0.0040103729,0.4950369513,2.6661047934,0.6620456623,-0.1904029461,1.4460458236,BRCA
GSM481017,-0.1410553347,1.3645422058,0.0435950852,-0.0704475308,0.1996647372,2.3021572032,0.5952968377,-0.0838504562,0.9848467620,BRCA
GSM481018,-0.0993971976,1.6710002538,0.1558481374,0.0325081581,0.2024203661,2.5505018233,0.2976560234,-0.1116107666,1.6698912791,BRCA
GSM481019,-0.0774922149,1.6951267820,0.0667689099,0.0045702000,0.6025962577,2.5845660636,0.5563021961,-0.0945806318,1.7424943000,BRCA
