@relation data

@attribute id string
@attribute 147323 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 3283 numeric
@attribute 3284 numeric
@attribute 3290 numeric
@attribute 3293 numeric
@attribute 6770 numeric
@attribute 80765 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0620568646,-0.1147729017,-0.0517968129,-0.1769262291,-0.1309749240,-0.1228340823,-0.1260690584,-0.0256852076,-0.0922256988,-0.1429194720,-0.0933480209,0.0289621768,BRCA
GSM480985,-0.0889320261,-0.0912522956,-0.0892233979,-0.1370573881,-0.0923405911,-0.1156065138,-0.1144559782,-0.0291254468,-0.1370548489,-0.1560796877,0.0130792591,0.0401108667,BRCA
GSM480986,-0.1038189788,-0.0649920244,-0.0634685013,-0.0958758904,-0.1266649387,-0.1046364038,-0.1050936194,-0.0985102969,-0.0124238449,-0.0796284940,-0.1628138923,0.0181271228,BRCA
GSM480987,-0.1057496468,0.2199507061,-0.0553565302,-0.1723883862,-0.0253170796,-0.0626044612,-0.1282167191,-0.0155444950,0.6024631615,-0.0075824690,-0.0707300399,0.0767349817,BRCA
GSM480988,-0.0487023967,-0.1088257607,-0.0301224504,-0.1353240655,-0.1252377212,-0.1157026491,-0.0730814949,-0.0813058030,-0.1610025196,-0.1005168288,-0.0393245480,0.1573516569,BRCA
GSM480989,-0.0812916210,-0.1328392287,0.0409154554,-0.1486729315,-0.1070825364,-0.1049361101,-0.1276980924,-0.0991844043,-0.1520772361,-0.1277233974,-0.1054411284,0.0214873046,BRCA
GSM480990,-0.0888166962,-0.0083417500,-0.0791482217,-0.0982952890,-0.0834655177,-0.1077634457,-0.0601342270,0.0115911391,-0.1075533706,-0.0837320657,-0.0137685774,0.4412591076,Control
GSM480991,-0.1149260134,-0.0849322803,-0.0849389998,-0.1509645747,-0.0430091283,-0.0972463663,-0.1294300689,-0.0397146810,-0.0759593549,-0.0762571709,-0.1348345949,0.1663084356,Control
GSM480992,-0.0214055533,-0.0575757432,-0.1149426852,-0.1024882624,-0.0906604110,-0.0779794156,-0.0696773364,-0.0641887224,-0.0405308739,-0.0776803730,-0.0897996404,0.2602563177,Control
GSM480993,-0.1469940373,-0.0515962133,-0.0705317267,-0.1026405304,-0.0734561855,-0.1179086042,-0.1106595818,-0.0312253192,-0.0555869135,-0.0487826172,-0.1516037073,0.1773244923,Control
GSM480994,-0.0415741161,-0.0745653754,-0.0194541737,-0.1997413769,-0.1503057395,-0.0958690593,-0.0718240998,-0.0421543724,-0.1658263002,-0.0479061061,-0.0763966296,-0.0537576191,Control
GSM480995,-0.0828205482,-0.0484922842,-0.0622928618,-0.0650211790,-0.0239214689,-0.1254372999,-0.1171324868,0.0453398060,0.7585829645,-0.0849228923,-0.0138001647,0.1037308640,Control
GSM480996,-0.0794788109,-0.0668147316,-0.0659816448,-0.1690395460,-0.1008842581,-0.0688501017,-0.0891325979,-0.0302349171,-0.1292016835,-0.0837777633,0.0308381794,0.6248451521,BRCA
GSM480997,-0.0616675823,0.3271618221,-0.0314804622,-0.1161650131,-0.0080100561,-0.0977297207,-0.0171183077,-0.1458658959,1.0468138381,-0.0708301497,-0.0112823034,0.9100709291,BRCA
GSM480998,0.0333567294,-0.1413280426,-0.0641930413,-0.0701718036,-0.0257862148,-0.0870451485,-0.0708090378,-0.0283937270,-0.0889717195,-0.0914063403,-0.0502247193,-0.0025348788,BRCA
GSM480999,-0.0871424100,-0.0932558042,-0.0565936210,-0.1807713351,-0.1363474207,-0.1245198234,-0.1075773409,-0.0808118242,-0.1278380941,-0.1431703801,-0.0566345663,0.0742755424,BRCA
GSM481000,-0.0813326114,-0.0555568683,0.0193668848,-0.1749484036,-0.0506814616,-0.0736203299,-0.1263071904,0.0176247042,-0.1062729476,-0.0623426718,-0.0277974659,-0.0212393192,BRCA
GSM481001,0.0058163681,-0.0144274048,-0.0781682214,-0.1165145773,-0.0946770784,-0.1360369209,-0.0080044481,-0.0605330882,-0.0094061618,-0.1572033573,-0.1739822286,0.0186221401,BRCA
