@relation data

@attribute id string
@attribute 10161 numeric
@attribute 10681 numeric
@attribute 10800 numeric
@attribute 1081 numeric
@attribute 10886 numeric
@attribute 10887 numeric
@attribute 10911 numeric
@attribute 1128 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 11343 numeric
@attribute 114814 numeric
@attribute 115557 numeric
@attribute 1241 numeric
@attribute 128674 numeric
@attribute 139189 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 156 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 1902 numeric
@attribute 1906 numeric
@attribute 1907 numeric
@attribute 1908 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 2147 numeric
@attribute 2149 numeric
@attribute 2150 numeric
@attribute 2151 numeric
@attribute 221955 numeric
@attribute 222545 numeric
@attribute 23236 numeric
@attribute 23566 numeric
@attribute 2358 numeric
@attribute 23620 numeric
@attribute 257313 numeric
@attribute 2641 numeric
@attribute 27334 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2776 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2798 numeric
@attribute 2828 numeric
@attribute 2829 numeric
@attribute 2837 numeric
@attribute 2840 numeric
@attribute 2846 numeric
@attribute 2862 numeric
@attribute 2864 numeric
@attribute 2867 numeric
@attribute 2869 numeric
@attribute 2922 numeric
@attribute 2925 numeric
@attribute 29933 numeric
@attribute 301 numeric
@attribute 3060 numeric
@attribute 3061 numeric
@attribute 3062 numeric
@attribute 3269 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3814 numeric
@attribute 3827 numeric
@attribute 387129 numeric
@attribute 4295 numeric
@attribute 4828 numeric
@attribute 4829 numeric
@attribute 4922 numeric
@attribute 5020 numeric
@attribute 5021 numeric
@attribute 5028 numeric
@attribute 5029 numeric
@attribute 5031 numeric
@attribute 51764 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54331 numeric
@attribute 551 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 55970 numeric
@attribute 56413 numeric
@attribute 57105 numeric
@attribute 5731 numeric
@attribute 5737 numeric
@attribute 59345 numeric
@attribute 594857 numeric
@attribute 60675 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6368 numeric
@attribute 6375 numeric
@attribute 64106 numeric
@attribute 6863 numeric
@attribute 6865 numeric
@attribute 6866 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 7200 numeric
@attribute 7201 numeric
@attribute 7204 numeric
@attribute 747 numeric
@attribute 8111 numeric
@attribute 84109 numeric
@attribute 84432 numeric
@attribute 846 numeric
@attribute 84634 numeric
@attribute 8477 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 8620 numeric
@attribute 885 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8997 numeric
@attribute 9002 numeric
@attribute 9162 numeric
@attribute 9170 numeric
@attribute 94233 numeric
@attribute 94235 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A11,2.4977,0.3964,1.5544,-0.034,-0.0378,0.0614,0.0307,0.0724,-0.0977,-0.0722,0.0865,0.0352,-0.0569,1.3207,-0.161,0.0257,-0.0755,-0.1212,-0.1667,0.9683,1.4606,-0.0401,0.1611,0.323,0.244,-4e-04,0.0171,0.1683,-0.0417,-0.1897,0.0947,-0.131,-0.0142,-0.1236,1.3098,0.2063,0.035,0.5143,-0.1375,0.6393,-0.0381,1.4248,-0.0655,-0.0285,-0.0234,1.5576,-0.0695,1.2068,0.5344,1.2608,0.3723,0.0107,0.0339,-0.0489,0.6265,0.9685,-0.1745,0.454,-0.3022,-2e-04,0.3596,-0.077,-0.0153,0.2397,-0.1148,0.1637,0.3185,0.323,-0.2839,-0.1068,1.2054,2.4876,-0.0213,-0.0607,-0.0763,0.0203,-0.0602,0.0407,-0.2143,0.5047,0.8112,0.4282,-0.2433,-0.1553,-0.0891,-0.08,-0.2137,-0.1478,-0.1191,-0.1407,-0.0291,0.0794,0.1928,0.0327,0.0476,1.2025,1.2442,1.4793,0.5867,-0.0621,1.3549,-0.2597,0.2889,0.1876,-0.0209,0.2065,1.0908,0.0675,-0.0614,0.7087,0.0624,0.5248,-0.1707,0.0015,-0.0154,0.173,-0.1685,-0.2238,0.08,-0.012,-0.0848,-0.2271,-0.074,-0.1021,0.3072,0.193,0.192,-0.0995,0.199,-0.1058,0.1897,2.8111,0.3151,1.1678,0.7554,0.6744,-0.1044,-0.0572,-0.0942,-0.0785,0.1193,-0.0673,0.8803,0.1185,0.1365,-0.0351,Control
Utah__A12,2.2462,0.2514,0.9919,0.204,0.0243,0.2112,0.1396,0.2142,-0.027,-0.1581,0.3247,0.1232,0.0641,0.7223,0.067,-0.029,-0.1669,0.0438,-0.1157,0.5711,1.0608,0.0384,0.1065,0.1276,0.23,0.3524,0.087,0.1236,0.0377,-0.0838,0.0338,0.0273,-0.1309,-0.1144,1.4117,0.228,0.037,0.4724,-0.0673,0.1726,-0.0292,0.8609,-0.0321,0.1437,0.1586,1.0798,-0.0414,0.8677,0.1356,1.191,0.2616,0.0854,0.3757,0.1394,0.4115,1.7903,-0.0473,0.1024,-0.213,-0.0201,0.4019,-0.1276,0.0688,0.0306,-0.259,0.2892,-0.2246,0.2438,-0.1907,-0.1684,0.772,1.6887,-0.2116,0.2184,0.0668,0.1556,-0.0029,0.1745,-0.2333,0.458,0.3529,0.5382,0.0438,0.0135,0.0105,0.1291,-0.2131,-0.0468,-0.2229,-0.2877,0.1899,0.1205,0.005,0.0522,0.1566,0.9215,1.0289,0.8977,0.2473,-0.0411,0.7516,-0.4829,0.3656,0.3456,0.095,-0.0794,0.7056,-0.2072,0.0247,0.6133,-0.0265,0.5698,-0.0578,0.0469,-0.1477,-0.0047,-0.135,0.0517,-0.0025,-0.0876,0.0247,-0.202,0.1142,-0.006,0.2747,0.1139,-0.1251,0.016,0.3961,-0.0459,0.0038,2.0577,0.1767,0.6369,0.7583,0.4316,0.0087,0.1106,-0.0057,0.0851,-0.0459,0.0438,0.8189,0.1861,-0.0779,-0.0202,Control
Utah__B01,2.2707,0.4829,1.6277,0.0679,-0.0393,0.1625,-0.0251,-0.1109,-0.0747,-0.0151,0.2317,0.1439,-0.1167,1.057,0.0757,-0.0146,-0.3412,-0.012,-0.0477,0.9529,1.9644,-0.0554,0.152,0.3246,0.097,0.2724,-0.0245,0.1767,-0.0257,-0.3092,-0.0551,-0.0913,-0.1022,-0.1542,0.8642,0.1735,0.0878,0.5701,-0.083,0.3587,0.191,1.0034,-0.1304,0.0761,0.0491,1.9279,-0.0625,0.7913,0.5769,1.281,0.2732,-0.1128,0.1499,-0.0012,0.9723,1.146,-0.1225,0.2193,-0.2553,-0.1421,0.3288,-0.5112,-0.1499,0.1778,-0.5381,0.0807,0.1787,0.3239,-0.311,-0.073,0.9399,1.9453,-0.3668,0.0419,-0.1269,0.1896,-0.0286,0.0909,-0.2451,0.7067,0.7916,0.6486,-0.2989,-0.0787,-0.0528,0.0895,-0.3622,-0.1133,-0.2001,-0.5513,-0.0662,-0.0165,0.1399,0.0732,-0.12,1.4577,1.5918,1.4475,0.2449,-0.0318,1.0452,-0.771,0.2059,0.1579,0.0782,0.0144,1.2401,-0.2235,-0.1152,0.6775,0.1523,0.5041,-0.2364,0.0709,-0.0522,-0.0833,-0.2042,-0.2884,-0.0685,0.2033,0.016,-0.1911,0.0295,-0.0944,0.3638,0.0193,-0.2966,-0.111,0.2458,-0.1202,-0.2483,1.8927,0.219,1.5023,0.9318,0.9761,-0.1922,0.0146,-0.3213,0.0815,-0.2756,0.0062,1.0838,0.0044,-0.1934,-0.0206,Control
Utah__B02,2.3513,0.4206,1.6752,0.0396,-0.0526,-0.0304,0.1448,0.0236,-0.0804,-0.026,0.208,0.1809,-0.0396,1.4065,-0.027,0.021,-0.0969,-0.0256,-0.1029,1.3142,1.9134,-0.0661,0.1284,0.2631,0.4901,0.1325,-0.0038,0.1164,0.0129,-0.119,0.0409,-0.0825,-0.0191,-0.083,1.3201,0.551,-0.0198,0.797,-0.1145,0.2607,0.0306,1.5855,-0.0057,-0.0693,0.025,1.9959,0.0707,1.2331,0.34,1.5051,0.6816,-0.0399,0.0361,8e-04,1.1341,1.4113,-0.1637,0.5787,-0.2589,-0.099,0.1349,-0.0122,-0.0333,0.1656,-0.1676,-0.0766,0.2426,0.3528,-0.0958,-0.0488,1.3489,2.3212,0.049,0.0403,-0.0662,0.0117,-0.0453,-0.0489,-0.1751,0.5934,0.6638,0.8422,0.0787,-0.1082,-0.0691,-0.0756,-0.1186,-0.095,-0.1457,0.0667,-0.0504,0.4234,0.266,0.0439,0.0257,1.4219,1.7587,1.8017,0.5812,-0.0654,1.0782,-0.3703,0.351,0.2159,-0.0279,0.3414,1.0759,0.0668,-0.0326,1.0695,-0.2064,1.0333,-0.0771,0.0151,-0.0887,-0.166,-0.176,-0.1056,0.0309,0.0642,-0.066,-0.1729,0.1074,-0.0574,0.3403,0.1557,0.0688,-0.0773,0.1112,-0.031,0.2279,2.3647,0.4446,1.4036,1.05,0.8262,-0.0277,0.0511,-0.1014,-0.0182,0.2446,-0.0503,1.2155,0.1187,0.2053,-0.0856,Control
Utah__B03,2.4417,0.4381,1.6318,0.0213,-0.1096,-0.0684,-0.0296,-0.1226,-0.0497,-0.0254,0.1455,0.1635,-0.0621,1.3316,-0.0561,-0.0075,-0.1986,-0.0241,-0.0781,1.0892,1.8445,-0.0802,0.1106,0.3525,0.3391,0.0935,-0.0355,0.255,-0.0308,-0.2034,0.033,-0.1011,-0.0823,-0.066,0.9832,0.3774,-0.006,0.6485,-0.1366,0.3661,0.0491,1.5506,-0.0573,-0.0401,0.0137,1.9893,-0.0014,1.0137,0.4581,1.4294,0.4854,-0.0239,0.2013,0.0163,1.1148,0.2213,-0.2162,0.3647,-0.2684,0.0673,0.3141,-0.1565,-0.1256,0.0826,-0.1443,0.0219,0.1797,0.3563,-0.1629,-0.0962,1.2116,2.4694,-0.0703,-0.03,-0.0459,0.1024,-0.0142,-0.0446,-0.2394,0.6638,0.7044,0.7215,-0.1149,-0.088,-0.0754,-0.0804,-0.2444,-0.1153,-0.1684,-0.1583,-0.0907,0.0791,0.1627,0.1249,0.0251,1.5109,1.9459,1.6027,0.4731,-0.0366,1.1925,-0.5089,-0.0447,0.2072,0.0149,0.3098,1.0347,-0.0285,-0.0494,0.966,0.0199,0.5634,-0.1432,0.0603,-0.1231,-0.1095,-0.1595,-0.1961,0.0065,0.1164,-0.0843,-0.1423,0.0266,0.0352,0.3284,0.1375,-0.0409,-0.0564,0.0331,-0.1323,0.0945,2.3351,0.3553,1.3853,0.9265,0.795,-0.1068,-0.0499,-0.1608,8e-04,0.0475,-0.0363,1.1125,0.0544,0.0841,-0.0059,BRCACancer
Utah__B04,1.524,0.361,0.9137,0.0076,-0.0858,0.0828,0.0253,0.0881,-0.0646,-0.0957,0.2696,0.0911,-0.0834,1.1699,-0.2539,-0.0655,-0.1542,-0.0279,-0.1847,1.1373,1.712,-0.0709,0.2963,0.4105,0.338,0.1213,-0.0268,0.2768,-0.092,-0.2335,0.0899,-0.06,-0.0698,-0.1433,1.2502,0.2604,0.0244,0.838,-0.1846,0.8222,0.0278,0.3927,-0.079,0.1167,-0.0223,1.4495,-0.0557,0.8468,1.0542,1.6404,0.4694,-0.0164,0.03,-0.0029,0.8287,1.2394,-0.091,0.1527,-0.2007,0.0536,0.2245,-0.2064,0.0656,0.282,-0.2807,-0.0306,0.1944,0.5005,-0.1154,-0.2017,1.0665,2.054,-0.1103,-0.0147,-0.0065,0.0332,-0.1151,-0.0244,-0.2605,0.9323,1.0224,0.7962,-0.1494,-0.1563,-0.0868,-0.0794,-0.2108,-0.1399,-0.1725,-0.2956,0.0335,0.3449,0.3221,0.08,0.0264,1.5671,1.5967,1.6955,0.4117,-0.1142,1.4998,-0.428,0.2773,0.25,-3e-04,0.2282,1.016,-0.0031,-0.0127,0.6787,0.0349,0.4479,-0.2125,-0.0394,-0.0944,-0.152,-0.1524,-0.1541,-0.0312,-0.0648,-0.0839,-0.226,0.1576,-0.1307,0.7023,0.1179,-0.033,-0.1197,0.0344,-0.0738,0.0887,1.9198,0.4286,1.2313,1.1961,0.9357,-0.0261,0.0493,-0.1361,-0.0486,0.0157,-0.0741,0.9564,0.0953,0.1028,-0.0783,BRCACancer
Utah__B05,2.2449,0.2433,1.2802,0.1481,9e-04,0.1588,-0.0458,0.0109,-0.0729,-0.1131,0.2898,0.0976,-0.0337,1.1376,-0.2062,0.0576,-0.1637,0.0615,-0.162,1.1197,1.3867,0.0126,0.1141,0.1789,0.3518,0.2669,0.0879,-0.0095,-0.0492,-0.0796,0.0646,-0.0323,-0.1186,-0.1067,1.1321,0.2231,1e-04,0.5397,-0.0292,0.1639,0.0357,0.917,0.0092,0.1153,0.0183,1.4747,-0.1221,1.0354,0.2673,1.3874,0.5488,0.0079,0.1764,0.0128,0.8703,1.2338,0.0184,0.498,-0.1924,-0.0521,0.413,-0.1038,0.0241,0.0549,-0.2468,0.1066,0.1643,0.2685,-0.1981,-0.2114,1.008,1.7847,-0.0573,0.0402,0.0907,0.0336,-0.1022,0.0127,-0.1927,0.5168,0.6201,0.5735,-0.1136,-0.1714,-0.0222,0.0369,-0.2327,-0.0841,-0.1628,-0.204,0.0599,0.3623,0.3418,0.127,0.0217,1.1566,1.6704,1.6773,0.4203,-0.1119,1.3468,-0.4114,0.323,0.2927,0.0152,0.185,1.1691,-0.0709,-0.0456,0.731,-0.0118,0.4216,-0.2165,-0.0772,-0.1393,0.2007,-0.1691,-0.158,-0.0094,-0.0872,-0.0131,-0.1557,0.092,-0.0727,0.3316,0.1482,-0.1945,-0.0208,0.2737,0.041,0.0779,2.4767,0.3435,1.1845,0.8292,0.8134,0.0208,0.103,-0.1544,0.0222,0.0345,-0.0164,1.0698,0.0437,0.2308,-0.1208,BRCACancer
Utah__B06,2.1437,0.2756,1.0258,0.1348,-0.0322,0.3186,-0.1299,-0.1782,-0.0626,-0.1169,0.0937,0.1006,-0.1024,1.1255,-0.0553,0.0134,-0.2847,0.0024,-0.026,0.7767,1.4964,-0.0165,0.1464,0.1522,0.0119,0.2463,0.014,0.0826,-0.0875,-0.3108,-0.0488,0.0418,-0.0515,-0.1629,0.8995,0.0881,0.0138,0.4503,0.0403,0.3007,0.204,1.1228,-0.229,0.0922,0.186,1.5226,-0.1509,0.4157,0.3375,1.1324,0.0972,-0.1567,0.158,-0.0151,0.6493,0.6675,-0.0494,-0.0243,-0.2052,-0.0564,0.1361,-0.4434,-0.1397,0.0324,-0.5098,0.0431,-0.3674,0.1657,-0.2378,-0.0486,0.6985,2.3079,-0.3794,-0.0804,0.0115,0.1931,0.0239,0.0176,-0.2529,0.6232,0.5546,0.4832,-0.3255,0.0833,0.0222,-0.0092,-0.4331,-0.1682,-0.3047,-0.4923,-0.0429,-0.016,0.0297,0.0535,-0.2604,1.1199,1.4068,1.3882,0.1163,0.0084,1.0517,-0.9279,0.1332,0.2075,0.1692,0.0735,1.196,-0.2798,0.0165,0.4354,0.2439,0.4395,-0.1816,0.1442,-0.1579,0.0516,-0.2473,-0.1968,-0.197,0.303,0.0217,-0.1116,-0.0525,-0.1226,0.2748,-0.1057,-0.3007,0.0049,0.1988,-0.0423,-0.3754,1.9622,0.0568,1.0342,0.7872,0.6086,-0.1326,-0.0676,-0.3763,0.0895,-0.2215,0.0777,0.7738,-0.0361,-0.6426,-0.011,BRCACancer
Utah__B07,2.4968,0.4335,1.5933,0.0259,-0.0235,0.005,-0.0262,-0.1257,-0.1076,-0.122,0.1879,0.2122,-0.0761,1.684,-0.0792,-0.0194,-0.1136,0.0503,-0.1463,1.3212,1.9385,-0.049,0.1451,0.394,0.545,0.1835,0.0462,0.1429,-0.103,-0.2136,0.0068,-0.0754,-0.0399,-0.0868,1.4156,0.4723,0.0134,0.8983,-0.1137,0.3325,0.0027,1.6714,-0.0136,0.059,0.0593,1.9023,0.0306,1.1554,0.3625,1.5522,0.6322,-0.0345,0.0456,-0.028,1.0967,1.2039,-0.0841,0.4957,-0.1876,0.0816,0.1644,0.0215,-0.0336,0.1986,-0.2076,0.0929,0.1913,0.3112,-0.1477,-0.0926,1.3447,2.4982,0.0041,0.0857,-0.0586,-0.0229,-0.0392,0.0042,-0.2125,0.755,0.7949,0.9173,-0.0066,-0.1532,-0.0584,-0.0312,-0.1461,-0.0855,-0.1482,-0.0445,0.0268,0.2778,0.3413,0.0011,-0.0141,1.5493,1.5879,1.8805,0.5681,-0.0749,1.2703,-0.3961,0.3995,0.3108,-0.0232,0.4991,1.2779,0.0719,-0.0089,0.9927,0.0181,1.0418,-0.1208,-0.1126,-0.1849,-0.0921,-0.1723,-0.0999,0.0474,0.0054,-0.0829,-0.1152,0.1121,-0.0231,0.3268,0.1135,0.1539,-0.0376,0.0294,-0.0265,0.2212,2.6766,0.4942,1.5531,1.1517,0.7935,0.0382,0.0244,-0.1474,-0.009,0.2071,-0.0349,1.1144,0.0475,-0.0036,-0.0939,BRCACancer
Utah__B08,2.5764,0.4731,1.8133,-0.0567,-0.0449,-0.0222,0.065,-3e-04,-0.0783,-0.0757,0.3127,0.037,-0.0205,1.5605,-0.0562,0.049,-0.0344,-0.017,-0.0925,1.1714,1.7494,-0.0503,0.1982,0.3149,0.3102,0.0907,0.0059,0.3115,-0.1476,-0.1531,0.1081,-0.0788,-0.0129,-0.0291,1.3522,0.3993,-0.0933,0.8196,-0.1143,0.2795,-0.0477,1.7697,-0.0272,0.0098,0.0139,1.4953,0.1001,1.5012,0.2896,1.3505,0.5694,0.0658,0.1366,-0.0375,0.6847,1.9803,-0.0815,0.2553,-0.188,-0.0472,0.3081,0.0732,-0.0026,0.3618,-0.112,0.1132,0.6308,0.3205,-0.1668,-0.0313,1.3017,2.7896,0.0882,0.0178,-0.0529,-0.0103,-0.0044,-0.1081,-0.1443,0.4308,0.6383,0.5576,0.0083,-0.1291,-0.1044,-0.0326,-0.1191,-0.117,-0.0691,0.0657,0.0362,0.7664,0.3934,0.107,0.234,1.3231,1.1769,1.7224,0.7038,-0.023,0.9433,-0.1861,1.1477,0.2074,-0.0402,0.3436,1.3781,0.1823,-0.0542,1.0682,-0.0798,0.2307,-0.1856,-0.0135,-0.1551,-0.1552,-0.1577,-0.1293,0.0273,0.0672,-0.0815,-0.1387,0.1334,-0.164,0.2449,0.1939,0.0788,-0.06,0.0835,-0.0561,0.2771,2.7223,0.4203,1.3608,0.8333,0.6842,0.0109,-0.0017,-0.07,-0.0358,0.3879,-0.0951,1.036,0.1436,0.1336,-0.041,Control
Utah__B09,1.7836,0.4962,0.9607,0.0326,-0.1234,0,-0.0272,0.0096,-0.1483,-0.1402,0.2158,0.0662,-0.0642,1.0812,-0.033,0.1409,-0.1507,-0.0406,-0.1044,1.0733,1.8324,-0.082,0.1396,0.5142,0.2818,0.26,-0.0018,0.2406,-0.2211,-0.221,0.0972,-0.0687,-0.1536,-0.0963,1.2097,-0.0243,-0.0327,0.5423,-0.1615,0.7363,-0.1144,0.3568,-0.1265,-0.1171,0.014,1.7665,-0.0155,0.5807,0.9284,1.3029,0.3378,-0.0079,0.1868,-0.0194,0.9397,1.6008,-0.1619,0.2334,-0.2645,0.0165,0.2646,-0.127,-0.0603,0.2605,-0.1833,0.0927,-0.1918,0.486,-0.2222,-0.1349,0.8688,1.617,-0.1631,-0.0361,-0.0499,0.052,-0.0469,0.0729,-0.2131,0.8773,0.9852,0.6223,0.0113,-0.1777,-0.1519,-0.1554,-0.1546,-0.1227,-0.1096,-0.0526,-0.0604,0.278,0.2443,0.0881,0.0929,1.3758,1.5101,1.5556,0.3254,-0.0493,1.5843,-0.333,0.637,0.2328,-0.0185,0.2235,1.0157,0.0035,-0.1427,0.5315,0.0405,0.5213,-0.2213,-0.0089,0.0289,0.0108,-0.0917,-0.1135,-0.0217,0.015,-0.0898,-0.0992,0.0349,-0.1155,0.5477,0.0477,-0.0551,-0.1091,0.3097,-0.061,0.1737,1.7551,0.4109,1.2712,1.1303,1.1509,-0.1431,-0.0207,-0.1886,-0.0074,0.181,-0.0363,0.9464,0.0849,-6e-04,-0.0588,Control
Utah__B10,2.1703,0.2487,1.2161,0.0918,0.0067,0.1464,0.1198,-0.1234,-0.0478,-0.0871,0.1911,0.1383,-0.1155,0.9136,-0.1001,-0.0038,-0.1267,0.0156,-0.1413,0.9175,1.5685,-0.0581,0.1693,0.2983,0.3014,0.114,0.0051,0.1712,-0.1061,-0.2058,0.0897,-0.0457,-0.1344,-0.1086,1.3035,0.1925,0.0441,0.5347,-0.1162,0.579,-0.0343,0.4457,-0.0215,-0.0813,0.0111,1.1327,0.0453,0.5858,0.6993,1.3645,0.3708,-0.0174,0.0183,0.0497,0.4954,1.0643,-0.1081,0.4563,-0.1951,0.1312,0.3254,-0.0099,-0.1164,0.0256,-0.1578,-0.1334,-0.0542,0.3349,-0.2208,-0.0969,0.7987,2.2408,-0.0844,0.0612,-0.0163,0.035,-0.0811,0.0755,-0.214,0.6944,0.7306,0.5832,-0.0842,-0.0532,-0.0707,0.0681,-0.2262,0.0211,-0.2099,-0.1176,0.0281,0.2379,0.1938,0.0948,0.2025,1.4219,1.4831,1.5076,0.2981,-0.0904,1.3474,-0.4279,0.1982,0.2325,0.0461,0.0736,1.0134,0.1402,-0.0187,0.7147,-0.0827,0.1563,-0.1326,-0.032,-0.1133,-0.0347,-0.1929,-0.1231,-0.0707,-3e-04,-0.0195,-0.0978,0.1456,-0.1305,0.4907,0.0854,-0.002,0.0223,0.2316,-0.0609,0.2124,2.2048,0.2916,0.9328,0.9862,0.6059,0.0289,-0.0093,-0.1402,-0.0198,0.0743,-0.0276,0.7122,0.0289,-0.0939,-0.0723,Control
Utah__B11,2.4727,0.3846,1.4778,0.0452,-0.0559,0.0163,0.0166,-0.2003,-0.0678,0.0094,0.2351,0.1657,-0.1086,1.1263,-0.0334,0.0682,-0.1566,-0.0338,-0.1016,1.0716,1.4336,-0.0461,0.2313,0.2886,0.3128,0.1344,-0.0134,0.4486,0.0467,-0.2489,0.0113,-0.0148,-0.045,-0.021,1.2147,0.541,0.0251,0.6237,-0.1077,0.4488,-0.0484,1.2142,-0.0308,0.0088,-0.0182,1.2524,0.0817,1.3682,0.5084,1.2939,0.6596,-0.0258,0.028,0.0752,0.6355,2.2638,0.0122,0.4512,-0.223,0.0658,0.2469,0.0711,0.0317,0.1165,-0.1263,0.08,0.1681,0.3419,-0.2004,-0.0833,1.0722,2.3103,0.1344,0.0875,0.002,-1e-04,-0.036,0.0499,-0.1771,0.5697,0.7976,0.5183,-0.006,-0.0324,-0.0953,0.0413,-0.2022,0.0724,-0.1565,-0.0599,0.0491,0.4309,0.3309,0.0425,0.1992,1.3896,1.2771,1.696,0.6398,-0.0329,1.0835,-0.212,0.4177,0.2309,-0.0296,0.2467,1.1732,0.0822,-0.0145,1.0235,0.116,0.1921,-0.0971,-0.0882,-0.0516,-0.0454,-0.1385,-0.119,0.0383,-0.0491,-0.0618,-0.0186,0.1074,0.0564,0.4054,0.236,-0.0391,-0.03,0.1059,0.0675,0.2083,2.7661,0.3038,1.0395,0.8278,0.5281,0.0892,-0.0095,-0.0327,-0.0269,0.1823,-0.0487,1.0364,0.1163,0.2282,-0.0593,Control
Utah__B12,1.0955,0.3023,0.6112,0.0843,-0.0803,0.0105,0.2819,-0.249,-0.1033,-0.0704,0.0845,-0.0031,-0.05,1.0763,-0.1342,-0.0701,-0.1493,-0.073,-0.1591,0.9599,1.9165,-0.0176,0.1703,0.1693,0.222,0.1918,0.0649,0.2966,-0.0938,-0.2752,0.1243,-0.122,-0.0888,-0.1012,0.6565,0.0689,-0.0031,0.5922,-0.0818,0.4228,-0.0282,0.08,-0.136,0.0393,-0.0305,1.1338,-0.0173,0.3905,0.8178,1.1821,0.3562,-0.0173,0.1299,0.005,0.6112,0.6506,-0.0481,-0.1943,-0.1127,0.3006,0.3549,-0.0871,-0.0828,-0.0239,-0.1838,0.1243,-0.0097,0.3839,-0.1812,-0.1429,0.7915,1.393,-0.2299,-0.0306,-0.0198,0.0296,-0.0576,0.0201,-0.1332,0.693,0.6504,0.5279,0.0244,-0.0779,-0.0632,-0.1317,-0.1868,0.0078,-0.1288,-0.0328,-0.0397,0.0469,0.2016,-0.0495,0.0183,1.1323,1.1896,1.419,0.2497,-0.11,0.9873,-0.4417,0.0091,0.2708,0.0085,0.2031,0.3388,0.0443,-0.0074,0.2404,-0.0692,0.1127,-0.1928,-0.085,-0.108,-0.2473,-0.2314,-0.1054,-0.0487,-0.0698,-0.0931,-0.1982,0.155,-0.1983,0.4147,0.0698,-0.1432,-0.1344,0.4439,0.0615,0.2325,0.9069,0.3837,0.9712,1.0987,0.6063,-0.0052,0.0344,-0.0795,-0.0279,0.0603,-0.0389,0.9201,0.0734,-0.039,-0.0926,Control
Utah__C01,1.9197,0.3165,1.4541,-0.0458,-0.0411,-0.0149,0.0013,-0.108,-0.0763,-0.1327,0.2767,0.1323,0.001,1.6739,-0.0858,0.2501,-0.1514,-0.0349,-0.1713,1.452,1.7452,-0.0558,0.3044,0.2676,0.477,0.2567,0.0589,0.3187,0.0627,-0.15,0.0934,-0.0491,-0.127,-0.1149,1.2375,0.2936,0.0759,1.0273,-0.1048,0.6491,-0.0541,1.5827,-0.0033,-0.0021,0.0112,1.3311,0.0405,1.485,0.7247,1.537,0.7261,-0.052,0.0776,-0.0159,1.0507,1.6944,0.074,0.4884,-0.2563,-0.0149,0.481,-0.1093,0.0016,0.0999,-0.3234,0.1618,0.3761,0.4237,-0.2249,-0.0594,1.3605,2.7058,-0.0354,0.0493,7e-04,-0.0144,-0.1,-0.0601,-0.2027,0.7023,0.8065,0.7498,-0.0135,-0.1218,-0.0417,-0.104,-0.0993,-0.119,-0.1636,0.0258,0.0925,0.4676,0.4691,0.0815,-0.0087,1.3372,1.2928,2.065,0.847,-0.1199,1.3751,-0.3251,0.6373,0.2528,-0.002,0.4358,1.2564,-0.0048,-0.022,0.8786,-0.1092,0.4138,-0.1634,-0.0973,-0.1786,0.1436,-0.1491,-0.0876,0.0207,0.0151,-0.0632,-0.1112,0.157,-0.1311,0.5281,0.2636,0.0943,-0.0199,0.1443,-0.0204,0.2218,2.4677,0.4875,1.2321,1.0566,0.9406,0.0278,-0.0101,-0.1023,-0.0249,0.2248,-0.024,1.1111,0.0722,0.3143,-0.0706,BRCACancer
