@relation data

@attribute id string
@attribute 1056 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 1131 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1179 numeric
@attribute 123745 numeric
@attribute 1357 numeric
@attribute 1358 numeric
@attribute 1359 numeric
@attribute 1360 numeric
@attribute 1361 numeric
@attribute 1504 numeric
@attribute 1506 numeric
@attribute 1811 numeric
@attribute 196883 numeric
@attribute 219931 numeric
@attribute 22802 numeric
@attribute 23236 numeric
@attribute 23436 numeric
@attribute 23439 numeric
@attribute 26279 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 280 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3784 numeric
@attribute 387 numeric
@attribute 391013 numeric
@attribute 4218 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 493 numeric
@attribute 50487 numeric
@attribute 51032 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5646 numeric
@attribute 5874 numeric
@attribute 5879 numeric
@attribute 5906 numeric
@attribute 5908 numeric
@attribute 6262 numeric
@attribute 63036 numeric
@attribute 6344 numeric
@attribute 64600 numeric
@attribute 6522 numeric
@attribute 6548 numeric
@attribute 6558 numeric
@attribute 683 numeric
@attribute 7220 numeric
@attribute 760 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 8671 numeric
@attribute 8681 numeric
@attribute 8766 numeric
@attribute 886 numeric
@attribute 952 numeric
@attribute 9635 numeric
@attribute Class {Control,BRCACancer}

@data
A11,-0.1616,-0.0037,-0.0447,-0.0557,0.1771,-0.0329,0.1431,1.647,-0.0977,-0.1336,0.4234,-0.1297,0.063,-0.1011,-0.0038,0.0665,-0.1327,-0.087,0.1895,0.3843,-0.0617,0.1056,0.5826,0.0219,0.6393,-0.1057,-0.104,0.0638,0.5344,0.6091,0.3691,-0.0209,0.5047,0.8112,0.4282,-0.0246,0.0959,0.5541,-0.0378,1.6135,1.4588,-0.0216,0.2324,-0.1128,0.299,0.1671,0.4046,0.1696,-0.0059,1.4802,0.9094,2.0439,0.0094,0.021,1.2356,-0.0237,-0.0825,0.0868,-0.0228,0.2053,-0.2421,1.4793,0.5867,-0.0621,-0.0421,-0.0799,0.3263,0.9853,-0.1178,-0.1412,1.2777,0.4368,0.9474,1.7129,-0.0639,0.1153,-0.0342,-0.0689,0.2375,0.3372,0.5314,1.0486,0.0594,0.5006,0.099,0.2803,0.1612,0.0479,0.0851,0.3358,2.308,-0.0572,0.3689,0.0157,Control
A12,-0.2971,0.1315,0.0846,0.0089,0.2876,0.106,0.1753,0.9007,-0.027,-0.1268,0.0378,-0.0545,0.0567,0.139,0.0463,0.6314,-0.0472,-0.0822,0.2913,0.243,0.0431,0.0937,0.341,-0.0471,0.1726,0.0322,-0.1506,0.3108,0.1356,0.3465,0.2125,0.1077,0.458,0.3529,0.5382,-0.0085,-0.0132,0.3136,0.2376,1.3083,1.5781,0.0758,-0.0131,-0.0743,0.0844,0.0427,0.3538,0.2063,-0.036,0.9618,0.6063,1.3786,0.2418,0.0767,0.954,0.0476,-0.0251,-0.0741,0.1872,0.2143,0.0537,0.8977,0.2473,-0.0411,-0.0747,1e-04,0.1184,0.5269,-0.2487,-0.0871,1.2996,0.3242,0.7858,0.6297,0.0076,0.1694,0.0943,0.2204,0.2092,0.338,0.5315,1.1528,0.1346,0.5366,0.2651,0.1534,0.1712,-0.0081,0.0886,0.1246,2.3545,0.1106,0.3217,0.0942,Control
B01,-0.4698,0.1108,0.0389,-0.0606,0.25,0.0013,0.1403,1.2525,-0.0747,-0.1404,0.1165,-0.0224,0.0597,0.003,0.0649,0.13,-0.0545,-0.2122,-0.0719,0.681,0.0196,0.1035,0.4663,-0.1178,0.3587,-0.0854,0.0061,0.0595,0.5769,0.5895,0.6206,-0.0131,0.7067,0.7916,0.6486,0.0765,-0.0322,0.7514,0.1802,1.2847,2.0139,0.0877,-0.1046,-0.0267,0.2679,-0.0667,0.4957,0.1131,-0.1142,1.6025,0.7055,2.0248,0.1205,-0.1146,0.9701,0.019,0.0767,0.0687,0.0475,0.2591,0.0377,1.4475,0.2449,-0.0318,-0.105,0.0064,0.5839,0.9472,-0.434,0.0309,1.3384,0.7893,1.2945,1.7705,-0.0576,0.2173,0.0379,0.0701,0.0451,0.4181,0.6453,0.9543,0.2618,0.6445,0.3706,0.2493,0.2308,-0.0075,-0.0381,0.526,2.0325,0.0146,0.4759,0.0108,Control
B02,-0.1649,0.0233,-0.0187,-0.0748,0.2884,-0.0035,0.1148,1.7995,-0.0804,-0.1385,0.3118,-0.0913,-0.0012,0.0451,-0.0599,0.1576,-0.1168,-0.1181,0.1231,0.7978,-0.0566,0.1452,0.7648,-0.0642,0.2607,-0.0587,-0.111,0.0183,0.34,0.704,0.5034,0.0254,0.5934,0.6638,0.8422,0.0036,0.0847,0.6791,0.0786,1.7172,2.0976,0.0321,0.2043,1e-04,0.3153,0.0212,0.5648,0.0801,0.0146,1.6386,1.106,2.0658,0.0596,0.0293,1.2995,0.0351,-0.1256,0.0142,-0.0695,0.3629,-0.0877,1.8017,0.5812,-0.0654,-0.0831,-0.0011,0.3378,0.785,-0.1472,0.0464,1.4281,0.7121,1.1171,1.4555,-0.0781,-0.1049,0.0638,0.0543,0.4157,0.5196,0.668,1.2789,0.174,0.7896,0.3654,0.3582,0.1033,-0.0539,0.0902,0.7468,2.536,0.0511,0.6394,-0.0486,Control
B03,-0.2664,-0.0151,-0.0213,-0.0989,0.2657,-0.009,0.112,1.5743,-0.0497,-0.1297,0.2259,-0.0822,0.003,0.0178,-0.038,0.0616,-0.1053,-0.1389,5e-04,0.6876,-0.0583,0.1393,0.6308,-0.0838,0.3661,-0.0074,-0.0096,0.1616,0.4581,0.6633,0.5658,-0.0379,0.6638,0.7044,0.7215,0.0278,0.0569,0.6843,0.1213,1.4902,2.0323,0.0727,0.0781,-0.1449,0.2576,-0.0423,0.6086,0.1497,-0.0174,1.6232,0.9194,2.198,0.0244,-0.0474,1.3305,0.0795,-0.0199,-0.0039,0.0177,0.3548,-0.0831,1.6027,0.4731,-0.0366,-0.0649,0.0304,0.3907,0.9095,-0.1904,-0.1696,0.8281,0.7853,1.2067,1.5959,-0.0845,0.0456,0.0168,-0.0701,0.2755,0.4183,0.6169,1.1439,0.2486,0.2619,0.2806,0.3219,0.0897,-0.0491,0.0921,0.5674,2.0303,-0.0499,0.5148,0.0253,BRCACancer
B04,-0.2062,0.0312,-0.0182,-0.1547,0.2717,-0.0145,0.0924,1.7749,-0.0646,-0.2223,0.4276,-0.0908,-0.0191,-0.046,-0.018,0.1476,-0.1414,-0.1678,0.1102,0.4208,-0.0762,0.1181,0.7097,-0.0616,0.8222,-0.0678,-0.2104,-0.0423,1.0542,0.6721,0.5493,-0.102,0.9323,1.0224,0.7962,-0.0576,0.2395,0.9809,-0.0286,1.243,1.7411,0.028,0.065,0.0129,0.2058,0.0294,0.7744,0.1558,-0.0234,1.5734,0.9359,2.1759,0.0188,-0.013,1.629,0.0473,0.043,-0.0659,0.0322,0.4159,-0.1513,1.6955,0.4117,-0.1142,-0.0751,-0.0276,0.6402,1.5857,-0.1718,-0.0572,1.5814,0.863,1.7902,2.5273,-0.0946,-0.1005,0.0345,0.011,0.3008,0.5644,0.7173,0.9147,0.1915,0.9431,0.5323,0.3229,-0.0356,-0.1594,0.1495,0.4342,2.2437,0.0493,0.7182,-0.0349,BRCACancer
B05,-0.2875,0.0971,0.0219,-0.0224,0.2407,0.0753,0.085,1.6009,-0.0729,-0.1957,0.2881,-0.0516,0.0226,0.0941,0.0165,0.2244,-0.0303,-0.2018,0.1054,0.5549,-0.0132,0.1352,0.6584,-0.003,0.1639,0.0394,-0.1476,0.0963,0.2673,0.5904,0.4289,0.0478,0.5168,0.6201,0.5735,0.0187,0.0185,0.6826,4e-04,1.5809,1.7269,0.067,0.0909,-0.0395,0.2192,-0.0046,0.8274,0.2208,-0.0527,1.5605,0.8584,2.0364,0.0903,0.0376,1.256,-0.027,-0.0839,-0.077,0.0534,0.2031,-0.1003,1.6773,0.4203,-0.1119,-0.1285,-0.0536,0.1887,0.8601,-0.2041,-0.0991,1.3686,0.5003,1.0495,1.6639,-0.0246,-0.0241,0.0402,0.0348,0.2698,0.4285,0.573,0.7516,0.1097,1.0003,0.2313,0.3293,-0.2134,-0.0596,0.1281,0.3933,2.4405,0.103,0.8221,0.0488,BRCACancer
B06,-0.4673,-8e-04,0.076,-0.0118,0.1237,-0.0411,0.0647,1.1394,-0.0626,-0.1503,-0.0293,-0.0197,-0.0659,0.1118,0.0362,0.1415,-0.0249,-0.2351,-0.1844,0.3144,0.1118,0.0621,0.3435,-0.1187,0.3007,0.0821,0.0212,0.2231,0.3375,0.3913,0.6189,-0.2698,0.6232,0.5546,0.4832,0.1488,-0.1943,0.5849,0.0997,1.0264,1.61,0.1358,-0.2669,0.0234,0.1465,-0.1059,0.4921,0.0453,-0.2061,1.4531,0.5213,1.9832,0.066,-0.1815,1.0202,-0.116,0.0058,-0.0073,0.1204,0.2704,0.1558,1.3882,0.1163,0.0084,-0.0678,0.1517,0.1906,0.7212,-0.4449,-0.1417,1.1243,0.5144,1.0347,1.2829,-0.0084,0.0255,0.0181,-0.1634,-0.0149,0.2206,0.396,0.9932,0.1168,0.5515,0.2494,0.1636,0.1779,0.0067,0.0715,0.2134,1.856,-0.0676,0.3289,0.081,BRCACancer
B07,-0.1732,0.0391,-0.041,-0.0772,0.3381,0.0244,0.0305,1.8352,-0.1076,-0.1607,0.3871,-0.1053,-0.0688,0.0024,-0.0536,0.4323,-0.0963,-0.1418,0.1,0.7197,-0.0636,0.1993,0.7403,-0.0172,0.3325,0.0511,-0.0746,0.0652,0.3625,0.7489,0.61,0.0423,0.755,0.7949,0.9173,-0.0831,0.0314,0.9059,-0.0224,1.5813,1.9326,0.0208,0.2307,-0.0107,0.1741,-0.0477,0.6364,0.1907,-0.0124,1.8001,1.1638,2.1839,0.0519,-0.0071,1.5941,0.1347,-0.0714,-0.0887,-0.0114,0.4161,-0.1888,1.8805,0.5681,-0.0749,-0.0942,-0.0758,0.2531,0.9385,-0.1719,0.0611,1.4592,0.7406,1.3023,1.7886,-0.0671,0.0016,0.0427,-0.0464,0.4592,0.5098,0.7,1.3336,0.265,0.8385,0.5052,0.4718,0.1123,-0.043,0.1826,0.6871,2.2768,0.0244,0.5692,-0.0256,BRCACancer
B08,-0.1551,-0.0051,-0.0526,-0.0885,0.2855,-0.0384,0.1778,1.7385,-0.0783,-0.1052,0.2252,-0.138,-0.0075,-0.0096,-0.0646,0.0712,-0.1167,-0.1292,0.2709,0.4244,-0.0363,0.1498,0.7714,-0.0202,0.2795,-1e-04,-0.0603,0.0677,0.2896,0.6844,0.36,-0.14,0.4308,0.6383,0.5576,-0.0317,0.1123,0.5718,-0.044,1.9088,1.6341,-0.022,0.0992,-0.0515,0.1387,0.0778,0.344,0.242,-0.0055,1.6068,1.1012,2.1312,-0.0086,0.0449,1.079,0.118,-0.0193,-0.0012,-0.0165,0.4351,-0.1383,1.7224,0.7038,-0.023,-0.0125,-0.0386,0.242,0.7048,-0.0759,-0.098,2.1084,0.5019,0.957,1.2505,-0.073,0.0965,0.0197,-0.013,0.3758,0.4462,0.5349,1.2193,0.0753,0.9931,0.3628,0.3157,-0.0151,-0.0504,-0.0207,0.4259,2.9833,-0.0017,0.5806,-0.0474,Control
B09,-0.2068,-0.0189,-0.0568,-0.1295,0.2227,-0.0341,0.1192,1.5841,-0.1483,-0.1501,0.1847,-0.1435,0.0435,-0.0147,-0.0846,0.0532,-0.1735,-0.1364,0.2121,0.424,-0.0688,0.1634,0.5965,-0.1277,0.7363,-0.0239,-0.1017,0.2535,0.9284,0.6796,0.4409,0.0701,0.8773,0.9852,0.6223,-0.0175,0.1843,0.9711,-0.046,1.2485,1.4825,0.0105,0.0456,-0.0806,0.0358,0.0762,0.66,0.2195,-0.0063,1.6494,0.9046,2.3156,0.0234,-0.0576,1.2573,-0.0275,0.0076,0.1212,-0.0848,0.2198,-0.2375,1.5556,0.3254,-0.0493,-0.0835,-0.0162,0.6761,1.539,-0.1118,0.1354,1.9184,0.6642,1.383,2.574,-0.0704,0.1825,-0.0156,-0.0782,0.1584,0.4091,0.5639,0.5708,0.1098,0.6794,0.4444,0.3217,0.0831,-0.0231,0.0569,0.4177,2.488,-0.0207,0.6837,-0.0525,Control
B10,-0.1991,0.0631,-0.0263,-0.0709,0.2004,-0.0107,0.0524,1.522,-0.0478,-0.169,0.2112,-0.1094,-0.0199,0.0321,0.0575,0.0347,-0.0954,-0.1323,0.1779,0.303,-0.0549,0.0767,0.5091,-2e-04,0.579,-0.0865,-0.0854,0.1483,0.6993,0.4932,0.3781,-0.0313,0.6944,0.7306,0.5832,-0.0392,0.1271,0.6125,-0.026,1.1291,1.7575,-0.0115,0.0408,-0.1105,0.1332,-0.0577,0.5611,0.1442,-0.0801,1.3805,0.7296,2.1205,0.0314,-0.0489,1.3299,-0.085,0.0682,0.1111,-0.0435,0.3058,-0.094,1.5076,0.2981,-0.0904,-0.0123,-0.0297,0.405,1.1167,-0.0863,0.0248,1.4472,0.8311,1.3495,2.0119,-0.0692,0.0874,0.0678,0.0312,0.3028,0.3791,0.5808,0.822,0.0967,0.4156,0.3383,0.2009,-0.0298,-0.0022,0.119,0.2882,2.3309,-0.0093,0.5846,-0.0146,Control
B11,-0.2223,-0.0029,-0.0368,-0.0742,0.2103,0.0264,0.1526,1.5418,-0.0678,-0.1462,0.1991,-0.0499,0.006,0.0233,0.0266,0.0925,-0.1201,-0.1463,0.2138,0.3682,-0.0222,0.113,0.64,-0.0865,0.4488,0.0275,-0.1664,0.0073,0.5084,0.6187,0.3287,0.0439,0.5697,0.7976,0.5183,-0.0312,0.1439,0.5495,-0.0022,1.6185,1.6522,-0.0275,0.0733,-0.1008,0.2507,0.1072,0.4625,0.1729,-0.0459,1.5862,0.8539,1.908,0.0793,-0.0278,1.0917,0.0552,0.0821,-0.0328,-0.0623,0.4457,-0.0829,1.696,0.6398,-0.0329,-0.0541,-0.0278,0.3123,0.9569,-0.0047,-0.1201,1.5481,0.5887,1.0758,1.3358,-0.0827,0.1138,0.0308,0.0108,0.4395,0.5766,0.5939,1.3018,0.0869,1.043,0.3644,0.2179,-0.0988,-0.0585,0.0406,0.375,2.6187,-0.0095,0.5086,-0.0342,Control
