@relation data

@attribute id string
@attribute 2194 numeric
@attribute 27349 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 54995 numeric
@attribute 55301 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4043,0.4106,0.4646,0.4484,0.8599,-0.1407,Control
A02,0.2773,0.2438,0.2171,0.1839,0.6947,-0.1034,Control
A03,0.4276,0.4267,0.3921,0.2481,0.6344,-0.134,Control
A04,0.44,0.4414,0.227,0.2458,0.5354,-0.1151,Control
A05,0.5351,0.5575,0.3963,0.3103,0.6575,-0.0607,Control
A06,0.3398,0.3626,0.3572,0.318,0.7153,-0.0866,Control
A07,0.2814,0.4235,0.3689,0.2764,0.8065,-0.1912,Control
A08,0.2912,0.2641,0.533,0.434,0.6563,-0.114,Control
A09,0.2706,0.4109,0.3223,0.2571,0.5855,-0.1064,Control
A10,0.3573,0.4196,0.404,0.3396,0.681,-0.0997,Control
A11,0.2606,0.3158,0.3307,0.3064,0.592,-0.2005,Control
A12,0.0699,0.1039,0.0695,0.0667,0.5189,-0.0863,Control
B01,0.0323,0.0151,0.3246,0.3786,0.7119,-0.0893,Control
B02,0.4287,0.4171,0.2634,0.3354,0.6898,-0.1101,Control
B03,0.2841,0.3291,0.2998,0.3152,0.6782,-0.1192,BRCACancer
B04,0.2361,0.0403,0.3808,0.2999,0.5149,-0.0911,BRCACancer
B05,0.2747,0.1479,0.229,0.1257,0.6132,-0.1209,BRCACancer
B06,-0.1863,-0.2314,0.2297,0.1384,0.6732,-0.1041,BRCACancer
B07,0.3251,0.2792,0.2817,0.4198,0.7879,-0.1482,BRCACancer
B08,0.3113,0.4958,0.2966,0.2569,0.7238,-0.0658,Control
B09,0.2165,0.0245,0.3795,0.3112,0.317,-0.0532,Control
B10,0.1874,0.1075,0.2837,0.2088,0.5608,-0.1676,Control
B11,0.2806,0.309,0.276,0.1911,0.6445,-0.145,Control
B12,0.0719,-0.0553,0.2217,0.2116,0.315,-0.1912,Control
C01,0.4783,0.3069,0.3823,0.2587,0.7237,-0.1434,BRCACancer
C02,0.5124,0.5354,0.2442,0.3222,0.7959,-0.1235,BRCACancer
C03,0.6675,0.4368,0.3073,0.4236,0.7777,-0.0991,BRCACancer
C04,0.366,0.1911,0.1423,0.2403,0.514,0.0013,Control
C05,0.2863,0.2787,0.1733,0.175,0.4478,-0.0294,BRCACancer
C06,0.0533,0.0228,-0.0287,0.0435,0.193,-0.1098,Control
C07,0.2984,0.3008,0.1722,0.215,0.563,-0.0492,Control
C08,0.4181,0.3116,0.3135,0.4338,0.6602,-0.1142,Control
C09,0.3382,0.2524,0.1864,0.2458,0.6119,-0.0493,Control
C10,0.4197,0.3268,0.1686,0.1688,0.6411,-0.0811,BRCACancer
C11,0.6179,0.422,0.3496,0.4479,0.5637,-0.0267,Control
C12,0.2908,0.0697,0.0824,0.1368,0.3706,0.0013,BRCACancer
D01,0.222,0.1632,0.3847,0.4775,0.5376,-0.1363,BRCACancer
D02,0.4473,0.3726,0.2368,0.2622,0.4335,0.0478,BRCACancer
D03,0.3631,0.2259,0.1695,0.0932,0.3873,-0.0412,BRCACancer
D04,0.4353,0.4185,0.2669,0.1935,0.5025,-0.0634,BRCACancer
D05,0.3722,0.2794,0.1607,0.1712,0.5124,-0.1014,BRCACancer
D06,0.5732,0.4331,0.3411,0.4116,0.6376,-0.0814,BRCACancer
D07,0.4901,0.3247,0.1757,0.3417,0.5505,-0.0908,Control
D08,0.2818,0.1764,0.1393,0.1617,0.2687,-0.0718,Control
D09,0.4523,0.3891,0.2243,0.2534,0.6086,-0.0384,Control
D10,0.2918,0.3306,0.2127,0.2294,0.4427,-0.0776,Control
D11,0.0707,0.0381,0.1019,0.0829,0.2374,-0.116,Control
D12,0.345,0.2883,0.1919,0.2302,0.3429,-0.0711,Control
E01,0.3511,0.1271,0.1548,0.1138,0.4541,-0.0893,BRCACancer
E02,0.504,0.5413,0.2844,0.357,0.7507,-0.0736,Control
E03,0.5811,0.3922,0.2461,0.2923,0.5657,-0.0981,Control
E04,0.6261,0.4437,0.2738,0.4574,0.6156,-0.0703,Control
E05,0.3257,0.2499,0.2053,0.3239,0.4763,-0.0955,Control
E06,0.06,0.1641,0.1426,0.1118,0.5797,-0.2328,BRCACancer
E07,0.5375,0.3371,0.246,0.3286,0.4728,-0.0772,BRCACancer
E08,0.4532,0.4274,0.25,0.3083,0.672,-0.0819,Control
E09,0.4438,0.5285,0.2535,0.2875,0.6766,-0.036,BRCACancer
E10,0.49,0.4068,0.3113,0.2252,0.6292,-0.1244,BRCACancer
E11,0.3487,0.1873,0.1621,0.2223,0.3841,-0.0365,Control
E12,0.196,0.1834,0.1908,0.092,0.3154,0.0399,BRCACancer
F01,0.6195,0.4403,0.3293,0.4428,0.6915,-0.1953,Control
F02,0.5694,0.5183,0.318,0.3768,0.6029,-0.0884,Control
F03,0.4455,0.3209,0.2515,0.3206,0.6909,0.0326,Control
F04,0.3195,0.2015,0.3384,0.2192,0.5689,-0.1069,Control
F05,0.4618,0.3616,0.259,0.3013,0.6838,-0.0908,Control
F06,0.2973,0.2206,0.1373,0.1413,0.6663,-0.1529,Control
F07,0.4683,0.3364,0.342,0.4608,0.6704,-0.0959,Control
