@relation data

@attribute id string
@attribute 3127 numeric
@attribute 920 numeric
@attribute 3111 numeric
@attribute 919 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3113 numeric
@attribute 1445 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 55824 numeric
@attribute 6957 numeric
@attribute 6955 numeric
@attribute 3932 numeric
@attribute 5788 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0727,1.7101,0.6063,0.8229,2.2176,1.7846,2.9699,1.2814,1.5611,0.0501,2.2237,2.1629,2.3193,1.4648,0.2182,0.2158,1.9358,3.057,3.0674,Control
A02,1.0652,1.4691,0.5192,0.553,2.3118,1.9155,3.1911,1.2458,1.4482,0.257,1.9545,1.8928,2.2847,0.8879,0.1727,0.0504,1.6874,3.0587,3.5593,Control
A03,0.2925,1.6093,0.5935,0.729,2.2874,2.1584,3.1864,1.4648,1.7361,0.0848,1.9088,1.7685,2.3295,1.278,0.1455,0.0932,1.7151,3.1701,3.2594,Control
A04,0.0729,1.5742,0.6918,0.7673,2.0805,1.8677,3.1836,1.2871,1.2116,0.1842,1.9522,1.8416,2.3071,1.2094,0.159,0.1022,1.9667,3.2973,3.5094,Control
A05,1.1329,1.8284,0.7365,0.7984,2.4942,2.2411,3.2592,1.4266,1.4467,0.2387,1.5601,1.5813,1.9438,1.1222,0.1504,0.0507,1.6797,3.1618,3.4609,Control
A06,0.2508,1.6971,0.6086,0.7589,2.3743,1.8854,3.1144,1.2077,1.5448,0.1679,1.5133,1.5251,1.7701,1.0249,0.1557,0.0867,1.611,2.8986,3.29,Control
A07,0.2222,1.6769,0.7369,1.1167,2.2665,1.8354,2.7825,1.323,1.3973,0.0617,1.7971,1.761,2.0687,1.484,0.2024,0.0921,1.7129,3.3824,3.2491,Control
A08,0.1972,1.4848,0.3863,1.4459,1.922,1.4555,2.52,1.2379,1.2944,0.1327,1.6824,1.826,1.9766,1.7617,0.1601,0.1369,1.5609,3.4982,2.8193,Control
A09,0.2043,1.6385,0.2964,0.958,1.9279,1.426,2.7429,1.3017,1.1389,0.1825,2.0098,1.8301,2.2759,1.5767,0.1713,0.1261,1.828,3.4433,2.9804,Control
A10,1.1022,1.5195,0.3569,0.9953,2.3559,1.7895,2.8951,1.2891,1.2414,0.0908,2.0305,1.9018,2.2764,1.3005,0.1456,0.127,1.8784,3.618,3.2177,Control
A11,0.404,1.4484,0.3524,0.7513,1.7007,1.2714,2.8119,1.2159,0.9494,0.1166,2.0683,1.8037,2.1946,1.1409,0.1168,0.0893,1.6506,2.9418,3.124,Control
A12,1.423,0.9411,0.4539,0.4875,1.7701,1.1795,2.4849,0.6894,0.7225,0.2403,1.8233,1.4626,2.1972,0.5427,0.2178,-0.0411,1.4307,2.6525,3.2121,Control
B01,0.1918,1.3262,0.3534,0.7999,1.9761,1.4348,2.4956,1.0331,1.5085,0.1883,1.8587,1.8616,1.9259,1.3536,0.2948,0.1506,1.4554,3.0532,2.7881,Control
B02,0.0962,1.605,0.6645,0.7977,2.4429,1.9917,3.2744,1.3823,1.9116,0.165,2.2224,1.9896,2.3159,1.1477,0.1819,0.1291,2.0057,3.2716,3.4135,Control
B03,0.9984,1.4273,0.3199,0.7362,2.2659,1.7141,2.9192,1.1858,1.5674,0.1801,2.0875,1.928,2.2308,1.1794,0.1505,0.1295,1.8247,3.3711,3.1471,BRCACancer
B04,0.2544,0.9942,0.2557,1.2485,1.9858,1.4604,2.4295,1.1611,1.5322,0.1881,1.7798,1.6774,1.8617,1.7065,0.1595,0.0721,1.589,3.6222,2.5913,BRCACancer
B05,0.2944,1.3487,0.6649,0.7467,2.0649,1.7288,3.1115,1.2096,1.485,0.2124,1.7458,1.5625,1.6891,1.2411,0.1815,-0.0163,1.3683,3.0657,3.3073,BRCACancer
B06,0.5518,0.8346,0.2555,0.5349,2.2239,1.4462,2.5202,0.72,1.3187,0.1488,1.367,1.396,1.5834,0.7852,0.3013,0.1045,1.1402,3.1833,2.8133,BRCACancer
B07,0.1989,1.4458,0.639,0.852,2.5472,1.9161,3.0003,1.3323,1.7644,0.2733,2.1967,2.042,2.399,1.2757,0.2,0.1273,2.0284,3.4779,3.0899,BRCACancer
B08,0.2813,1.6695,0.3488,0.5472,2.0182,1.5303,2.8931,1.2959,1.1174,0.1762,1.8577,1.735,2.1856,1.0126,0.1314,0.099,1.7152,2.8629,3.1689,Control
B09,0.2574,0.8931,0.1786,1.4387,1.81,1.3485,1.8353,1.1465,1.5552,0.1308,1.0941,1.6522,1.3136,1.7117,0.1394,0.0435,1.1918,3.3649,2.3066,Control
