@relation data

@attribute id string
@attribute 3566 numeric
@attribute 3596 numeric
@attribute 3597 numeric
@attribute 3598 numeric
@attribute 3716 numeric
@attribute 3717 numeric
@attribute 7297 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4627507684,-0.0203942615,0.8713200639,0.1745435996,0.4470524510,0.0567569479,1.2250487839,BRCA
GSM480985,0.5714007133,-0.0459955214,1.2538896059,0.2726132388,0.5544197005,0.1556939161,1.1729557717,BRCA
GSM480986,0.5170941887,0.0224967756,1.0659217021,0.2583241763,0.5183176570,0.0812981193,1.2944865178,BRCA
GSM480987,0.4207185832,-0.0589916677,0.8483880783,2.1757299900,0.7885095960,0.0791740535,1.0620853786,BRCA
GSM480988,0.2834499472,-0.0282015741,0.9158652838,-0.0679441673,0.2999578148,0.0942390446,1.3467391969,BRCA
GSM480989,0.3553139869,-0.0506024629,0.7916296017,-0.1357033428,0.4428248556,0.1149073330,1.2474005231,BRCA
GSM480990,0.5532781123,-0.1067628994,0.6033824867,0.0463591386,0.3581295984,0.0679819035,1.2734626049,Control
GSM480991,0.5640646457,-0.0838136621,0.9463756879,0.0275429394,0.5139666454,0.0256183829,1.3447533796,Control
GSM480992,0.5249138593,0.0006584926,0.7405431239,-0.0435969264,0.3732452306,0.1000183866,1.4693703024,Control
GSM480993,0.6175183761,0.0230614987,0.8353090088,-0.0346119401,0.4200200984,-0.0802424204,1.3497798583,Control
GSM480994,0.4288788189,-0.0150996204,0.9356266373,-0.0609512789,0.4526085192,0.0004596510,1.1643850702,Control
GSM480995,0.5387910283,-0.1576657472,1.0433562533,0.7239946392,0.7640210914,0.0980818387,1.1088347386,Control
GSM480996,0.7720196513,-0.0643603750,0.8353408998,0.5289613440,0.4238505913,0.0791217182,1.1193490377,BRCA
GSM480997,0.6792873093,-0.0684212735,0.9414848613,0.0520325562,0.6490354699,0.1844789574,1.3566061391,BRCA
GSM480998,0.5986346769,-0.0012468999,0.9447649112,-0.1171674459,0.5039928112,0.0564494044,1.2665833037,BRCA
GSM480999,0.4466883801,-0.0687483949,1.2215207968,-0.1415938039,0.6977421466,0.1262857677,1.3766815067,BRCA
GSM481000,0.6457207091,-0.0527950293,1.0236460218,-0.1167693554,0.4601654988,0.1990989346,1.4108173631,BRCA
GSM481001,0.3186861993,-0.0090960081,1.2818231592,-0.0716625603,0.8094264264,0.0719770665,1.0788993968,BRCA
