@relation data

@attribute id string
@attribute 10201 numeric
@attribute 10587 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 10714 numeric
@attribute 11128 numeric
@attribute 124583 numeric
@attribute 129607 numeric
@attribute 139596 numeric
@attribute 1503 numeric
@attribute 151531 numeric
@attribute 1633 numeric
@attribute 1635 numeric
@attribute 171568 numeric
@attribute 1723 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1841 numeric
@attribute 1854 numeric
@attribute 1890 numeric
@attribute 22978 numeric
@attribute 23649 numeric
@attribute 25885 numeric
@attribute 29922 numeric
@attribute 30833 numeric
@attribute 30834 numeric
@attribute 318 numeric
@attribute 3704 numeric
@attribute 4832 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 50808 numeric
@attribute 51082 numeric
@attribute 51251 numeric
@attribute 51727 numeric
@attribute 51728 numeric
@attribute 51733 numeric
@attribute 54107 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54963 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 56474 numeric
@attribute 56655 numeric
@attribute 56953 numeric
@attribute 57804 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64425 numeric
@attribute 661 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7296 numeric
@attribute 7298 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 790 numeric
@attribute 83549 numeric
@attribute 8382 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 84618 numeric
@attribute 87178 numeric
@attribute 93034 numeric
@attribute 953 numeric
@attribute 9533 numeric
@attribute 955 numeric
@attribute 956 numeric
@attribute 957 numeric
@attribute 9583 numeric
@attribute 978 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3252481361,0.1044270963,0.9404020906,0.2935356120,0.7725674619,0.4357111652,0.5303733296,1.2304648982,0.1172350810,1.4100482299,2.3877958059,0.0311911013,0.9854336752,0.6047213068,0.8751095352,0.0485816425,-0.0844110832,-0.1030053326,0.1747362977,0.9245099686,-0.1747008562,0.2048964729,0.0878751939,0.2008899247,0.9981966897,0.1352500151,0.3472520234,1.3814109807,0.6239491861,0.3712876448,2.0410523265,0.4288872541,1.1279155045,0.8082222765,1.1343227017,0.9023981647,0.4073480382,1.1456009852,0.0620994904,-0.1269712995,0.9672374982,0.0603612382,-0.1353485043,0.3578091349,0.1289825939,0.2126304446,0.5999198465,1.1703704466,0.9321065918,1.4741522832,0.9073006092,0.4790607486,1.7162887493,1.4991112350,2.0225933196,0.9153220130,1.7382117063,0.1519732139,-0.0795651324,-0.0325809552,0.5806491123,0.4403497991,0.6629302561,1.4529183112,0.1663173008,0.6588075593,0.2423665931,0.8121203617,0.6329672182,1.2858133689,0.1185099606,1.8953967447,1.5309622909,0.2997803080,1.5770916650,0.7392974730,0.3816511830,0.7296938975,0.3160535306,0.3077512873,0.4965385087,1.0307717687,-0.1422610203,0.2211633253,-0.1044722966,0.0563199719,0.5657953464,1.3965763961,-0.0747660650,0.5214763974,0.0051490062,0.8159065768,BRCA
GSM481003,0.5144651234,0.1635247162,0.4884172179,0.3017853447,0.8272774742,0.2274992413,0.5453837947,1.5105759985,0.3486743271,1.3229257333,2.3080874680,0.0406192911,1.2998373642,0.6478946741,0.9287738163,0.0296124199,-0.0872618226,-0.1181411366,0.3297847877,1.0674480926,-0.1564249467,0.1366486249,0.3134257992,0.1597507681,1.4198659913,0.1795041421,0.3667853262,0.8386614687,1.0451648499,0.5030223810,1.9400418622,0.8896260634,1.2861356166,0.6690220103,1.0067830222,1.1144299707,-0.1039354707,0.8986324400,0.0960201174,-0.0467061726,1.1437503397,0.0027308773,0.0028041706,0.3861183389,0.0986170489,0.4597762505,0.6650603986,1.0737781454,1.1258171098,1.7355406609,0.9993794023,0.5170908664,1.9700247826,1.5653517170,2.5304655898,0.7923391349,2.0476801031,0.3374255079,-0.0982767486,-0.0169048130,0.2550790264,0.4804655812,0.8696540721,1.9406039927,0.0192017261,0.5469102347,0.1661094380,1.6702819305,0.8393967250,1.2927863710,0.6364019361,1.6357811039,1.5921303049,0.2583837359,1.1595683648,0.8649795527,0.7092720221,1.0929621720,0.4415519311,0.3701689069,0.5047635508,0.9984209488,-0.1187864996,-0.0991557603,-0.0759650762,-0.0761381620,0.8373964438,1.6125663469,-0.0867289398,0.3245412511,0.0608641418,0.2191748102,BRCA
GSM481004,0.3779120146,0.0818670417,0.5799007417,0.3220629923,1.0343788486,0.4892555573,0.7126382003,1.6675554118,0.0997219626,1.0832653376,2.3070460112,0.0984570298,1.1310499669,0.9150836449,1.1852693863,0.0800757355,-0.0253257072,-0.1179018219,0.3433663092,0.9431399499,-0.1351279084,0.0907147581,0.2231258520,0.3496965550,0.6541509510,0.1528639407,0.3346762372,1.0984987186,0.5868340071,0.4601778406,1.9344821125,0.7631303631,1.9078542192,0.5064344630,1.1176801979,1.1426664886,0.1271538233,0.7874424474,0.0387701505,-0.0468843770,1.0411094329,0.0486587746,-0.0832465394,0.3749461847,0.1504041588,0.1190198336,0.7186753850,1.1400992890,1.2078082544,1.6407811478,0.9113441620,0.4213451779,1.9015568991,1.4534333797,2.2714820702,0.7345321434,1.6009336627,0.3059525721,-0.0912889238,-0.0756952716,0.6014087507,0.6111049382,0.7408282672,1.8536115075,0.1119688781,0.3739375479,0.2077636715,1.8583687327,0.8095160304,1.0716585033,0.5463219554,1.7641850765,1.7664680594,0.3729094904,1.2100404286,0.9972794206,1.1650903953,1.0636484354,0.4429134436,0.1499014107,0.6577509254,1.1602818073,-0.1011551676,0.0240225548,-0.0829882947,-0.0163481007,0.9082585516,1.8560248879,-0.1111765907,0.4864104730,0.0381388450,1.0370322911,BRCA
GSM481005,0.3026810577,0.0544213969,0.9651959386,0.5857814906,0.8897146792,0.4787933329,0.5477521055,1.3100730880,-0.0696587470,1.3053340549,2.9640928804,0.0181195871,1.4705357731,0.7675572839,0.8842039306,-0.0202841395,0.0154577819,-0.1043192173,0.1498667665,0.7489504478,-0.1337905098,0.2454988277,0.1721082739,0.1000552172,1.1543438519,0.1316541890,0.3152180591,0.9490514033,0.5841376930,0.5708912990,2.2257349640,0.3303520699,1.7305370643,1.2872040967,1.5807452699,0.8104518377,0.3197566715,1.5648185461,0.3165733756,-0.1343284050,1.2541826776,0.0227510889,-0.1238241902,0.2782131666,0.0754759258,0.2927482680,0.7103806155,1.3566492122,1.0428239462,1.3264736316,0.8533831697,0.4386936296,1.7013532322,1.7193023414,1.9966017007,1.0200565478,1.9018808902,0.1954344602,-0.0960048779,0.0541239166,0.7810026334,0.5129538703,0.5347622789,1.5271951896,0.1297510206,0.5725545524,0.3223270768,0.3412802213,0.5458109777,1.1193533224,0.1912148408,1.8788872747,1.5414162826,0.2340716660,1.4245146989,0.7889792093,0.6994437581,0.4486337627,0.3697817445,0.1742978670,0.4969510529,1.1512824562,-0.0325998737,0.0034717452,-0.1155927440,0.0297371285,0.7090634045,0.9756402983,-0.1001342199,0.4313457008,0.0516572762,0.7072077729,BRCA
GSM481006,0.3754249084,0.1082690235,1.0807759314,0.3633669913,0.6749294058,0.7219746874,0.5011046692,1.1353541942,1.5092501715,1.5476063821,2.2679407598,-0.0640177512,1.5403090299,0.6276977688,0.8027723710,-0.0271706677,0.0177094786,-0.1093262379,0.2592827538,0.6654194635,-0.1457578090,0.2567405532,0.1153987155,0.1770868898,1.2105385240,0.2478662427,0.4864527663,1.1857127230,0.9397001167,0.6172372732,1.8626790495,0.5422415966,0.9551422953,1.1290011685,1.3913272345,1.1371770176,0.2329860015,1.3145566463,0.1551021756,-0.2089435751,0.8961455804,-0.0420513736,-0.1093718979,0.3756188528,0.0471575968,0.2969489769,0.5777717888,1.1537876290,0.8935009884,1.3338032147,1.1468729097,0.8161036820,1.9389057817,1.9559061824,1.9949334397,0.9471551222,1.5737857412,0.2593848031,-0.0376998961,-0.0124659330,0.3455584514,0.4345050365,0.5970663641,1.2811197191,0.2427481553,0.7732842431,0.1728623840,0.9720055950,0.7462869198,1.1781731640,0.0850940852,1.8967665097,1.4838813879,0.2040703957,2.0736869138,0.6475412100,1.0682850297,0.5614439943,0.3410039454,0.5378763229,0.5778273534,1.1078984374,-0.1004026353,0.3351101916,-0.0578544823,-0.0433723892,0.9082028208,1.2259405860,-0.0928306760,0.5571220444,0.1199976232,0.2458372944,BRCA
GSM481007,0.3419198840,0.2225363352,0.5043807208,0.1931929521,0.2865017037,0.0016192900,0.2143322451,1.1482919854,1.4014897569,1.0593561531,1.5127674490,0.0708713666,1.7886047393,0.5325900948,0.9310187200,0.0646719366,0.0025896705,-0.1026216591,0.3461909928,0.9428546437,-0.0398066390,0.1730800350,0.0960486509,0.0507915364,1.3395244798,0.4546537018,0.4560124915,0.2984267440,0.9827803936,1.1693916850,2.0514268726,0.2200578450,0.8213975556,1.2232353463,1.2839009886,1.0532175887,0.0461849628,0.9737104990,0.2289655151,-0.0681958690,0.8934663888,-0.0358105850,0.0210265649,0.3911774081,-0.0756570313,-0.1149137928,0.6028448843,1.1978196736,0.9925808908,1.1345281925,1.2312760055,0.5469112565,1.5477014357,1.8655931726,2.2120503649,1.2255379280,2.0267416139,0.3196997224,-0.1368291117,-0.0834962379,0.3261864799,0.5056066930,0.2996437856,2.1343841469,0.0732063399,0.7441768796,0.1366298697,-0.1518646541,0.4128061583,1.1521388887,-0.0876510062,1.4425679111,1.4833466368,0.1335500935,1.9448985381,0.3521174874,0.9757664071,0.7979649641,0.4992108749,0.3225657186,0.6017660825,0.5656717886,-0.0795494248,0.2447995716,0.0593114050,0.0332739819,0.9247528228,1.6485107243,-0.0870238080,0.2987882307,0.0442685597,-0.0002821566,BRCA
GSM481008,0.4135735892,0.0878755202,0.7842137841,0.8023700200,0.6016147946,0.8999093904,0.6201612264,1.7725457953,0.4941356036,1.1206998013,2.2578838914,0.0094868324,2.0116230368,0.4861694727,1.0101404887,0.1564753678,-0.0170157562,-0.0392876986,0.9332533004,1.6951856837,-0.0964067209,0.1596025989,0.4340666698,0.2569300941,1.0955196699,0.3148177347,0.6282395625,0.9881567743,1.0531810390,0.8825631571,2.1988618970,0.8796902616,1.5572135864,0.8041075563,0.9805353868,0.8337008117,0.0102109480,1.0187542817,0.1954710959,-0.1598545421,1.3376797364,0.1874638443,0.5310698947,0.5350037411,0.2799521475,0.7624854082,0.7579538683,1.2731039599,1.2073366213,1.9825742786,1.0815599343,0.4978935979,1.6882617438,1.5542730316,3.0121067630,0.9354278338,1.7811089233,0.4620456196,0.2419769994,-0.0534626984,0.5569950314,0.7886105172,0.7859961816,1.8494437806,0.2472792632,0.4578721970,0.5675334222,3.6379127718,0.6611489497,1.1571573986,1.6804996282,0.9206894933,1.2026816416,0.9606458221,1.7960761078,0.8375973280,1.7438232368,1.5406428576,0.6014130322,0.2124085511,0.6019344543,0.6552203167,-0.1010150761,0.4019285303,-0.1338874672,-0.0227191987,0.6630804169,1.5828189761,-0.1043270889,0.3334848489,0.0100400024,-0.0637669182,Control
GSM481009,0.0959376699,-0.0831685483,0.7772449198,0.3833437171,0.4381475578,0.3607809759,0.1949775058,0.9680243825,0.0115463566,0.7409702241,1.6981915533,-0.0651783103,1.2098750054,0.4644190876,0.5907674773,-0.0637724655,0.0769797945,-0.0578512107,0.1685167963,0.7725053346,-0.2589717781,0.0882686225,-0.1304075974,0.0061776342,0.7439579430,0.0650450262,0.1987709960,0.7438855402,0.5119408004,0.1130578231,1.4280997310,0.4759267980,0.6680125055,1.0639213795,1.1079894533,0.6908349632,0.0174659488,1.0272522481,-0.0536692183,-0.2152338306,0.7847423981,-0.0327812024,-0.3359343167,0.1465625460,-0.0717729988,0.0250910065,0.3907827812,1.1732181000,0.6326582934,1.3352790693,0.6703982333,0.2487644386,1.6573938705,0.8164385689,1.6586243511,0.5219870231,1.2621933153,-0.1016093618,-0.1071946226,-0.1098337934,0.4249932566,0.4827055344,0.3690295612,1.1411041704,-0.0485556830,0.3970553539,0.1458449541,1.8720873270,0.2555052689,1.0098809580,0.4169101064,1.7327136362,1.6009029270,0.4802523018,1.1890608846,0.5785972417,-0.0422534163,0.3672899978,0.1146254089,0.2806208080,0.3708207787,0.9157647359,-0.1266175319,0.0762091614,-0.0453768351,0.1579464423,0.3087187416,1.0278318920,-0.0773824281,0.3351053315,-0.0040008080,0.0673817544,Control
GSM481010,0.2276866901,0.1044589001,1.2062191218,0.5517675152,0.7522239853,0.7100994288,0.5648343187,1.3008091189,0.5059987121,1.6802511282,1.9579363018,-0.0385828787,1.5738918125,0.6896822763,0.9318340829,0.0601785723,0.0580199078,-0.0796610906,0.3226904001,1.2807265651,-0.0867837785,0.3217902677,0.1652347021,0.2350251254,1.3729241309,0.2101473875,0.4048966715,1.0342778896,0.7334766439,0.5251100279,1.6647160946,0.6556784603,1.2203979214,1.2554678545,1.7925862222,1.0638414165,0.3905436663,1.3409991800,0.0481766134,-0.0699183796,1.3174293785,0.0435483375,-0.0939168603,0.2753915236,0.0356376837,0.4402461331,0.5453053902,1.5307855830,0.9316960965,1.5254069404,0.9289203385,0.4621615706,1.8113816211,1.6379111709,2.1416127816,0.9562062303,1.7091990142,0.1336430736,-0.0654773861,0.0461212377,0.8829263728,0.5626336970,1.1618520192,1.6260069865,0.1975162608,0.4094827466,0.4901880296,1.7722310045,0.8098163247,0.9371940070,0.5825138229,1.5648495499,1.6585070297,0.6427821194,1.2024575900,0.8054257494,0.6749152922,0.7526562626,0.3469156726,0.8998081791,0.6456532692,1.0574765502,-0.1204503443,0.1441343203,-0.0890956617,-0.0469057906,0.8195864373,1.4527723262,-0.1153648113,0.3296401650,-0.0389575237,0.1869668726,Control
GSM481011,0.2433222310,0.0971241758,0.6460539483,0.3093889356,0.1930735398,0.0915678958,0.4644886757,1.2587281844,0.2628459026,1.1205405261,2.1124255954,0.0494320094,1.1169684284,0.6915919534,1.1175465656,0.0000570919,-0.0643972750,-0.0885918831,0.4249435492,0.8725086703,-0.1038473615,0.0405720977,0.1211855995,0.1727465264,0.8502036235,0.2363403671,0.5286302940,1.1955066374,0.8359666766,0.8980577390,2.4336730241,0.1529904813,1.1845491475,0.8546634875,0.9583846625,0.8355024279,-0.0834344268,1.1656289004,0.1630272016,-0.0777722302,0.9671969189,-0.0011738166,-0.1571170169,0.3933382846,0.0471152081,0.0915094231,0.7055492616,0.9410156570,1.2711931691,1.2921597741,1.2070852319,0.7072479838,2.0018711016,1.7775148304,2.3741526338,1.2171910213,2.2196026619,0.3273425355,-0.1127375636,0.0537881824,0.3184439989,0.4036354136,0.1575999358,1.8634439494,0.1418411732,0.6017916450,0.0682633888,1.3705193022,0.7584823608,1.1976552494,0.5719928669,1.5671519786,1.7548502669,0.4137194503,1.5753392149,0.6105711443,0.4738551070,0.8379738779,0.3806742744,0.3820839633,0.3552309740,1.5028709107,-0.1377915172,0.0133179774,-0.0897201213,0.0374902228,0.5723968971,1.9105921019,-0.0504565618,0.3614465642,0.0176812951,0.2284004460,Control
