@relation data

@attribute id string
@attribute 842 numeric
@attribute 5747 numeric
@attribute 596 numeric
@attribute 840 numeric
@attribute 637 numeric
@attribute 5579 numeric
@attribute 598 numeric
@attribute 6772 numeric
@attribute 5578 numeric
@attribute 317 numeric
@attribute 581 numeric
@attribute 1965 numeric
@attribute 839 numeric
@attribute 207 numeric
@attribute 836 numeric
@attribute 7157 numeric
@attribute 54205 numeric
@attribute 472 numeric
@attribute 7094 numeric
@attribute 572 numeric
@attribute 5829 numeric
@attribute 142 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8952,0.2618,1.598,0.5342,0.857,1.0332,0.5223,2.3959,0.5523,1.7487,0.8923,1.368,0.7224,0.6045,1.24,0.7723,0.7163,2.6617,2.263,0.2521,0.9824,1.017,Control
A02,0.614,0.117,0.7606,0.4465,0.8393,0.6697,0.476,2.5766,0.1715,1.6818,0.8377,1.1774,0.4214,0.5571,1.2187,0.5902,0.7423,2.3362,2.3387,0.1564,0.7957,0.8167,Control
A03,0.8989,0.1482,0.6724,0.6074,1.0016,0.9489,0.631,2.9498,0.1678,1.8237,1.0834,1.3773,0.5022,0.6699,1.3606,0.8387,0.9311,2.256,2.5626,0.1963,1.0696,0.9422,Control
A04,0.7606,0.1496,0.8481,0.4571,0.9414,0.7891,0.3932,2.4101,0.2858,1.5078,0.878,1.1666,0.5659,0.6114,1.1395,0.598,0.7592,2.1759,2.5779,0.2622,0.8875,0.9976,Control
A05,0.9986,0.2717,0.8722,0.6018,0.9599,0.9233,0.554,2.6902,0.2856,1.9445,1.072,1.2895,0.5411,0.7362,1.4523,0.7928,0.7999,2.3159,2.9267,0.324,1.1601,0.9347,Control
A06,0.9562,0.1119,0.7888,0.4586,0.8533,0.8755,0.4466,2.2501,0.2749,1.7899,0.8501,1.2106,0.3591,0.6349,1.162,0.6071,0.7842,2.3638,2.5686,0.24,0.9242,0.8003,Control
A07,0.8141,0.2084,1.3272,0.5353,0.999,1.2903,0.5922,2.2354,0.5058,1.9755,0.8711,1.3507,0.5899,0.5857,1.4389,0.6983,0.7672,2.732,2.4329,0.246,0.9822,0.9249,Control
A08,0.7207,0.2121,1.971,0.4697,0.871,1.3963,0.5837,2.6061,0.8574,1.7175,0.7049,1.1975,0.5323,0.5257,1.041,0.6576,0.5666,2.9464,2.194,0.0928,0.9706,0.908,Control
A09,0.7421,0.2016,1.6289,0.5133,0.8926,1.2298,0.5053,2.4514,0.5722,1.731,0.8757,1.2792,0.614,0.5517,1.0344,0.5363,0.6669,2.7467,2.4818,0.2173,0.8954,0.8527,Control
A10,0.9479,0.2453,1.1995,0.5352,0.8767,1.2971,0.6472,2.7478,0.3634,1.885,0.8864,1.3534,0.564,0.5517,1.2447,0.5893,0.5994,2.6848,2.6874,0.2166,1.0213,0.8924,Control
