@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10297 numeric
@attribute 1499 numeric
@attribute 1630 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2353 numeric
@attribute 23533 numeric
@attribute 26060 numeric
@attribute 2932 numeric
@attribute 2956 numeric
@attribute 324 numeric
@attribute 332 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 387 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4292 numeric
@attribute 4436 numeric
@attribute 4437 numeric
@attribute 4609 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 54205 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 5894 numeric
@attribute 5900 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 673 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7157 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 83439 numeric
@attribute 836 numeric
@attribute 842 numeric
@attribute 8503 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.0471764977,0.6174689995,-0.1603299076,2.3584245311,0.3070585448,-0.0801269710,-0.0131690648,0.3505059834,0.8950817100,0.1796421560,0.0387382352,0.6711895071,0.6620092707,1.7024177213,0.1314761901,2.3560742060,0.6013237532,0.6334898934,0.2611974383,0.6805257367,-0.0138964478,0.0615228332,0.1863047483,-0.0819218758,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0182527169,0.3768321643,1.1201675758,0.6904673187,0.2417233829,0.0663815941,0.3923970497,0.7895966098,3.2701125443,0.7911284625,-0.1825565849,0.3860900013,0.2632585569,1.4593906332,-0.0618729870,0.1777965052,0.0388651469,0.4804667581,0.4776154854,0.8690730108,0.3435973456,0.8073990904,0.4500692432,0.9853307140,-0.0583147597,0.0213968743,1.2487681582,0.0052920096,0.3441887239,-0.0795126762,BRCA
GSM481003,0.3007907103,-0.0309631127,0.5368674805,-0.1113722584,2.5114432043,0.3973698837,-0.1516893194,-0.0067144994,0.2289423989,0.9718543944,0.1026385335,0.0567640029,1.3492146945,0.6213931068,2.4163282448,0.0738842817,2.2548772812,0.4942415375,1.0462392932,0.1510610660,0.4482096334,-0.0707273242,0.0290864476,0.2694517161,-0.0555656530,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.1319214864,0.4223379152,1.1333078442,0.6729280780,0.1985753451,0.0085564985,0.8256779464,1.1044230957,3.4451596026,1.8047334209,-0.0432929028,0.2815908568,0.4762568737,1.6346685103,-0.0646676839,0.0848102706,0.3832931219,0.3278736179,0.5876617368,1.5404983274,0.3926736576,0.2719719032,0.4773078447,0.9925875762,-0.0233808412,0.1043073465,1.0709934719,0.0413504756,0.7539005348,0.1190332978,BRCA
GSM481004,0.4733082638,-0.0652847609,0.5084360550,-0.0648882628,2.2194539971,0.4676012300,-0.2391101478,-0.0146582856,0.2741218379,1.3618418052,0.1916793824,0.0156502626,1.1787535626,0.7447423427,1.9569436598,0.0657351969,2.2044553339,0.7031065965,1.1430110809,0.1046389682,0.8341358338,0.0005320981,0.0418464852,0.3419797647,-0.0759171264,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.0181169579,0.5495924441,1.3982536542,0.6871232500,0.3435010134,0.2215437899,0.5918967704,0.4883667428,3.1503309594,1.8457994221,0.0235277364,0.4157156661,0.4758998802,1.6619296756,-0.0883470983,0.1890694758,0.0808795862,0.2659067271,0.4072908132,1.1630562656,0.3364432512,0.4477677480,0.7094309197,0.8802483742,-0.0195342790,0.0705623067,1.4482506214,0.0227122911,0.5294298967,0.1043470586,BRCA
GSM481005,0.7983672971,-0.0632331323,0.6957511474,-0.1113700276,2.3890128664,0.4302809539,-0.1103455591,0.0304015636,0.6266737666,0.9572651076,0.2626085203,0.1923242811,0.3856828278,0.7021117498,1.9105042447,0.1621117626,2.3612720490,0.8630593168,0.6809106159,0.3580555966,0.7270907590,-0.0020723802,0.1925217384,0.1626732602,0.0912356529,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.1081913242,0.4403047296,1.3712493853,0.8086081992,0.4124403786,-0.0083928048,0.5596565347,1.0273913688,3.0240586301,0.9297815149,-0.0208791407,0.3888399490,0.3444455902,2.1236051734,-0.0833753531,0.1629802437,0.0376215268,0.4122424872,0.3632583721,1.1279461384,0.4534288727,0.5362932858,0.5976829881,0.9015575944,-0.0176479652,0.0289946738,1.3552098126,0.1452049680,0.4136187493,0.0457376592,BRCA
GSM481006,0.6102282105,-0.0527972795,0.6774093451,-0.0834847684,2.7993582883,0.4174783649,-0.1162875150,0.0247047886,0.6513537578,1.0202108809,0.3156693792,0.0629272980,0.3900139948,0.7695110285,1.8248747664,0.1676137317,2.5397693236,0.8481344624,0.8279588929,0.3620992723,0.4303935704,-0.0279213129,0.0740616210,0.2744588943,0.0818538499,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.0367047245,0.3909603753,0.9865753614,0.7695189350,0.0839668039,0.0616213327,0.4886666650,0.8656490569,3.3005572359,1.1112692641,-0.0495605654,0.3354175018,0.2394068072,1.6552993021,-0.0787858003,0.2528915434,0.1508554700,0.5129803772,0.3491632068,1.0640574322,0.3380506146,0.5783400405,0.4666741335,1.3752852871,-0.0344282651,0.0323950014,1.4518673271,0.0978846997,0.5213412684,0.1659671659,BRCA
GSM481007,0.3836162349,-0.0379833236,0.6134111168,-0.0666149764,2.4604020782,0.2757121727,-0.0361999132,0.0693962222,0.3870649457,0.5586554259,0.2403986509,0.2163079727,0.0011060354,0.9390580363,2.0019709589,0.1433539864,1.9990592401,0.7172199483,0.7820959147,0.1275453084,0.5506707870,-0.0934734331,-0.0481009360,0.2869294803,-0.0362453415,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.0379549713,0.2606000659,1.0516917631,0.3326362380,0.0752705452,-0.0035135532,0.9255183645,0.9085509542,3.0947886640,1.6025384089,-0.0361170458,0.2957258879,0.3132260433,1.2351145123,-0.0395099294,0.2699643974,0.0523900811,0.3945177911,0.3947684393,0.2169134759,0.6869849099,0.3115602897,0.2434186208,1.2977375326,0.0191384241,0.1145197172,1.2766758504,0.0586705186,0.7313789074,0.0523188741,BRCA
GSM481008,0.5217626055,0.0124084120,0.5762742963,-0.0790590467,2.1300801171,0.4476290999,-0.1402303537,-0.0033952392,0.6494362309,1.0892350491,0.5307093458,0.1321390251,2.7886505508,0.8205010526,2.1130765477,0.1743810166,1.7342027903,0.5663450009,1.0276691739,0.3341018707,0.9254755333,0.0880874857,0.2283292728,0.2562567367,0.2017045878,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.0158213981,0.4047704326,1.0726860836,0.7429268004,0.5512299970,-0.0611492244,1.0612640086,0.9423102802,3.2627433132,1.8644267959,0.0181689856,0.3589827556,0.4818007304,1.6781765093,-0.0483734958,0.1605632000,0.4492832672,0.2421337500,0.9020165747,1.0231049003,0.0843056362,0.2844155535,0.5394916288,0.9878225434,0.0002120643,-0.0198442451,0.7799835039,0.0279587975,0.4864576326,0.0282589524,Control
GSM481009,0.5489170128,-0.1700085553,0.6379877187,-0.1199824221,1.7882246540,0.1436777954,-0.1590186953,-0.0460119554,0.5543566002,0.4939206066,0.1830603270,0.0385478688,1.6697503534,0.6588328657,1.1429168019,0.1793832846,2.2850365361,0.4399121959,0.7593096520,0.1640066558,0.6514720688,-0.1242410308,0.0352469804,0.0096561856,-0.0457928035,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.0419632214,0.2795271149,0.7096309500,0.6203827706,0.0966468778,0.0261609364,-0.0767497015,0.5673530965,3.2104844170,0.7943820304,-0.1872259752,0.2270372226,-0.1166254399,0.9449293574,-0.1458780054,-0.0320870272,0.0965627080,0.5029285724,0.1325173036,0.2427701615,0.4328454778,0.3713083595,0.4242561069,0.9829903326,-0.2033955997,-0.0390716881,0.8893958329,-0.0766929161,0.3737636758,0.0289410084,Control
GSM481010,0.6249280034,-0.0823498533,0.7343420027,-0.1139572105,2.1086231072,0.3798376370,-0.0893704778,0.0036142197,0.8228892957,0.9262991083,0.4040649029,0.0640800452,1.4301333721,0.5558823925,2.0214559557,0.1744263203,2.1533832948,1.0125633992,0.8721879155,0.3659622770,0.8969435643,-0.0518727407,0.1633561410,0.2640629692,-0.0746804124,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.2049654462,0.5158594621,1.1154199801,0.8636795770,0.4178132884,0.0607782995,0.7550900512,0.8686887410,3.1837559010,1.3407380601,0.0244037201,0.3965836786,0.5195059558,1.1449683505,-0.0879259115,0.2509317977,0.0227985563,0.3422708611,0.4001078805,1.3532863502,0.2637763904,0.8614470834,0.3878838463,0.7534921082,-0.0026645693,0.0465928004,0.9106897973,0.1088690767,0.3622522485,0.2118905579,Control
GSM481011,0.3773361022,-0.0521672080,0.4369135557,-0.0644452816,2.7272794777,0.4895673924,-0.1973138971,0.0986143788,0.2971730931,0.8232649406,0.0901910803,0.0466596353,1.0409581399,0.8748071725,1.9929131126,0.1905613793,2.2447497329,0.3715898003,1.3345354182,0.0845517101,0.2865067954,-0.0830770905,0.0139867209,0.2834044827,-0.0571184079,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.0471237373,0.3978262835,1.5733309313,0.4733123278,0.2790668897,0.0246392575,0.8490704160,0.8156974314,3.1741475263,1.5971835990,-0.0108052118,0.2711141126,0.3523322308,2.1114134911,-0.0457399186,0.2114646371,0.0344876326,0.2851886856,0.5330254723,0.6447139097,0.7929640099,0.3925923205,0.3245543128,0.9952894231,-0.0613471039,0.0469753184,1.5787073300,-0.0036057916,0.5318953696,-0.0562693753,Control
