@relation data

@attribute id string
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 196883 numeric
@attribute 2641 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 55811 numeric
@attribute 55970 numeric
@attribute 59345 numeric
@attribute 94235 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0213125190,0.0324851423,0.6906278624,-0.1873276656,0.3041730966,0.6485430572,-0.0936600890,0.6758355689,-0.0496203903,-0.1508431376,1.6287773193,0.8279611501,0.4049960374,-0.0520556581,-0.0282765614,-0.0979167008,-0.0631695779,2.0719431177,-0.1653896839,0.2650621481,-0.1348794977,1.4082001351,0.8352787644,-0.1241024184,BRCA
GSM481003,-0.0692073683,-0.0064876447,0.4153288136,-0.1628839508,0.2577621225,0.8073847730,-0.1100853766,0.4801001175,-0.1103498666,-0.1563473302,1.5822581693,0.7446148635,0.3861772509,0.0136994388,0.0082499009,-0.0398267657,-0.0038146086,1.4007776942,-0.0687760951,0.1972087900,-0.0730311580,1.5228428889,0.3278987228,-0.1113222497,BRCA
GSM481004,-0.0682730252,-0.0572336419,0.7538955795,-0.1865766728,0.4959490365,1.0032708717,-0.0400951271,0.5932523358,0.0553660385,-0.1249254538,1.6611578276,0.7807461512,0.5521416770,0.0250083253,-0.0385375693,-0.0696329902,-0.0421145539,1.8515151408,-0.1454869720,0.1437460496,-0.1814175458,1.3914726415,0.5141371712,-0.0985009841,BRCA
GSM481005,-0.0925683750,0.0108283770,0.8534066271,-0.1859157358,0.4385876315,1.1066493301,-0.0452075420,0.3788599880,0.2799949490,-0.1168842334,1.4807582746,0.7418772494,0.4407993471,0.1431259238,0.0048406354,-0.0900424109,-0.0373471825,2.0844613116,-0.1371271478,0.2903279221,-0.1767102939,1.7118040177,0.7196760476,0.0019805360,BRCA
GSM481006,-0.0610226503,-0.0522829933,1.2541987586,-0.1669847436,0.5766390173,0.8823370718,-0.1439105411,0.6523239961,-0.0951017123,-0.1380316838,1.3146320589,0.8980883528,0.5024565970,0.0676333264,-0.0312742843,-0.0409805291,-0.0047965163,1.7298908366,-0.1534552708,0.1627931487,-0.0022474010,1.6287609772,0.7344815110,-0.0675209105,BRCA
GSM481007,-0.1091924483,-0.0409257532,0.8056753526,-0.0611303696,0.6382880130,0.5886042261,-0.0965363181,0.4626764772,0.0258853085,-0.1290648038,1.4150039667,0.6832716253,0.7389051489,0.0082447724,-0.0001031797,-0.0702233489,0.0576778140,2.0440874497,-0.0154575356,0.0063761506,-0.1479170981,1.7198813632,0.4905876240,-0.1091753465,BRCA
GSM481008,-0.1022847509,0.0073234723,0.9556061970,-0.0927685142,0.2863269619,0.7602961962,-0.0445672441,0.3568348908,-0.0347283245,-0.2051508737,1.5773606507,0.5812673489,0.5733324594,0.3323945552,-0.0138166144,-0.0801251363,-0.0930239435,2.9869054159,-0.0932542066,0.5126946868,-0.1027817861,0.9962933176,0.5189527079,-0.0820205758,Control
GSM481009,-0.1314133674,-0.0292480118,0.4983229081,-0.2549137573,-0.0641390445,0.8146943457,-0.1893536572,0.2691004176,-0.0942478679,-0.1334196233,1.4264966791,0.6165255239,0.3277122399,-0.0187472406,0.0075181638,-0.1442451389,-0.1290513484,2.0699307456,-0.1309069859,0.0462389344,-0.0952345277,1.3603622399,0.6463254577,0.0616575229,Control
GSM481010,-0.0856121376,-0.0299397763,0.5580687042,-0.1150484082,0.2565518150,1.0041584842,-0.1091626319,0.3016868198,-0.0356908833,-0.0678591116,1.4701154121,0.7687349256,0.3140299377,-0.0330859112,-0.0491772037,-0.0575684468,-0.0147443671,1.7387604249,-0.1072482466,0.3157774927,-0.0918960052,1.9193168806,0.8611366566,-0.1251607268,Control
GSM481011,-0.0661589997,0.0080882865,1.1929691749,-0.1498224161,0.3705056948,0.6087986411,-0.0870217879,0.5806935298,-0.0181835081,-0.0730740254,1.5207398576,0.6951909607,0.5910138850,0.0443884449,-0.0113668426,-0.0725463081,-0.0267178286,2.2713911864,-0.1788172826,0.1901781862,-0.1172843893,1.4365228034,0.6016605651,0.0715863965,Control
