@relation data

@attribute id string
@attribute 1892 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 51102 numeric
@attribute 5538 numeric
@attribute 9374 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.2600692511,1.2315420509,2.1412504400,1.5338132382,0.1681699603,1.8131161480,0.3745032710,BRCA
GSM480985,2.3151015044,1.2862912884,2.3893079756,1.7647145290,0.2892527110,1.8116625250,0.3128055911,BRCA
GSM480986,2.7609708010,1.4991035972,2.4189091070,1.5006480814,0.2148824780,2.1343981175,0.4155415824,BRCA
GSM480987,2.3466795684,1.7670080577,2.6591125897,1.2740856781,0.1770734340,2.0286046267,0.5208985131,BRCA
GSM480988,3.0373000502,1.3588856331,2.5186501060,1.7804687992,0.1155378657,2.1387088596,0.4509769996,BRCA
GSM480989,2.9604410530,1.4247240936,2.0909121889,1.9561418145,0.0926578007,2.1191751213,0.5257357954,BRCA
GSM480990,2.5652331860,1.1515127782,2.1266345809,0.9287004626,0.2331235607,1.2462152838,0.7353317736,Control
GSM480991,2.7478961944,1.4915880433,2.5569677694,1.3856509253,0.2225471710,1.8351302893,0.4660726214,Control
GSM480992,3.0652388335,1.0771964263,2.1775594950,0.9734940641,0.2601096927,1.5447055994,0.6041184668,Control
GSM480993,3.0423105659,1.5596950650,2.3473011426,1.7184223135,0.0645817880,2.0868569016,0.5566465264,Control
GSM480994,2.8408420681,1.6362080361,2.5427283900,1.5470310921,0.1478955743,1.7450989635,0.3987705093,Control
GSM480995,2.0454801470,1.3893509869,2.1461830140,1.5803490655,0.1836286930,1.6790063829,0.4922579446,Control
GSM480996,2.5082528144,1.6067255736,2.5123948370,1.0546043863,0.3148315840,1.8586549462,0.6571473033,BRCA
GSM480997,2.6688368321,1.3933616153,2.0679075379,1.0873787453,0.2699366757,1.6809230001,0.5604317218,BRCA
GSM480998,2.5861411691,1.5672181888,2.4371070861,1.5284905435,0.3927819430,1.9783673735,0.5770353936,BRCA
GSM480999,2.4014548510,1.5379419242,2.3647153717,1.5837444192,0.1634788193,2.0446827858,0.4427220989,BRCA
GSM481000,2.3061900438,1.3607894905,2.2634173291,1.4236369207,0.0514516500,1.9463869332,0.5235197388,BRCA
GSM481001,1.8513057679,1.3792098952,2.2712901320,1.4416434455,0.1408382183,1.6534488946,0.1127986150,BRCA
