@relation data

@attribute id string
@attribute 3352 numeric
@attribute 3356 numeric
@attribute 3351 numeric
@attribute 3355 numeric
@attribute 3354 numeric
@attribute 3358 numeric
@attribute 3357 numeric
@attribute 3350 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0658,-0.055,0.3057,-0.1413,-0.0283,-0.1984,-0.0349,-0.2418,-0.1004,-0.0183,-0.01,0.0034,Control
A02,0.0823,-0.0963,0.351,0.0929,0.093,-0.1492,-0.0909,-0.1776,-0.0795,-0.0133,0.0461,-0.086,Control
A03,0.0654,-0.0539,0.4227,0.001,0.0086,-0.1541,0.0073,-0.1115,-0.0972,0.0062,0.0815,-0.0535,Control
A04,0.0951,-0.0588,0.3206,0.0423,0.0023,-0.1184,-0.1059,-0.1536,-0.0688,-0.0696,0.1004,-0.1059,Control
A05,0.0165,-0.0342,0.241,-0.0223,-0.0213,-0.1382,-0.0194,-0.0915,-0.0812,-0.0343,0.0944,-0.0181,Control
A06,-0.0038,-0.0752,0.2167,-0.0068,0.0508,-0.1826,-0.0267,-0.1763,-0.0649,-0.0142,0.1041,-0.1568,Control
A07,-0.0698,-0.1098,0.4049,0.097,0.0334,-0.1609,-0.011,-0.1912,-0.0749,-0.0092,0.0896,-0.0646,Control
A08,-0.1149,-0.0793,0.3,-0.0114,-0.0278,-0.2066,0.0254,-0.2488,-0.0599,-0.056,-0.0195,-0.0909,Control
A09,0.1041,-0.0366,0.3727,-0.0163,-0.0754,-0.1763,-0.0695,-0.1223,-0.0431,0.0192,0.0728,-0.0611,Control
A10,-0.0046,-0.0109,0.2353,0.0207,-0.01,-0.1619,-0.0209,-0.1813,-0.1152,-0.0859,0.0061,-0.0472,Control
A11,-0.0758,-0.0602,0.2746,-0.1476,0.061,-0.2143,0.0407,-0.3576,-0.1118,0.06,-0.0076,0.0036,Control
A12,0.2478,-0.0029,0.3328,0.1463,0.0759,-0.2333,0.1745,0.0489,0.0254,-0.0227,0.1194,-0.0838,Control
B01,0.2,-0.0286,0.2143,-0.099,-0.0047,-0.2451,0.0909,0.0104,0.0346,-0.0693,-0.1701,-0.1114,Control
B02,-0.0027,-0.0453,0.1705,-0.0173,-0.0735,-0.1751,-0.0489,-0.198,-0.0671,-0.0166,-0.003,-0.0267,Control
B03,0.0817,-0.0142,0.007,0.0118,-0.1071,-0.2394,-0.0446,-0.153,-0.0241,-0.0442,-0.0795,-0.0554,BRCACancer
B04,-0.2748,-0.1151,0.4204,0.001,0.0531,-0.2605,-0.0244,-0.3947,-0.0553,-0.0445,0.0236,-0.052,BRCACancer
B05,-0.0334,-0.1022,0.3368,0.0888,0.0353,-0.1927,0.0127,-0.0611,-0.0249,-0.063,0.081,-0.0848,BRCACancer
B06,0.0823,0.0239,0.0914,0.0563,0.0965,-0.2529,0.0176,-0.295,0.1288,-0.1986,-0.1337,-0.2238,BRCACancer
B07,0.0056,-0.0392,0.3874,0.0196,-0.0397,-0.2125,0.0042,-0.1442,-0.0264,0.0184,0.0543,-0.0321,BRCACancer
B08,0.0174,-0.0044,0.1691,0.0249,-0.0263,-0.1443,-0.1081,-0.107,-0.0905,-0.0072,0.0665,-0.0609,Control
B09,-0.1324,-0.0469,0.4624,-0.0931,-0.0382,-0.2131,0.0729,-0.1432,-0.0515,-0.1219,-0.1278,-0.0355,Control
B10,-0.0452,-0.0811,0.0626,-0.1091,0.036,-0.214,0.0755,-0.1986,-0.0153,0.0542,-0.0426,-0.0057,Control
B11,-0.0392,-0.036,0.2473,0.023,0.0152,-0.1771,0.0499,-0.0887,-0.0896,-0.0221,-0.0022,-0.0259,Control
B12,0.2424,-0.0576,0.3951,-0.1111,-0.0415,-0.1332,0.0201,-0.1808,0.0127,-0.1147,0.0543,-0.0614,Control
C01,0.0695,-0.1,0.4072,-0.0098,0.0277,-0.2027,-0.0601,-0.2991,-0.0556,-0.0598,0.0125,-0.0503,BRCACancer
C02,-0.0168,-0.0515,0.3824,0.088,0.0185,-0.153,-0.007,-0.307,-0.0493,-0.0123,0.1311,-0.0581,BRCACancer
C03,0.0847,-0.0487,0.2356,0.0403,0.0425,-0.124,0.0077,-0.2653,-0.0939,0.016,0.1299,-0.0273,BRCACancer
C04,0.0673,0.0057,0.3609,-0.013,0.0428,-0.1797,0.0438,-0.1696,-0.0974,-0.0177,0.1266,-0.0787,Control
C05,0.2508,0.0163,0.2919,0.042,0.0026,-0.1318,-0.0244,-0.2426,-0.0578,0.0022,0.0927,-0.1116,BRCACancer
C06,0.156,0.0421,0.6333,-0.0511,-0.059,-0.1592,-0.1292,0.1133,-0.0584,0.0354,-0.1212,-0.0602,Control
C07,-0.0267,0.0249,0.3868,0.1351,0.0531,-0.1343,0.0091,-0.29,-0.0667,-0.0311,0.1244,-0.107,Control
C08,0.0478,-0.0298,0.3873,-0.008,-0.0301,-0.1892,0.0209,-0.2126,-0.0918,0.0387,0.1,-0.0192,Control
C09,-0.0269,-0.0352,0.4031,-0.0453,-0.0147,-0.1325,-0.1507,-0.2264,-0.1004,0.0144,0.0769,-0.0639,Control
C10,0.2291,-0.0093,0.4246,-0.1049,0.0351,-0.1287,-0.0674,-0.119,-0.0533,-0.0587,0.144,-0.0289,BRCACancer
