@relation data

@attribute 6204 numeric
@attribute 6205 numeric
@attribute 6206 numeric
@attribute 6207 numeric
@attribute 6208 numeric
@attribute 6209 numeric
@attribute 6210 numeric
@attribute 8668 numeric
@attribute 1973 numeric
@attribute 2197 numeric
@attribute 8669 numeric
@attribute 1974 numeric
@attribute 27335 numeric
@attribute 1975 numeric
@attribute 1977 numeric
@attribute 3921 numeric
@attribute 6217 numeric
@attribute 6218 numeric
@attribute 1981 numeric
@attribute 6224 numeric
@attribute 6223 numeric
@attribute 6222 numeric
@attribute 6191 numeric
@attribute 6192 numeric
@attribute 6193 numeric
@attribute 3646 numeric
@attribute 6194 numeric
@attribute 26986 numeric
@attribute 6189 numeric
@attribute 6188 numeric
@attribute 6187 numeric
@attribute 8894 numeric
@attribute 1968 numeric
@attribute 6231 numeric
@attribute 8663 numeric
@attribute 6232 numeric
@attribute 8662 numeric
@attribute 1965 numeric
@attribute 8661 numeric
@attribute 1964 numeric
@attribute 6230 numeric
@attribute 8667 numeric
@attribute 6235 numeric
@attribute 8666 numeric
@attribute 8665 numeric
@attribute 6233 numeric
@attribute 8664 numeric
@attribute 6234 numeric
@attribute 6229 numeric
@attribute 6203 numeric
@attribute 6228 numeric
@attribute 6227 numeric
@attribute 6201 numeric
@attribute 7458 numeric
@attribute Class {Control,BRCA}

@data
14.98417233,14.90539078,15.00968454,14.23655206,14.6724388,11.217339658,13.4969739433,12.55918115,14.36769016,14.65075364,8.413195399,13.7606441,12.87602003,13.67421216,5.6362406355,10.3566941195,14.61254488,13.399425015,8.61824620425,14.03833906,14.29545473,14.07409548,14.52105188,5.334685584,14.79865761,13.96951021,14.576325285,11.6297132135,13.942461405,15.02279519,14.58802614,8.469917638,12.02694363,8.7749030545,7.3429965865,14.39263877,12.3868685633,8.700908799,10.60335306,7.15454072767,15.06752912,12.88951828,13.546586955,13.51771248,13.37889296,13.86313743,13.52332736,12.69058957,11.0653972525,15.11026186,12.79680929,11.01124493,7.689528579,10.085335454,BRCA
14.72492149,14.74286599,14.18150639,14.48484431,14.89775512,11.0931200585,13.6005127633,12.04611629,14.81202536,14.75233937,9.077897964,13.96600025,12.33201704,13.60139652,4.9107340725,10.3818445185,14.03142469,13.50958791,8.126741237,14.10257573,14.06389305,13.93264756,14.90869492,5.463533568,14.96942161,14.46406102,14.25599975,11.641617918,13.470077995,14.99984525,14.692679185,7.889977115,12.34260121,9.2166733695,6.262386045,13.80581744,11.7029016793,8.798262085,10.32396703,7.402280551,14.58875125,12.68497545,13.480691875,12.76915812,13.01183005,13.69362951,12.93579034,12.40419699,11.157043204,15.09455403,12.14240395,11.37148006,8.047039689,10.8360868257,Control
14.94673156,15.05985438,14.93557532,14.16456092,14.68467749,10.6157770125,13.3323721633,12.15122597,14.29545473,14.56668795,8.733728122,13.94334633,12.2610269,13.62077142,5.521543841,10.194117024,14.43231028,13.727391515,8.09491549125,13.95556321,14.04206419,13.72609363,14.470003945,5.465820435,14.42653276,14.08845827,14.413640505,11.266543636,13.021080025,14.96942161,14.634211915,7.772530879,12.51631937,9.277258795,6.0901417335,14.41297137,11.712241593,8.735937695,9.540118894,7.37679594167,15.04650697,12.59315889,13.4957046775,12.80568549,13.07861622,13.81883279,13.00468928,11.99021932,11.3685597875,14.69079602,12.44726543,11.01529328,8.1398513245,10.819526326,Control
14.81202536,14.65913186,14.95604237,13.38150649,14.591313615,10.6639811885,12.8888692233,12.15241487,14.33042537,14.48484431,8.85784972,14.04206419,11.97407764,13.59555882,5.296964961,9.7265377325,14.62729222,13.791603525,8.5641207665,13.56248158,13.89003007,12.93836212,14.61226133,5.63307605,14.74286599,13.84737503,13.95530667,10.2053931195,12.27665083,15.15765011,14.75895393,8.091145926,12.65253473,9.0156279615,5.7655104585,14.65508011,12.0951006,7.356850554,7.504801363,5.949464551,14.70026172,12.79680929,13.4866808525,13.26439572,12.95454627,13.524654285,13.52549699,9.134080446,11.057877401,14.81988894,12.50386679,9.732337522,7.7703854775,10.7561408353,BRCA
14.81202536,14.70026172,14.95604237,13.53124563,14.438661025,10.004776569,12.72542842,12.70249961,14.27361389,14.00874508,9.173128136,14.34873163,11.42211092,13.91975024,5.107609878,9.7707182095,14.70323068,13.62206834,8.65826985425,13.97428464,14.36402692,13.08977243,14.457644915,5.577890454,14.56106625,14.46406102,14.16842824,10.3790157535,12.97155563,14.87892073,14.903197465,8.334453331,12.26795863,8.3867433405,5.7488140055,14.87548853,12.2835782367,8.580617665,8.431853925,6.23907221867,14.94179249,13.1007987,13.5405357975,13.10574654,13.16916718,13.578505435,13.99825372,9.108283416,10.639018973,14.59249268,13.35270561,9.892717783,7.3148579825,10.562462912,BRCA
14.96339624,14.64660991,14.82766698,13.8269571,14.792517495,10.727593127,13.2791870967,12.43700564,14.17314893,14.88287635,8.65664038,14.08054111,12.51448113,13.80581744,5.2643122405,10.234758241,14.63055838,14.096551825,8.2623949255,13.91975024,14.06996075,13.26600764,14.757617165,5.605710071,14.86071456,13.96600025,14.05339857,10.27975169,12.548379965,14.90539078,14.69957735,8.11816389,12.94317143,9.161839473,5.7172924965,14.63577141,12.0185825167,7.698359359,7.578488036,6.38720504767,14.93557532,13.00320258,13.6876696275,13.35270561,13.16411975,13.578109385,13.83906107,10.15620355,11.129325346,14.99189227,13.19114487,10.69211442,8.085131732,10.676398518,BRCA
15.02279519,14.79427981,14.81202536,13.69550076,14.862556205,10.896748151,13.0184884033,12.42339047,14.21113545,14.76848987,8.979097265,13.96294256,12.14532727,13.83906107,4.7722227,10.044315389,14.6054234,13.82021347,8.31187329725,13.53124563,13.78304532,12.96853095,14.86803285,5.641409649,14.9176553,13.7976418,13.91533815,10.0762471735,12.21358358,14.89547873,14.62973159,8.043931078,12.89271362,9.615943196,5.3286058865,14.52512866,11.94985429,7.382107644,7.660568443,6.192455052,14.57970693,12.94803322,13.5677507075,13.32947056,13.09870741,13.41987342,13.76961631,9.692598558,11.2103236545,15.20465253,12.38541089,10.7004573,8.1096297365,11.126796985,BRCA
14.98417233,14.88287635,14.71052532,13.87385551,14.94898418,11.197238313,13.2660202367,12.69058957,14.66423422,14.97508152,9.171077398,13.99825372,12.61090263,13.94334633,5.5008898215,10.1184810485,14.64352734,13.896729515,8.358305307,13.81715158,13.85629375,13.42972648,15.08034745,6.098669702,14.68320465,13.98649851,13.943996395,10.606262274,12.56410699,14.81650173,14.67054531,8.28785217,13.02126635,10.013719563,5.8996369945,14.06389305,12.3173743267,7.86996565,7.966939601,6.20491623067,14.18524172,13.15586736,13.81721283,13.41290062,13.17144427,13.60011512,13.90066922,10.19314989,11.3007185185,15.15765011,13.29757193,10.77472553,8.57355247,10.6683929167,BRCA
14.55659977,14.52934516,14.54707076,13.72609363,14.60280442,11.183421075,13.0526659333,12.47414328,14.97957035,14.73243538,9.168829493,14.03833906,12.22015014,14.02134875,5.5432517045,10.113143896,14.54282634,13.706466475,8.26751803975,13.56689425,13.94334633,13.22888561,15.009182335,5.991301456,14.1941174,13.78618183,13.599646315,10.4569383835,12.325355415,14.45988849,14.778345945,8.063477494,12.90226493,10.3601259375,5.6768842575,14.13459319,12.1941623033,7.437629589,7.737756253,6.22312114833,14.24390588,13.08540943,13.798075705,13.47944813,13.34505663,13.42690519,13.90556143,9.988805779,11.02203123,14.23655206,12.26381357,10.96248777,8.4419232955,10.8788119037,BRCA
12.32890637,14.86071456,14.77756767,10.87780964,14.92360748,11.0896472625,12.2939376257,12.13760287,14.07409548,14.65913186,8.257825211,13.83559602,8.136146677,13.74850791,5.0158799165,10.1777678575,13.01334802,13.56639955,8.31909203125,11.23729977,10.90400629,14.00655359,15.0075063,5.706262025,14.70026172,13.46017433,11.871924085,8.549825384,10.340873011,14.99189227,14.640454655,8.704639545,12.90606669,9.343338271,5.45682001,14.79427981,11.9354915367,8.730980488,5.002940155,6.564269378,14.86491883,13.13233509,12.763521508,13.63244094,12.97797754,13.424631615,13.09870741,10.04462674,10.383902505,15.15765011,12.23514149,11.25703878,8.73868349,11.188426623,BRCA
