@relation data

@attribute 2788 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2790 numeric
@attribute 2770 numeric
@attribute 2791 numeric
@attribute 2771 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 4988 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 5443 numeric
@attribute 5173 numeric
@attribute 10681 numeric
@attribute 2779 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2780 numeric
@attribute 346562 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute Class {Control,BRCA}

@data
8.735353884,8.440434347,7.4230773135,5.893611729,8.698011038,5.516024013,5.692518737,9.885094283,7.1915641815,12.98372673,11.95442182,5.028139516,6.38362276,5.33752469283,9.177283189,10.1038422,5.641987591,6.17142705,6.173532859,6.888464479,6.0910670075,8.056110832,5.32399731333,5.952107108,5.05290182,5.539477758,13.02719506,5.232287804,Control
9.217703977,8.487841164,8.3643319965,6.113748025,8.720142595,5.853378958,5.195063332,8.481901451,6.0573658185,12.07225833,11.95691889,5.682862067,6.120295558,5.23353476233,7.381134364,9.681370693,5.277995204,6.1866653115,5.672079654,7.24025073833,5.978911191,8.621833133,5.80333317067,7.124305192,5.4319186925,5.442455259,13.00956452,5.31868854,BRCA
10.16381668,8.83146649,7.196995946,6.074361597,8.686203838,5.92077637,5.30807618,8.913937397,5.457103785,10.57663577,11.84327345,4.963487128,6.323194968,5.451595897,6.36768175,9.362086899,5.72110688,5.8836651175,6.577621898,6.84021840933,5.682511268,8.38961104,5.697396068,6.528849161,4.929278405,6.16058305,12.9979954,5.206732344,BRCA
10.21758854,8.646667718,6.7231615275,5.455665247,9.066695429,5.504788206,5.693773551,6.563810693,5.725019338,9.832676886,11.56304622,5.29683478,6.198794315,5.42444445367,4.851263383,7.986995525,5.842043069,5.826429837,6.060593939,6.610917172,5.8427422035,8.480952861,5.12699757367,7.138991368,4.7652595985,5.150368004,13.11510467,4.790526167,Control
9.669660678,9.506942805,9.010303599,5.954086504,8.97289446,5.228252321,5.349976695,9.337042659,6.8901006515,11.68740205,12.12850358,5.536217098,6.63172683,5.28590037233,7.573687183,9.546605663,5.615159695,6.1219312495,5.671725924,6.84786461333,6.1813963545,7.944479462,5.43099958733,6.147515948,4.8221372515,5.213747029,12.87743566,4.850263431,BRCA
9.433805075,8.217135121,7.9243325035,6.143337929,8.838889641,5.268482349,6.086619917,9.258413586,6.5536864175,11.15310882,11.63993091,5.717272857,6.186714102,4.97932348467,8.547261958,11.06412655,5.093825554,5.74631893,6.073612065,6.695170111,5.9861867665,8.556449653,5.06825095367,6.381893849,5.2181527295,4.181466234,12.98372673,5.178725843,BRCA
9.675551824,8.678425073,8.7523926965,5.821334729,7.985772397,5.66903474,5.86196234,6.875906358,5.366277458,10.10831572,11.48011881,5.442621133,7.026996771,5.26675186,6.049582442,9.132211242,5.486079796,5.964404679,5.907137786,7.252915346,6.4506964585,8.162543804,5.72716198833,5.528580108,4.851344315,5.981059894,12.64120964,4.959319531,BRCA
8.751335778,9.414337005,7.0132000305,6.338875075,8.510330132,5.967463325,5.380600673,10.49178825,6.2928801065,12.76004735,11.95442182,5.865554662,6.403016818,5.52115353117,8.11035427,10.18190731,5.42266296,5.404807758,5.571078532,6.439102376,6.0383772225,8.2669635,5.32302536333,5.190033289,4.7814393755,5.212093857,12.98945487,5.229406468,Control
9.919504381,8.843419494,7.2793614545,6.092128797,9.04011237,5.496742949,5.789736585,9.495266002,6.2675959045,11.3442156,11.46383867,5.659076304,5.886008211,5.27747319783,6.738839176,9.085353696,5.104977394,6.2184456665,5.247558487,6.907508702,6.1629603705,8.546914832,5.793978829,5.927666126,4.972818254,5.570167841,12.96993872,5.411944154,BRCA
9.681765982,8.872952717,7.9356885615,6.563963185,8.934008606,5.619861398,6.135253322,8.717951507,6.489380715,11.6604752,11.67867508,4.958159726,6.083910741,5.16983089517,7.211063618,8.350852048,5.034976365,5.8213620425,5.637647374,6.995387545,6.0702674705,8.628081972,5.527496062,5.797150007,4.9939534825,5.582714993,13.02126635,4.607083101,BRCA
9.226485123,8.442664802,7.5026355755,6.530878866,9.350724377,6.298205225,5.346435058,8.286304921,6.097670028,12.94317143,11.98415862,5.704879743,5.994246645,5.30666361433,7.365471921,7.23239964,5.091711732,6.4536458925,5.71081418,6.97244898767,5.9856913835,8.276218788,5.31994319167,6.183690582,4.837361171,5.62600922,13.00161496,5.452703528,BRCA
9.260367468,9.163298157,7.2400353085,6.225261069,8.378404463,6.055397005,5.478819157,9.92562903,6.6687748565,12.82636383,12.06588572,5.291135005,6.187456621,5.09567565783,8.135274649,10.07238089,5.551986008,6.167923973,5.501129593,6.389883566,6.132246513,8.495976037,5.67424901833,6.336734717,4.916462894,5.053123557,13.04989878,5.285412622,Control
8.825389039,9.04801075,7.055096439,6.362562487,8.616586634,5.650485447,5.550447635,10.33248729,7.184102984,13.11366653,12.19850959,5.465820435,6.122264392,5.49024614883,8.384871286,10.16363116,5.238988625,5.814478485,5.057679059,6.757115983,6.076222032,8.069988244,5.34585836067,5.284580064,5.299808278,5.637792259,13.26893746,5.293711886,Control
10.09517319,9.210939846,5.9799251475,6.798118982,9.333972157,6.389270486,5.149758548,10.07411507,5.4787995935,11.61680165,12.44264168,5.973617732,6.768981971,5.2341700205,6.997860083,9.560920839,5.827953159,5.9355579795,5.652064272,6.61616787567,6.179663759,7.185869332,5.51542661367,5.40889121,5.1175874385,5.598582011,13.29995283,5.119782831,BRCA
9.531343017,7.763878152,6.9163256205,7.068028862,8.807251164,5.614423668,6.121642945,10.34356359,6.159811817,11.8968755,11.06323009,6.049636893,5.93841004,5.30714112983,9.073024297,9.949207023,5.706262025,5.903309135,5.892033495,6.60558999133,5.9988093905,8.076790383,5.42576550867,5.461570507,4.9539984505,6.183690582,13.17700839,5.44062939,BRCA
10.26174268,8.979483163,6.976093136,6.86950478,9.157436075,6.663917843,5.995773509,9.641921287,5.6032236615,11.32190853,12.03914706,5.732683853,6.655642073,5.41781117667,6.821203566,8.788074828,5.641409649,6.81850367,6.043088135,6.784302337,6.0100107215,7.526814397,5.90680015067,5.555211263,4.956584632,5.930625731,13.33363132,5.110625549,BRCA
9.81791145,9.24482828,5.6412905805,7.120059311,9.539954171,6.132685436,5.836183727,9.90199107,5.6081323905,11.52829551,12.10567621,5.542111953,6.354827336,5.35236010267,6.808678261,8.870851027,5.59381033,5.7376293825,5.834288528,6.51405773367,5.970926171,7.296712346,5.72491249667,5.208879341,4.949495872,5.922204539,13.36856584,5.023045997,BRCA
10.64035818,9.252961701,6.3980360365,6.63161771,9.306620611,6.202227307,5.527642182,10.08386525,5.800661023,11.49170796,11.80901857,5.655216748,6.385522173,5.3872272245,8.086854242,8.673027334,6.083006551,6.263350646,6.078850631,6.433898499,5.812003386,7.53251397,5.747383259,5.136490053,5.2399151205,5.955830777,13.36355512,5.24660879,BRCA
10.08672709,9.485326755,5.8819921345,7.036891003,9.583727381,6.371171674,5.981059894,10.49650957,5.52926424,11.7674087,12.54827894,6.118635505,6.586919049,5.20924794033,7.432878264,9.538005127,5.938762876,5.7407432605,6.031666056,6.36224381667,5.943083487,6.843359327,5.37597226133,5.668041984,4.4933000015,5.67822071,13.29267684,4.808142121,BRCA
8.329326713,9.799800123,5.8308617525,6.360983667,9.930146364,5.59724157,5.052688948,7.075401932,5.47662364,12.75033439,12.35457868,5.537615426,5.687628504,5.40272486833,6.412997934,9.576399845,6.034420016,6.3361014115,5.484469475,6.073822667,6.67831094,8.285946739,5.51468784233,5.156448444,5.2893107045,5.113545539,13.38150649,5.077041333,BRCA
