@relation data

@attribute id string
@attribute 1363 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 3002 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3329 numeric
@attribute 3382 numeric
@attribute 3458 numeric
@attribute 355 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3558 numeric
@attribute 356 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 4049 numeric
@attribute 5551 numeric
@attribute 5798 numeric
@attribute 5799 numeric
@attribute 7124 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6136788415,-0.0870355034,-0.0987937729,-0.1187746624,2.2812253023,1.5229048728,2.6123425960,0.2617410254,0.1389303861,-0.0531827862,-0.1349871809,0.2063854276,0.2531676890,0.0626172163,-0.1128758780,-0.1084095063,-0.1696438819,2.3021070256,0.2612027752,0.2401516087,-0.0246715134,-0.0583848987,-0.1280158754,0.2668822305,0.1661164924,0.4983481401,-0.0354637797,-0.0072285445,-0.1095083857,-0.2430928978,-0.2508946251,0.0059491734,0.3973366271,-0.1466387005,-0.1203307158,-0.1893430850,-0.1083238205,-0.1248357775,BRCA
GSM481003,0.6904527552,-0.0130152198,-0.1163713545,-0.0930821378,2.5229606927,1.8544525307,2.9124462607,0.2029333366,0.1683829038,0.0041664632,-0.0688427752,0.0259170895,0.6661955884,-0.0168290509,0.1680997744,-0.1357929089,0.0581979249,2.1511375834,0.3748175066,0.4102152153,-0.0357542636,-0.0155722384,-0.1236682045,0.0943974674,0.2313655682,1.0770822940,0.0204832373,-0.1151960538,-0.1299268159,-0.1419386838,-0.2179141993,-0.0537678694,0.1757023953,-0.0892993358,0.3678463830,-0.1096670431,-0.0904036750,-0.1233471200,BRCA
GSM481004,0.8816599256,-0.0262233293,-0.1043705749,-0.0634951672,2.3726209051,2.3105667233,3.0650056200,0.2018681579,0.0636798603,-0.0000845569,-0.1151951628,0.2566797595,0.2243358721,-0.0365873504,0.0933492766,-0.1005801593,-0.1419382361,2.3867501019,0.4093895632,0.4255986509,-0.0350773384,-0.0223223761,-0.1066800437,0.0639764964,0.4731824256,2.5220021768,0.1090250993,-0.0492128852,-0.2246398431,-0.1927705000,-0.1787885684,0.0062699269,0.3825254632,-0.0891457118,-0.0368083989,-0.1200933228,-0.1074905293,-0.1491042694,BRCA
GSM481005,1.5944067012,-0.0194564890,-0.1395157124,-0.0813898504,2.4218538858,2.2198376855,2.7893269853,0.6031133681,0.2108817556,-0.0114979355,-0.0705358872,-0.0677172207,0.8184409532,-0.0462793793,-0.1067173420,-0.1371304145,-0.1191317194,2.4552787683,0.3398955745,0.3398513175,-0.0086077868,0.0290138536,-0.1683066803,0.5774546972,0.1596501422,0.5863126215,-0.0447170497,-0.0388775236,-0.1439297993,-0.1125736402,-0.1572984282,-0.0255494128,0.3177434804,-0.1073980338,-0.1027448054,-0.1127792553,-0.1229680405,-0.1358126570,BRCA
GSM481006,1.0939539728,-0.0488770506,-0.1277763280,-0.1201832783,2.5923849594,2.5553631185,3.0099298953,0.4825668019,0.0737393404,0.0283940911,-0.0372671469,0.1826657505,0.3771197924,-0.0371877997,-0.0958439518,-0.0759507445,-0.0455616355,2.4233008693,0.5134105295,0.5036426629,0.0193596086,0.0348938295,-0.2032751216,0.3577389630,-0.0282404839,0.4520055540,-0.0910276576,-0.0263599712,-0.1509048072,-0.1688726571,-0.1563288981,0.0121471837,0.1786468571,-0.0791881143,-0.0591356744,-0.1203887555,-0.1057008965,-0.1329987930,BRCA
GSM481007,1.1536742525,0.0055831509,-0.0791798460,-0.1325723258,2.7132214616,2.6203098695,3.3078905740,0.2947780871,0.0867929932,0.0340240244,-0.0151853888,0.5064731878,0.5332031575,-0.0577180198,0.1407612562,-0.0705216141,-0.0176842651,2.5416592009,0.4100853755,0.4378683264,-0.0061402059,-0.0313622716,-0.1352403009,0.0829495256,0.0713577823,0.3051382034,0.0635063079,0.0419518193,-0.1511262000,-0.1798202869,-0.1785646380,-0.0230845344,-0.1500704600,-0.0910067814,0.1398046748,-0.0767766709,-0.1090042344,-0.1440745181,BRCA
GSM481008,0.5492888596,-0.0376797197,-0.1355709635,-0.1441555116,2.9042129741,2.3881211680,3.5734345917,0.1060264790,0.0674133619,-0.0094582608,-0.0904161369,0.4952089607,0.6854993951,-0.0684947377,-0.1306113124,-0.1340358588,-0.1062880354,1.7290140671,0.7389904377,0.4788961043,0.0244162457,-0.0652699490,-0.2036045082,0.1062172761,1.0422426972,3.7100130320,0.0322303700,-0.0779219265,-0.0432277814,-0.1796682819,-0.0633964199,0.0897939847,1.0576020628,-0.1057863495,-0.0821399172,-0.1233326021,-0.1172582052,-0.1213212513,Control
GSM481009,1.3713222920,-0.1147460760,-0.1954683488,-0.0531995463,2.5609453994,1.5473926863,2.9983181160,0.2899453865,0.0951095528,-0.0167183488,-0.0995618049,0.1146979373,0.0094790388,-0.0653287124,-0.1491544191,-0.1188073308,-0.1019401512,1.6697274938,0.2221694356,0.3684054967,-0.1402785039,-0.1141300644,-0.2011497214,0.3526260266,0.0095844022,0.3269794668,-0.2402149611,-0.1702981595,-0.1940156351,-0.1676231830,-0.3719284953,0.1241364233,-0.0805766504,-0.1522121387,-0.1245508698,-0.1733742767,-0.1072094006,-0.1481053627,Control
GSM481010,1.0979925446,-0.1163510248,-0.1182024236,-0.0895435364,2.0726020042,2.2387732467,3.1118620240,0.2368586194,0.1300376100,0.0475679800,0.0214899665,0.5221772490,0.5275679684,-0.0191521292,-0.0294654327,0.0576899002,-0.0129843161,2.0544098756,0.2942882480,0.4823872663,0.0042478732,0.0016643075,-0.1147065031,0.2218772557,0.4967245454,1.3842930889,-0.0780208683,-0.0221168976,-0.1489029545,-0.0178994006,-0.1105184598,-0.0754363183,0.4783187136,-0.0374987572,-0.0689478631,-0.0924790782,-0.0838255351,-0.0909093499,Control
GSM481011,0.8993098957,-0.0545368203,-0.0803734462,-0.0586675363,2.3672987532,0.8510558853,2.4098413787,0.5747642778,0.0721080420,-0.0076342911,-0.0709248130,0.8291512293,0.5837395656,0.0152344646,-0.1269030198,-0.0791338222,-0.0215034489,2.3644770805,0.1736610190,0.2398299707,-0.1076474799,-0.0378625601,-0.0782974666,0.2600723965,0.1365389772,0.0802930284,0.0246799973,-0.0394266611,-0.0954395305,-0.2198452753,-0.0877045773,0.0364831784,0.4536949716,-0.1182505828,-0.0423061008,-0.0911662719,-0.0831878588,-0.1059971412,Control
