@relation data

@attribute id string
@attribute 10126 numeric
@attribute 10476 numeric
@attribute 10488 numeric
@attribute 10540 numeric
@attribute 10891 numeric
@attribute 10975 numeric
@attribute 1173 numeric
@attribute 1175 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1385 numeric
@attribute 1387 numeric
@attribute 146754 numeric
@attribute 148327 numeric
@attribute 1537 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 1639 numeric
@attribute 170712 numeric
@attribute 1742 numeric
@attribute 2033 numeric
@attribute 23186 numeric
@attribute 23236 numeric
@attribute 25942 numeric
@attribute 25981 numeric
@attribute 27019 numeric
@attribute 27089 numeric
@attribute 27113 numeric
@attribute 2776 numeric
@attribute 2902 numeric
@attribute 2904 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 29796 numeric
@attribute 3064 numeric
@attribute 3066 numeric
@attribute 3092 numeric
@attribute 317 numeric
@attribute 3708 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4731 numeric
@attribute 4899 numeric
@attribute 506 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 51164 numeric
@attribute 513 numeric
@attribute 515 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 522 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 539 numeric
@attribute 54205 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54539 numeric
@attribute 5468 numeric
@attribute 55081 numeric
@attribute 55567 numeric
@attribute 55967 numeric
@attribute 56901 numeric
@attribute 581 numeric
@attribute 5978 numeric
@attribute 627 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 64446 numeric
@attribute 64764 numeric
@attribute 6647 numeric
@attribute 6648 numeric
@attribute 6667 numeric
@attribute 6874 numeric
@attribute 6875 numeric
@attribute 6908 numeric
@attribute 7019 numeric
@attribute 7052 numeric
@attribute 7157 numeric
@attribute 7350 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 7419 numeric
@attribute 7802 numeric
@attribute 8218 numeric
@attribute 83447 numeric
@attribute 83544 numeric
@attribute 836 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 84699 numeric
@attribute 84701 numeric
@attribute 9001 numeric
@attribute 90993 numeric
@attribute 9167 numeric
@attribute 9377 numeric
@attribute 9519 numeric
@attribute 9586 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5006325054,0.0767799700,0.3815667658,1.6551436992,0.0020471462,1.4147584383,1.1524037090,1.3559700908,1.1994170448,1.1314834352,0.9762964896,0.0424494181,1.3477269952,1.8800193184,2.6441417863,-0.1231737756,2.5851830245,0.9104682394,3.4270724655,3.5484192370,3.4318609535,0.3960468965,0.6728254087,0.0189693873,0.4324676931,1.0486653098,0.2606576234,0.4948697878,0.5647716359,0.6141309441,-0.1798962800,0.1665452991,1.8174475579,1.6310330184,0.4097788456,1.1588022974,-0.1011778070,0.0987069806,2.9208294814,0.0239596368,0.5726595125,-0.1505823830,-0.0192656675,1.5245117468,-0.0916047048,-0.1141170166,0.0399595843,0.9666787901,0.1877569560,1.6001817076,0.0381142005,0.2989577477,0.1313168648,0.4102331797,2.5790731379,2.1786052734,1.5315126553,2.9946871600,0.5228171585,1.7639541275,1.5752913560,2.3407166301,2.4020723957,0.3953792758,2.3739492150,1.3034839436,1.8724469924,0.9508915414,2.3230243474,0.5427154791,1.3590093426,1.2006336368,1.2069364997,2.4780960083,2.3354428608,0.4609976812,2.0639304071,2.2221976650,1.7973273993,1.0936874372,2.7867643568,1.5670990583,0.9961353469,0.2748803418,3.0691533352,1.9177078921,1.8050025340,0.7386631710,2.1000130028,0.6818482897,0.0332799006,2.7704187315,2.5078887087,-0.0776044747,1.6300333739,0.0394911230,1.0212899239,0.2962079536,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,2.2293982748,0.0539306318,0.3092406039,-0.0795901289,2.7914009392,-0.2018738620,0.9030967818,-0.0359317562,-0.1224743183,0.6201968742,0.9449959803,-0.1124384088,0.3152622613,3.1076389551,0.6785046509,0.3264359297,0.9239108607,0.6328719492,1.7934711947,0.8172712709,-0.0475194172,0.8841919228,-0.1700275400,2.0235058267,0.3596358622,0.9467838178,2.6003748311,0.0648547722,0.2304289394,-0.2170959677,0.5363936521,0.4014198135,0.2062981343,0.2530695895,-0.1487493155,0.1040086366,0.0453585353,-0.0174615441,3.1681083611,1.3486559728,1.2772791783,0.0516735649,BRCA
GSM480985,0.7681519952,0.1639860806,0.3347815426,1.6748339324,-0.0197375997,1.4094918858,1.0972410342,1.0621682248,1.0686403018,0.6391484147,0.9761699387,0.0173166727,1.2224409564,1.7491732957,2.5247498751,-0.1041436054,2.5167332692,1.8886925131,3.4544742704,3.2603294057,3.2747211159,0.2730189453,0.6472114695,-0.0506123675,0.6414855157,0.5444121816,0.1905879892,0.4369097236,0.6130065929,0.6725253059,-0.0736343862,0.1851502992,1.6404941344,1.3033052983,0.7330552477,1.3173833953,-0.1026941525,0.1177039820,2.8328286011,0.0785158289,0.6760796893,-0.1157428850,-0.0500140645,1.2195487900,-0.1374636242,-0.0872575622,0.0332931683,1.0142645156,0.2074244023,1.1737656782,0.0476453395,0.3494800181,0.4415400387,0.2536071339,2.6998609303,2.3956858070,1.2364532462,2.9789295197,0.5681091451,1.5496100468,1.7027533111,2.0056311490,2.1484044279,0.3325219604,1.9236591533,1.3926248501,1.7349884399,1.3873323873,2.2578136921,0.4661512643,1.1172437244,1.4811245171,0.8891766342,2.5203391710,2.2482151339,0.3782156192,1.8568286003,1.8194379408,1.5080628321,1.0698728630,2.3862690266,1.1837900571,0.7962038178,0.2830806529,2.7453804811,1.8960162261,1.8658852023,0.7433564544,1.5996801792,0.5749595936,0.0130898761,2.4936953392,2.4656646933,-0.0930615631,1.0536758155,-0.0840634818,0.9344838813,0.0386221876,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,2.0416658055,-0.0417502107,0.4340344497,-0.0753857862,2.3643059880,-0.1734340142,0.8407814422,0.0781617779,-0.0711989268,0.5398994706,0.9822114862,-0.1303293859,0.3790893998,3.1423662602,1.1401052977,0.4472591168,0.6914762335,0.4415413506,1.5032221264,0.5433221907,-0.0214962754,0.5955694337,-0.1285908065,1.6613836439,0.1494129637,0.9108453438,2.4102814792,0.6322142183,0.3611563333,-0.1353731688,0.5554149802,0.3647103445,0.1230658667,0.2134292614,-0.1609337199,0.0269597916,0.0048534370,0.1022394958,3.2740509850,1.0856469381,1.1773506207,0.0775757754,BRCA
GSM480986,0.7608006803,-0.0336382097,0.4146094497,1.7319517696,-0.0643021473,1.5579831730,1.3037325410,1.5079112994,1.1128240418,1.0619463432,0.9186360455,-0.0084535634,1.3746184165,1.7950517596,2.6089025174,-0.0251089779,2.8630647658,0.8604786015,3.5387535989,3.4467352230,3.5043250025,0.3807973232,0.7199448316,0.0148017687,0.5051812299,1.0456493049,0.2831735210,0.5527757206,0.6778581731,0.7560914932,-0.1650240475,0.0373472180,1.9671993852,1.7094388158,0.5153439700,1.2129724158,-0.1046250992,0.0701767076,3.0361878739,0.0129383448,0.5903858004,-0.1420936314,-0.0183347330,1.5319489472,-0.1015002006,-0.1156969661,0.0670803441,0.9554687156,0.2599633422,1.3686586999,0.1076159673,0.2234449131,0.2835222208,0.3461276375,2.6965588994,2.3216353952,1.5823261664,3.0113698640,0.4263001634,1.5961905595,1.6585950814,2.3781791776,2.6931894506,0.3092975064,2.2629095540,1.2028439923,1.9702969895,0.9393631332,2.2594260425,0.3675468832,1.0608376434,1.1689440757,1.1539204158,2.6605611640,2.3742785952,0.5071624520,1.9149106741,2.0398407643,1.7594746948,1.0146201463,2.7603964806,1.4225703242,0.8234068095,0.2450565513,3.1473193964,1.7482983978,1.8007315311,0.8773709982,2.2145576105,0.6082250034,0.0108936705,2.6780174347,2.6811052050,-0.0521149571,1.4571645670,0.0685284909,0.9710769419,0.3220589667,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,2.2836548351,0.0439009009,0.3820997576,-0.0664997726,2.6896047443,-0.1111203458,0.9887473217,0.0515064381,-0.0554472145,0.4918469413,1.1145135098,-0.1137931482,0.2990014297,3.0492029190,0.8791296051,0.3058016405,0.8696953458,0.6858255033,1.4256592169,0.7247670092,0.0254188359,0.8508987498,-0.0872433090,1.7544271589,0.3865470647,0.9392579124,2.6672879326,0.2383168218,0.3196731228,-0.1007603380,0.8614366195,0.2347654519,0.1717739808,0.4383908262,-0.1188547389,0.0539876037,0.0330672246,-0.0348307964,3.2844195366,1.4714064678,1.2393841347,0.0308706047,BRCA
GSM480987,0.5906169581,0.0332196029,0.3269995508,1.7404912465,0.3416970953,1.5483073221,1.3146498003,1.5145772255,1.1973683200,0.3991383267,0.8633190452,-0.0549585451,1.4473519886,1.8620933963,2.6119707192,0.0588961331,2.5893713435,0.3960130734,3.4431424141,3.7116197743,3.4794374704,0.2020458693,0.6522740087,-0.0967727622,0.1715833164,0.9474813692,0.2687426848,0.8254703291,0.3246971715,0.8101824470,-0.0906852847,0.1237357168,1.9626392814,0.9710787573,0.1668422063,1.1982544926,-0.1122129341,0.0346798420,2.9923180870,0.0935844723,0.6081153182,-0.1389292797,-0.0567495614,0.8868841687,-0.0543699809,-0.1561384355,0.0265716336,0.7244511977,0.1098312766,1.2607203397,0.2147696924,0.1720295425,0.3327935711,0.1992497309,2.7444951138,2.1474726646,1.0170880937,2.8365645013,0.2773525813,1.6890701791,1.4716175830,2.4194074571,2.6947127920,0.2045498919,2.2029468007,1.0510979764,1.9836659712,0.6285944043,2.1835881770,0.2361733591,0.9373136460,0.8500841279,1.1262940004,2.2426957290,2.3532645256,0.3818332076,1.7049315274,1.9252675110,1.5037874504,0.9965586298,2.8373980390,1.2285433283,0.9247255012,0.2325926348,3.3339642949,1.6921351903,1.6427985004,0.9256034701,2.0351079889,0.5178212225,0.0385048655,2.8550744857,2.6114896026,-0.1041722893,0.9919344300,0.0007446416,0.9352572696,0.4047028517,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,2.2485054621,0.3721309483,0.3884954278,-0.0566836535,2.5737714321,0.5207173153,0.7455377609,0.0034104458,0.1877498299,0.4667196364,0.8301454794,-0.1199424536,0.5076620199,2.9562984109,1.1903398659,0.2725977854,0.6686111968,0.8821826448,1.3821598534,0.8224821389,-0.0984698142,0.8372933389,-0.1041904302,1.5239882888,0.1892731293,0.8549370172,2.5254845488,0.1866180292,0.7448681519,-0.1050582264,0.5665282581,0.2230391835,0.1670144839,0.1857093530,-0.1063571130,0.0713490623,0.0287998904,0.9356209931,3.8161665713,1.3265686443,1.7585592270,0.1920744523,BRCA
GSM480988,0.3791636296,0.0131784733,0.2138069177,1.5440768224,0.0222914002,1.0391375089,0.9602763783,0.6505456722,0.9692984145,0.4196553928,0.8550069128,0.0437322547,0.7778331785,1.5280717509,2.4310698808,-0.0544706349,2.5415298342,0.6075258255,3.5903268455,3.5632109643,2.9582526685,0.2373043370,0.6896800634,0.0197827071,0.5885914663,0.8753562803,0.1485788541,0.5611294274,0.4339244361,0.7460294472,-0.1172570286,0.0792691462,1.8828163351,1.3032164573,0.4406262552,1.2464664047,-0.0843987311,0.0515085585,2.7686368889,0.0499345936,0.4102926908,-0.1350362458,-0.0110762134,1.4778905808,-0.1008589073,-0.0799968216,0.0988541350,0.5309720529,0.2765605612,1.2457672998,0.0393885469,0.2048250465,0.1991312819,0.1930112019,2.7243874206,1.9499285595,0.9903650600,2.9657080967,0.3106117491,1.5990241625,1.4281306305,2.2421025634,2.7946935379,0.1603641275,2.5174946262,1.1437491644,2.0195549955,1.0159953310,2.0677417218,0.2904050328,0.4611046656,1.2457949635,0.7263722536,2.4681818487,2.0110698422,0.4689942604,1.6818410720,1.9690023926,1.5246780665,0.8160987161,2.4693820574,0.9986146884,0.6581086746,0.3317261210,3.3063159252,1.7751844942,0.9553163941,0.6742666115,1.4657099479,0.6242817767,-0.0682729349,2.3836103297,2.1940289909,-0.0521348746,1.0592323652,0.0395486050,1.1295807667,0.0992772953,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,1.7693305240,0.0545690471,0.2360620780,-0.0389876971,2.4782971740,-0.1764368483,0.6583364474,0.0243725261,-0.0483696540,0.5242627501,1.1902519783,-0.0785958222,0.4309267108,2.6136877539,0.3814480539,0.0958174584,0.9095144923,0.5746341971,1.5634070187,0.5339225961,-0.0172343190,0.6972457048,-0.0831092206,1.4371620273,0.1912600433,0.8955960034,2.5908891857,0.2468186732,0.2309859506,-0.2398080490,0.4661065350,0.1758982928,0.2149495928,0.4995689597,-0.0920105386,0.0368996694,-0.0141929292,-0.0643338695,3.1527424541,1.3240040779,1.4122621613,-0.0728814765,BRCA
GSM480989,1.0260309874,0.0668165242,0.7048604438,1.9144665739,-0.0260923778,1.7552074548,1.5578947200,1.7629687284,1.1803665832,1.1025918848,0.7178036943,0.0926503360,1.7857396428,2.1340415721,2.9796418862,-0.2378311222,3.1335273783,1.7033701090,4.0700815022,3.5488193827,3.9613547920,0.1316228062,0.5010443183,-0.0810866689,0.8300564586,1.2300872647,0.3444870630,0.4892268392,0.5308351245,0.8214460839,-0.1185719971,0.2458340079,1.8141472619,1.0931602120,0.1935005427,1.1599759923,-0.0944959084,0.1153572566,3.4968348608,-0.0185529106,0.5169472916,-0.1920192803,0.0548789222,1.3813472157,-0.1681367158,-0.0970981673,0.1539426148,0.8800742628,0.1679975048,1.1239065344,0.1880327072,0.2827313408,0.2200210720,0.5124567831,2.7105823359,2.5870779306,2.1302643267,2.8290385407,0.2683247736,1.4556423250,1.9151880259,2.4667692631,3.2476058687,0.2213360476,2.2828131765,1.3622255757,2.2215796266,0.9569158685,1.8614832610,0.2080110709,1.6189035133,1.1796468264,1.3013640981,3.0140888690,2.4475744766,0.2837294929,1.8549276291,2.3744408953,2.1510638744,0.6412169951,3.1078833672,1.9011756464,0.9436102802,0.3068171246,3.4578404957,1.6773121551,2.5386785524,0.5860029755,2.5261857397,0.3673348365,0.0818868848,3.0972921000,2.3977353573,-0.1177975059,1.6992731094,-0.0830072642,0.9280979003,0.0888926102,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,2.7461639345,0.1115535579,0.0792952952,-0.0648789153,2.6228408813,-0.2696185394,1.2923590124,-0.0220546043,-0.0807526320,0.4818084316,0.9822125902,-0.1048652827,0.3739883590,2.9885713906,0.4056457722,0.3437019795,0.9060638507,0.2389883470,1.5631407052,0.2598044124,-0.0045382504,1.2405139033,-0.1591928683,1.2445914656,0.2875250331,0.7344066938,2.4934273313,0.2955724922,0.2098831874,-0.2777579681,0.4576703025,0.1138846011,0.1998820402,0.5414225689,-0.1536060213,0.0323367647,-0.0362614406,0.0136455202,3.6041034970,1.5610145161,0.9424936970,-0.0303864510,BRCA
GSM480990,0.6985862300,-0.0620586827,0.4908841857,1.7949899865,-0.0834686967,1.4454849492,1.2710338862,1.6323857997,1.1604397012,1.1913729861,0.8432761808,0.0517665168,1.6160476847,1.8122139895,3.0200660929,-0.0525418175,2.9141588310,0.8497787806,4.0086092055,3.6396413643,4.1255401969,0.1244135859,0.6429370626,-0.0396127447,0.4503709624,1.3391252673,0.3784631827,0.7273199062,0.4113983666,0.7919079556,-0.1587630591,0.2119237644,2.2293557487,1.3810663744,0.0480474158,1.2755875389,-0.1004046950,0.1064846554,2.8055837022,0.0284083723,0.5721652171,-0.1500345451,-0.0182855369,0.9187243581,-0.1523869622,-0.0911356945,0.1393969006,0.7492041707,0.1234655526,1.2221211079,0.0855183422,0.2409829762,0.1628782986,0.4366570931,2.7939025824,2.0454952567,1.5599493311,2.6927824817,0.2738806265,1.0491422729,1.4680382832,2.3569882808,2.5327774287,0.1231852659,2.1940840074,0.9483823761,1.9121432351,0.7702361686,1.9267982987,0.2548555928,1.4532241859,0.9617669296,1.3140478284,2.6311710677,2.3934767892,0.2171838662,1.8234005494,1.9218206934,2.1770029365,0.8995748588,2.8061103091,1.8446077186,1.0279968887,0.2182816862,3.2979678048,1.2607771447,1.9970140841,0.6039520681,2.7007984556,0.3689083702,0.0659851056,2.8897378456,2.4097764490,-0.0345598439,1.9801055864,-0.1134931392,0.8433594816,0.0356193407,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,2.5992990658,0.0390446627,0.1553584887,-0.0598255154,2.9649400265,-0.2508752277,1.0487284085,0.0590369330,-0.0544863516,0.3949826356,0.9301648117,-0.1238680227,0.3921857966,2.6986314506,0.4350582772,0.2040061191,0.9072435641,0.3670142202,1.5624036790,0.2972117328,0.0923428501,1.1059742302,-0.1416299365,1.4703692757,0.2102089732,0.6611518788,2.2394720681,-0.0417487449,0.6899175100,-0.1568536721,0.3730674368,0.0401264709,0.0764739330,0.3181734394,-0.1508253020,0.0343530848,-0.0033099322,-0.0245269577,3.7346337866,1.4966637179,0.7033833463,0.0738705947,Control
GSM480991,0.8000386887,-0.0182906061,0.6921047724,1.7983003819,0.0171881357,1.5515686907,1.3845505780,1.6801313789,1.2246226268,1.3150380452,0.7870749709,0.1241007300,1.4833563237,1.8832398690,2.8777215410,-0.0751755479,2.8551897803,1.9846106098,3.7389813362,3.4733667373,3.7136605977,0.1756075131,0.7013037075,0.0345866763,0.3233080879,1.0459017753,0.4264603429,0.6834902414,0.4659834468,1.0528161596,-0.1528523310,0.1213872813,1.8172405640,1.2796475365,0.2907817717,1.1218673057,-0.1151695048,0.1931193383,3.0806593232,0.0608475572,0.6132513040,-0.1862277094,-0.0447101730,1.4454906350,-0.1160025901,-0.0841684302,0.0915237828,0.8633415593,0.2256723316,1.0640506309,0.1096685202,0.1191125174,0.2311761151,0.3902518363,2.6590077480,2.5735933335,1.7541966662,2.9673169453,0.3005390735,1.4348399815,1.7359422445,2.3120828122,2.7433253016,0.3018956727,2.2283421680,1.1065239228,2.0969550107,0.7494436904,2.1799539924,0.3079901611,1.3540177964,0.9749992775,1.2091733013,2.6983372370,2.3990266273,0.3761448412,1.9338733404,2.1474709510,1.7654684634,0.9273870912,2.7988567652,1.6437186207,0.9273097725,0.2093195685,3.2209119002,1.5657176485,2.0149812527,0.7944203773,2.4944071359,0.4579528600,0.0756633949,2.7557867371,2.4722771134,-0.0434485409,1.5307328514,-0.0085634497,0.8730897507,0.1039387215,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,2.3736780044,0.0769631045,0.1350957097,-0.0488360853,2.4763701409,-0.1619860071,1.0059922760,-0.0030808817,-0.0771654816,0.4224859876,1.2209260207,-0.1024024198,0.3321251441,2.9224400969,0.8653482108,0.2676069670,0.8526755449,0.5302869232,1.3658582157,0.3831452473,0.0580309215,0.9629745603,-0.1317861538,1.4697199503,0.3686100013,0.8417523124,2.4593116608,0.2055499677,0.2873288737,-0.1704971830,0.4691347549,0.1772719718,0.2183779771,0.5430663557,-0.0862467503,0.1004779784,0.0893691308,-0.0080728859,3.3566855701,1.4697012005,0.9459181227,0.0730779654,Control
GSM480992,0.7569679651,0.0436351321,0.5746289731,2.2438123751,-0.0123003864,1.5052996314,1.4126932023,1.9441385897,1.1392125174,1.3967628189,0.8327260339,0.1072666178,1.6340337672,1.8565931799,2.9134306347,-0.1295131660,2.9603282015,0.9986972632,3.7898347376,2.9723732473,4.1191732882,0.1568766059,0.7777832307,0.0145666999,0.6199766166,1.4363558438,0.4744916590,0.8376964311,0.4312054103,0.9327535874,-0.2037982712,0.2280438674,2.5581991299,1.4769341649,0.0814318765,1.4875513049,-0.1092709636,0.1419184081,2.5033878883,0.0887204598,0.4795048717,-0.1645202101,-0.0401170705,0.9809066461,-0.1483381317,-0.0552022004,-0.0013418660,0.8232307482,0.3839803485,1.0852730194,0.0988138604,0.0999823145,0.0994592431,0.6214155494,2.2498565252,2.0831756291,1.9763529973,2.3969766697,0.2167529686,1.0286999862,1.5891236738,1.9978834093,2.4150560756,0.2737099200,2.1607327535,0.9967125401,1.8803495011,0.8173289473,1.6214071512,0.1512522806,1.5091925989,1.0915238465,1.4013012038,2.4958771863,2.1407557330,0.2313617113,2.0677032769,1.9953831170,2.2124366166,0.6999191179,3.0174425443,2.0315674512,0.8990888902,0.1649467340,3.2300364178,1.2726147105,1.9273984134,0.5780809758,3.0351112113,0.3781747637,0.0971907729,2.7319306335,2.5811069693,-0.0266702802,1.8464471474,-0.0424288371,0.8111424002,-0.0133180718,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,2.6575420799,0.1132187218,0.1287885541,-0.0274235301,2.7859428824,-0.1473591948,1.2841898705,0.0036287113,-0.0462665748,0.3062242891,0.8876542938,-0.1459251841,0.4350632561,2.6729399114,0.4891599221,0.1924299500,1.0182554008,0.4699268990,1.3376590424,0.3807923957,0.0581218918,1.0991194739,-0.1435239617,1.1865357925,0.6358898381,0.7107424068,1.9634987114,0.0185748058,0.4589779524,-0.1886587926,0.2862878391,0.0732875811,0.1025927702,0.4716532580,-0.1332132256,0.1595277016,0.0689002412,0.0737559236,3.3394765173,1.6979932189,0.7102718753,0.0023715713,Control
GSM480993,0.7490707883,-0.0217610554,0.5301898761,1.9645072571,-0.0341302611,1.5078174091,1.3460859921,1.6546143043,1.0328274289,0.9267996791,0.8213512268,0.1875058857,1.5231844738,1.8564429452,2.7184812181,-0.0783596511,2.9099283418,1.4912662991,3.5240723192,3.0813806853,3.8593398928,0.2239596708,0.7884631976,0.0501056449,0.5772579810,1.1176417301,0.3253226646,0.6623232290,0.6197645098,0.9134941435,-0.1421918277,0.1730288758,2.1836648658,1.5432517379,0.2383615070,1.3749116924,-0.0914712194,0.1112264321,2.9675442511,0.0559652076,0.5834782023,-0.1053195155,-0.0630610927,1.2801744139,-0.1113111010,-0.0815788737,0.0734973551,0.7904321804,0.3489901642,1.2779296332,0.1837197908,0.2123312633,0.1916949626,0.3761149262,2.5379271111,2.2965392915,1.9432272613,2.9347724913,0.3458222656,1.3658503120,1.8176816330,2.3574859499,2.7369103943,0.2805398945,2.1955187842,1.1519269166,2.0082805819,0.8505191160,2.2105291782,0.3077100398,1.2219735683,1.1003682372,1.2195750973,2.6991728943,2.1819625645,0.4983456701,2.0052084474,2.1426679424,2.1362978668,0.8188119192,3.0341738792,1.7130491356,0.9582222139,0.2912164469,3.2092238798,1.5895338901,1.9662201574,0.8068547136,2.5720573925,0.5012176446,0.0353644352,2.5945062544,2.4755535294,-0.0896386958,1.4765024371,0.0611034877,0.9083646271,0.1211480606,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,2.7051851750,0.1921875163,0.1753709300,-0.1074568106,2.4751581996,-0.1976552220,1.1132435460,0.0817531683,-0.0447853970,0.4951463326,1.0565381431,-0.1246959539,0.4178303835,3.0971553921,0.6123010053,0.3584563296,0.8601735529,0.6078711438,1.3345121518,0.6186699416,0.1994807511,1.0900611624,-0.1455154765,1.2952646493,0.4122679911,0.7950734610,2.5012451410,0.1833600140,0.2601383731,-0.0872064448,0.6006627119,0.1338819088,0.1875540034,0.4849967851,-0.0949833814,0.0767692261,0.0488880369,0.0388459695,3.4536580019,1.6701275347,1.1671646037,0.0852198344,Control
