@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 4331 numeric
@attribute 5435 numeric
@attribute 6829 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 2071 numeric
@attribute 2068 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 8732 numeric
@attribute 8731 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 2963 numeric
@attribute 1022 numeric
@attribute 2962 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 902 numeric
@attribute 2968 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,6.69676284,12.07353083,10.94111386,11.03306523,7.484019523,10.0776573,8.220113618,6.365977347,9.950818724,9.43438904,10.14362273,5.474931823,6.107234293,10.64948099,9.361681261,10.15511583,9.502643438,11.4871292,9.588630847,9.734545643,8.45525079,10.43957668,8.439499644,Control
11.20928598,11.03103278,7.086882265,12.14356347,11.76903417,11.31379869,6.750074255,10.50841903,8.497094498,6.504704302,8.536044277,9.832676886,10.66444309,5.210049084,6.586162299,10.72254311,9.155780297,10.98225228,9.076489033,11.94573106,9.975440003,9.498501844,7.832012647,9.94572954,8.965352223,BRCA
11.27344029,11.02625388,6.839081327,12.38193096,11.62135377,11.43055462,6.90941648,10.71269919,8.892012333,6.401780305,8.618450775,9.247619677,10.67109897,5.664561948,6.582656103,11.17512864,9.394656215,11.02694718,9.480992671,11.65775177,9.936402792,9.55547611,7.667131787,10.27514127,8.580466923,BRCA
11.08706186,11.73846187,7.265055029,12.34948589,11.83833739,11.62261253,7.827852559,10.43052602,8.85164062,6.648325671,8.674016666,9.96450012,10.92486095,6.002540089,6.970019164,10.8849167,9.99050151,11.21644291,8.607368346,11.94385185,9.42569906,9.5760667495,7.517316273,10.44466839,7.704562712,Control
11.3442156,10.79386361,6.867961695,12.13760287,11.44205205,11.5269639,6.693630261,9.889641277,8.312657375,6.908516092,7.919118257,9.474446754,10.71405897,5.206341637,7.045217151,11.02198648,9.627078354,11.01557728,9.566592153,11.82274022,9.787507202,9.5036457565,8.195898639,9.47543003,8.732388881,BRCA
10.31037169,9.875964751,6.499332184,10.92233559,10.73293927,9.599160216,6.361510132,10.75975321,8.645353223,5.738505243,7.686957644,9.407990591,10.30357275,5.527329405,6.922969386,10.94132297,9.01498366,10.5362572,10.07813116,11.63953303,10.20626383,9.9366689445,8.0884774495,9.72642302,8.769772669,BRCA
10.67974863,11.62683849,5.895672973,12.15346979,11.538548,11.33246195,6.933398915,10.0173308,8.838495753,6.973327498,8.661565351,10.36385855,10.55438287,6.082580853,6.719438847,10.21664921,9.547121611,10.47933595,7.728874776,11.94707994,8.931979298,9.310331427,7.0980443305,9.822443813,8.357575234,BRCA
11.18055585,11.02111204,6.573196985,12.42339047,10.35421112,11.33541843,5.975453214,10.17798975,7.900747773,7.098982487,8.961436038,9.339995336,10.22471354,5.520745364,6.479895483,11.07640162,9.825825817,10.18342483,9.579754867,11.36417449,9.659501442,9.9425822725,8.2150115435,9.751904322,8.78938784,Control
11.62550351,11.34089896,7.327824597,12.19349773,11.14107911,11.31701417,6.260971855,10.24019539,8.755431019,6.517673816,8.771812245,9.206233641,10.26119615,5.082799703,7.1126508515,11.32848436,10.15470456,10.89238744,9.777995431,11.48468963,9.969027107,9.5458512545,8.2231503775,9.751444107,8.620110863,BRCA
11.31223081,11.14633337,6.996504912,12.31595909,11.61281105,11.64258438,6.154418781,10.10676612,8.379801934,6.645878602,9.146391192,9.584498023,10.51229137,5.287630431,7.07342704,10.59878323,9.154553037,10.67333141,8.832954179,12.0199261,9.532570767,9.4451757265,8.1149854775,10.12301596,8.305344864,BRCA
11.4744083,11.13855038,7.173305173,12.18094263,11.63348356,11.42772678,6.402078871,10.65722043,9.204131621,6.755291951,9.66947024,9.65374576,10.18746996,5.171538364,6.858718118,10.90796116,9.6014742,10.79666855,9.486624446,11.4243108,9.720120732,9.636870305,8.174296834,10.34768534,7.676452764,BRCA
11.48188533,11.28537059,7.443588263,12.08367055,10.64202486,11.28199972,6.104971499,10.16944939,7.815256994,6.326074949,8.91062109,9.386455921,9.948462553,5.37574431,6.7861813475,10.82131183,9.65659519,10.27729935,9.811543731,11.55629063,9.578863787,9.355641581,8.4740299995,9.399502844,8.933248873,Control
11.16768802,10.97608812,7.108370574,12.19128143,10.7304916,11.15088665,6.382499203,10.08514084,8.343586732,6.547978484,9.180550154,9.366858275,10.01897944,4.988697465,6.421656707,10.75314175,9.597587563,10.38624004,9.493665908,11.66558698,9.601752743,9.6358129485,8.5940360615,9.933941823,8.832795987,Control
11.36217961,11.73219511,5.771628945,12.38074251,11.65493594,11.33051934,6.185178351,10.93024227,9.167193021,6.114268757,9.410849402,9.058033085,10.08608351,5.292792099,5.456076664,10.26546887,9.617614907,10.41629907,9.214775128,12.19128143,9.330368553,9.9907375325,7.1655308455,10.39216207,8.194979796,BRCA
10.87659774,11.25995523,5.902683368,11.50362218,11.02462046,10.16197619,6.723562401,11.10864878,9.101470918,6.092128797,8.426475613,9.444156179,10.44466839,4.788047896,5.544020716,10.46916384,10.07000053,10.04182378,9.426286314,11.14770754,9.259561518,9.683055312,7.126664761,10.23091542,8.73696091,BRCA
11.53262879,11.67585684,6.196042028,12.54548466,11.65981099,11.68597092,6.764676316,10.88769302,9.228344402,6.016480301,9.227195422,9.423662793,10.51270618,5.258529523,5.44209646,10.49127719,10.12919321,10.80422,9.136613813,11.96009799,9.374426115,10.0054039915,7.207971487,10.54330281,8.461204311,BRCA
11.56134298,11.58990637,6.101719008,12.57220763,11.81532136,11.74803988,7.461215696,10.61346285,9.230129219,6.083857569,9.319763063,9.357079711,10.38218389,5.533727829,5.5223939415,10.32819838,10.19591385,10.86526952,9.151492997,12.44988381,9.560027603,10.266338858,7.3753302775,10.42417183,8.260097569,BRCA
11.72083647,11.66436963,5.913853554,12.69228318,11.36612562,11.77806492,6.773307786,10.55979796,9.21184032,6.67359573,9.38991153,9.449035705,10.60309338,5.358089615,5.5364636575,10.85319669,10.21780056,10.72254311,9.14242692,11.89363345,9.353875227,10.1308165865,7.5514060975,10.32995358,8.26545228,BRCA
11.67615115,11.62683849,5.669530862,12.51339458,11.71081731,11.8267889,6.977855527,10.83660293,8.758440706,6.104132849,9.598481115,8.963388234,9.717377026,5.286429541,5.15457292,10.60533161,10.13564553,10.84822018,9.583727381,12.2142175,9.517335308,10.185310385,7.2303432025,10.54869216,8.169525606,BRCA
11.40065415,11.67585684,5.781235931,12.94317143,11.1581191,7.91898414,6.337002435,10.83158062,9.785984134,7.371212794,9.391867114,6.656071297,11.4486069,5.052688948,5.321608753,6.387591412,8.777182254,11.03013967,9.797410704,12.06768485,9.443980125,10.509973745,7.3442798615,10.32910148,8.512346531,BRCA
