@relation data

@attribute id string
@attribute 10393 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 4085 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 701 numeric
@attribute 7321 numeric
@attribute 7324 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 9184 numeric
@attribute 996 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4409035541,0.2199296023,1.9304640218,2.0403915793,0.9917680114,0.9448870902,0.8361155502,1.6032623980,1.2271330356,0.8301977615,1.3282124261,1.1286486791,2.4185692513,0.7639295043,BRCA
GSM480985,0.2836712234,0.3074832453,1.8535176105,1.2221845852,0.9222089273,0.7172891102,0.7083795841,0.4545835654,1.1064503991,0.8842334832,1.0570350599,1.3236240174,2.2669339158,0.6719289484,BRCA
GSM480986,0.2770791709,0.2555351971,1.2999433465,1.7196805031,0.8772804238,0.9094667012,0.8184140831,1.0827583340,1.2738880120,0.8453545825,1.1701710971,1.1886514017,2.3426437024,0.6501435057,BRCA
GSM480987,0.1030770908,0.1278045057,1.0467505306,1.4934895566,0.7967465467,0.6658706113,0.6754066329,0.7859109610,1.2198705722,0.8293035800,1.0625366549,1.1344062175,2.7999713024,0.5981840252,BRCA
GSM480988,0.3265746919,0.2286313987,1.2620835994,1.3826761571,0.7773246126,0.8999751241,0.5026008045,1.3812586270,1.0683849145,0.6334023171,1.0799297678,1.3538805558,2.2633351154,0.4672004229,BRCA
GSM480989,0.1542069719,0.2868395569,0.6100390129,1.2374490658,0.7178259777,0.5049602511,0.9969219018,0.9570411113,0.8720524803,0.5489501137,1.0437201172,0.8178940727,2.0363918565,0.2994629071,BRCA
GSM480990,0.0896775553,0.2114747107,0.7194065476,1.5971515954,0.6037310200,0.4951959255,0.7316155964,0.8050684466,1.0599642131,0.5578367829,0.7841279359,0.7411978359,2.3892405033,0.4244345206,Control
GSM480991,0.1927069870,0.3797990847,0.8341484769,1.0395429118,0.7988008477,0.6980592062,0.8588123652,0.2661497138,1.2248839183,0.6704295634,0.9970192195,0.9492498922,2.0873692035,0.3992910188,Control
GSM480992,0.0852505762,0.3162242127,0.5504623074,1.3981403853,0.5765747834,0.5188744855,0.9538249318,0.5479273599,1.0488702043,0.6707829465,0.7880503898,0.8010663307,1.9453416147,0.4381850472,Control
GSM480993,0.2232425609,0.3382211334,0.9454233330,1.7694959269,0.8754696113,0.7753788841,0.8852437508,1.2214706010,1.0870003260,0.7763172075,1.1154803497,1.0936671454,2.3870361470,0.5287257336,Control
GSM480994,0.0408636897,0.1903799182,0.6070935679,1.6474192715,0.7372637686,0.5261193121,0.8431875736,0.9314343664,0.9370909934,0.6678508738,0.9898804162,0.7912598279,2.3262894948,0.4579288027,Control
GSM480995,0.1932093970,0.1610804668,0.9231300129,0.7923399648,0.7178225552,0.5583538702,0.9161895867,0.2407160384,1.2941900671,0.6597255440,1.1343817296,0.8630955572,2.3349874836,0.6090342787,Control
GSM480996,0.2221540532,0.1776557850,1.1248348206,1.5960393249,0.8220196507,0.6669168265,0.8991581391,0.8915362853,1.2429112987,0.7064027065,1.1074218965,0.9422349443,2.3994242902,0.5378106523,BRCA
GSM480997,0.0035516405,0.1238937647,0.7331676802,0.5456659469,0.6777249206,0.4590639316,0.9195760156,-0.0078447708,0.9372741413,0.4486697462,0.8784317105,1.0138299495,2.4167832114,0.3266168589,BRCA
GSM480998,0.2304387228,0.2452245612,1.0271102803,1.8891306984,0.9774437471,0.8155769768,0.8527768344,1.6013613542,1.2503691197,0.7865942764,1.4328220995,0.8084291014,2.2410790987,0.7717886281,BRCA
GSM480999,0.4530971903,0.3017683246,1.6475249194,1.2480833394,0.8363662732,0.8533120467,0.7882395518,0.3922506491,1.2565253350,0.8171742142,1.1954083689,1.2802479202,2.1080896987,0.7118473310,BRCA
GSM481000,0.2135015944,0.2941136870,1.8202759250,1.2434336346,0.8993035542,0.9013274068,0.7930940285,0.6233895489,1.2692653762,0.6607640178,1.1967347534,1.2425224689,2.0495456976,0.6103652539,BRCA
GSM481001,0.2459180508,0.0531655066,0.9667848406,0.6202397438,0.7078721733,0.6113290260,0.5884709880,-0.0262172104,1.3719963282,0.7481741737,1.1902961794,1.0271254395,2.2839525032,0.7300530497,BRCA
