@relation data

@attribute id string
@attribute 10554 numeric
@attribute 10555 numeric
@attribute 1056 numeric
@attribute 10999 numeric
@attribute 1208 numeric
@attribute 19 numeric
@attribute 2168 numeric
@attribute 2169 numeric
@attribute 26279 numeric
@attribute 2806 numeric
@attribute 29881 numeric
@attribute 30814 numeric
@attribute 335 numeric
@attribute 337 numeric
@attribute 338 numeric
@attribute 346606 numeric
@attribute 39 numeric
@attribute 4547 numeric
@attribute 50487 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5406 numeric
@attribute 5407 numeric
@attribute 5408 numeric
@attribute 64240 numeric
@attribute 64241 numeric
@attribute 64600 numeric
@attribute 80168 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 84649 numeric
@attribute 8513 numeric
@attribute 8611 numeric
@attribute 8612 numeric
@attribute 8613 numeric
@attribute 8681 numeric
@attribute 8694 numeric
@attribute 948 numeric
@attribute 949 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.8673956693,0.4311070021,0.0323117397,0.1728284298,-0.2710972449,0.1331653556,-0.1610863031,-0.0568882051,-0.1405790460,2.8148930073,-0.1075715586,-0.1904537968,0.0666437114,-0.1072809809,-0.0645846186,-0.2832930350,0.8043620022,0.0375306459,0.2648592970,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,0.0295893912,-0.1131897440,-0.1306083152,-0.0862069889,-0.1665222342,-0.2286017106,-0.0624597370,0.8918800157,0.0096668727,-0.0773267898,-0.0416664527,-0.0376422541,0.8934608933,-0.0710048071,-0.0280965920,-0.0101853435,0.3582487902,-0.0639162206,0.1619624009,BRCA
GSM481003,1.0671933974,0.4800918469,0.1323301035,0.4392957259,-0.1004330542,0.0944818215,-0.1510219614,-0.0007047997,-0.1302135657,3.0352369150,-0.1125640349,-0.1219833474,1.0870792727,-0.0962639479,-0.0648675535,-0.2714505295,0.6590264871,0.1511335779,0.2367261773,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,-0.0549062036,-0.0733205585,-0.1407786516,-0.0416081414,-0.0371296958,-0.1516569339,-0.1464561440,1.1356858278,0.0912243185,-0.1046172373,-0.0121136751,-0.0754068632,0.6378826993,-0.0246214473,-0.0490325613,-0.0306176476,0.6715540390,-0.0715040995,0.3950712881,BRCA
GSM481004,0.9763059730,0.3922555058,-0.0794073430,0.2790024556,-0.1300400367,0.2429146853,-0.0850557629,-0.0632292571,-0.1334671667,3.1931924820,-0.0946348508,-0.1383980732,0.5311889070,-0.0461611974,-0.0768726202,-0.2324994450,1.2142931753,0.0351829131,0.4841016842,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,-0.1028544153,-0.0579577535,-0.0783494150,-0.0707413604,-0.1106387791,-0.0981588746,-0.1473761021,0.9571160324,0.0167640063,-0.0605252561,0.1270504839,-0.0303103258,0.9591712813,-0.0545466083,0.1269695751,0.0138251425,0.6179478368,-0.0965311680,0.2158503935,BRCA
GSM481005,0.9325585762,0.3371154223,-0.0990739269,0.0955050276,-0.1023123739,0.3124521105,-0.1568910560,0.0087758415,-0.0750139249,2.6438763537,-0.1225566311,-0.1711450809,-0.1191916900,-0.0586477537,-0.1019479955,-0.2567178851,0.5150022018,-0.1449800889,0.2413362460,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,-0.0822304308,-0.0352054444,-0.1071202226,-0.1108573650,-0.1480730002,-0.1681138359,-0.1172265623,1.0282304035,0.1013291268,-0.0551051659,0.0958655458,-0.0485917190,0.9566572017,-0.0801453172,0.0907612231,0.0939124124,0.3787719976,0.0500329547,0.0451830355,BRCA
GSM481006,1.0576481734,0.5006557405,-0.2354056409,0.2527029223,-0.1594191274,0.2663775892,-0.2348858200,0.0272424539,-0.0912184608,2.5650868017,-0.1106604142,-0.1978774663,0.1986684730,-0.1333157140,-0.1102072529,-0.2932442854,0.5390144610,-0.0345674921,0.1678630912,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,-0.1452491344,-0.0202520989,-0.1067864274,-0.1096725426,-0.1371724211,-0.0775579248,-0.1857546194,0.9375375463,-0.0030618567,-0.0416173076,0.1785783503,-0.0994983864,0.8967576112,0.0359664823,0.0879508424,0.0167937154,0.3419248642,-0.1116888564,0.3434393006,BRCA
GSM481007,1.1972522934,0.7929810810,-0.1946924349,0.5089840601,-0.1061039761,0.2421041307,-0.1964929930,0.0219827214,-0.1956158172,2.5857946080,-0.1191568712,-0.1225340637,0.6184876531,-0.1316274209,-0.0521881684,-0.1172148167,0.4731118953,-0.0766830746,0.3013776672,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,-0.0595656852,-0.0789337213,-0.0816008528,-0.1351407460,-0.0646477266,-0.0877751080,-0.1065713596,1.2202413425,0.0449932087,-0.0696049801,0.2179805060,-0.0174230834,0.5489223466,-0.0012836899,0.1163057310,0.0332880970,0.9355845686,-0.0562751821,0.3222536972,BRCA
GSM481008,0.8772422770,0.4323109589,0.1359192569,0.2573515799,-0.2351118570,0.3733933531,-0.2035990534,-0.0653631884,-0.1066421580,3.0588130157,-0.0941482191,-0.1632898217,-0.0504092346,-0.0508188473,-0.0646798118,-0.2624759321,1.0673959981,-0.0786505534,0.3109411343,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,-0.0997503088,-0.0909356824,-0.1083086539,-0.1072440469,-0.1042208271,-0.1806219434,-0.1534675803,0.9744661360,0.0442506512,-0.0548871543,0.4904400852,-0.1213399056,0.4242254271,0.0167825346,0.0099040869,0.1876541325,0.7415980210,-0.0258508692,0.3041211403,Control
GSM481009,0.5614384147,0.2355933614,-0.2067539086,-0.0015982996,-0.4105568683,0.2472652213,-0.3187729394,-0.1298567772,-0.0463956869,2.0944252810,-0.1720104011,-0.2374210076,-0.2319907978,-0.3464853340,-0.0399440802,-0.5426673499,0.3859830366,-0.1158522250,0.0616922838,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,-0.1110232712,-0.0197843461,-0.1948926150,0.0039397753,-0.2207227953,-0.1908542063,-0.2057657713,0.8410133314,-0.0454398805,-0.0924899587,-0.0902506878,-0.1052572992,0.7326637835,-0.0460636843,0.0532213423,-0.0391394026,-0.0721708867,-0.0695099781,0.0309536269,Control
GSM481010,0.7416781301,0.4054026236,-0.0340398564,0.0744639725,-0.0363519293,0.2215137149,-0.0697879149,0.0526276580,-0.1037507219,3.0485917730,-0.1296688178,-0.1049189998,0.7874044630,-0.0981600633,-0.0716393389,-0.1675042484,0.9721961287,-0.0417793510,0.0982108879,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,-0.0874600532,-0.0959986451,-0.1277396448,-0.0688991892,-0.1425347396,-0.0974640826,-0.0830901282,1.1378867638,0.0982792469,-0.0359266409,0.1113635044,-0.1034736075,0.6795406415,-0.0085985039,0.0017597583,0.1038080066,0.3704159102,-0.0988731951,0.2121016840,Control
GSM481011,1.3683629774,0.6069163629,-0.1616639174,0.3647594110,-0.0662784694,0.0677180698,-0.0648439235,0.0035200389,-0.1059520594,2.8247204623,-0.0853499906,-0.2251044646,-0.0657874784,-0.0777354836,-0.0176463360,-0.3148061130,0.3153266054,0.0214106450,0.2946575154,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,-0.0264375704,-0.0535547931,-0.1215208248,-0.1478398371,-0.1219865927,-0.1592199401,-0.1184685522,1.3700665053,0.0436406151,-0.0414344758,0.2824645887,-0.0048256889,0.8419189540,-0.1267951429,0.0583001079,-0.0462587857,0.6725537887,-0.0505232476,0.2130313494,Control
GSM481012,0.6000243315,0.3351465996,0.1408121807,0.1879179291,-0.1377417242,0.3007821508,-0.0489573803,-0.0342370732,-0.1519992384,3.0625976720,-0.1578088313,-0.1844916523,0.4110162896,0.0089418834,-0.0534536155,-0.2238071915,1.3068001070,-0.0337628267,0.3243682880,-0.0054423819,0.0782231651,0.0919178132,0.3712240634,-0.1143762188,-0.0974702814,-0.1931868408,-0.0449920116,-0.0998361594,-0.0992774995,-0.1180381132,1.2357770067,0.0532444953,-0.0571027727,0.0563531532,-0.1191124346,0.6571619920,-0.0742380362,0.0948421128,0.1953372744,0.4428517264,-0.0793160360,0.1844636420,Control
GSM481013,1.0850274988,0.7569766341,-0.1408608259,0.4055145957,-0.1364059167,0.2512473695,-0.1467266176,-0.0145177144,-0.1610720196,3.0070898533,-0.1138976788,-0.1224718254,-0.0128713988,-0.0255350235,-0.1062973245,-0.2785673271,1.2804377146,-0.0666411681,0.1870807128,-0.0212144207,0.0312061770,0.2600176828,-0.1000734737,-0.0984529166,-0.0744210836,-0.1237464789,-0.0251057526,-0.1096207562,-0.1940438859,-0.1445726306,0.9492112696,0.0851348042,0.0647547375,0.3228532804,-0.0789754670,0.3773338560,0.0673215373,0.0328681999,0.1913414256,0.6772423432,-0.1077723178,0.3350853958,Control
GSM481014,1.0923270612,0.5978937658,0.7511763740,0.4721631025,-0.0428896949,0.3685373667,-0.1377005120,0.0869258147,-0.1370729927,2.2234520517,-0.1266798686,-0.1599887592,-0.0844815574,-0.0429937979,-0.0838946289,-0.2373687402,0.5787685774,-0.0372706585,0.1614740504,0.1124928331,0.7582836980,0.4911465047,-0.0384867129,-0.1046345007,-0.0034805067,-0.0706403082,-0.0524144191,-0.0352891124,-0.0863485913,-0.1518461652,0.6072905242,0.2377872000,-0.0756076715,0.5298075530,-0.1317794719,0.6133313881,-0.0968250533,0.2084823965,0.1905397401,0.6319903000,-0.0413540986,0.2348382833,BRCA
GSM481015,0.9867990698,0.5303253301,-0.2426253388,0.2520288564,-0.0849851958,0.3535533027,-0.1545253243,0.0132727902,-0.1636541520,2.6427870593,-0.1186801515,-0.2209216434,-0.1071274907,-0.1034076341,-0.0615033371,-0.2637817389,0.7550052943,0.0415513265,0.2961911969,-0.0532817703,-0.0444096649,-0.0146642391,-0.1302413866,-0.1524913233,-0.0733655104,-0.1066637868,-0.0328570401,-0.0817463262,-0.1396449850,-0.0934387147,0.5946487380,0.0996771867,-0.0676127684,0.0664644105,-0.1219616651,0.9019420833,-0.0669172862,0.0431599401,0.1649652835,1.0168554951,-0.0986028441,0.4723650472,BRCA
GSM481016,0.7445459622,0.3815745410,-0.2132484333,0.1376543071,-0.1321802412,0.4224086369,-0.1453497117,-0.0816324075,-0.0863117368,2.9555517040,-0.1173099000,-0.1595217097,0.1696546634,-0.1245966274,0.0135663890,-0.2987389508,0.9290961962,-0.0034827898,0.2872080814,0.0117596283,0.0130592734,0.7274037037,0.0227067248,-0.0402682752,-0.0194735014,-0.1484670061,-0.0178885687,-0.1777902974,-0.2091587596,-0.1315739516,0.9268006901,-0.0057068917,-0.0589698996,-0.0154773253,-0.0957022100,0.8477144748,-0.0710710074,0.1246719077,-0.0321189364,0.3269344309,-0.0881728323,0.1267779018,BRCA
GSM481017,0.3857404753,0.3388578206,-0.1402311624,0.0277625673,-0.0863873114,0.4775004409,-0.1940178341,-0.0917556415,-0.1291207994,2.5096082290,-0.1132228667,-0.1472025183,0.0086474237,-0.0370482243,-0.1089714125,-0.1702158465,0.7418207826,-0.0307255502,0.0943430893,-0.1195731226,0.1600301209,0.7935319677,0.4430926603,-0.1240601340,-0.0877314201,-0.1167265203,-0.0452463424,-0.1514080167,-0.1222755115,-0.1238678861,1.0572738739,-0.0024687629,-0.0780125959,-0.0033637574,-0.1013132610,0.9345295168,-0.0771267838,0.1230379173,-0.0127972083,0.1487996966,-0.0068455390,0.0337973764,BRCA
GSM481018,0.6694022482,0.4171534051,-0.0071679154,0.2304994381,-0.1685749676,-0.0249801204,-0.0923634795,-0.0701240612,-0.1395092193,2.4659692050,-0.1976148461,-0.1649208633,-0.2444584956,-0.1560780214,0.0159028927,-0.4462254645,0.8853268673,0.0383405006,0.2358897138,-0.0085488202,0.7450304291,-0.0671360766,0.2223193124,-0.0609102843,-0.0666237523,-0.0570266361,-0.0148344775,-0.1013564698,-0.1402992742,-0.1934552242,0.5901875565,0.1149423063,-0.0868465896,0.3185155453,-0.0135658785,0.9520386315,-0.1733382932,1.3273327725,0.0386673847,0.6010972262,-0.0878841419,0.0048012403,BRCA
GSM481019,0.8685416735,0.5930842202,-0.1243276582,0.2852229765,-0.0176839548,0.3511037275,-0.1413011188,0.0762442015,-0.1118364434,2.6677055357,-0.0940191063,-0.1984206198,-0.0336927511,-0.0265071560,-0.1456039104,-0.1965743090,1.0200545757,-0.0466295389,0.1624403870,0.0172048161,-0.0486970845,0.0886757649,-0.1770137816,-0.0647206313,-0.0578352961,-0.1298451331,-0.1875303655,-0.0730050342,-0.1715335948,-0.1313914409,0.9108393146,0.0189021096,-0.0344498059,0.4230405566,-0.0272844389,0.4324010619,0.0249396780,0.0524745224,0.0568545507,0.5359806377,-0.0557005122,0.2599056684,BRCA
