@relation data

@attribute id string
@attribute 10317 numeric
@attribute 10331 numeric
@attribute 10402 numeric
@attribute 10678 numeric
@attribute 10690 numeric
@attribute 11041 numeric
@attribute 2523 numeric
@attribute 2524 numeric
@attribute 2525 numeric
@attribute 2526 numeric
@attribute 2527 numeric
@attribute 2528 numeric
@attribute 2529 numeric
@attribute 2651 numeric
@attribute 2683 numeric
@attribute 28 numeric
@attribute 6484 numeric
@attribute 6487 numeric
@attribute 6489 numeric
@attribute 79369 numeric
@attribute 84002 numeric
@attribute 8702 numeric
@attribute 8703 numeric
@attribute 8704 numeric
@attribute 8707 numeric
@attribute 8708 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.2278479016,-0.0906549138,0.3124123943,0.8651529935,-0.1781769990,1.7313981156,1.5872329740,-0.0136840569,-0.0992793956,0.3694942335,0.0792278867,-0.1950389288,-0.0427124326,-0.0073806571,1.0554468749,-0.1040720582,0.1510358122,-0.0468107328,-0.1047061665,-0.0655573057,0.0434846023,1.9630385786,0.6021173792,0.8069584221,0.0533923357,-0.1153275014,BRCA
GSM481003,-0.1572031176,-0.0856793209,0.1758582630,1.1041620859,-0.1481485926,1.8531691563,0.7429575391,0.0718085086,-0.0604728136,0.2633067884,0.0303216832,-0.1030385587,-0.0081952114,-0.0804278721,0.7727469847,-0.0793074647,0.1007660902,-0.0407339220,-0.0772410327,0.0129145498,0.1757897167,1.4108054974,0.7161084554,0.6877037420,-0.0570023817,-0.1045394170,BRCA
GSM481004,-0.1339048207,-0.0615446763,0.6192251714,0.8490088059,-0.1499007661,2.0580244397,0.8724311856,-0.0108396415,-0.0773280687,0.2936288757,0.0142417202,-0.1208516298,-0.0821254287,-0.1095641518,1.3276284879,-0.0529572372,0.2687782816,-0.0514931385,-0.0780722777,0.0400436918,0.0780394231,1.7351316363,0.6691596708,0.7514680424,-0.0232042114,-0.0904458951,BRCA
GSM481005,-0.1609618158,-0.1076691636,0.5000183844,1.1479659537,-0.1504042952,1.8258242740,1.0257917379,0.0481784056,-0.1117131727,0.4318077509,0.0499893068,-0.1682244037,-0.0126825853,-0.0247939014,0.8119779364,-0.0721445964,0.1140944452,-0.0392309046,-0.1172801771,0.0713202513,0.0672434005,2.0161215774,0.6951596919,0.6902687280,0.4090212012,-0.0610424709,BRCA
GSM481006,-0.1385040618,-0.1239811290,0.5226785471,1.1739683548,-0.1105532082,2.1218909753,1.3143287564,0.0197319781,-0.0637287296,0.5901737377,0.0675230237,-0.1658251623,-0.0508222142,-0.0577641964,1.1134192570,-0.1683643928,0.1733172709,-0.0079672118,-0.0421681063,-0.0239229518,0.1259274063,1.8290705551,0.6027619821,0.5683374676,0.2053132721,-0.1493590334,BRCA
GSM481007,-0.1059096209,-0.1084558089,0.1701395569,1.1229275445,-0.1626228148,2.3185819188,1.1005684469,0.1489395596,-0.0009380362,0.1208065347,0.0514942698,-0.1100246352,-0.0246934425,-0.0517999585,0.9981037532,-0.0182746443,0.2246686367,0.0143985876,-0.0177018177,0.0096212711,0.0560515652,1.6509844996,0.8829301714,0.6964238239,-0.0078886012,-0.1053868974,BRCA
GSM481008,-0.1186490681,-0.1199099872,0.5928992776,0.7899475474,-0.1603058816,1.9708942374,0.1685127451,0.0809302865,-0.0180801720,0.3787248049,0.0663424992,-0.1329686850,-0.0225315745,-0.0113412853,0.6768413706,-0.0578027659,0.4141968887,0.0090940233,-0.0535756349,0.0001018969,0.4953893458,0.7562241554,0.8672999797,0.5836626942,-0.1114896007,-0.0626608159,Control
GSM481009,-0.2255319541,-0.2515691817,0.2340161977,0.5146247355,-0.1705086322,1.4534653559,0.3968170479,-0.0890632286,-0.2088685820,0.2847157911,-0.0762189335,-0.1816635737,-0.2742049201,-0.1065237606,0.8722233250,-0.2915098719,-0.2083327032,-0.0265647306,-0.0866215173,-0.2273161574,0.0135664434,1.5928123389,0.2623620538,0.0475890876,0.1577984975,-0.1474408686,Control
GSM481010,-0.1975400107,-0.0753444857,0.4111743637,1.3159554195,-0.1144626047,1.9801314937,0.9264677000,0.0346202224,-0.0670226672,0.3373794107,0.0253977820,-0.1289881470,-0.0641725153,-0.0295212491,0.8616531214,-0.0704213751,0.2015629408,-0.0445028261,-0.0683239040,0.2047739500,0.2105986842,2.3624388352,0.5264898681,0.6888407623,0.0373426751,-0.1340056247,Control
GSM481011,-0.0602139123,-0.0248655223,0.3533445812,0.8483793966,-0.1337484888,2.1696573099,0.7847129206,0.0469026229,0.0347150852,0.3328269491,0.0083408813,-0.1900059097,0.0044669856,-0.0514496434,0.8064557824,-0.1072507189,0.1513825658,-0.0136963277,-0.0487089324,-0.0142431759,0.1248756258,1.8544477149,1.0165486004,0.9005341773,0.0389562416,-0.0924868472,Control
GSM481012,-0.1091976544,-0.0829467110,0.5605810769,0.6244324180,-0.1524098853,1.5544863012,0.6893723938,0.0244849766,-0.1001385392,0.2353160091,0.0500019270,-0.0702001169,-0.0664174024,-0.0954809984,0.9391074742,-0.1631838779,0.0350879176,-0.0561624476,-0.0625183938,-0.0306096926,0.2496177495,1.7647284754,0.5271123271,0.5789332650,0.0834069125,-0.0896167713,Control
GSM481013,-0.1422870656,-0.1515248392,0.5720271668,0.8273390202,-0.1035731771,2.1318629649,0.9973155891,0.1206737016,-0.0749583612,0.3403184878,0.0874497568,-0.0614737790,-0.0157762671,-0.1101879705,0.7876731420,-0.0679895941,0.5861901293,0.0234232406,-0.0781497191,-0.0113286753,0.3224261704,0.3738818527,1.1286440954,0.6895693129,-0.0791219408,-0.1095523556,Control
GSM481014,-0.1028588886,-0.1165673279,1.3430301003,1.0807107162,-0.1111147625,1.9922296536,0.3854508358,0.1644726737,-0.0514702587,0.3288378203,0.0780325378,-0.1495096919,-0.0322070956,-0.0347267711,0.6455328241,-0.0350693437,0.1796522931,0.0314843516,-0.0601399849,0.0161584037,0.6853023568,1.6304776111,0.7861820757,0.5124304853,-0.0396004022,-0.0841255625,BRCA
