@relation data

@attribute id string
@attribute 10008 numeric
@attribute 10136 numeric
@attribute 11136 numeric
@attribute 117247 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1303 numeric
@attribute 1306 numeric
@attribute 1308 numeric
@attribute 131873 numeric
@attribute 1357 numeric
@attribute 1358 numeric
@attribute 1359 numeric
@attribute 1360 numeric
@attribute 1361 numeric
@attribute 1506 numeric
@attribute 1803 numeric
@attribute 2006 numeric
@attribute 206358 numeric
@attribute 23428 numeric
@attribute 23436 numeric
@attribute 23439 numeric
@attribute 3769 numeric
@attribute 3783 numeric
@attribute 3784 numeric
@attribute 4225 numeric
@attribute 4311 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 50509 numeric
@attribute 51032 numeric
@attribute 54407 numeric
@attribute 5547 numeric
@attribute 5646 numeric
@attribute 59272 numeric
@attribute 63036 numeric
@attribute 6505 numeric
@attribute 6510 numeric
@attribute 6519 numeric
@attribute 6520 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 6550 numeric
@attribute 6564 numeric
@attribute 7373 numeric
@attribute 7512 numeric
@attribute 80781 numeric
@attribute 8645 numeric
@attribute 9056 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0779447916,-0.0954405495,-0.0851923521,-0.1022339759,2.9477137673,3.3302642488,-0.0562563692,2.4378420075,1.3562680283,1.0692472836,0.6954617752,0.0901343941,-0.1366589189,3.3214588762,3.1169205132,0.5734778354,0.6429056355,3.3343211561,-0.2489346932,-0.1606762783,-0.1740250758,0.0337220106,-0.1127450868,1.2997073047,2.9397211372,-0.0933073844,-0.0986931951,-0.2321828826,-0.0136411509,-0.0154710036,-0.1800391852,-0.0391748585,-0.0695864542,0.3834714661,-0.0433047822,0.5285675225,-0.0514682266,0.0519492497,-0.0676795500,-0.0584638216,-0.1860220869,-0.0229599379,-0.0148279510,0.0005847169,1.2048343619,-0.1563157375,-0.0891506131,-0.1090014479,0.5992863820,0.1752267555,0.0748847273,-0.0464189791,0.2637911281,0.0211414876,3.6058319348,1.1235880779,1.6460725750,-0.1399900184,0.2590593828,0.4203945094,0.7116258862,0.1573023022,1.0642599091,-0.0493287561,0.1390267046,-0.0921120398,-0.1863708721,-0.0702520439,-0.0489281285,-0.1816292895,0.0505550281,-0.1117941372,1.0533968015,BRCA
GSM481003,-0.1310138731,-0.1254377889,-0.0551044716,-0.0847357664,2.8340364515,2.8298389578,-0.0168115216,1.9479507021,1.6561109704,1.4205356702,0.8810701189,0.5269208746,0.1575464376,2.5899904335,2.1965385535,0.6397559802,0.5572516664,2.3664966821,-0.1384355811,-0.1245318381,-0.0946601087,0.1177881463,-0.0777453223,0.3494761658,1.0303629153,-0.0733656536,-0.0955048771,-0.0645656502,-0.1003440105,-0.0769760606,-0.0722956247,0.0071025080,-0.0899908387,0.3367480775,-0.0180060256,0.3388727000,0.2404067679,-0.0018527509,-0.0770076443,-0.0128926750,-0.0897650536,-0.0432902732,-0.1129416401,-0.0290859851,1.2874445120,-0.1045751128,-0.0761271237,-0.1358756409,1.2565654757,0.1291358674,-0.0328896525,0.1091750296,-0.0582207811,0.1059427222,2.5339683616,1.0953792680,1.5438314930,-0.0858238996,0.2684812858,0.2530699219,0.4969720908,-0.0029962156,1.1784538850,-0.0504648199,-0.0066117160,-0.0194538561,-0.1265332241,-0.0819574369,-0.0902907430,-0.1441618355,0.6575228274,-0.0535449205,3.3803748786,BRCA
GSM481004,-0.0738359671,-0.0833833766,0.0352096954,-0.1383013852,2.8812906135,3.3228280151,-0.0280073428,2.6869005096,1.0971618332,0.9931254410,0.2368830724,0.1771072398,-0.0938690958,3.1213526831,3.0022276709,0.7848177474,1.5252857085,3.1540483535,-0.1424121824,-0.2050022501,-0.0174750394,-0.1046304529,0.0051589886,0.7633840908,2.8654303849,-0.1335235354,-0.0750695079,-0.1300422513,-0.0515821707,-0.0050540623,-0.0924821183,-0.0685423365,-0.1105417867,1.0777208179,0.0394181986,0.5435693705,0.0579067908,0.0231304561,-0.0727936911,-0.0499281991,-0.0746711877,-0.0156653527,-0.1639320110,0.2491273127,1.6465649538,-0.0849351305,-0.0423334801,-0.1083835931,0.4561181011,0.1709414899,0.0339282870,-0.0756853581,0.3039806325,0.0386013718,2.8747231180,1.2847441019,1.9994549921,-0.0898658568,0.2343009069,0.3460644549,0.5845215404,-0.0151410789,0.8052782305,-0.1106030340,0.0518370410,-0.0687351147,-0.1987233534,-0.0489707264,-0.0739850707,-0.1459510732,0.5158485066,-0.1271527306,1.2604891637,BRCA
GSM481005,-0.1108529228,-0.0310310191,-0.0664451508,-0.1028657085,2.7405024894,3.2620702840,-0.0593194782,2.4558128611,1.8150000396,1.4181458082,1.1270609973,0.1795111609,-0.1050687485,2.8658523086,2.8158727603,0.6748639502,0.9075434120,2.5681425855,-0.1244950768,-0.2085953145,0.0048199508,0.2318697970,0.0319281380,1.4579167670,2.4207363278,-0.1007346226,-0.0932476150,-0.1839606763,-0.0993867269,0.0443981122,-0.1069827957,-0.0894610541,-0.0703677932,0.7199062467,0.0740139148,0.4900437603,0.0257004828,0.0180481336,-0.1177032135,-0.0770702868,-0.1463464636,-0.0347035827,-0.0398032263,0.0252006038,0.8559349278,-0.1209874501,-0.1212607316,-0.0687286405,0.9552678574,0.0784749269,0.3383061767,-0.1066267519,0.1189518181,0.0780962507,3.5654923733,1.2047691623,1.4619544744,0.0281839931,0.2748905117,0.3768772682,0.5949992733,0.2932693281,0.8054992631,-0.1332247351,0.2072769159,-0.0278459476,-0.1350571373,-0.0870004896,-0.0950824754,-0.1627471126,0.1596643424,-0.1614596968,1.0002822811,BRCA
GSM481006,-0.0822802827,0.0290226265,-0.1400582687,-0.1116182146,2.8867894266,3.2151531601,-0.0843630171,2.4499495951,1.6152172529,1.2114373708,0.9583237404,0.3363696632,-0.0050217971,2.9065673860,2.5407304203,0.6984549915,0.5428191852,3.0288312285,-0.1321449219,-0.1581155061,-0.0732395810,0.0470060803,-0.1254672623,0.9943449808,3.1889450848,-0.1255435613,-0.1583247548,-0.0683738515,-0.1429680238,-0.0762847171,-0.1474624699,0.1088348876,-0.0736635058,0.6377081664,-0.0090349736,0.4563997772,0.1542058216,0.0577119846,-0.1522625482,-0.1022177318,-0.1104706237,-0.0508138391,-0.1048152922,0.4931064882,1.1591157516,-0.1928323078,-0.1071198158,-0.0999615427,0.9066364228,-0.0728818892,0.1292292832,-0.1097232796,0.0057128535,0.0329594999,3.3525722943,1.0936471711,0.4555724476,-0.1091689763,0.2258541270,0.2835446625,0.7220667821,0.2287758366,1.0298021009,-0.1232261744,0.0626692631,-0.0301475754,-0.1408054935,-0.0968600171,-0.0712489502,-0.1627832826,0.3313194622,-0.1199631615,2.2209555952,BRCA
GSM481007,-0.0304677317,-0.0825317605,0.0348443796,-0.0703692762,2.2292472782,2.5777011716,-0.0799007659,2.0245406918,0.9191657707,0.7993544181,1.7868117746,0.7346229159,0.0486251524,2.0481901239,1.7604704711,0.6088449438,0.6431702796,0.5014775190,-0.0864758536,-0.1422490579,-0.0175902291,0.1388381731,0.0108831633,0.3076099661,1.1581004372,-0.0680326421,-0.0920173467,-0.0926697079,-0.1748227821,0.0970567943,0.1430741836,0.1331269590,-0.1571297226,0.6875972331,0.0177405111,0.4214219282,0.3943790466,0.0610000427,-0.1012385326,-0.0095006465,-0.0672192167,-0.0675590451,0.0300199246,0.1887912698,1.2515263292,-0.0986034427,-0.0552017571,-0.0639382190,1.4007932205,-0.0474682670,0.4021267280,-0.1062760652,-0.1257624757,0.0008870039,2.8689898437,1.0246073857,0.5886697204,-0.1141963462,0.2646599637,0.0987624885,0.6693948651,0.0184799502,1.0760960541,-0.0952232171,-0.0659352094,-0.0387231025,-0.0414766385,-0.0149348837,-0.0532288732,-0.1024891146,0.4799196121,0.0934113291,2.8273824750,BRCA
GSM481008,-0.1191216903,-0.1644217295,-0.0212403164,0.1044837577,2.5394418168,2.5605059044,0.0079253788,1.6408250687,0.8718084935,0.9113662258,-0.0916348136,0.1426806316,-0.0707130831,2.2619196176,2.1190208337,1.0699574307,1.8978852665,3.8049380184,-0.1810191682,-0.2281592609,-0.0047081881,-0.0638021454,-0.0826456735,0.5849665640,1.2088873834,-0.0792559612,-0.0964682123,-0.1691084075,-0.0485568933,-0.0959019469,-0.1202818081,-0.0860556001,-0.0180721182,0.3897333597,0.0566684183,0.1144533748,-0.0007234304,0.0004199324,-0.0752571553,-0.0549164588,-0.1829675742,-0.0588205382,-0.0806298922,1.2443220487,1.0822508104,-0.1365751932,-0.0949711165,-0.0792500605,0.9785020654,0.2619806110,0.2425652087,-0.1336147326,0.0879000972,0.0837085973,2.5674116520,0.9807524849,2.9883827823,-0.1215575319,0.2408640609,-0.0340403939,0.3630713050,-0.0716406371,0.7771752850,-0.1475826604,-0.0225599359,-0.1140302434,-0.1934424104,0.0671608268,-0.0326566502,-0.1472609683,0.5884315983,-0.0949196133,0.2168788342,Control
GSM481009,-0.0716301467,0.1676241270,-0.0643638791,-0.1474369138,3.5249541001,3.9238586616,0.0548526612,2.8469472019,1.6929948631,1.1821684615,0.5150820301,-0.0540151667,-0.1416864715,3.1254515244,3.2484655661,0.5644960992,0.2096942283,3.3628729879,-0.2856366486,-0.3094816745,-0.1355257199,0.2520358644,-0.2533573802,0.8266316641,2.3340588064,-0.1162788362,-0.1868202660,-0.2172858155,-0.1334628772,-0.0112057638,-0.1595179371,-0.0648024938,-0.2195558590,0.6134865075,0.3015717388,0.2836709722,-0.0436125312,0.2590299144,-0.1508895850,-0.0833071309,-0.1900376628,-0.0503741214,-0.0491155583,-0.0582148823,0.7746091188,-0.1674389526,-0.3735897056,-0.0711978792,0.5135420329,-0.1965277056,0.0579115311,-0.3514352102,0.1958562206,-0.1774177346,4.3183623736,1.3106612975,1.5640009130,-0.1403233591,0.1485110340,0.1871386923,0.0963637462,0.0167885122,0.6857075765,-0.2006205878,0.0475240742,-0.1326731132,-0.3770019180,-0.0671638349,0.0811105319,-0.1272937850,0.1614504882,-0.2418740710,0.7449432140,Control
GSM481010,-0.0939306779,-0.1212983264,-0.0658617180,-0.0668376056,2.6051321654,3.0476547671,-0.0676465309,2.3856384558,1.3531419018,1.0112439031,1.6079430990,0.2415605402,-0.0641988151,2.4133067850,2.6714729561,0.5024912788,0.4666664586,2.2906398921,-0.1155306771,-0.0914028924,-0.0140761624,-0.0912274615,-0.0001337928,1.0508315072,1.5715957879,-0.0632099917,-0.1333805618,-0.1131938211,-0.0392564887,-0.0108968351,-0.0878949526,-0.1016995969,-0.0312747979,1.0383369118,0.0419630473,0.2702621902,0.0074624186,0.0328294369,-0.1542527573,-0.0388452506,-0.0286264238,0.0315012316,-0.0597426053,0.0383274638,1.1128667200,-0.0958312944,-0.0572905339,-0.0784865001,1.1311606698,-0.0669410945,0.1801746006,-0.0272888464,0.1169440016,-0.0116166438,3.3643968930,1.1494959591,1.3318298203,-0.0675902748,0.2941147598,0.4820131672,0.4554799689,0.3294801914,1.0205671414,0.1394052154,0.0934505015,0.0717115692,-0.1226250704,-0.1355257319,-0.0888244706,-0.0333999756,0.2701424700,-0.0799602556,2.3180541471,Control
GSM481011,-0.1212045755,-0.0669149734,0.0216814171,-0.1147235118,2.8519130112,3.1823942018,-0.0504243473,2.2762688008,1.4279926800,1.1410529101,0.3086895734,0.0840626457,-0.0575136389,2.5397855622,2.3370346392,0.7341180585,0.8731260576,2.3418211380,-0.1493118951,-0.2418329560,-0.1527954746,-0.0265794931,-0.1090889621,0.6374916342,3.5479191244,-0.1377731778,-0.0995170355,-0.1775294528,-0.2175042020,0.0294009258,-0.0584064544,-0.0383583614,-0.1100238788,0.2971959357,0.0911343623,0.5232400709,0.0076343456,-0.0373845027,-0.0346676108,-0.0005050548,-0.1532490677,-0.0280116964,-0.0573298717,-0.0510743456,1.0450381968,-0.2090282230,0.0049888158,-0.1116891076,0.5877753954,0.2094058641,0.0234133798,-0.0823677012,0.4480175675,0.0350165386,3.3131939630,0.9379644302,1.6126038433,-0.0568196091,0.2772281048,0.1834911427,1.1205443897,-0.0045204812,1.3057676964,-0.1642856863,0.1236094152,-0.0506209224,-0.1230427814,-0.0788217499,-0.0624471875,-0.1639342818,0.3550264786,-0.1039319038,1.1891984760,Control
