@relation data

@attribute 9695 numeric
@attribute 7494 numeric
@attribute 10130 numeric
@attribute 2081 numeric
@attribute 4189 numeric
@attribute 4800 numeric
@attribute 27230 numeric
@attribute 51726 numeric
@attribute 3309 numeric
@attribute 5611 numeric
@attribute Class {Control,BRCA}

@data
7.95536094,13.448087525,9.787507202,7.4700325605,10.45834538,7.0217369475,9.31409667,11.31824638,10.24263856,6.838892299,Control
7.338605197,13.671749085,9.230279356,7.345177712,10.62860528,6.971421907,8.615731813,11.50667219,10.68983665,6.86647878,BRCA
6.880260407,13.836512475,9.869983621,7.2167941,10.18974462,6.7927225475,9.228506749,11.49924312,10.84558436,6.63423431,BRCA
6.96336177,13.67678811,8.713559323,7.334936986,10.33515616,6.1798394185,8.01924478,11.72083647,10.91800436,6.273148105,Control
8.095662229,13.30464088,9.881695635,7.498148666,10.4944859,6.5463967475,9.812386363,11.31587145,10.57466711,6.843202272,BRCA
8.609743075,14.38337722,10.08234238,7.793673412,9.928659427,7.218232192,9.968379206,11.88529801,10.9484368,6.919760544,BRCA
6.714524154,13.33945072,8.330806123,7.344295108,10.39950254,5.9733615015,7.197071986,11.37070935,11.46239505,7.5011826,BRCA
8.299953361,14.02458781,10.04271995,7.5030418035,10.55192478,7.170345094,9.30874921,11.67671314,10.37973064,6.026363672,Control
8.386381079,13.888844135,10.09533805,7.147648479,10.30263925,6.6981597815,10.3311496,11.47029296,10.57829275,5.961629839,BRCA
8.095886355,14.07231996,9.468797688,6.679424706,9.847089115,6.681295219,9.619688628,11.27567948,10.76460648,6.942488481,BRCA
7.952451696,13.075939965,9.992241287,7.463299098,9.79243288,6.9137551535,9.323291882,11.48554018,10.55803347,6.276501899,BRCA
8.667644801,13.770088675,9.779251973,7.4829284445,10.55310634,6.8927613895,10.08304749,11.67233485,10.81946085,6.7151422,Control
8.058737407,13.26715357,9.905883786,7.595934146,10.49020937,6.8108005215,9.63571863,11.71243039,10.6537276,6.749739143,Control
8.855757038,14.44160157,10.46181223,7.098701627,9.69033901,7.0971736265,9.482556459,11.43790563,10.5046306,6.303603253,BRCA
9.061783706,14.37559347,10.68061031,6.93315708,10.30553771,7.050494961,10.10193009,11.31049934,10.86754538,7.318228986,BRCA
8.391319992,14.0535701,9.977409132,7.3573912935,10.20200782,7.2313024135,9.680166591,10.91120492,10.02737426,6.829726302,BRCA
9.0669241,14.497203905,10.40712464,7.512256486,10.03551433,7.203983527,9.83034927,11.19255807,10.7354251,6.531268867,BRCA
8.778718744,14.263134545,10.48746854,7.409586555,10.53162541,6.804371932,9.709739135,11.38023121,10.96317807,6.471354636,BRCA
8.792335721,14.097245615,10.93533103,7.237681147,10.36960311,7.044461241,9.847234001,11.05745385,10.549732,6.91701733,BRCA
9.004881345,12.46853796,9.948696154,6.0593970625,10.18954079,7.1760956985,8.622089465,11.63107485,11.06573943,5.334149236,BRCA
