@relation data

@attribute id string
@attribute ST_INTEGRIN_SIGNALING_PATHWAY numeric
@attribute BIOCARTA_G2_PATHWAY numeric
@attribute BIOCARTA_BCR_PATHWAY numeric
@attribute KEGG_SMALL_CELL_LUNG_CANCER numeric
@attribute KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM numeric
@attribute KEGG_TGF_BETA_SIGNALING_PATHWAY numeric
@attribute BIOCARTA_IGF1R_PATHWAY numeric
@attribute BIOCARTA_EDG1_PATHWAY numeric
@attribute REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS numeric
@attribute KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY numeric
@attribute KEGG_PATHWAYS_IN_CANCER numeric
@attribute BIOCARTA_ECM_PATHWAY numeric
@attribute BIOCARTA_RACCYCD_PATHWAY numeric
@attribute REACTOME_SIGNALING_IN_IMMUNE_SYSTEM numeric
@attribute REACTOME_G2_M_TRANSITION numeric
@attribute KEGG_ERBB_SIGNALING_PATHWAY numeric
@attribute SA_G1_AND_S_PHASES numeric
@attribute REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL numeric
@attribute BIOCARTA_PTEN_PATHWAY numeric
@attribute REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE numeric
@attribute Class {Control,BRCACancer}

@data
Utah__G02,7.16173348597577e-06,1.37827174942804e-05,0.000656475336249376,0.000581260360526422,0.434326417766088,0.06268042364311,0.913085980137456,0.0056447899635626,0.00211518821013045,0.105620300363945,0.00169636884916913,0.42908362250129,0.000454761512277964,0.315306183402275,0.491961542352902,0,0.00071254898803411,3.24341364368363e-05,0.00102999351616019,0.451585340520212,Control
Utah__G03,0,0,0.103381595598416,0.368732007459535,0.000223187734111129,0,0.000508366527280745,0.28881494538828,0.000266062643359517,2.97363331019473e-05,0.0853856890282665,7.90222156612783e-05,0.0466062611883893,0.00174260427319062,0.106409336544514,0.000542340472821802,0.145562497133811,0.451702790998537,0.699171211369742,0.101894038886758,Control
Utah__G04,0,0,0,5.85313483071854e-05,0,0.00102601449349333,0.972647394463235,0.000795747117941137,0.091880696480388,0.000371834409414091,0.0799676990547051,0.563205946848806,0.000191208498395328,0.0879014675615375,0.276238063108533,0,0.000745458949730038,8.24832682977458e-05,6.58513969012318e-05,0.22049520607829,BRCACancer
Utah__G05,0.067077446575867,0.00085840729857196,0.0163634828643009,0.654583440521454,0.968396701051761,0.112226151600907,0.000151839218996023,2.10591225234742e-05,0.261745042913565,0.23672063089454,0,0.978505722143589,0.00404691592062584,0.588431206015364,0.624907705591328,0,0.965454936899547,0.135170926585934,0.767373584782835,0.677156133378488,BRCACancer
Utah__G06,0.000222752184607739,0,0.0518996132629711,0.000857543363797909,0.305903159374552,0.0123085321043816,0.00508051989633616,0.780826411848433,0.240894409286854,0.0473735597544628,0.0418373544816252,0.570906558150389,0.804333180767766,0.214510201037949,0.382915321818659,7.30511855150194e-05,0.244231879056643,0.318633476756018,0.0165460126826607,0.341145501429885,BRCACancer
Utah__G07,0.0133035486655862,8.1038107089547e-05,0.000765353772468027,0.481316936146167,0.554036321399741,0.0521758903227713,0.00171724554326911,0.00148175353466471,0.0694854116389478,0.117987591380259,1.09687536002882e-05,0.845420569628149,0,0.342821728949542,0.446568954296708,0,0.00118999390143152,0.227854372612728,0.586351509380072,0.370565833445941,Control
Utah__G08,0,5.75685309140412e-06,0.234238191097973,0.32100872331617,0.00475766001829821,0,0.000122138031661978,0.00747117756500427,1.03161526814412e-05,0,0.0610699005455278,0.00600401420422463,0.00187084816199825,0.116256691328895,0.187207645339119,1.63102352739891e-05,0.884916849893658,0.573893607263155,0.967401953623897,0.186943568299626,Control
Utah__G09,2.37526014126122e-05,9.13840358727262e-06,0.0020215949720725,0.000210080211665319,0.755002390711777,0.0691579082103328,0.966849307305607,0,0.000995773122921865,0.138334179287645,4.20712072864218e-05,0.963369659487423,0.000291675093066824,0.392939705123292,0.546987995753406,0,0.214626432282223,1.89637293892767e-05,5.94559249257271e-05,0.526215395004163,Control
Utah__G10,0.0634551046367439,6.94085898667762e-05,0.000476623358640895,0.00091215208991968,0.950531730894972,0.0808628345729359,0.0360823024210832,0.917728036682193,0.416649916869291,0.160285210630659,0,0.872336019329887,0.887197539998256,0.424373040353664,0.588310317031266,0,0.000745725123538338,0.506598768984091,0.440798956229621,0.517922961670769,BRCACancer
Utah__G11,0.104365577851592,0.000654784222163187,3.91750274286889e-05,0.94430229762604,0.986677726144265,0.152297038413252,0.700351270262538,0.000128637924707636,0.856400788838886,0.371408936375822,0,0.98867881759874,0.000167620481122579,0.740067684970876,0.816669192445466,0,0.990199135010745,0.000194129186614671,0.3482657101329,0.798591130939139,BRCACancer
Utah__G12,0.00270532293541194,3.67976450101897e-05,0.0780958980128795,0.00233270818504209,0.690242833738172,0.0339916713338448,0.781698159181583,0.564053716959223,0.00073088646584749,0.0746903845504325,0.000528402907125652,0.682462701731326,0.800821686858794,0.304239423069994,0.500754114014024,8.66147477911203e-05,0.0259837648327625,0.388704685368378,0.000152135373813838,0.45365529291608,BRCACancer
Utah__H01,0.0351458555440104,4.8471947345253e-05,0.0034857247937433,0.0517519266635442,0.919920906222265,0.0759785594422741,0.00614790590280063,0.943481416716118,0.0872736218296479,0.171703933991703,8.16743994462928e-08,0.652649648100823,0.00142335995544876,0.455616397695095,0.609770925048922,0,0.000203240389838092,0.0182979212017056,0.78363782460376,0.538301523170279,Control
Utah__H02,0,8.20864260835787e-07,0.000260438802367592,2.22286963109077e-05,0.380821879779132,0.0633361243792042,0.982734593901976,2.97272115435984e-05,0.000556124367681131,0.0976629823863827,0.00127734697713313,0.958762374663933,0.000180389872771918,0.318264853044247,0.484497254833084,0,0.000160927481910196,8.89031346897546e-05,0.00065044154166596,0.443630225075141,Control
Utah__H03,0.0523605773430423,0.000328076685012962,0.00223821794642886,0.615552002786146,0.709860542612631,0.0621490006389402,0.00115569591378745,6.07340845116799e-05,0.388605199270119,0.13033657376408,0,0.969040676360432,6.35358873909514e-05,0.373728521560368,0.451683954468006,5.80481054346909e-06,0.582699247776712,0.404388799504998,0.865868285797583,0.435117987082667,Control
Utah__H04,0,0,0.149269168994762,0.629467050126996,0.00536379950398373,3.65653634930603e-05,7.1471092437946e-05,0.00182954066378794,7.12699497410224e-06,0,0.0436366515865492,0.542618083764805,0.00011317888660472,0.152260828117819,0.173385155971457,3.43518331421579e-05,0.00417455452158205,0.808658077366959,0.972837679799926,0.231075566883097,Control
Utah__H06,0,1.20338089205294e-05,0.000244365732588826,0.000744232405863046,0.348765750282905,0.0159076271410609,0.944214731958212,0.000121876553982321,0.000340687092972882,0.0245975130948099,0.0301294896884229,0.909461100070983,4.3740947670494e-05,0.246222625403837,0.448110978613097,0,3.56057088899034e-05,5.34601458937295e-05,1.53180570516739e-05,0.397709711870783,Control
Utah__H07,0.0217471584267973,6.24572949609626e-05,0.0323680534224666,0.671512670122875,0.728919786693118,0.0464772825661058,6.99659820937254e-05,0.575657560828995,5.70711200214576e-05,0.0848892389401205,0,0.287784804106562,0.0526416419831019,0.323288293719154,0.41847904469976,2.22178760297866e-06,0.000196312681187313,0.955784986448831,0.977554967990716,0.389498421585861,BRCACancer
Utah__H08,0.000129355902872379,4.18216601793423e-05,0.00560035275538411,0.000198277637815016,0.705438804228586,0.0628627211791165,0.725958726784101,0.0364929887101502,0.000286191300916376,0.0778019786403281,1.16996572133053e-06,0.0126058003063968,0.612124862661836,0.373041693957252,0.575148267689421,0,0.371339221011374,0.00101919915162974,0.0271092523484904,0.542159896621682,BRCACancer
Utah__H09,0.102995122439204,0.00399490212156465,0.54771735915914,0.52034280713765,0.990242106970265,0.100712754980485,0.0403768681571056,0.00113089265282222,0.414164392800956,0.273890830809666,0,0.974199926703608,0.88283020667704,0.661987429064367,0.721411110366304,0.00219279267543275,0.00564559684632919,0.931302169923304,8.65908243634024e-06,0.762974920713897,BRCACancer
Utah__H10,0.054665380174169,0.00035180018005926,0.0472855222304308,0.391943289970831,0.930795616935801,0.0736564572482217,0,0.868651071799971,0.0366566501155348,0.144181885209731,0,0.714261665420269,0.834104312555004,0.484455293118423,0.629634745211235,1.10308719250075e-05,0.00136263142952988,0.768449038960573,0.859439280007581,0.586262127680031,BRCACancer
Utah__H11,0.064365004088704,1.71051143190199e-05,0.00091202430955475,0.000240195135490079,0.628771895106412,0.0806725048714008,0.00066596871898698,0.928036789997997,0.334978189595324,0.158254529113163,9.08209230309485e-06,0.317648712836813,0.93503174804116,0.348680651176808,0.6043190812247,6.40736947378185e-06,0.0345880350563432,0.132881810031932,0.00187595956777808,0.465589085484499,BRCACancer
Utah__H12,0.000117987049328158,0,0.22123560094321,0.0273611625460929,0.0026541985393023,0,0,0.610451377138104,0.0882038627105595,9.24977699194544e-05,0.0733217039643805,0.118383417809579,0.619068634891222,0.0770021875580767,0.136869622135188,0.000110613213806867,0.904674753299263,0.567469562352984,0.865140641871428,0.144380207193662,BRCACancer
Utah__I01,1.17620587014862e-05,0,0.922101660253083,0.38117365552863,0.271075103084352,0,0.569763205182613,0.0512774443195279,0.000295109727304045,0.000105114347113141,0.0757896132971497,0.00851995548788682,0.672738217562681,0.0974120259699649,0.129029007150713,0.0463260495178996,0.41308453038733,0.795272853388427,0.00030214256381848,0.236561412846111,Control
Utah__I02,0.0779266652689404,0.000864994873674107,0.530583566673418,0.905704554049573,0.910417612363131,0.0542471605940497,0.00025883383379416,0.679482904388757,0.289719563527529,0.164045868256841,0,0.0215727985239929,0.954065694035283,0.43964229646355,0.475977502806096,0.00725082045540395,0.0476104816024977,0.468977070184014,0.047894154219102,0.508676333985579,Control
Utah__I03,0.0868433565676644,0.000381227515732306,0.00178110482656047,0.0423054996887964,0.92040923593947,0.112530985405384,1.8703679862446e-05,0.00492578473111468,0.480868447328288,0.270926310002795,0,0.952358242971768,0.00684025810013185,0.5415660968373,0.713640610237603,0,0.000248812478547839,0.00157352639955393,0.00199172522893929,0.626426918668653,Control
Utah__I04,0,0,1.43685580970094e-05,2.20089911109269e-05,7.05200215930269e-05,0.000111327113935772,0.977005469689898,9.43536653165459e-06,0.0010180583152836,0.00886625906545234,0.0814734861975594,0.0561257678817183,0,0.0665792305804788,0.256429305699335,0,1.603759791523e-05,0,0.000560190397497423,0.185407922769538,Control
Utah__I05,0,9.6697468272042e-06,0.000314714790868143,0,0.000128834147933535,0.0507426668188339,0.979534583728846,4.82767742777373e-06,0.000140639531604175,0.115485479135125,0.0519283776649904,0.147774079456138,3.12703438387899e-05,0.23131735720088,0.380702367988722,0,2.71657758959031e-05,9.93964723034967e-06,0.000577382867787843,0.365728637939021,Control
Utah__I06,0.000110954028919965,2.39884239022332e-05,9.1089580657717e-05,0.000148856001650705,0.206851032140499,0.0285448197421914,0.952752010529308,0.073694000396306,0.00864714379890445,0.0593531658905462,0.039233878244454,0.0684995967678807,0.00141333092441144,0.210403385697064,0.388450120173735,0,5.28891857209364e-05,0.000151770704736026,0.00672754400848041,0.331434392727506,Control
Utah__I07,0,0,0.479760864254658,0.000623779597243562,0,0,0.0962331553348363,0,5.90639640612985e-05,2.24836424295441e-05,0.11328796412475,0.000315871925092959,0.0750604335566269,0,0.00316975703939382,0.000151302000125981,0.000313870606282228,0.703565923191682,0.812710980671702,0.10519462901051,Control
Utah__I08,0.00144611093705741,0,0.00177194560399318,0.0400676863456532,0.0465145362348616,3.13130270220353e-05,0.000161526837552254,0.522782766606742,0.140191308761167,0.00134729380688594,0.0691947517176829,0.0859328947940223,0.790532549041861,0.095435159736612,0.211132930800505,0.000179866757341218,0.180505576981358,0.527442174406512,0.482615331002931,0.161886805390988,Control
Utah__I09,9.72620950036317e-05,0.000194456162866455,0.000180795809090792,0.0117444960648015,0.534608604457338,0.0666867947998586,0.000677079700199511,0.00237517556463185,0.00393876676455308,0.139727736232017,2.8712386631207e-07,0.0186169980202684,0.00207654149173205,0.359928947680835,0.484050867685313,0,0.207038285872729,0.0192982996455674,0.912619749571752,0.471956453446927,Control
Utah__I10,1.87732559067572e-06,0,0.297306212323459,0.479842138296161,0.000439884891623231,0,0.000277919400010905,0.00325633141501281,0.0046742947235694,2.23113830069084e-05,0.0740190215982799,0.0046966432712345,0.0481953371785901,0.0762158493782172,0.145750334045497,6.56208531451107e-05,0.838272455985514,0.463849751848361,0.489215046159182,0.132258010612829,Control
Utah__I11,0.0853709542035434,0.000177424931515479,0.00235055265458868,0.000493879832128938,0.968433584294521,0.120280248936235,0.0011477287074063,0.977656108676898,0.468094556838749,0.257122921672331,0,5.04897419454103e-05,0.964400905591792,0.546228522805133,0.779112557550316,0,2.61022432255117e-05,0.000394078921875943,0.608018035030794,0.646063566102832,Control
Utah__I12,0.015376783428382,2.97663201650795e-05,9.99061081306262e-05,0.48646809930353,0.508448992784477,0.0289139096695484,1.62319867010605e-05,0.00474483945410075,0.181359655535251,0.0998043712019273,0.000223676688093176,0.0485519807806558,0.000344734660027135,0.301447697570126,0.349395371745307,0,0.560777240900622,0.0406966054296475,0.753430295302753,0.307180244767491,Control
Utah__I13,8.77723544699004e-05,1.07468874685994e-05,0.000802088839934323,0.132443941510992,0.199881024966028,0.000844479056659275,0.736266239350806,0.0314252883022801,9.01837666292284e-05,0.0368683328637879,0.0303941105670346,0.0604659309201182,0.0280289672427416,0.198967155041871,0.324641693515247,0,0.00020140584648779,0.006491769494004,0.056750298382708,0.302050460204884,Control
Utah__J01,6.62391979412769e-05,5.25373498455289e-06,0.000818325120790021,7.12362640684415e-05,0.710588173081074,0.0766683132212213,0.987225088189847,0.000175112860540243,0.0887730684522493,0.174341524761546,2.00521115556087e-05,0.971329789967048,2.20803265279395e-05,0.421783447108563,0.606380374783406,0,0.000160653266451867,7.74271249642438e-05,0,0.566425414341889,Control
Utah__J02,0.000407686672483981,9.24456691620703e-05,0.000741620452700394,0.00844866075747496,0.539923063252018,0.0545515814751757,0.958931086811958,0.112981647371919,0.0665967537023573,0.121621333311719,0.00186685856604138,0.632559917694487,0.00067596474078353,0.307303352590595,0.492109083044032,0,4.87834435091257e-05,0.000351281410059039,2.745480431955e-05,0.433587148091559,Control
Utah__J03,0,0,0.0417089215685275,0.000256191588669692,8.03496400613044e-05,0,0.758908879653187,0.000861304843663422,0.00433358585921218,0,0.101646844057194,0.0014963947124921,0.00948951519505256,0.00108319666351841,0.014976492932711,3.21202538100606e-05,0.0189355550281594,0.0137116925587321,0.172717681737827,0.0834247382368143,Control
Utah__J04,2.11697842385414e-06,2.57714873767212e-07,0.319689008720583,0.182606360360528,0.00471538678573571,1.17913147573224e-05,0.424460640792124,0.000219744671588106,0.000295905795404583,4.5148237811999e-06,0.0642404475682851,0.490594932142216,0.00109009593892574,0.134824945690192,0.218709352706654,3.13898516413005e-05,0.00248475307392434,0.242100053615359,0.0027256921000152,0.222689965019549,Control
Utah__J05,0.000278630198836958,2.40380846404933e-05,0.974487091664037,0.961886212102323,0.785874139245368,6.83900684323346e-06,6.54085271677819e-06,0.606246889119554,1.68433126399607e-05,0.0516449039087803,5.96902901056786e-05,0.00829155868842469,0.962102075632629,0.323061337148639,0.32750272765902,0.0672736146535333,0.00049698309833782,0.956746055285285,0.657444466867812,0.469352858748584,Control
Utah__J06,0.0384685805185028,0.000126506154166057,0.791346000469059,0.800419562513053,0.767279446668222,0.000365704322939159,0.000110053723757898,0.904821930696446,0.0199797926458742,0.0719551362569839,1.77269637442453e-05,8.63813197414017e-05,0.985684932384521,0.281745314201896,0.337881560858309,0.037134046648909,0.322850102266679,0.969553721682087,0.861261983795528,0.417017686122313,Control
Utah__J07,0,0,0.291574417618186,9.07896781338645e-05,1.11110798748747e-05,0,0.869638903591529,1.66025734037435e-05,8.34784605482933e-05,0,0.108868584219182,3.22928496055086e-07,0.0295800085980393,0,0.0130842722537467,2.75437477264813e-05,0.43198909910425,0.0397161130150993,0.00124957872984674,0.0803684423803739,Control
Utah__J08,0,2.90080586710415e-06,0.421600366900205,0.0194283981819418,0.0480974472062886,0.000257958176646487,0.00227263676285223,0.110047386013076,9.69087069895954e-06,0.0386173115744251,0.0380055731853512,0.000303395123899282,0.200699390918378,0.210196669884775,0.284548830383277,3.57627225788612e-05,2.76056846303879e-05,0.441517159989919,0.96276406656226,0.329381187455275,Control
Utah__J09,0.0719273103547996,0.000191125138625599,0.0043718162471378,0.951900351450888,0.835028505683967,0.0577681006583809,0.000916640815472725,0.171882277851969,0.00348198385750598,0.142234626416321,0,0.16763514155508,0.865783329985185,0.406754735692438,0.472522265999953,0.000162415359386669,0.000707018140068292,0.941977289230639,0.794820676050067,0.498687737746612,Control
Utah__J10,0,0,0.962565994807787,0.932934138478211,0.11211616111325,0,0.000359683858211,0.0750537795529554,4.38806010043555e-05,0,0.0814654162307191,3.85585544851537e-05,0.825557533663589,0.0733874010274027,3.47165750635716e-06,0.0904412154137415,0.81906103015693,0.946244603411654,0,0.147398952467928,Control
Utah__J11,7.42941873499045e-06,2.99053060008437e-05,0.912625622296588,0.899423182387973,0.574593322168994,0,0.631821215224823,0.0004690303231275,1.67355730372267e-05,0.000226174588389778,0.0289206249152784,0.535871240552935,0.245068070402716,0.209329790944141,0.155028701291908,0.0647951480851288,0.199797729841525,0.938267983529023,0.000101456128971757,0.327510859636352,Control
Utah__J12,0.06168386013427,4.6907445050915e-05,0.725888913877497,0.959931162557436,0.777161585767295,0.000181694111682955,4.46343397520625e-05,0.00249491309135796,0.213743068033028,0.088775695331378,1.04471232455701e-05,0.846852842815415,0.896592916820557,0.360274961764266,0.309117307832364,0.0514875240973287,0.828775307754642,0.957147068736491,0.00023634168515622,0.419857658974884,Control
Utah__K01,0,0,0.959038171607249,0.00264180950447547,3.26257225587014e-05,0,0.0209238037715151,0.809985479761266,0.000265051433185054,2.75893310043001e-06,0.120115820219933,6.77349173425425e-05,0.962326310566067,0,0,0.0597111930451045,0.948474431110014,0.767239551874369,0.000225940104332274,0.00194122843531816,BRCACancer
Utah__K02,0,0,0.585182260779013,0.31151035648367,0.000158069535378405,0,0,0.465767927470547,0.00207705504672559,4.77217724751962e-06,0.0914377129478044,0.00163497139724808,0.473444676524886,0.000851634393272599,0.0903791028986373,0.00330729177589133,0.635575536801938,0.400889824958485,0.000441354469635976,0.124433066821654,BRCACancer
Utah__K03,0.0557047910333003,1.79672985719454e-06,0.209631504594042,0.914980726207652,0.730206930405177,0.000164022512851616,2.92504864821235e-05,0.194930309099763,0.284371643401058,0.00131846156195796,8.9504797000285e-05,0.836865316986704,0.91923035051797,0.268152093398047,0.290954472828802,0.00454468099766937,0.959667349347416,0.968578190182161,0.913107838174697,0.313666587794928,BRCACancer
Utah__K04,0,0,0.791229922369768,0.343316907770915,0.000895444864334612,0,0.548267928838126,0.000419303563375366,6.498411133937e-05,0.000108156579814712,0.090822387833782,0.536840446946412,0.0100008006852358,0.00050164625177724,0.013605711676176,0.003743526126452,0.264974479987516,0.803021511313918,0.000711626314602419,0.150870710367285,BRCACancer
Utah__K05,0,1.30437309933471e-05,0.561864847201994,0.0174559956932852,0.331895536682372,2.45991302361882e-05,0.9147887506521,0.00014523200679407,5.03614426291315e-05,0.033677670546164,0.0444260509268872,0.148514903272828,0.000116392106997403,0.229592555265833,0.310168004087783,2.06791530414597e-05,0.000128098015470174,0.337708246130623,0.00177105164253694,0.344648179394768,Control
Ontario__K1162,0.000128463983618521,4.57675117996885e-06,8.71918654033939e-05,9.24210746111365e-06,0.823652026724056,3.59311636405476e-06,0.00148961052546745,0.105513257775516,0.313593785248399,0,0.0438289588149006,0.000818529294630611,1.76087731178005e-05,0.271995937693957,0.494433307007707,0.000191124219220573,0.946109383561514,0.990543944989312,8.10224778553684e-05,0.382966328382146,BRCACancer
Ontario__P1075,5.52362956161223e-07,0,0.648626233737826,0.815317413704032,0.293364130066221,0.000447343993460876,9.28558179204341e-05,0.00061540236913496,0.000238292710764153,0.00140613730903189,0.0227535827525815,0.0299766794442143,0.921277845667853,0.130290776576067,0.22443121046,0.000143157844769627,0.00679873776876071,0.00991680144143596,0.955685154139173,0.262554370151976,BRCACancer
Ontario__Q1080,0.0119160604274214,9.15950985637573e-07,7.77234921212316e-05,0.0017514372380013,0.523232696439957,3.76941070280589e-07,0.000565086680703541,0.985224922046639,8.01610364255879e-05,0.000129799591507711,0.0335327700746614,3.71915859735751e-05,0.906821114644717,0.209085390460205,0.301596360882128,0.00322914832898582,0,0.951234458633015,0.705767551032364,0.249244942667853,BRCACancer
Ontario__R1104,0,1.04036661528266e-05,0.44153838824763,0.69701465068039,0.466752931032882,7.30409581357595e-06,0.000394624302149853,0.00772364826989263,0.000376395914194329,0,0.0495721302674028,0,0.95755549463015,0.160036746963179,0.256312788354833,0.0091286889645025,0.000190863359923653,0.510198670681292,0.850643775523448,0.260243564858703,BRCACancer
Ontario__S1133,0.000915844343419497,5.30190281234601e-05,0.000171969331494086,0.410112494615473,0.454938725983353,0.00311652412051559,0.0122127108479662,0.000556004753382298,0.00169342801310179,0.00128828087397794,2.54235773598146e-05,0.632543440501329,0.00280145128783561,0.297548904756173,0.426760605282734,0,0.00333425390630521,0.453318791425018,0.22817066006055,0.402908097920014,BRCACancer
Ontario__Z3225,6.25811317155768e-05,1.55994261732287e-06,9.20138385419222e-05,1.7073431026139e-05,0.638822517070382,6.37587217829862e-07,0.0242652613465642,0.0300947147261756,0.32615673565532,0,0.0643629680833917,0.00800594144360619,4.41749746894781e-05,0.18767504043372,0.471072308775174,0.000125228107654947,0.981044940160289,0.977154266441252,8.20292517534038e-06,0.342347420658371,Control
Ontario__AE1543,0.00237108485381579,0,0.000996838417839174,0.630861063166184,0.401727365502461,5.78563333960163e-06,0.00159133067335868,0.424559159541111,0,0.000710106771969104,0.0192225302081791,0.305967710236561,0.00392987287645578,0.22324440071592,0.245333635774125,0.00951352003925724,0.901887958439901,0.631022349735464,0.000648763121813789,0.24623580753234,Control
Ontario__AF3229,0.0704079439135989,0.000128063525955612,1.6390011040584e-06,0.674775418776994,0.948331386689217,0.0552879332503385,0.000325012041939418,0.00437460211164117,0.0341976636448011,0.107420939350873,0,0.845332625268415,0.000179566585689261,0.42859510532794,0.575546140326886,0,0.000928932229989162,0.828807100100665,0.0172087327738036,0.487711867490015,Control
Ontario__AG3230,6.58110165269324e-06,0,0.966471726480966,0.882254178960468,0.00185054844739233,0.000135114846028479,0.00895611685191742,0.00130053956378681,9.27491132568614e-05,0.0975842583384574,0.055507718610417,0.431960924400653,0.972933230178764,0.0872497497392489,0.0242815612709866,0.00898686229960393,4.26966907732353e-05,8.74915035588174e-07,0.918572537694894,0.177150573593393,Control
Ontario__AH3232,0,0,0.964419633090774,0.806712106117301,0.00245917209515598,0.000343621726810712,0.00516016177924233,0.00019675137326589,8.35066089869721e-05,0.0643545406674567,0.0419100822840152,0.332626372604883,0.97753650485756,0.123841846518675,0.192002860178558,0.00223529058055793,0.0200092760927833,0,0.983404957328764,0.267874680572062,Control
Ontario__C474,0.000988966290535384,0,0.373195473304958,0.319799443862191,0.0201580712822633,0.00843628213420549,0.00718960056019984,0.981268607217551,5.04467075719782e-05,0.0708995404333799,0.00866329042283203,5.70674725657629e-05,0.982525409253892,0.189291240802551,0.297154222544487,1.90786970381644e-05,7.45557613779863e-05,8.17147618808646e-05,0.969987919962527,0.275378430821226,Control
Ontario__D480,0.00214074454245356,2.09083062419004e-05,0.0204796957222366,0.784687848569004,0.364445844207393,0.0672205883396817,0.0185442185335357,0.0036727879601114,0.00365683945029983,0.13691813730233,1.34544669689916e-05,0.724290354102584,0.66598258227566,0.270740266723893,0.40478503221656,0,2.25231333626737e-05,4.1183761228271e-05,0.962623877077136,0.369235661463251,Control
Ontario__L1176,0.000279306784319082,0,0.822256185204988,0.973149335105303,0.00670996401891102,8.7320046518156e-05,0.000950892873778679,1.03883177678066e-05,0.0430273069807608,0.0510993032904752,0.0410310805219845,0.966984812487832,0.654883156594378,0.146470026542676,0.0964728676952123,0.0203652328811151,0.870873838372828,0.0145161350866591,0.00627906010354312,0.17464153711566,BRCACancer
Ontario__M1263,0.00225383695557336,0,0.000438212887754925,0.00763905007589777,0.445961633490585,1.06873127338618e-05,0.000961986208830513,0.954981391256194,0.288319995945946,0.0015654969666387,0.0531220584376601,0.00241002659203442,0.0227401976044684,0.217875443045379,0.205852932284433,0.0474341272314195,0.945857139095398,0.947092314712393,0.000151404289391818,0.225620405878189,BRCACancer
Ontario__T1463,0,1.76313335086145e-05,2.65088892101696e-05,2.14263933092672e-05,0.450999502865766,0.000537433215986023,0.956448399849813,8.17136672491637e-05,0.00266644983074551,1.18480535088259e-06,0.00916884478770989,0.00142017654852772,0,0.285773684649754,0.530491489847654,0,0.169999345000813,0.48200938949301,7.59560668674586e-05,0.485342041000598,BRCACancer
Ontario__U2017,0.00042902236397409,1.31240573221136e-06,0.0619396220597484,0.00271484760412353,0.498619196518677,0.0456265768295231,0.823005031068612,0.61764412039001,9.49270384370718e-05,0.0400331438814575,0.000178082421947279,0.000538730522690897,0.891896886857669,0.349697154527113,0.405038251946537,0,0.000407807098539446,0.00132222271718521,0.00109061106665862,0.45373130665456,BRCACancer
Ontario__V432,0,3.44324488542309e-05,0.375281513381586,0.000150491132430829,0.260702325867673,2.04757950821757e-05,0.0569337550657212,9.39843648604211e-05,0.433601372354678,0.000473002968514407,0.0845737277962373,0.955359422008737,0.000223222678791502,0.234868546794886,0.225515813636905,0.065527250383525,0.965353880658923,0.955926163184881,0.00132435854567561,0.334788872829736,BRCACancer
Ontario__AA3226,0.0820556357205453,3.25986157502653e-05,0.00101124358435793,0.228898858923985,0.927093327969579,0.0758192381838424,0.557137304884523,0.970099615283578,0.0116982667635788,0.179715223168775,0,0.892032415924503,0.000410161484405701,0.42667895517784,0.505777343331739,0.000132547467051131,0.623485392345039,0.103567338798059,1.74531088337504e-05,0.499567844194555,Control
Ontario__AB3227,0,0.000111805155935897,0.000188195244487448,1.25400481552886e-06,0.0149335021138804,0.0792367177561365,0.977519474823993,0.142757058177933,5.90805914534007e-05,0.110954585557834,0.000903186842303772,8.42067593114464e-05,0.206430308846869,0.327600732464575,0.580847638771198,0,0,0,0.0048359781239904,0.49419718902961,Control
Ontario__AI3233,0.000352254012352839,0,0.00050391340423963,0.67659819560459,0.106321625164283,0.000207263932591867,0.626241269974682,0.323312027947094,0.00016834078814953,0.00431618167039313,0.000865633518428378,0.14664338847664,0.00328687050469015,0.247514163298902,0.282996561237847,4.0581415791749e-05,0.957260619569844,0.00284296654648026,0.0400415888859065,0.260728315403891,Control
Ontario__AJ3234,0.057451636264812,5.27976500183867e-06,0.480003208355046,0.933171882245016,0.485114639240652,0.00965751995191046,0.56709806161273,0.667221642940917,0.00041218474338822,0.141313800413256,5.85249515436997e-05,0.492221381835614,0.00209459214020698,0.323738772613899,0.337669904635833,9.35352579207847e-05,0.000128147007587843,0.70168384610974,0.00805686232206409,0.330603291245185,Control
Ontario__AK3235,0,0,0.226221764324613,1.97878441868864e-05,5.3416387489029e-05,0,0.981643374545009,2.5502939650833e-05,0.000303319951875848,0,0.10589619193519,6.66202235930313e-05,1.00536515239573e-05,0.137930622603285,0.124502039148445,7.69707740406214e-05,0.968474731318329,0.86523983284882,8.59576252362119e-06,0.140953040090612,Control
Ontario__E519,0.000615542437449564,3.39832617257333e-05,0.923768497466603,0.525166612130823,5.44949833145821e-05,0.0621847142228622,0.433219575733742,0.526364997315885,4.7989218856238e-05,0.215474811515673,0.0382112949290852,0.951045567536994,0.927596521605483,0.110605454047075,0.270493337509618,7.35287100490097e-06,2.96736481494377e-05,1.08087278782771e-05,0.967929634373379,0.245290772084179,Control
