@relation data

@attribute id string
@attribute 10154 numeric
@attribute 1020 numeric
@attribute 10371 numeric
@attribute 10398 numeric
@attribute 10507 numeric
@attribute 10570 numeric
@attribute 1072 numeric
@attribute 1400 numeric
@attribute 1808 numeric
@attribute 1809 numeric
@attribute 2064 numeric
@attribute 2242 numeric
@attribute 23129 numeric
@attribute 23365 numeric
@attribute 23396 numeric
@attribute 2534 numeric
@attribute 27289 numeric
@attribute 2909 numeric
@attribute 2932 numeric
@attribute 3320 numeric
@attribute 3672 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 388 numeric
@attribute 389 numeric
@attribute 391 numeric
@attribute 3984 numeric
@attribute 3985 numeric
@attribute 4233 numeric
@attribute 4627 numeric
@attribute 4628 numeric
@attribute 4629 numeric
@attribute 4637 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5361 numeric
@attribute 5362 numeric
@attribute 5364 numeric
@attribute 5365 numeric
@attribute 54209 numeric
@attribute 55558 numeric
@attribute 56896 numeric
@attribute 57556 numeric
@attribute 5788 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 6093 numeric
@attribute 6237 numeric
@attribute 64218 numeric
@attribute 7094 numeric
@attribute 7305 numeric
@attribute 79784 numeric
@attribute 80031 numeric
@attribute 8482 numeric
@attribute 8829 numeric
@attribute 8851 numeric
@attribute 9037 numeric
@attribute 91584 numeric
@attribute 9475 numeric
@attribute 971 numeric
@attribute 9723 numeric
@attribute 9855 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1027459840,0.2786905493,-0.1042195209,3.1661137341,-0.1061308651,1.3353125524,2.9240636030,0.1021230289,1.7664283834,1.8084039074,0.1082515674,-0.1307375439,1.6101533653,0.1206888382,3.0763170453,0.4023514937,-0.1220240985,0.3163274045,0.8950817100,3.6576530137,0.0703873523,0.1496797397,2.3560742060,1.2771876843,1.6387094258,1.3281647927,1.9845301462,0.4683625614,-0.0160443468,1.3936964824,2.2880726643,-0.0304534344,1.8546691027,0.4033383753,1.3998379606,0.7215389059,-0.0353893515,-0.0119277913,0.1471702065,-0.2147203533,0.1240366653,-0.0731963629,-0.0714246031,-0.1722219885,3.2701125443,0.7911284625,-0.0235738736,2.4115205912,-0.0880841269,0.8473812143,-0.0860616779,-0.1661578801,-0.0606451370,0.2594797029,0.0981263947,0.0399173285,0.2336516834,0.0702981243,-0.1834590614,0.0743834246,-0.0923607242,0.1760437542,0.2411862325,BRCA
GSM481003,-0.0990282975,0.6233459933,-0.1415402086,3.0536560482,0.4664202762,1.7951187749,3.2567019463,0.4033200631,1.5910229065,1.8586089502,0.0848142081,-0.0795263258,0.6894201780,0.0953503352,3.2347280714,0.4055141435,-0.1173945274,0.2662321729,0.9718543944,3.2723402183,0.0857827171,0.1592926320,2.2548772812,1.3222772131,2.1074112058,1.9281432134,2.1258344038,0.7010283081,0.1392996103,1.3183013256,1.3842648711,0.0805586505,1.6995888074,0.5633794381,1.8544124930,0.8427018692,-0.0002985852,0.0467146010,0.0528823906,-0.1166303027,0.2762705119,-0.0845732945,-0.0251438192,-0.1138911428,3.4451596026,1.8047334209,-0.0279678789,2.4059734605,-0.1156079771,0.6912779407,-0.1652009224,0.0130403630,-0.0493126638,0.3012968381,0.0392268739,0.1930382849,0.1081421331,0.1015699538,-0.1093169571,0.0502547459,-0.1098583953,0.1058213354,0.1941480732,BRCA
GSM481004,-0.0751204168,0.3929387330,-0.1168769887,2.8817494180,0.1403206229,1.4724049522,2.6661450467,0.0216085663,1.6912293196,1.6132718136,0.1438268497,0.0260726637,1.1827101685,0.1328991915,3.1798400083,0.6183126943,-0.1136766663,0.3542718301,1.3618418052,3.2242570717,0.0463520392,0.1403264253,2.2044553339,1.1584445268,1.3840411529,2.0184366770,1.9992494911,0.3995618889,0.1799735930,1.1855438092,1.8817260720,-0.0426069482,1.5103180234,0.4561246896,1.7169649695,1.1573048654,-0.0410843682,-0.0390422694,0.2489550766,-0.1401147316,0.3342473523,-0.0901031689,-0.0379855483,-0.1673319362,3.1503309594,1.8457994221,-0.0400819974,2.0833490735,-0.1252912408,0.8583761311,-0.0151659958,-0.0810560658,0.0954696989,0.2860911708,0.1266244621,0.1191842665,0.1906331673,0.0465171202,-0.1202374537,0.0654553829,-0.0717261270,0.2144779693,0.2163254187,BRCA
GSM481005,-0.1024286931,0.2476674517,-0.0931565668,3.0758146444,-0.0182791220,1.4300764308,2.9343244237,0.1165544816,1.7341387771,1.6168036110,0.0660260143,-0.0705238303,1.3165735679,0.1197699101,3.1028474702,0.4258142904,-0.0971951540,0.3095598578,0.9572651076,3.6397311690,0.1258562207,0.2270940179,2.3612720490,1.1072648684,1.5323671252,1.2930419892,1.7450739777,0.5186531490,0.1209496400,1.2079211889,2.4050192088,-0.0236586453,1.9382778874,0.5092585007,1.7067998852,0.7953907969,-0.0256413639,-0.0651208485,0.0315995204,-0.0921030266,0.3430747683,-0.0717456923,-0.0889385425,-0.1606572991,3.0240586301,0.9297815149,-0.0235281201,2.3710606545,-0.1530887533,0.6834549974,-0.0309793255,-0.1370286876,-0.0477679923,0.6517645764,0.1238025158,0.2990612510,0.1306066445,0.0015699955,-0.0457425530,-0.0189860236,0.0901044437,0.2017863950,0.1866518880,BRCA
GSM481006,-0.1170010541,0.6161047570,-0.0829039985,3.1853798097,0.7122767861,1.4616832444,3.0438792707,0.4492468349,1.6840504054,1.9497680113,0.2159211816,-0.0007260690,1.2794037920,0.1205287743,3.2015762198,0.4241999837,-0.0918733421,0.2718983890,1.0202108809,3.5692172050,0.2863816976,0.1351042711,2.5397693236,1.3032351309,1.9966333806,1.0355297161,1.9840122383,0.5730661669,0.0792207283,1.2031900243,2.0039044817,0.0834426198,1.8396713564,0.5787126888,1.7934826566,0.9144721996,-0.0180313235,0.0123068739,0.0417312080,-0.1684145208,0.1087948374,-0.0696328950,-0.0387839421,-0.1013667325,3.3005572359,1.1112692641,0.0318450583,2.4450888038,-0.0709724811,0.6011486065,-0.1478592350,0.0061099167,-0.0379932632,0.1770339977,0.0751072931,0.3449254094,0.0775121015,0.0371839270,-0.1468752514,0.0282734473,-0.0557838670,0.2237182429,0.1984657517,BRCA
GSM481007,-0.0681197878,0.8504661563,-0.0443841540,3.0994705096,0.8117420419,0.6030369515,3.0593108733,-0.0006040169,1.6777482155,1.0778213176,0.2589795492,0.0391998751,0.8800249187,0.0571031523,2.9703590738,0.3561066310,-0.0756499130,0.2271756674,0.5586554259,3.2556382020,0.1095050505,0.2527581179,1.9990592401,1.2450055286,1.9481498301,1.3797527337,1.8459368755,0.5209065433,0.3142764187,0.9453835926,1.6829044047,0.0258557878,1.6390464359,0.4080061787,1.4387447677,0.8198763744,-0.0597360710,0.1894758041,-0.0077595236,-0.0308204579,0.0796935410,-0.0691061566,0.0697293393,-0.1007321801,3.0947886640,1.6025384089,0.0398056174,2.4612309449,-0.0663206353,0.6480991445,-0.1419781879,0.1335588821,0.0694089836,0.1265986347,-0.0022949152,0.2263913895,0.0050892559,0.0381768778,-0.1416027276,0.0535918136,0.1243066653,0.0565174456,0.2322261396,BRCA
GSM481008,-0.0098793640,0.4127539547,-0.0224217224,1.9667925039,0.1116682797,1.1509297296,2.8749696417,0.0078070336,1.5016744975,1.2354639602,0.0524233336,-0.0484523770,0.7363108927,0.1181333933,2.3687444263,0.5704126423,-0.1301521488,0.3316378098,1.0892350491,3.6774912677,0.1862932138,0.1197325149,1.7342027903,1.2663560211,1.2673418635,1.9804673527,2.0911838240,0.3248266624,0.2588366775,0.9181087288,1.1915852632,0.0038055128,1.7127480273,0.4095634027,1.3603685686,0.8191373819,-0.0353482088,-0.0406771432,0.0153986725,-0.1413240396,0.1148563849,-0.1342649291,-0.0287162610,-0.1283997776,3.2627433132,1.8644267959,0.0280642769,2.5229439474,-0.1524466259,0.8231768893,-0.0937298844,-0.1538561744,-0.0291121135,0.8263245128,0.2660243091,0.2706705966,0.0889258089,0.0348566799,-0.1292381197,0.1205493439,-0.0178931890,0.1652377374,0.1960819449,Control
GSM481009,-0.0822495985,0.0189430303,-0.1660696620,2.5470759869,-0.2162244571,0.5008524405,2.7444512847,0.0315372746,2.0426399345,1.8605281245,-0.1318342609,-0.3141100821,0.8097245590,0.0994998306,2.5116498237,0.1867759509,-0.3239396271,0.2152201382,0.4939206066,4.1336198647,0.0512844025,0.0098238778,2.2850365361,1.2243885219,0.8028215208,0.9558427978,1.3773835668,0.3521814934,0.0263716091,0.8288925701,1.8403897276,-0.0659024413,1.8475952276,0.0829424338,1.0164196166,0.3923449246,-0.0839018668,-0.0888901464,-0.0430837720,-0.2075172436,-0.0406827099,-0.1103657665,-0.1467012674,-0.0928309777,3.2104844170,0.7943820304,-0.0420569494,2.0020536223,-0.1315207788,0.5292777442,-0.2148679675,-0.2192877745,0.0693866880,-0.2131320404,0.0163961687,0.0598930527,0.0559779193,-0.0350985005,-0.0908145631,0.1150749817,-0.1336806130,0.0880154629,0.2414110834,Control
GSM481010,-0.0816177267,0.0911745777,-0.0663999150,2.8027122287,0.4574844667,1.9160514132,2.7238900263,0.6639553456,1.6514118255,1.6472727504,0.0564712613,0.0043767417,0.6810700773,0.1779702014,2.8374412191,0.7505683312,-0.0333553651,0.2999584299,0.9262991083,3.7574702897,0.0979645552,0.0508783250,2.1533832948,1.1356745677,1.8321906031,1.4798714121,1.7883099443,0.4416490737,0.2723468990,1.2312479094,2.4048188267,-0.0464871672,1.8324911019,0.5802971647,1.7903627032,0.6323827756,-0.0240263004,0.0488821064,0.0879180451,-0.0919868707,0.1396836939,-0.0569741847,-0.0153207681,-0.1117582013,3.1837559010,1.3407380601,-0.0273664836,2.0738813616,-0.1092037312,0.7593827262,-0.0920541608,-0.0199061114,0.0662829365,0.2199290378,0.0593727959,0.1763107847,0.4052600395,0.0073591826,-0.1366913221,0.0411312059,-0.1083011041,0.1962469822,0.2052486207,Control
GSM481011,-0.0661399035,0.6174847923,-0.0465913061,3.3995239603,0.0795663566,1.5376491624,3.1665536563,1.1848269739,1.6601854177,1.1130891581,0.1155217437,-0.0175769353,0.9030548711,0.0948011485,3.5947226684,0.2638565085,-0.0505804251,0.2272050983,0.8232649406,3.2908608913,-0.0307999963,0.1527878153,2.2447497329,1.3839726604,1.8088489324,1.9169715047,2.0048142726,0.4506041334,0.0881457550,0.9504608170,2.0435080453,-0.0191171079,1.7154485098,0.2936353860,1.1011350507,0.9594391184,-0.0520229513,-0.1028779052,0.0393796369,-0.1992940919,0.3898262986,-0.0820199731,-0.0764176501,-0.1524609731,3.1741475263,1.5971835990,-0.0538524333,2.7733664326,-0.0692112373,0.7561733133,-0.0693470378,-0.1152436459,0.0432516553,0.2623180048,0.0520912715,-0.0050959264,-0.0061365610,-0.0148948143,-0.1477645581,0.0423373656,-0.1052896763,0.1026980552,0.2254770854,Control
