@relation data

@attribute id string
@attribute 10 numeric
@attribute 10249 numeric
@attribute 116285 numeric
@attribute 119391 numeric
@attribute 1312 numeric
@attribute 23169 numeric
@attribute 25830 numeric
@attribute 27233 numeric
@attribute 27284 numeric
@attribute 2729 numeric
@attribute 2730 numeric
@attribute 27430 numeric
@attribute 2937 numeric
@attribute 2938 numeric
@attribute 2940 numeric
@attribute 2941 numeric
@attribute 2948 numeric
@attribute 2949 numeric
@attribute 2950 numeric
@attribute 4143 numeric
@attribute 4144 numeric
@attribute 4257 numeric
@attribute 4258 numeric
@attribute 4259 numeric
@attribute 4548 numeric
@attribute 4837 numeric
@attribute 6783 numeric
@attribute 6799 numeric
@attribute 6817 numeric
@attribute 6819 numeric
@attribute 6820 numeric
@attribute 6822 numeric
@attribute 7172 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 9 numeric
@attribute 9446 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0609806066,-0.1035567994,-0.0008926744,1.2619177774,0.6170743442,-0.0037597109,0.0826748854,-0.1102551594,-0.0130776255,1.1587611852,1.1655217446,2.8771577677,1.2734077572,0.2287295295,-0.0157515826,0.4951751189,-0.1174937976,-0.1800471614,2.7201523385,-0.0719915624,0.7623041657,2.1496543896,1.8513380590,0.8550518854,0.4094792070,2.3629928306,1.1620511407,-0.0127051520,0.6324923261,-0.1007936432,0.7004951883,-0.1417264957,0.4916392069,2.0591039545,1.7137481179,-0.1943919704,-0.0970270767,0.6757980138,1.9528950121,BRCA
GSM480985,-0.0892457384,-0.1093214215,0.0284458002,1.0106400325,0.4934272951,0.0509239741,0.0294340741,-0.1397775776,0.0624834165,1.1236240834,0.9507935531,2.9504529637,1.4062304316,2.7194922765,0.0223620003,1.5069745219,0.0158703658,-0.1499267929,2.1407698392,0.0183143100,0.4171135727,2.1307989589,1.9216774105,0.8683664545,0.3300810082,3.2526707203,1.0402346791,-0.0800600637,0.7861913330,-0.1282574636,0.0757334134,-0.1733916228,0.2593924997,2.2638380789,2.2795595788,-0.1303444079,-0.1138358139,0.4821042178,2.0805940562,BRCA
GSM480986,-0.0624348672,-0.1057210069,-0.0274768894,1.0802195913,0.6510740553,0.2178145012,0.0235249791,-0.0360584414,0.0355648982,0.9923093470,1.1540432349,2.8961837822,1.4685464511,1.0981583745,-0.1119128343,0.6251887592,-0.0796818527,-0.1414170871,2.6429281233,-0.1027362621,0.6697872252,1.8293521281,2.0744294376,0.7918323894,0.3977847461,3.1104761511,0.8495923495,-0.1108794042,0.5156529322,-0.1181705719,0.3200254116,-0.1561148249,0.8040548562,2.1184420175,1.9031595468,-0.1330824345,-0.1455396849,0.6283251160,2.1442311672,BRCA
GSM480987,-0.0851270684,-0.1294820076,-0.0694724129,0.0159916769,0.5156495034,0.1276547287,-0.0304068495,-0.1407987834,-0.0255924753,0.9933562142,0.9750054124,3.0637516446,1.2724799488,-0.1075860190,-0.1454353491,0.7883711672,0.0820554939,0.2713734715,2.5742935737,-0.0105877519,0.7758750072,2.1570115199,1.4179420210,0.7748265977,0.3544527219,3.5581351072,0.5134265045,-0.2366546268,0.3585485351,-0.0622709783,-0.0694628949,-0.0844182332,0.3667155276,2.8367469908,1.1022062469,-0.1518100676,-0.1065452471,0.4454766558,2.8820779059,BRCA
GSM480988,-0.0451423784,-0.0662180749,-0.0602690341,1.1786555580,0.5688883008,0.0340590798,0.0053062529,-0.0935527450,-0.0742749172,0.8019018076,0.3823244341,3.0176489883,1.5877720913,0.6951667367,-0.0989081364,0.6378520605,-0.1360377015,-0.0766236980,1.4534148175,0.0047662046,0.3329377633,1.3240973094,1.7696652226,0.7436812909,0.4351876598,2.6555208787,0.3776471032,-0.1012072593,0.5803033280,-0.0940122360,0.2593932352,-0.1263470649,0.8180995949,1.4424614040,1.7822790258,-0.1931611510,-0.0363523996,0.5669486242,1.7723969023,BRCA
GSM480989,-0.0073731155,-0.0533774180,0.0354258775,1.3063877673,0.8071330839,0.1574163233,0.0041167057,-0.1425131437,-0.0238191412,0.5711150573,0.4336795968,2.8192888631,1.7494792309,1.1412372340,-0.1524539029,0.3705937868,-0.1537345632,-0.1981713008,2.9288898905,-0.0447416794,0.5443243086,1.8974304811,2.0237195419,0.9222045175,0.1965371105,3.1976899059,0.3611072223,-0.0325969750,1.0477611626,-0.1359228270,0.6512511216,-0.1361991567,0.4810165904,1.6453829390,1.2709925399,-0.2524973428,-0.0633024936,0.3285350434,2.5263199542,BRCA
GSM480990,-0.0725737081,-0.1090217439,-0.0483644688,1.0606840941,0.5359435843,0.0476945663,-0.0602064119,-0.1024321909,-0.0749809718,0.7214671597,0.5468433700,3.0302960078,1.4525111666,-0.0530684595,-0.1000219254,0.5198682430,-0.1458239124,-0.1618292400,3.7365725437,0.0357602279,0.4631295502,1.7635541865,1.8199877291,0.9655016655,0.2230684095,2.6678321213,0.0870581015,-0.1559115785,0.4049294963,-0.0657997309,0.5836368038,-0.1117175117,0.4880169584,2.0607162080,1.1996379613,-0.0809249143,-0.0661942896,0.1744961818,2.4583764472,Control
GSM480991,-0.0471868691,-0.0814359550,0.0213516182,1.1159922255,0.6528987948,0.1403698677,0.0372612094,-0.1563286344,-0.0169139832,0.8451897474,0.7165256461,2.8426472082,1.6617641499,0.1885844830,-0.1246087980,0.5978940769,-0.0277672247,-0.1435778517,2.9969781837,0.0003697190,0.4594688797,1.8138154040,1.9296944512,0.8798563106,0.2690372289,2.9632600396,0.7000952411,-0.0440587372,0.9143688175,-0.0659140756,0.6930784614,-0.0856077978,0.7837290664,1.9355212114,1.6022588639,-0.1561417199,-0.0526123513,0.6036217155,2.2138739626,Control
GSM480992,-0.0272638290,-0.0761818197,-0.0048472942,1.3908630312,0.7939494476,-0.0342483063,0.0532502376,-0.1546851498,0.0235257975,0.7765472040,0.7830724938,2.6904881266,1.4744232678,-0.1010108437,-0.0971568403,0.3543912626,-0.0541518254,-0.1830145622,3.4229124188,-0.0464876819,0.4688584721,1.7899823908,1.6928559766,0.7929493465,0.1567402516,2.7282921149,0.1474121032,-0.0618765782,0.5462859694,-0.0713525363,1.3029671907,-0.1361783299,0.4116671102,1.6365764189,0.9822485969,-0.1349615111,-0.1451092663,0.0723760018,2.1455257270,Control
GSM480993,-0.0682196051,-0.0887749221,-0.0110783031,1.3836450387,0.7298902228,0.1527154462,-0.0059928835,-0.1010283394,-0.0225072637,0.9600795027,0.9929348081,3.0307258764,1.6853166786,0.2100970202,-0.1558556569,0.4660511243,0.0176312022,-0.0666719346,2.7872479158,-0.1064928324,0.5785967110,1.6205834418,1.9963733927,0.7475199385,0.3549816968,3.0506771059,0.5505233227,0.0053694937,0.8816047559,-0.0842331318,0.5220676139,-0.1499328335,0.5227073597,2.0234420187,1.4723144622,-0.1118281528,-0.0774704300,0.4499057585,2.3302990729,Control
