@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 256076 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2889 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4690 numeric
@attribute 4893 numeric
@attribute 5045 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5327 numeric
@attribute 5335 numeric
@attribute 5340 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56034 numeric
@attribute 5605 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 5921 numeric
@attribute 6654 numeric
@attribute 6696 numeric
@attribute 6714 numeric
@attribute 6772 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7529 numeric
@attribute 80310 numeric
@attribute 8440 numeric
@attribute 9564 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.9477137673,3.3302642488,-0.0562563692,2.4378420075,1.3562680283,1.0692472836,-0.0101931147,0.6954617752,0.0901343941,3.3214588762,3.1169205132,0.5734778354,0.6429056355,3.3343211561,-0.2489346932,-0.1606762783,-0.1740250758,-0.0986931951,1.4674782144,1.4300138996,-0.0960269416,1.6104626348,0.0527806390,0.5110933848,0.8212452234,0.1314761901,0.3878209061,0.8848718814,1.3520475847,1.2706931260,-0.0929542914,1.1882759057,1.9228566142,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,1.3154431507,0.8370002049,0.0064908145,0.3768321643,1.1201675758,0.5346109487,0.1390805759,0.2761137816,0.3860900013,0.1579244040,-0.0234144181,0.0816291557,-0.0124092440,0.7381155855,0.9251024214,0.2833559974,0.2282767607,1.1754855409,1.8902754735,4.6578381328,0.9317078258,0.0128830904,2.8529286943,0.0298450908,0.3089302084,0.4715196540,BRCA
GSM481003,2.8340364515,2.8298389578,-0.0168115216,1.9479507021,1.6561109704,1.4205356702,0.0077806054,0.8810701189,0.5269208746,2.5899904335,2.1965385535,0.6397559802,0.5572516664,2.3664966821,-0.1384355811,-0.1245318381,-0.0946601087,-0.0955048771,1.3612618425,1.3261353774,-0.0643841951,1.7524189089,0.1673607436,0.6522905727,0.9474795161,0.0738842817,0.2858860052,0.9542065300,1.3194952905,1.4126835802,0.2806381032,0.8321520830,0.5265011630,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,2.6771923454,0.9900261754,0.0248844036,0.4223379152,1.1333078442,0.4956930263,0.1453346393,0.0626567465,0.2815908568,0.1682114578,-0.0553885548,0.1980876568,-0.0016825477,0.8860665159,0.6155722956,0.3305765474,0.2317580214,1.3898797435,1.0961764973,4.2051223382,0.6738963011,-0.0854843307,2.9574292897,0.0096158667,0.2811997700,0.5374243757,BRCA
GSM481004,2.8812906135,3.3228280151,-0.0280073428,2.6869005096,1.0971618332,0.9931254410,-0.0240043908,0.2368830724,0.1771072398,3.1213526831,3.0022276709,0.7848177474,1.5252857085,3.1540483535,-0.1424121824,-0.2050022501,-0.0174750394,-0.0750695079,1.1921263276,1.5316830208,-0.0444176702,1.7306030480,0.0510235026,0.6040793620,0.8814408686,0.0657351969,0.2737133683,0.9630198516,1.0140765906,0.8181429756,-0.0037518531,1.3243709992,1.1819554152,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,1.8140934110,1.0766678804,-0.0253498340,0.5495924441,1.3982536542,0.6688894496,0.0639251527,0.0687684595,0.4157156661,0.0579749180,-0.0500999228,-0.0790022637,-0.0060122215,0.9381063713,0.6308917645,0.6760884334,0.3548092483,1.6768926508,1.9137970677,4.6035953628,1.0637785066,0.0585717540,2.9679501614,0.0314195075,0.1958457994,0.5396083990,BRCA
GSM481005,2.7405024894,3.2620702840,-0.0593194782,2.4558128611,1.8150000396,1.4181458082,0.0156455082,1.1270609973,0.1795111609,2.8658523086,2.8158727603,0.6748639502,0.9075434120,2.5681425855,-0.1244950768,-0.2085953145,0.0048199508,-0.0932476150,1.6299835334,1.3877731034,-0.0825395499,1.6458761891,0.0645652690,0.5033044362,0.8521304950,0.1621117626,0.4507309079,0.8978069759,1.3919026105,0.9901911059,-0.0792964379,1.5465550827,1.8927819729,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,2.8935028909,0.8211322722,-0.0350841924,0.4403047296,1.3712493853,0.6115387894,0.0764267961,0.2919591999,0.3888399490,0.3371186671,0.0180744121,-0.0646435842,0.0075601748,1.1652991205,0.7679728692,0.4335148484,0.3095768749,1.2180027991,1.7547406858,4.2705672319,0.5727708010,-0.0711156597,2.7884811720,0.0215312300,0.2778034230,0.3919551472,BRCA
GSM481006,2.8867894266,3.2151531601,-0.0843630171,2.4499495951,1.6152172529,1.2114373708,0.1649511852,0.9583237404,0.3363696632,2.9065673860,2.5407304203,0.6984549915,0.5428191852,3.0288312285,-0.1321449219,-0.1581155061,-0.0732395810,-0.1583247548,1.5784780925,1.5903257717,-0.0838642061,1.6704388113,0.1920799177,0.7640161766,0.8876503406,0.1676137317,0.4491882131,0.6079864987,1.9150531143,1.3985878927,0.0098966052,1.0082624361,1.8247335090,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,2.2386723012,0.9354205676,-0.0094500684,0.3909603753,0.9865753614,0.7701194993,0.1169393467,0.3084470431,0.3354175018,0.1895260366,0.0128678733,-0.0559542152,-0.0179128214,1.0724941031,1.0187069334,0.6613827465,0.3820596916,1.1069196426,1.6049815546,4.5933951536,0.7639892979,-0.0740136918,2.8086695909,0.1662280993,0.2075771438,0.4917253337,BRCA
GSM481007,2.2292472782,2.5777011716,-0.0799007659,2.0245406918,0.9191657707,0.7993544181,0.3204650924,1.7868117746,0.7346229159,2.0481901239,1.7604704711,0.6088449438,0.6431702796,0.5014775190,-0.0864758536,-0.1422490579,-0.0175902291,-0.0920173467,0.9207133585,1.2839676474,-0.0662900918,1.7786090209,0.2972008096,0.6084494673,1.1560421735,0.1433539864,0.2655233111,0.8448888773,1.9703209847,1.1189648246,0.0529967257,0.7691124505,1.3500028468,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,2.7578269243,1.0210435065,0.0043118942,0.2606000659,1.0516917631,0.5327084279,0.1837086821,0.0113657976,0.2957258879,0.1509567570,-0.0621160632,0.1601835603,0.0468923578,0.6220977374,0.7596731636,0.6584754725,0.2433287780,1.1726965294,1.0875133568,4.5561926101,0.8347073379,-0.0183858601,2.4307935001,0.1865525246,0.3039160742,0.5178588897,BRCA
GSM481008,2.5394418168,2.5605059044,0.0079253788,1.6408250687,0.8718084935,0.9113662258,0.0038542704,-0.0916348136,0.1426806316,2.2619196176,2.1190208337,1.0699574307,1.8978852665,3.8049380184,-0.1810191682,-0.2281592609,-0.0047081881,-0.0964682123,1.0476466187,1.1402049069,-0.1061049655,1.6622805248,0.1245033364,0.4023386530,1.2938889639,0.1743810166,0.3394867690,0.9191996994,1.3939549327,1.1268164873,-0.0861223581,1.0284593088,1.9141057492,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,1.5483437291,0.8990125299,-0.0225707609,0.4047704326,1.0726860836,0.5254396089,0.1199409844,0.2813343574,0.3589827556,0.4550492956,0.0012555714,-0.0829595533,-0.0086323968,0.6182682188,0.4238343863,0.1243573846,0.2195734002,1.2228275439,0.9346371066,4.3664356073,0.3984837329,-0.0063983426,2.7709575175,-0.0286655360,0.3226523512,0.6578799410,Control
GSM481009,3.5249541001,3.9238586616,0.0548526612,2.8469472019,1.6929948631,1.1821684615,0.0837541569,0.5150820301,-0.0540151667,3.1254515244,3.2484655661,0.5644960992,0.2096942283,3.3628729879,-0.2856366486,-0.3094816745,-0.1355257199,-0.1868202660,1.4302532645,1.3990336556,-0.0979195640,1.3427748691,0.0913076709,0.2919592977,0.5253295350,0.1793832846,0.3375501747,0.7767756040,0.8964870156,1.2916804486,-0.1890939915,1.1036103142,2.0970718728,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,2.3752598985,0.4572595951,0.0445180078,0.2795271149,0.7096309500,0.4921282603,-0.0310865428,0.0240920140,0.2270372226,0.1961167315,-0.0048567386,0.0360293823,-0.0607615665,0.7020093558,0.7435965043,0.1552610239,0.1357923958,0.7356271796,0.7949119215,5.4401534399,0.5483482332,0.0365947642,2.7177316307,-0.0115391028,0.0780274038,0.0301783830,Control
GSM481010,2.6051321654,3.0476547671,-0.0676465309,2.3856384558,1.3531419018,1.0112439031,0.1214909382,1.6079430990,0.2415605402,2.4133067850,2.6714729561,0.5024912788,0.4666664586,2.2906398921,-0.1155306771,-0.0914028924,-0.0140761624,-0.1333805618,1.5761229206,1.4868810578,-0.0990710983,1.7509254467,0.0199369617,0.4013018645,0.9039840400,0.1744263203,0.4686533031,1.2621549368,1.0582090242,1.0661633827,-0.0580621935,1.3947409310,0.6096389277,0.2892597577,0.0721562371,0.1319778106,1.1194783820,0.8593679311,0.7915824455,-0.0547676398,0.5158594621,1.1154199801,0.6419399620,0.1620686616,0.3278113926,0.3965836786,0.2553614844,0.0688335455,0.0744793021,-0.0237400801,0.9930470879,0.8288929381,0.1787025944,0.2733712041,1.1627908613,1.6667781540,4.2659974099,0.6310766338,0.0771955697,2.9788210231,0.5407634379,0.2844973728,0.3574118243,Control
GSM481011,2.8519130112,3.1823942018,-0.0504243473,2.2762688008,1.4279926800,1.1410529101,0.0044402286,0.3086895734,0.0840626457,2.5397855622,2.3370346392,0.7341180585,0.8731260576,2.3418211380,-0.1493118951,-0.2418329560,-0.1527954746,-0.0995170355,1.1232241080,1.1672118224,-0.0789279965,1.9492786230,0.1810482474,0.4960183216,1.1300241724,0.1905613793,0.2062822425,0.7011700384,1.5537397266,0.5065772017,-0.0816099351,0.8596753620,1.6658263603,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,2.5009843859,0.8280705125,0.0015411845,0.3978262835,1.5733309313,0.3496854410,0.2404869166,0.0029051673,0.2711141126,0.1100335099,-0.0475626586,-0.0935180319,0.0394449375,0.6050271742,0.5340521790,0.3469468820,0.2940408219,1.1955238983,1.3167463400,4.5045919949,0.7886644867,0.1581573665,2.4501155933,0.0466820503,0.2406132767,0.5802328967,Control
