@relation data

@attribute 1351 numeric
@attribute 29796 numeric
@attribute 1350 numeric
@attribute 4698 numeric
@attribute 2110 numeric
@attribute 4697 numeric
@attribute 374291 numeric
@attribute 2109 numeric
@attribute 6392 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 1349 numeric
@attribute 2108 numeric
@attribute 1345 numeric
@attribute 1340 numeric
@attribute 1329 numeric
@attribute 1327 numeric
@attribute 7381 numeric
@attribute 4696 numeric
@attribute 1337 numeric
@attribute 7388 numeric
@attribute 4694 numeric
@attribute 7386 numeric
@attribute 7385 numeric
@attribute 7384 numeric
@attribute 54539 numeric
@attribute 4709 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4704 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 10975 numeric
@attribute 4731 numeric
@attribute 27089 numeric
@attribute 126328 numeric
@attribute 9377 numeric
@attribute 4716 numeric
@attribute 4728 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4729 numeric
@attribute 4712 numeric
@attribute 4724 numeric
@attribute 4713 numeric
@attribute 4723 numeric
@attribute 4714 numeric
@attribute 4726 numeric
@attribute 4725 numeric
@attribute 51079 numeric
@attribute 4720 numeric
@attribute 4710 numeric
@attribute 4722 numeric
@attribute 4711 numeric
@attribute 1537 numeric
@attribute 54205 numeric
@attribute 55967 numeric
@attribute 6389 numeric
@attribute Class {Control,BRCA}

@data
13.20290364,9.285060279,14.26291555,5.162704759,10.09998588,12.83066776,11.74966846,9.975163508,9.760229732,12.2142175,10.3568056905,10.45921159,12.1875331,13.34981755,12.84571551,13.16637029,14.49088818,8.005113529,12.47123454,11.73774813,10.047759677,13.94018008,13.10298289,9.140447083,10.82290958,12.23392978,11.50437774,6.915404749,12.52524557,9.172372188,11.31449844,10.97053395,10.53560858,12.31128435,7.747456426,6.698858381,13.32090986,12.30758799,12.41833894,11.17866503,12.01315176,9.853185215,6.473832056,7.519559841,11.81116605,10.868720825,12.11865571,12.68048706,11.79340834,13.40746897,5.558582385,13.26439572,11.92269971,7.237929634,4.6430482585,11.90894245,12.73839215,12.14165544,8.464342681,11.93317805,11.154907255,Control
13.03363813,8.72671111967,14.08054111,4.752897783,9.924501194,13.13613647,11.92604216,9.36715211133,9.655696684,12.08367055,9.82763426,10.20351353,11.1007545,13.29472201,12.35583566,13.08801473,14.39776555,7.6557243485,12.01315176,11.75034492,9.828224401,13.57945564,12.81938184,8.916537197,11.09023172,12.17902899,11.290161035,6.241654902,12.01512763,8.807499938,11.35464901,11.25078414,10.95861817,12.26689494,7.201293545,6.7583558515,13.12983363,12.40591135,12.38307791,11.24502395,11.966264,9.841761329,5.34066129,7.56639873,11.66377168,10.446391725,12.11321645,12.3953307,12.16189092,13.37889296,5.376786337,13.09148337,11.97597342,6.541797943,5.571452547,12.23093318,11.95778233,12.45867582,8.779925425,11.30927755,10.560368665,BRCA
13.21631242,9.110259363,14.12961268,5.019269629,9.763690056,13.04989878,11.91738897,9.648012249,9.385178158,12.2091488,10.11292087,10.1371324,11.55993163,13.19114487,12.73346456,13.25798962,14.46406102,7.555905996,12.36194933,11.90502978,10.2591473,13.73047547,13.04549694,9.184070187,11.21588197,12.69740967,11.365204705,6.391935766,12.4670082,9.2501880275,10.98733883,11.20858205,10.80248428,12.35836419,7.509005213,6.794213641,13.29995283,12.44601199,12.60350703,11.31755975,11.88820491,10.01421619,5.730783436,7.64800001,11.77876926,10.754477035,12.10196099,12.59087361,12.20870084,13.34055118,5.511128997,13.14975193,11.85634588,6.970252957,5.0795625235,12.12850358,12.53699151,12.49390804,8.42928237,11.44400817,10.883063585,BRCA
13.41920247,9.04317350067,14.21563464,4.645326303,9.066237977,13.21631242,12.27401999,9.71352200767,9.478800518,11.84868564,10.43563763,10.41142654,10.48441034,13.7606441,12.4375493,13.11754819,14.81202536,7.6266591185,12.20235811,12.10791023,10.1840151705,13.64744159,12.71111204,9.177899811,11.42258795,12.82483353,11.4332353,5.937586419,12.38876812,9.26298826,11.53999494,11.44205205,11.44094715,12.45835798,7.408841599,6.2328353235,13.08056861,12.53119874,13.00646289,11.86027624,12.2754728,9.812386363,6.427443278,7.632470217,11.97837451,10.377605685,12.07584355,12.83735302,12.2610269,13.66590217,5.754627826,12.98945487,12.32890637,6.629251419,5.6883117935,12.71973005,12.08543106,12.95175557,8.584211958,10.90509007,10.4176076465,Control
13.14975193,9.10905419467,14.17756905,5.406342144,9.69406232,13.00320258,11.51317502,9.82538100867,10.07437602,12.12695617,9.776279834,10.48635768,11.48919834,13.03363813,12.41617348,13.31043176,14.80269307,7.9209228735,12.09712198,12.04429858,10.272590527,13.57024711,13.01183005,9.920282552,11.28988649,12.62645517,11.14646843,5.658790765,12.51631937,9.7073308025,11.46565582,11.56274102,10.95259222,12.25622352,7.342610577,7.3627640425,13.10298289,12.36089516,12.41967063,11.75296609,11.81753744,9.793587511,5.892154959,8.042591161,11.77465953,10.454074535,12.09766027,12.55220564,11.86184501,13.27043919,5.846249617,13.1577646,11.99074406,6.747726834,5.2010194865,12.30321003,12.36451643,12.65135565,8.435838088,11.2564654,10.730971655,BRCA
11.91354778,7.75971465667,12.88542666,5.011016147,10.47788501,12.28769659,10.63715491,9.307390171,10.37262599,11.61592857,9.6268401555,9.108283416,11.41166472,12.35583566,11.47712595,11.92269971,14.33991264,7.080451259,10.25848981,10.92031584,9.1399697385,12.00076422,13.0474759,9.505246433,11.21588197,11.00228078,9.679239065,5.76368461,10.62174996,9.4854659265,10.60376104,11.2089234,9.298074671,11.43055462,6.956176112,7.2728509035,11.82192354,11.02068851,11.80723024,10.21278244,10.81892586,8.829152778,6.225357483,7.801871815,11.09488611,9.1345567295,10.88635983,11.27294773,12.14165544,12.75033439,5.230079295,11.45329393,10.67206752,6.802099894,5.26565597,11.69911488,12.02547364,12.06323168,9.008765532,9.818031326,11.431973905,BRCA
12.78522262,8.69641745333,13.77286407,5.273339877,8.506060705,13.58212966,12.18670552,8.86931288767,9.020376578,11.15682591,10.1547483045,9.950483405,9.656023072,13.19976669,11.96210624,12.63422915,14.88287635,7.0333324975,12.13262834,11.34599024,10.1715746905,12.86051578,12.35836419,8.334218666,10.58354379,11.82848969,10.864450265,5.532793245,11.71243039,9.214595809,12.12389031,11.6964048,11.23283777,12.2610269,6.773076963,6.080205989,13.02719506,11.93616504,12.56946885,11.96427598,12.64987931,10.07411507,5.964751666,7.643587688,11.80723024,9.2419689165,11.37897501,12.29564706,11.24026381,13.80581744,4.85650179,12.96626215,12.31403378,6.893972281,5.159732007,12.63275562,11.2910039,12.63069834,6.998198677,9.838077671,9.616722269,BRCA
13.43573605,9.416761553,14.39776555,4.93252334,10.09739389,13.04382794,12.01512763,9.886186684,9.999683363,12.40276968,10.123027836,10.61564829,11.95147243,13.36098494,12.98372673,13.46969908,14.67256817,7.8770741765,12.42766909,11.80723024,10.48781148,13.89601165,13.00956452,9.041851538,10.73861188,12.53699151,11.646882,6.742953157,12.5801856,9.662430478,11.26946293,10.86690047,10.67427198,12.54269462,7.422655866,7.021810128,13.37355718,12.69546762,12.3915122,10.95861817,11.80267601,10.07904508,6.350634813,7.336464439,11.5225547,11.03260789,12.30206775,12.6125864,11.68503795,13.51771248,4.661088802,13.59822064,11.7987959,6.112601751,5.2096583685,12.06834846,12.93429355,12.09587508,8.819732939,12.00076422,11.06002129,Control
13.23175973,8.81700115467,13.99263349,5.117810604,9.366448513,13.11037161,11.64626856,9.785718214,10.32819838,12.33572539,10.0813852025,10.68230579,11.60282424,13.25344278,12.65578567,13.37610779,14.81202536,8.241908736,11.86370244,11.88448737,10.3686758525,13.47298527,13.14975193,10.10111594,11.42903544,12.71834242,11.43046727,5.577437325,12.47906411,10.1084788385,11.45792732,11.63413504,10.70754056,12.48048484,7.337356807,7.4207540845,13.05207472,12.3377697,12.77884208,11.53391627,11.99463462,9.694384497,6.346430072,7.647658312,11.84647188,10.485047375,12.20536419,12.43809276,12.46365343,13.29995283,5.338434442,13.34981755,12.21264541,7.089426976,5.311489257,12.45867582,12.44819383,12.6014308,8.738583034,11.37964115,11.04452459,BRCA
13.39262134,9.27869698033,14.00655359,5.308713308,9.821032966,13.03363813,12.11709445,10.1205630447,9.583172639,12.00748646,10.4631639765,10.65168433,11.45279735,13.29472201,12.81400365,13.44751595,14.57158262,8.1329287235,12.58797677,11.98839011,10.1259960625,13.77694807,12.92133986,9.743273911,11.39527989,12.50816376,11.58432977,5.980660139,12.75717127,9.458651842,11.66632289,11.38201077,10.99848485,12.55486108,7.39972893,7.293306816,13.37131522,12.59449147,12.4173608,11.75371412,12.40276968,10.23748518,6.416886703,7.055746423,11.86608512,10.3233437,12.04072818,12.98945487,12.13138765,13.55093015,5.977400858,13.074006,12.41967063,6.6758199,4.9168412395,12.21510531,12.16391545,12.44065386,8.85611511,11.29285667,11.007896885,BRCA
