@relation data

@attribute id string
@attribute 1457 numeric
@attribute 2002 numeric
@attribute 2056 numeric
@attribute 2057 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3717 numeric
@attribute 3725 numeric
@attribute 5335 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5777 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.1127546282,0.2797568681,-0.1176714556,0.0277085917,0.1948640191,1.3452941188,1.0380567778,0.0567569479,0.7463167697,0.5204422609,0.4586358647,0.7139937217,0.9600990878,0.6409841057,1.9096234484,0.1797246685,0.0372537282,0.1224982199,BRCA
GSM480985,0.9595143553,0.3031341848,-0.1037268143,0.0925558789,0.3309724640,1.1583383579,0.5481084954,0.1556939161,0.9612028782,0.6196571301,0.5649788797,0.7487222366,0.9672667549,0.6127393824,1.9413004944,0.2011654340,0.5274472088,0.2041423073,BRCA
GSM480986,1.1313685492,0.3711583552,-0.1132036032,0.0908242622,0.3619466726,1.5127595663,0.9493732134,0.0812981193,0.9059672051,0.5424212613,0.5706250406,0.7966307569,1.1775063474,0.4839221177,2.0243224118,0.0952468054,0.1005128598,0.1247599432,BRCA
GSM480987,1.1919919963,0.3778557302,-0.0976477797,0.2574033366,-0.0610097518,1.4599798470,0.6616964770,0.0791740535,1.2356612913,0.7127369387,0.5260457562,0.7170214796,-0.0128968786,0.3882937707,1.9975022057,0.0700896732,0.2219263650,0.1830839837,BRCA
GSM480988,0.8136572200,0.1301916772,-0.0829715523,0.0501189283,0.3942711436,1.6300611323,0.4589619954,0.0942390446,0.5378554523,0.5192004788,0.4829891018,0.6912962379,1.1087291342,0.4704262694,1.9610705971,0.0896705153,0.1684060337,0.1357062248,BRCA
GSM480989,1.0008007305,0.4043724635,-0.1080504811,0.1169852213,0.0513401362,1.6843677122,1.1103506463,0.1149073330,0.5993327181,0.5099837124,0.8519349658,0.5911021925,1.3148517542,0.4437155496,1.9755967301,-0.0037837656,0.2980536016,0.2224860404,BRCA
GSM480990,1.0906922513,0.4692344638,-0.1247069044,0.1449535975,0.1955064154,1.6475978081,1.1067612915,0.0679819035,0.9502829010,0.7009938896,0.5468216389,0.5124700949,0.9472869369,0.3387474729,2.5765053460,0.0120991491,-0.0418846110,0.1009955318,Control
GSM480991,0.9955256260,0.3822606292,-0.0465131439,0.0844953436,0.5429381570,1.5652074934,0.9763167946,0.0256183829,0.9142568514,0.5280418684,0.6482640730,0.7236467786,1.2950893441,0.3654298311,2.1101571236,0.0441448208,0.2253412083,0.1830051345,Control
GSM480992,1.0083798761,0.4556893493,-0.0682990459,0.1370743064,0.3445932802,1.5792976092,1.1827308424,0.1000183866,0.5848525959,0.6497552522,0.9082788116,0.4097217267,1.1846827931,0.3105769333,2.4270785623,0.0183351703,0.0872129699,0.1292670868,Control
GSM480993,1.1333396416,0.3937792435,-0.0959958962,0.1038440210,0.4851258332,1.5582134934,0.9945207685,-0.0802424204,1.0657076714,0.5661468516,0.7940912880,0.7140314231,0.9989973042,0.3602931440,2.0765592329,0.0562111053,0.3359975065,0.2098610063,Control
GSM480994,1.0333573352,0.4041082384,-0.0687242486,0.0422605664,0.4939027579,1.5295505913,0.9641585409,0.0004596510,0.5563842119,0.4282210015,0.8330526240,0.3175909795,1.0014787449,0.2916244940,2.2287481896,0.0193436113,0.2831427436,0.1751479488,Control
GSM480995,1.2759926657,0.4553567454,-0.0938483744,0.1885697825,0.1775458926,1.6341215260,1.0583383925,0.0980818387,1.9688322091,0.7010075127,0.4630933479,0.8682190766,0.8545894557,0.4126590016,1.9173598417,0.1126998567,0.5586351270,0.2828326211,Control
GSM480996,1.0997405745,0.4152662679,-0.1388620738,0.1822351256,0.2972178226,1.6202940312,1.5339100845,0.0791217182,1.1081883643,0.7422953586,0.5709639528,0.6656352630,1.0974892974,0.4680346772,2.5355423434,0.0632607096,-0.0404425625,0.1878595933,BRCA
GSM480997,0.7816892623,0.6482401993,-0.0798548029,0.2618036573,-0.1969313083,1.6077907556,1.0607690384,0.1844789574,1.4992139659,0.7791516716,1.1649881211,0.6271673251,0.4932850269,0.3204180677,2.4039788969,0.0117709752,0.4016116746,0.3258682885,BRCA
GSM480998,0.9091698090,0.2969806227,-0.0838235843,0.0426062983,0.4853948928,1.8111653313,1.3928146588,0.0564494044,0.5623371863,0.6266471785,0.7742886320,0.6147042501,0.9761622018,0.4395502677,1.8797799985,0.1207393635,-0.0705877277,0.2798788993,BRCA
GSM480999,0.9848602919,0.2178719965,-0.1145787632,0.1013556843,0.3528046992,1.3847289206,0.6999813840,0.1262857677,0.8877214403,0.6269430375,0.5399878732,0.6894101039,1.2027621400,0.5582407979,1.7322489747,0.2268848883,0.3866317039,0.1724890369,BRCA
GSM481000,0.7740659236,0.1721434182,-0.0716599883,0.0933591635,0.3186011869,1.4343370085,0.8529196009,0.1990989346,0.9541519526,0.7278815275,0.5414116234,0.6225341240,1.5483089356,0.6487222089,1.4051200598,0.1196501524,0.4726618864,0.1280347119,BRCA
GSM481001,1.1017243585,0.3207886709,-0.0972328039,0.0097960125,0.1838395956,1.4455331878,0.8871232791,0.0719770665,1.2256693399,0.5405121342,0.4539386201,0.7868789858,0.5304801779,0.3988278703,1.7989016441,0.1188062851,0.2287246025,0.1596614580,BRCA
