@relation data

@attribute id string
@attribute 11112 numeric
@attribute 1629 numeric
@attribute 1738 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 259307 numeric
@attribute 26275 numeric
@attribute 27034 numeric
@attribute 30 numeric
@attribute 3028 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 316 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 3712 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 4329 numeric
@attribute 4594 numeric
@attribute 5019 numeric
@attribute 5095 numeric
@attribute 5096 numeric
@attribute 549 numeric
@attribute 56922 numeric
@attribute 586 numeric
@attribute 587 numeric
@attribute 593 numeric
@attribute 594 numeric
@attribute 64087 numeric
@attribute 84693 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.3665705863,0.1402001421,0.7331141828,0.5504246704,2.6660028845,0.2505638963,1.3596210412,0.7289875286,2.8428906733,0.2975739609,-0.2454691876,0.4555840115,0.0292345512,0.8422150538,1.7214164734,1.3110771498,2.0156764814,0.9244120855,0.7384151453,0.4695430771,-0.1114418766,0.1939221078,0.4754629302,0.0933951239,0.2541239303,0.2309592792,0.2329695442,0.8043620022,0.4091464988,0.3141548324,0.2782746594,0.0997902126,0.8988814868,0.0063739065,0.2199833110,1.5518382857,0.3243159830,0.4066695044,0.1257969168,-0.0635138887,0.8933199791,BRCA
GSM481003,0.3163041631,0.0288550634,0.5751571217,1.0605909447,3.2305892409,0.1019095926,1.3603782851,0.5956070592,2.2803979187,0.5232550384,0.1988751299,0.3743035349,0.2091653389,1.0676478260,2.0575677156,1.1338240419,2.0294642110,1.0252349251,0.7993575234,0.3187697554,-0.1357373357,0.2487585688,0.4304200546,0.2509851084,0.3007687827,0.2924871998,0.1626574735,0.6590264871,0.2724938556,0.4235657101,0.1785876120,0.0479083415,1.0078155431,0.0155655216,0.0354707409,1.0858664274,0.3768328197,0.6076675834,-0.0375482934,0.0086966580,0.4168247021,BRCA
GSM481004,0.4012462930,0.1252343449,0.3812206186,1.1165866429,3.1848408877,0.0615678967,1.5765960482,0.5920443669,2.6771345403,0.4387184336,0.6251669753,0.3672544756,0.0725461041,1.0331264622,1.8947266870,1.4512041233,2.4576594147,1.1561475694,1.1257595286,0.4178562876,-0.0352958752,0.2808902524,0.3596199945,0.2399376606,0.2757260743,0.2024971794,0.1535801164,1.2142931753,0.7369822654,0.4453983926,0.3409301663,0.0463522940,1.2436769712,0.0381590054,0.2676799596,1.3487540903,0.4281067526,0.4571200969,0.1808249367,0.0107425786,0.4905869644,BRCA
GSM481005,0.6060001268,0.1341403313,1.0392266140,0.5263049415,2.6756236701,0.1532871830,1.1894485554,0.7706936300,2.1997977231,0.2393710208,-0.1438278636,0.4990750484,0.1392718500,0.9917850009,1.5116766426,1.1165049651,1.9725040707,1.1556717095,0.9244420131,0.2909628841,-0.1212768205,0.3733750724,0.7020193695,0.1569822208,0.4477769427,0.0917041038,0.1946560883,0.5150022018,0.2903799976,0.6887900023,0.7565666438,0.0089100553,0.7802345024,0.0127290260,0.3205682097,1.3693378256,0.3150513004,0.3404271003,0.1183939451,0.0102929880,0.6266629301,BRCA
GSM481006,0.5228438614,0.1055923362,1.0503523116,0.7598953589,2.5622581394,-0.0091416504,0.9011514651,0.7918512212,2.4002272552,0.3883146761,0.0760559282,0.3647515735,0.1465110893,0.8530734881,1.6699737576,0.9434966796,2.0123289143,1.1247779455,0.6803193888,0.5490386851,-0.1142641825,0.0753132584,0.6950991573,0.1733015801,0.3376315649,0.0972323973,0.2236505037,0.5390144610,0.4210884852,0.2986537406,0.4589185183,-0.0142429147,1.1259507370,0.0148957810,0.2373449002,1.3416046841,0.3509738149,0.3360031880,0.4421378730,0.0308498694,0.3345713276,BRCA
GSM481007,0.5030199604,0.1049114662,0.6724452480,1.0358507192,2.6799716949,-0.0824301871,1.1416312754,0.8333636560,2.1771405738,0.5255545913,0.3044010517,0.4638607164,0.1791460863,1.0503883698,1.8352804182,0.6343219104,1.3058669824,1.0988051215,0.7298927406,0.3425793419,-0.0553081686,0.2111238170,0.8405222045,0.2829855140,0.1710596043,0.0841207997,0.1464285038,0.4731118953,0.3295184034,0.3141948505,0.4878612043,0.0498618116,0.7427488547,0.0210910877,0.2187035642,0.7885326850,0.4474348524,0.6185027213,0.2453628706,0.0662411828,0.4931000789,BRCA
GSM481008,0.3602862543,0.1232644170,0.8293015040,0.4377764934,2.8481054308,0.0738928081,1.7179112501,0.2407050450,2.0121529632,0.1811918107,0.4847984499,0.3353939578,0.1614788466,0.8621950447,2.0354626574,1.0770134501,1.8407226630,1.0020162798,0.7194484604,0.4847780041,-0.0820614447,0.2509681765,0.7779287658,0.3778969924,0.2782559111,0.1980761736,0.2066257624,1.0673959981,0.2934444842,0.7824354724,0.5641848076,0.0346719820,0.6626149856,0.1152569649,0.0160540962,1.1181104005,0.3694387264,1.3155461589,-0.0403323349,0.0010402326,0.3947197706,Control
GSM481009,0.4535382393,0.0826322842,0.6332577009,0.4464419688,2.0697222800,-0.0799766013,1.5246361561,0.3136098313,2.8812776672,0.0613896178,-0.2309491953,0.3683544390,-0.0618206571,0.5957186842,1.4202658070,0.8158988580,2.0446532454,0.7607716068,0.6429975674,0.3221676391,-0.1299631436,0.0827444900,0.9706303440,-0.1174235685,0.1615926746,-0.0747894917,0.1189971501,0.3859830366,0.1405084578,0.4002257761,0.3724266893,-0.0131956339,0.5171763110,0.0138473111,0.0179853728,1.3625419313,0.2491711244,-0.2667995884,-0.0534022414,-0.0212201251,0.4439636545,Control
GSM481010,0.4867626410,0.1981694703,1.3218326784,1.2038823161,3.1086775659,0.2136401419,1.4316206639,0.5528815033,2.5246802834,0.6241290761,0.0672627829,0.3227600463,0.1476738111,0.9105367846,1.7286987040,1.3943034368,2.2220036643,1.2880304034,1.0729498467,0.5623660342,-0.1637174188,0.7114939772,0.7105358574,0.3029247616,0.4646652724,0.1666777609,0.2771623034,0.9721961287,0.2423121529,0.6233931362,0.7020181218,0.1312262049,1.1200359457,-0.0342238929,0.2865861609,1.8489840842,0.3875980495,0.7308480125,0.1536607353,0.0178856315,0.3590902806,Control
GSM481011,0.3591658814,0.0584643165,0.5283419308,0.7045508114,2.9903289974,-0.0053312622,1.3559073807,0.5797773188,2.1697107354,0.2239222685,-0.1174775181,0.3242464376,0.0493897663,1.1866047942,2.0809479156,0.6216208733,1.5814470566,0.8517637458,0.9238773284,0.0968475881,-0.0856120512,0.1194972085,0.4515731000,0.1513413304,0.1943939519,0.3123794873,0.1217276184,0.3153266054,0.2581290588,0.2888290527,0.4096098411,0.0539873730,1.0672449923,0.0128101672,0.1845502882,0.9175437401,0.5008410467,0.4409261770,-0.0242163250,0.0398030953,0.7557836620,Control
